ever_purchase_orderType1,userid
1.0,114742091534
1.0,114742291133
1.0,114742291236
1.0,114742491331
1.0,114742491631
1.0,114742582939
1.0,114742693633
1.0,114742893230
1.0,114742893639
1.0,114742980335
1.0,114743093939
1.0,114743180639
1.0,114743480434
1.0,114743594039
1.0,114743594333
1.0,114743682735
1.0,114743980336
1.0,114744280235
1.0,114744493038
1.0,114744493436
1.0,114744591939
1.0,114745093334
1.0,114745980138
1.0,114745982132
1.0,114746082138
1.0,114746180237
1.0,114746193734
1.0,114746197639
1.0,114746280038
1.0,114746391833
1.0,114746482134
1.0,114746493535
1.0,114746793133
1.0,114747082932
1.0,114747091534
1.0,114747193635
1.0,114747380234
1.0,114747382136
1.0,114747493835
1.0,114747493932
1.0,114747780438
1.0,114747782138
1.0,114747880636
1.0,114747991230
1.0,114748380738
1.0,114748580432
1.0,114748593331
1.0,114748693235
1.0,114748893634
1.0,114749080431
1.0,114749193035
1.0,114749580337
1.0,114749680835
1.0,114790093332
1.0,114790480036
1.0,114790780631
1.0,114792080130
1.0,114792380631
1.0,114793280530
1.0,114793380437
1.0,114794082135
1.0,114796280039
1.0,114796382139
1.0,114797091130
1.0,114797980934
1.0,114800253741
1.0,114800769642
1.0,114801053445
1.0,114801367346
1.0,114801469647
1.0,114801553945
1.0,114801953943
1.0,114801967745
1.0,114802167045
1.0,114802167241
1.0,114802267746
1.0,114802667748
1.0,114803058041
1.0,114803058340
1.0,114803067846
1.0,114803255542
1.0,114803469145
1.0,114803667440
1.0,114804469145
1.0,114804667445
1.0,114804669140
1.0,114805369640
1.0,114805967243
1.0,114806169847
1.0,114806267740
1.0,114806853945
1.0,114806867746
1.0,114806967943
1.0,114807269841
1.0,114807767245
1.0,114807767441
1.0,114808269148
1.0,114808469842
1.0,114808569840
1.0,114809067741
1.0,114809367640
1.0,114809767740
1.0,114820056240
1.0,114820369841
1.0,114820467040
1.0,114820653947
1.0,114820667047
1.0,114820850544
1.0,114820853143
1.0,114820853245
1.0,114820953244
1.0,114821069141
1.0,114821153946
1.0,114821267741
1.0,114821267747
1.0,114821367448
1.0,114821453646
1.0,114822150149
1.0,114822150946
1.0,114822152243
1.0,114822167044
1.0,114822169640
1.0,114822169646
1.0,114822353549
1.0,114822553145
1.0,114822567149
1.0,114822669141
1.0,114822956649
1.0,114823069146
1.0,114823953744
1.0,114823969646
1.0,114824067049
1.0,114824152743
1.0,114824352543
1.0,114824667040
1.0,114824750141
1.0,114824953341
1.0,114825153448
1.0,114825153840
1.0,114825367343
1.0,114825453540
1.0,114825667343
1.0,114825953148
1.0,114826153645
1.0,114826453647
1.0,114826767842
1.0,114827367543
1.0,114827469143
1.0,114827553941
1.0,114827753748
1.0,114828067342
1.0,114828069148
1.0,114828167140
1.0,114828253047
1.0,114828350543
1.0,114828350548
1.0,114828350844
1.0,114828569840
1.0,114828650443
1.0,114828753541
1.0,114828769141
1.0,114829067247
1.0,114829069844
1.0,114829653346
1.0,114829750941
1.0,114831269641
1.0,114832067442
1.0,114832469649
1.0,114834167949
1.0,114834867748
1.0,114836069144
1.0,114836367240
1.0,114836469642
1.0,114836669142
1.0,114837169648
1.0,114837169649
1.0,114837967240
1.0,114837967949
1.0,114838367748
1.0,114838853241
1.0,114839067042
1.0,114839067143
1.0,114839267144
1.0,114839267840
1.0,114839867647
1.0,114839869144
1.0,114839967349
1.0,114862267148
1.0,114864169646
1.0,114864467347
1.0,114865267940
1.0,114869867143
1.0,114999280232
