userid,actionType1_num_after_submit_last_order,actionType2_num_after_submit_last_order,actionType3_num_after_submit_last_order,actionType4_num_after_submit_last_order,actionType5_num_after_submit_last_order,actionType6_num_after_submit_last_order,actionType7_num_after_submit_last_order,actionType8_num_after_submit_last_order,actionType9_num_after_submit_last_order
110147214021,1,0,0,0,10,7,0,0,0
114191080134,0,0,0,0,2,0,0,0,0
111143885515,4,0,0,0,4,2,0,1,1
110147214029,0,0,1,0,2,1,0,0,0
111157713613,10,0,5,0,5,2,2,1,1
112528169680,2,1,0,0,10,1,1,0,0
112623065808,5,0,0,10,3,0,1,1,1
110946917076,6,0,20,0,42,29,0,1,1
110844517078,6,0,0,1,5,1,0,2,2
110174935768,0,0,0,0,3,1,2,0,0
112529283805,38,7,6,7,21,7,1,7,3
114820553442,12,0,1,1,8,2,1,1,1
110323473128,3,0,1,1,5,3,1,0,0
110937217776,0,0,0,0,1,1,0,0,0
114748693235,0,2,0,0,1,1,1,0,0
110108973825,0,0,0,0,2,1,1,0,0
111499287299,11,0,0,0,8,2,0,1,0
112527383300,1,0,0,0,1,1,2,0,0
111150013195,5,0,2,0,2,1,1,1,1
114862267148,1,0,0,0,1,1,1,0,1
110300273421,5,6,1,0,7,3,1,1,1
110346771225,0,0,0,0,1,2,0,0,0
110943410971,0,0,0,0,3,2,0,0,0
110346771228,5,0,0,0,1,1,0,1,0
110167235362,2,0,0,0,3,0,0,1,0
110721833762,30,0,3,0,24,17,0,1,1
110917917476,1,0,5,0,2,3,1,0,1
110945671970,9,1,5,0,4,1,2,1,1
110107335462,0,1,5,0,1,1,0,0,0
111822248750,0,1,0,0,1,1,1,0,0
110949571378,2,0,0,0,2,2,0,0,0
111157713716,11,7,3,1,9,2,1,2,2
112520469301,2,4,12,3,12,1,1,2,2
111147785018,0,0,0,0,3,3,0,0,0
112529283906,3,1,3,2,3,1,0,1,1
111845514053,3,0,0,0,2,2,0,1,1
114715499338,31,0,0,0,5,1,1,1,1
114808167243,4,0,0,0,9,4,0,2,0
110104714061,1,0,1,0,2,1,1,1,1
111459113811,0,0,0,0,0,0,2,0,0
114833267542,3,0,0,0,1,2,0,1,1
110846810970,3,0,0,0,2,1,0,1,0
111428213598,0,0,0,0,4,1,1,0,0
111142116191,7,0,0,0,5,6,1,2,0
111453313891,0,0,0,0,0,0,2,0,0
112506280805,19,1,0,0,13,11,1,1,0
110769314662,10,0,0,0,1,0,0,0,0
112527580007,4,0,0,0,5,1,1,0,1
111150013293,2,1,0,0,2,1,0,1,1
112506084205,1,0,0,0,1,1,1,1,1
110120835960,9,2,0,0,2,1,1,1,1
110385273720,8,0,2,0,8,1,1,1,1
111143885691,8,0,1,0,3,2,1,1,1
110325373820,8,1,0,0,4,2,1,1,1
111453313917,0,0,0,0,1,2,0,0,0
110385273728,0,0,0,0,3,1,0,0,0
112524565381,3,0,0,0,3,2,0,0,0
110945672072,4,0,1,0,2,1,0,3,2
111847119756,0,0,0,0,2,1,1,0,0
112538065806,0,0,0,0,2,1,2,0,0
114191080335,0,0,0,0,5,0,0,0,0
111153716116,8,1,0,0,2,1,1,1,1
112524565401,15,0,8,0,10,2,1,1,1
110129716122,1,2,0,10,2,3,0,0,0
110912510874,0,0,0,0,1,1,0,0,0
112524565402,6,0,0,0,2,4,2,1,1
110178835361,3,0,0,0,2,1,1,0,0
111144213411,6,0,0,0,6,2,0,0,0
111144213414,0,0,0,0,6,1,0,0,0
110935972775,0,1,3,0,1,1,1,0,0
111808846759,10,0,0,0,4,1,1,1,1
111851248554,0,0,0,0,1,1,0,0,0
114740894637,1,0,0,0,4,6,0,0,0
114804169647,2,0,0,0,1,1,0,1,0
112532265909,0,0,0,0,1,1,1,0,0
111190416310,5,0,4,0,9,5,1,1,1
110916017079,1,0,0,0,3,3,0,1,0
110101273529,4,0,0,0,4,5,0,2,2
110186273722,0,0,0,0,8,0,0,1,0
110147673028,7,0,0,0,11,3,0,3,0
111803046854,16,1,3,2,19,3,1,0,1
112501365703,0,0,0,0,2,1,1,0,0
112667565000,0,0,0,0,2,1,1,0,0
112506280906,1,0,0,0,2,1,1,0,0
112628669389,3,0,0,0,4,2,0,1,0
112506084302,5,0,1,0,10,4,2,1,1
110769314767,0,0,0,0,2,2,0,0,0
111159516118,0,9,24,0,5,5,1,0,0
114729982939,2,0,0,0,2,1,0,0,0
112968965085,4,0,0,0,7,3,1,1,1
111143885796,0,0,0,0,1,0,0,0,0
114746694631,2,0,0,0,2,1,1,1,1
110389271528,0,0,0,0,2,2,2,0,0
111857048553,27,0,34,0,7,3,0,2,2
110124735466,0,0,0,0,1,1,0,0,0
111144246251,8,3,5,4,4,2,1,1,1
110107335660,0,0,0,0,1,1,0,1,1
111192513516,1,2,0,0,3,1,1,0,0
114626567144,5,0,0,0,4,2,1,1,1
114809969645,1,0,0,0,1,2,0,0,0
112524565488,19,1,0,0,10,3,1,1,1
112503069688,0,0,0,0,2,2,1,0,0
110106418169,4,0,1,0,7,2,0,1,1
110946917370,5,0,0,0,9,5,0,1,1
111826246653,19,2,11,0,27,6,1,2,2
111826148351,2,0,2,1,2,2,2,0,0
112524565503,0,0,0,0,1,1,0,0,0
111126813697,1,1,2,0,2,1,1,0,1
114825567242,7,0,0,0,5,1,0,1,0
110383373328,0,0,0,0,1,3,0,0,0
110775835664,3,0,0,0,5,2,0,1,1
110101273620,4,11,19,0,4,1,1,0,0
111147916311,1,0,0,0,1,1,0,1,1
110100618264,0,0,0,0,1,1,0,0,0
111455116313,8,0,0,0,2,1,0,1,1
114803153947,0,0,0,0,1,1,0,0,0
111159385116,4,1,9,2,4,1,2,1,1
111445416990,0,0,0,0,2,1,0,0,0
114722380831,3,0,0,0,1,1,0,1,1
112536165408,6,0,0,0,2,1,0,1,0
114129280033,0,0,0,0,1,1,0,0,0
110706433062,2,0,0,0,2,1,0,1,0
110173133867,1,0,0,0,2,1,1,1,1
112522665003,5,4,2,1,7,2,1,1,1
110108318767,17,6,16,5,5,4,1,2,1
114196782132,1,2,17,1,10,4,1,0,0
111150013496,9,0,0,0,6,2,0,1,1
112506084408,0,0,0,0,3,0,0,0,0
114802367544,0,0,0,0,2,1,1,0,0
112521583680,0,0,1,0,1,1,0,0,0
110385273923,17,0,0,0,9,1,0,1,0
112530365507,0,0,0,0,2,0,0,0,0
100000013381,9,0,0,0,5,1,0,1,0
111140346951,15,0,0,0,2,1,0,1,0
111150013511,3,3,6,8,4,2,2,1,1
111196216392,2,0,0,0,3,1,0,0,0
114742893639,2,0,2,0,6,8,2,1,1
111150013519,7,0,3,0,7,4,0,2,2
110945672272,0,1,0,0,1,1,0,0,0
110104910929,7,0,0,0,9,7,1,1,1
110188371026,20,0,0,0,3,3,0,1,0
110147214427,26,0,0,0,29,13,1,1,1
112525483103,0,0,0,0,1,2,0,0,0
114800467040,0,0,0,0,5,1,2,0,0
114800467041,5,0,2,0,2,2,1,1,1
112536165480,2,0,0,0,1,1,0,0,0
111151848554,5,0,1,0,2,1,1,1,1
114117680234,22,6,1,9,20,5,0,1,1
111455116398,7,0,0,0,3,1,0,0,1
112630865006,5,0,0,0,1,1,1,0,1
110383373424,79,0,2,7,20,5,2,1,0
110813617272,14,5,2,14,11,2,0,1,1
111155485818,0,3,11,0,11,1,2,0,0
110779735166,0,0,0,0,1,2,0,0,0
112537083006,0,0,0,0,1,1,0,0,0
110348573824,0,0,0,0,1,0,0,0,0
112625065087,9,0,0,0,5,0,0,1,0
110105173122,6,0,2,0,11,3,2,1,1
110143773828,0,0,0,0,1,0,0,0,0
114661956742,3,0,4,0,0,0,2,0,1
110147771529,0,0,0,0,1,1,0,0,0
110766333067,10,0,0,0,8,9,0,1,0
112632765582,21,0,0,0,9,8,0,1,0
112527580304,0,0,0,0,3,2,1,0,0
111802948755,27,0,0,0,3,1,0,1,1
112506084500,0,0,0,0,2,1,1,0,0
114747382937,3,0,0,0,4,3,1,0,0
114862267547,8,6,1,13,6,1,1,1,1
100000013471,14,0,0,0,5,10,2,1,1
112521583781,4,0,0,0,4,1,0,1,1
111150013610,4,2,0,0,4,2,0,2,2
111196413098,0,0,0,0,3,2,0,1,0
114746891435,16,0,1,0,16,6,1,1,1
114746793133,12,1,16,0,2,1,2,1,1
110917917872,0,0,0,0,2,1,2,0,0
112636665009,3,0,0,0,5,4,0,1,0
112567065780,0,0,1,2,1,0,1,0,0
110879317174,0,0,0,0,0,0,4,0,1
110819417272,8,3,0,1,3,2,0,1,1
114826353849,0,0,0,0,5,1,1,0,0
100000013499,13,0,0,0,7,7,0,1,0
111144213693,10,0,0,0,12,7,0,1,0
110108712127,0,0,0,0,2,1,1,0,0
110171135167,2,0,0,0,6,1,1,0,0
112524565700,9,0,0,0,3,1,0,0,0
112529480900,6,0,0,0,2,5,1,1,0
112529480903,7,0,0,0,5,1,0,1,0
112537083084,7,0,2,0,12,5,2,1,1
114117680333,0,0,0,0,18,3,0,1,0
111144213714,6,0,0,0,7,1,0,1,0
110975917270,0,0,0,0,1,1,0,0,0
111155485910,2,1,0,0,3,2,1,1,1
110101535960,0,0,0,0,1,1,0,0,0
112609369309,0,0,0,0,1,1,1,0,0
110104714464,8,0,0,0,10,3,0,0,2
112522665184,0,0,0,0,3,2,0,0,0
110779735267,3,0,0,0,13,1,0,1,0
111845219556,7,0,0,0,2,1,0,0,0
112625065188,3,0,0,0,13,11,0,1,0
112667565287,2,0,0,0,4,3,2,2,2
110309973226,16,1,1,1,2,1,2,1,1
112562183403,1,1,3,0,6,2,1,0,0
110941117679,4,0,0,0,2,1,1,1,1
110106516721,0,6,0,0,2,1,1,0,0
112663469306,5,0,2,0,7,2,0,1,1
111445613819,3,0,0,0,3,3,0,1,0
111849348354,5,1,2,2,5,1,0,1,1
111153913092,4,0,0,0,2,1,1,1,1
111124913415,7,1,0,1,5,1,2,1,1
112661765384,0,0,0,0,3,1,2,0,0
112601865486,1,0,0,0,1,1,0,0,0
111495716112,13,0,0,0,4,4,0,1,0
110141873426,0,0,8,0,5,2,0,0,0
110107335962,2,0,0,0,2,2,0,1,1
110838979877,4,0,0,0,8,1,0,1,0
110725635366,0,0,0,0,1,1,1,0,0
111455313192,3,0,0,0,1,1,0,1,0
110147018027,14,2,1,2,16,10,1,1,0
114800467243,10,0,0,0,5,1,1,1,1
110708235569,0,0,0,0,1,1,2,0,0
112567065907,2,0,1,0,2,3,1,0,0
111155846457,5,0,0,0,10,1,0,1,0
114740993337,2,0,0,1,5,3,0,0,0
111155813695,2,0,2,12,7,3,0,1,1
114715499839,9,0,0,0,14,7,2,1,1
114718580032,0,0,0,0,2,1,0,0,0
110101273922,2,0,0,0,2,1,2,0,0
114603367749,2,0,0,0,2,1,1,1,1
110100618567,0,0,0,0,1,1,1,0,0
112527580488,19,0,8,0,2,2,0,1,1
114198191431,4,0,4,0,6,2,0,1,1
110941117772,2,0,0,0,2,1,0,1,1
111103548750,6,0,0,0,4,1,0,1,0
111145885014,0,0,0,0,2,1,0,0,0
111145885015,0,0,0,0,1,1,2,0,0
110106516826,0,1,1,0,1,3,1,0,0
112667565403,14,0,0,0,3,1,0,1,0
112527383901,0,2,0,4,2,0,2,0,0
100000013673,1,0,0,0,3,1,1,0,0
110773935468,0,0,0,0,2,2,0,0,0
112624180588,46,3,15,2,26,14,0,1,1
114822552945,3,1,0,0,9,5,3,1,1
112537869684,6,0,0,0,19,16,0,3,0
110939217270,2,0,0,0,3,1,0,0,0
110107073924,27,0,18,1,19,5,0,1,1
110819417477,6,0,1,0,11,3,2,1,1
112567065988,0,0,0,0,3,1,2,0,0
110147116426,6,0,0,0,10,4,0,1,0
114745580939,4,0,1,0,2,2,1,1,1
111126748556,0,0,0,0,1,1,2,0,0
114749480331,0,0,0,0,1,1,1,0,0
112525483406,3,0,0,0,2,1,2,1,1
114715991439,4,0,0,0,11,8,0,1,0
111426313619,11,0,4,2,14,7,2,1,1
114740993435,0,0,0,0,1,1,1,0,0
110178835868,9,1,5,0,5,2,0,2,2
114825567645,16,0,8,4,5,2,2,2,2
114718580132,3,0,0,0,2,1,0,0,0
111455313318,2,0,1,0,10,4,2,1,1
112527580583,0,0,0,0,2,2,1,0,0
111849414057,0,0,0,0,1,1,2,0,0
111128485292,0,0,0,0,2,1,0,0,0
111142346158,0,0,0,0,1,1,0,0,0
110309973423,3,3,9,0,10,6,2,5,2
111424413114,1,0,13,0,2,2,1,0,0
114129182139,8,0,0,0,9,2,1,1,1
112625065406,0,0,0,0,0,0,0,0,2
110103371223,6,3,2,0,10,2,1,1,1
111843319256,5,0,0,0,4,2,0,1,1
110939217372,0,0,0,0,1,1,0,0,0
114148580832,4,2,1,26,2,1,1,1,1
112626769380,12,2,4,0,2,4,1,0,0
112661765604,12,0,0,0,2,1,0,0,1
111144213991,6,0,0,0,2,1,0,0,0
111805046255,5,0,0,0,7,5,0,1,0
114634169846,9,4,2,7,8,3,1,1,0
110848417274,1,0,0,0,7,2,2,0,1
114638167547,1,0,0,0,1,2,1,0,0
114744991232,0,0,0,0,2,1,1,0,0
112506969601,0,0,0,0,1,1,0,0,0
111455313410,2,1,1,0,7,8,0,1,1
111145885190,0,0,0,0,2,2,0,0,0
111145885196,1,0,0,0,1,1,0,0,0
100000013837,0,0,0,0,2,1,1,0,0
111855148556,0,0,0,0,5,2,2,0,0
114803056140,3,0,0,0,8,3,0,1,0
110309973522,10,0,0,0,13,9,0,1,0
112501169684,6,2,8,0,3,2,0,1,1
111124946453,1,0,0,0,1,2,1,1,1
111124946456,0,0,0,0,1,1,0,0,0
111155813912,0,1,4,0,3,3,1,0,0
111153585691,8,0,6,0,4,2,2,1,1
110945017375,7,0,0,0,6,3,0,0,0
112527482406,9,1,3,0,8,1,0,1,1
114823667241,0,0,0,0,0,0,2,0,0
114823667246,0,0,0,0,1,1,1,0,0
110819810870,0,0,0,0,3,1,0,0,0
110914117176,9,0,0,0,6,1,0,2,0
111196413496,0,0,0,0,4,2,1,0,0
114822553145,3,7,40,0,19,16,0,1,1
110304173627,3,0,0,0,2,1,0,1,0
112525483581,0,0,0,0,1,1,1,0,0
111128813118,1,0,1,0,1,2,0,0,0
111426313791,7,0,0,0,9,2,0,1,0
110145773120,14,0,0,0,6,4,1,1,0
110879317573,7,0,1,0,7,9,1,1,1
110122016326,7,1,0,1,12,4,1,1,1
114793193032,0,0,0,0,1,1,1,0,0
110873910872,2,0,4,2,5,4,1,2,2
110344871529,2,2,1,3,1,0,1,1,1
114824650348,0,0,0,0,3,1,0,0,0
110122835565,2,0,9,0,7,5,2,0,0
110100618863,1,0,1,0,1,1,0,0,0
114624667247,0,0,0,0,2,1,0,0,0
111147916914,9,1,2,9,4,0,1,2,2
114146680434,24,0,0,0,17,8,1,1,1
110104518260,0,0,0,0,1,1,1,0,0
111845219956,9,5,21,1,7,4,1,1,1
114667167346,7,0,3,0,3,2,1,1,1
110702435964,6,6,1,0,5,8,2,1,1
111142313596,0,0,0,0,1,1,0,0,0
110147673726,3,0,0,0,3,4,0,1,0
112506084989,0,0,0,0,1,1,0,0,0
112607469183,0,0,1,0,3,1,1,0,0
111149948556,18,1,19,0,23,11,1,1,1
111153585811,0,1,0,0,2,1,1,0,0
111422316194,9,0,0,0,2,1,0,3,3
112525483685,9,0,1,0,2,1,0,1,1
114669067947,12,10,4,13,9,6,3,1,1
114724380332,1,0,0,0,4,2,1,2,0
114668969647,7,0,0,0,4,2,0,1,0
112520765105,23,0,5,0,6,4,1,0,0
110104616626,5,0,0,0,8,6,0,0,0
110147018427,4,0,0,0,8,3,0,1,1
110729535166,12,0,0,0,8,4,1,1,0
112528465601,1,0,0,0,7,3,1,0,0
110302371522,5,0,0,0,4,1,1,1,1
114824650444,10,0,7,0,9,5,1,1,1
100000014029,4,0,0,0,2,2,0,0,0
114718580430,5,0,0,0,3,1,0,0,0
112523583184,1,0,0,0,2,2,0,0,0
114603269840,0,0,0,0,6,2,0,1,0
112522665683,5,1,3,0,5,2,2,1,1
110102912724,16,5,3,0,13,7,1,1,1
110105435861,18,1,1,0,10,6,1,1,1
110834917076,0,0,0,0,5,0,0,1,0
111145885399,5,0,0,0,8,1,0,1,1
114808069849,0,0,0,0,1,1,0,0,0
111142313695,0,2,0,0,4,1,1,0,0
114193080031,0,0,0,0,1,1,0,0,0
112522665705,0,1,0,0,3,1,0,0,0
114726280938,0,1,11,0,5,2,1,0,0
111128485614,0,0,0,0,1,1,1,0,0
111159516911,11,0,0,0,14,10,2,1,1
114712780530,0,0,0,0,3,2,0,0,0
110120214260,7,21,3,0,20,11,1,1,1
114862169847,2,0,0,0,2,2,1,0,0
114806267645,0,0,0,0,1,1,2,0,0
110103371520,4,1,2,0,3,1,2,1,1
111495913217,0,2,3,0,2,2,1,0,0
112530169602,0,1,0,0,1,1,0,0,0
114822553349,7,0,3,0,2,1,1,0,1
110721933062,0,0,0,0,4,1,0,0,0
111153716998,0,0,0,0,2,1,1,0,0
114831269641,0,0,0,0,2,1,0,0,0
114626469642,1,1,0,0,1,1,1,1,1
114831269642,8,0,0,0,8,5,0,1,0
110945672974,1,0,3,0,4,6,1,0,0
111822446350,2,0,1,1,9,2,1,1,1
112630865682,5,0,1,0,10,3,1,0,1
110943117077,0,0,0,0,2,1,0,0,0
110147116822,4,0,0,0,17,8,1,1,1
114715893531,0,0,0,0,0,0,1,0,0
111140413218,12,0,0,0,9,5,0,1,1
111803113251,8,0,1,0,5,1,0,1,1
111152013098,23,0,1,0,1,1,1,1,1
112630865708,20,0,0,0,6,3,1,2,0
114744893231,9,0,0,0,4,3,2,0,0
114121580338,0,1,0,1,1,0,1,0,0
114744893234,0,0,0,0,0,0,2,0,2
112506380084,2,0,0,0,3,1,0,0,0
110945410870,1,0,0,0,1,1,1,0,0
111145885496,12,0,0,0,2,2,0,1,1
111128485692,0,0,0,0,1,1,1,0,0
111145885510,1,0,0,0,7,3,1,0,0
110766235463,1,0,0,0,2,1,2,0,0
112630800202,6,0,0,0,2,1,0,1,0
111153585997,0,3,0,0,1,1,0,0,0
114115780431,0,0,0,0,2,1,1,0,0
112565165905,0,0,0,0,0,0,1,0,0
114115780434,4,0,1,0,11,1,1,1,1
111157485397,0,0,0,0,2,2,1,0,0
111146213210,15,0,7,0,3,3,2,1,1
111146213212,21,0,0,0,3,3,1,1,1
114806267740,15,1,1,2,3,2,1,1,1
111196413791,23,7,6,4,33,6,0,1,1
111143919456,3,0,1,0,1,1,1,1,1
114822553442,1,10,2,8,3,0,2,2,1
110385373027,23,1,0,0,19,10,0,1,0
111499288419,56,0,10,0,79,8,1,0,1
112560480101,0,0,0,0,5,3,1,0,0
111157813096,5,3,121,2,8,2,1,0,0
112503365483,9,11,0,10,13,3,0,1,0
111192416112,40,5,22,19,45,16,0,1,1
110945771378,8,0,1,0,2,1,2,1,1
110700535669,2,0,3,0,2,1,1,1,1
110943117176,2,0,0,0,3,1,1,0,0
111157813114,17,1,1,0,8,3,0,1,1
112520765308,0,0,0,0,0,0,1,0,0
112532365181,3,0,0,0,1,2,0,1,0
114127511430,6,0,1,0,3,1,1,1,1
114719793034,13,0,2,0,7,2,1,3,1
111151685516,0,0,0,0,1,1,2,0,0
112532365201,2,0,0,0,2,1,0,0,0
111145885593,0,0,0,0,1,1,1,0,0
111424413594,3,0,0,0,4,1,1,1,0
114624667545,4,1,0,3,3,1,1,2,1
110834917279,3,0,0,0,7,0,0,1,1
110109433767,0,0,0,0,1,1,1,0,0
111120916393,0,0,0,0,3,1,1,1,0
111428116393,0,1,0,0,1,1,1,0,0
112667369387,0,0,0,0,1,1,1,0,0
114193080237,8,0,6,0,1,1,1,0,0
100000014259,3,0,0,0,2,1,0,1,1
111159713715,12,14,11,6,9,6,3,3,3
114747580339,1,0,0,0,2,1,1,0,0
111428313015,16,2,0,11,19,1,2,2,0
100000014271,5,1,1,2,6,5,1,1,1
110842847173,0,0,0,0,2,0,0,0,0
111847612359,6,0,49,2,4,2,1,1,1
114822553546,7,0,0,0,1,1,2,1,1
112665665488,16,0,0,0,9,5,0,1,0
114831269841,0,0,0,0,3,0,0,1,0
114724380634,13,0,0,0,5,4,1,1,1
110149771227,5,0,0,0,2,1,0,1,0
110840717279,2,2,1,0,2,1,1,1,1
112630865889,6,0,0,0,3,2,0,1,0
114800467942,16,0,0,0,32,26,0,1,0
111455313897,0,0,0,0,4,1,0,0,0
114198880234,2,0,0,0,1,3,0,1,0
112529383404,13,0,3,0,11,3,1,1,0
114198880239,0,0,0,0,0,0,2,0,0
110101471220,2,0,0,0,8,3,0,1,1
110101635063,2,0,1,0,3,2,1,2,1
111145885693,4,0,0,0,5,2,0,1,0
114828353540,0,0,0,0,3,1,0,0,0
110186373126,4,0,0,0,8,3,0,0,0
111820546056,8,3,3,5,8,4,2,2,2
111155716115,2,1,1,0,1,1,1,0,0
114837069845,5,0,0,0,2,1,0,1,0
111445516311,6,0,0,0,3,2,0,1,1
111157485596,13,0,0,0,4,1,0,2,2
114823667741,4,6,3,0,12,3,2,1,1
114743091230,6,0,1,0,8,2,1,1,1
112538165286,56,2,2,3,27,15,1,1,1
110914117671,0,0,0,0,1,1,0,0,0
114622767145,4,0,0,0,1,1,1,1,0
112520765485,10,2,1,0,6,2,1,0,0
114622767149,4,0,0,0,4,1,0,1,0
100000014383,5,0,0,0,2,1,0,1,0
110103535666,15,1,1,0,4,7,1,0,0
110945771571,0,0,0,0,2,1,1,0,0
112636469305,1,0,0,1,2,2,1,0,0
111105548357,7,0,0,0,2,2,0,1,0
112528269384,7,10,9,8,9,3,1,1,1
110108516428,9,0,3,2,5,1,1,1,1
112503365708,0,0,0,0,2,1,0,0,0
111804948559,0,0,0,0,2,2,0,0,0
112529383508,12,0,0,0,4,4,1,1,0
100000014421,1,0,0,0,1,2,1,0,0
110972117077,0,0,0,0,0,0,1,0,0
110972117079,2,0,1,0,2,1,2,1,1
111152013397,7,4,6,1,5,2,2,0,0
114820653149,18,0,3,1,8,3,1,1,1
114803253343,0,0,0,0,1,1,0,0,0
112532365409,6,0,1,0,1,1,1,1,1
114718580836,10,2,2,0,4,3,1,1,1
111445516391,3,1,0,7,1,1,1,1,0
110169235560,9,2,6,0,8,3,0,1,1
110817517672,4,0,0,0,1,1,0,1,0
114722480232,1,0,0,0,2,1,0,1,1
112526565485,5,0,2,0,6,2,0,1,1
114828353645,3,0,0,1,1,0,1,0,1
112506380401,13,2,6,2,7,1,1,1,1
110949310579,3,2,5,4,2,0,2,1,1
110109335668,6,0,0,0,6,1,0,1,1
111499288696,9,0,0,0,5,5,1,1,0
114790080639,0,0,3,0,4,1,2,0,0
112527483009,0,0,0,0,2,1,1,0,0
111822119057,0,1,0,0,1,1,1,0,0
114746794132,5,0,0,0,2,1,2,1,1
111843319957,0,1,0,0,1,0,2,0,0
110941872278,6,0,2,0,2,1,1,1,1
111847219350,1,0,0,0,1,3,1,1,1
112567165082,0,0,3,0,2,2,1,0,0
110188273821,0,0,0,0,3,1,2,0,0
111151685790,0,0,1,0,1,1,0,0,0
112538165408,10,0,0,0,1,9,0,1,0
110188273828,23,0,0,0,31,6,0,1,0
114728280238,0,0,0,0,1,1,0,0,0
112529383602,0,0,0,0,1,1,0,0,0
111152013494,3,0,0,0,2,1,1,1,1
114719793337,0,0,0,0,2,1,0,0,0
111451513019,5,0,0,0,3,1,0,2,1
111152013514,7,2,7,0,7,5,2,1,1
110943772875,0,0,0,0,2,1,0,0,0
110108614863,2,0,0,0,3,1,2,1,1
110919917777,15,5,9,2,2,2,1,0,0
112667369687,2,0,0,0,5,2,0,1,1
110109073624,10,10,43,0,9,4,2,1,1
110106616026,4,1,6,8,6,0,1,1,1
110706335962,4,0,0,0,4,3,0,0,0
111145885914,6,0,3,0,8,7,2,1,1
111146016991,5,0,0,1,10,14,0,1,1
110842847471,5,2,0,4,3,1,1,1,1
114827567345,3,0,2,0,8,2,0,1,1
111157813492,2,1,0,0,1,1,0,1,1
110101012725,1,0,0,0,3,2,0,1,1
110385373429,35,0,0,0,8,3,1,0,1
110120018167,8,2,0,3,6,3,1,1,1
111150113014,3,1,0,0,7,2,1,1,1
114716582133,3,0,0,0,2,3,0,1,0
114806169847,0,0,0,0,1,1,0,0,0
114822553844,3,0,0,0,1,1,1,1,1
110100816124,0,3,0,0,2,1,1,0,0
110308073726,7,0,2,0,3,2,1,0,0
111122948351,3,0,0,0,4,4,0,1,0
110167335168,13,0,0,0,7,6,0,1,0
114741780736,3,1,4,0,6,2,0,2,1
111144313095,0,0,0,0,7,1,0,0,0
111148146954,0,0,0,0,2,1,1,0,0
112567165204,0,1,0,0,1,0,1,0,0
112605569309,6,0,0,0,2,2,1,2,2
112532365600,0,0,0,0,1,1,0,0,0
110101635362,25,1,1,0,13,6,1,1,1
110101373220,1,0,0,0,1,2,1,0,0
110143873327,0,0,0,0,2,1,0,0,0
111142248754,5,0,0,0,6,3,0,1,1
110104518967,3,0,0,0,2,2,0,1,1
110109073724,5,0,0,0,7,1,0,1,1
110168318268,6,0,0,0,15,8,0,1,0
112501465406,0,0,0,0,2,1,0,0,0
110109073728,20,11,46,0,20,15,1,1,1
114747580737,10,12,10,9,13,5,0,1,1
111157485891,0,0,0,0,2,3,1,0,0
114790080835,4,2,1,2,3,1,1,1,1
110727635269,5,0,0,0,26,7,0,1,0
110769316165,6,0,0,0,5,2,0,1,1
111457313096,2,0,2,0,1,2,1,1,1
114822750547,11,0,2,0,3,2,0,2,2
112520765782,1,0,0,0,2,1,0,0,0
100000014679,3,0,0,0,4,1,0,1,0
111857246552,12,0,0,0,11,3,0,2,2
114827469143,0,3,0,3,3,0,0,0,0
111150113114,12,0,1,0,6,1,1,1,1
111499813210,1,0,0,0,1,1,0,1,0
114826453346,0,0,0,0,1,1,1,0,0
111847219557,1,4,4,0,3,2,1,1,1
110147412329,2,0,0,0,1,1,0,0,0
114724282733,3,1,0,0,13,3,1,2,0
111826346357,3,1,1,0,4,1,1,0,0
112529580409,4,0,1,0,2,3,2,1,1
112621265289,16,0,2,0,15,13,1,5,4
110306173322,8,0,0,0,6,1,0,2,1
111445713290,0,0,0,0,2,2,0,0,0
110105371027,9,1,2,0,9,1,1,1,1
111152013719,0,0,0,0,6,2,3,0,0
111820546455,1,0,1,0,4,4,0,0,0
114828353945,11,0,3,0,4,1,0,1,1
110102716828,2,3,2,0,4,4,1,1,1
110169235868,14,1,2,0,3,6,0,1,1
110109073825,6,0,0,0,4,1,0,0,0
112523583907,17,4,4,3,15,7,2,2,2
112630800803,1,0,0,0,4,1,1,0,0
114790080936,0,0,0,0,1,1,1,0,0
114636267946,0,0,0,0,2,1,1,0,0
114823569843,5,0,0,0,6,1,1,1,0
114822750645,4,0,0,0,1,1,1,2,2
111499289015,13,0,2,0,6,2,1,1,1
110120214968,0,0,0,0,2,1,0,0,0
110325473725,0,0,0,0,2,1,1,0,0
110841110976,1,0,0,0,2,2,0,0,0
110841110979,3,0,1,0,3,2,0,1,1
111847219652,6,2,1,5,6,4,1,1,1
110721933765,1,0,0,0,2,1,0,0,0
110945771976,3,0,0,0,2,1,0,0,0
111126946251,2,1,0,0,13,7,2,1,0
110704435664,3,0,0,0,6,3,0,1,0
112507265489,6,0,0,0,9,3,0,1,0
114745680336,2,0,0,0,2,2,1,1,1
112520765908,2,0,0,0,3,2,1,1,1
112529580506,18,0,0,0,3,4,1,1,1
112529580508,18,2,5,0,7,1,2,1,1
114839069148,0,0,0,0,1,1,0,0,0
112529383906,0,0,0,0,0,0,1,0,0
111845614056,27,1,0,0,3,2,2,1,1
114620867048,0,0,0,0,2,1,2,0,0
111845614058,10,0,0,0,3,2,0,1,1
110101733868,2,0,8,0,3,3,1,1,1
114868167149,3,0,0,0,2,1,0,1,1
112536265200,7,0,0,0,8,5,0,1,0
114829369842,2,0,0,0,2,1,2,1,1
