userid,actionType234_after_submit_last_order
111124748557,0
111803046156,4
112624965901,0
110948817178,1
114636069148,0
110871517472,0
111847512358,1
111847414055,0
110103533864,0
114827467049,0
110124833069,0
110103173422,0
114741582136,5
114797091130,1
114113780031,0
111144016196,0
114198780230,0
114728180039,0
114821667142,0
111126616394,11
111190513994,0
110101535067,0
114803153246,3
111493716319,0
110186273125,0
112522369386,0
112506280300,3
114747480430,0
112523483507,0
112506083702,8
114747382136,41
112628865407,0
112538065284,0
110120933769,0
110325373321,0
110102518160,1
110329371025,0
110103173522,2
112636369301,0
112503265689,0
112507165083,0
112533969308,0
114839067042,0
111126813091,1
110949472677,13
114198780330,0
100000012715,0
111455213996,0
114804267442,0
110101273028,1
112506280388,2
110122473926,0
114718480838,0
110126635464,0
114803153349,0
114661956045,0
112506280401,0
111128746454,0
110812010973,0
111157385693,0
111499287013,0
114661267941,0
110385273321,0
111453313514,0
112636369388,1
110941772270,1
111847414257,0
111145916917,1
111457016310,4
110917917177,0
111447513596,1
112503265788,0
112605469180,0
110145673728,0
112538065408,0
110704335363,0
114839067143,16
114839067147,0
110972017170,12
112507165202,0
111459113496,7
112603765280,0
110762433063,1
111159613991,0
110104418863,4
110173035060,2
112501365303,0
111157680699,12
112506083909,0
111457016397,0
114119580238,0
111853148753,0
110141971029,0
110941772375,4
100000012889,0
110941772377,1
112626965083,0
114826353246,2
111122946657,0
110149671522,0
114745580133,0
110149671528,2
112524565103,1
114728180336,0
114864167543,0
100000012931,4
114744793731,6
114624567941,3
112501365383,0
110125718160,0
111858948752,0
110838717074,8
110947572370,0
112527383184,1
110104418967,0
112506280606,0
111453313697,0
112506280609,10
114832153249,0
100000012965,5
111845448357,0
114742893230,0
110973917873,0
114140682932,0
110385273528,1
114665167546,0
114741680832,1
112503265985,0
114741680833,2
114741680835,0
114741680836,4
110147214021,0
114191080134,0
111143885515,0
110147214029,1
111157713613,5
112528169680,1
112623065808,10
110946917076,20
110844517078,1
110174935768,0
112529283805,20
114820553442,2
110323473128,2
110937217776,0
114748693235,2
110108973825,0
111499287299,0
112527383300,0
111150013195,2
114862267148,0
110300273421,7
110346771225,0
110943410971,0
110346771228,0
110167235362,0
110721833762,3
110917917476,5
110945671970,6
110107335462,6
111822248750,1
110949571378,0
111157713716,11
112520469301,19
111147785018,0
112529283906,6
111845514053,0
114715499338,0
114808167243,0
110104714061,1
111459113811,0
114833267542,0
110846810970,0
111428213598,0
111142116191,0
111453313891,0
112506280805,1
110769314662,0
112527580007,0
111150013293,1
112506084205,0
110120835960,2
110385273720,2
111143885691,1
110325373820,1
111453313917,0
110385273728,0
112524565381,0
110945672072,1
111847119756,0
112538065806,0
114191080335,0
111153716116,1
112524565401,8
110129716122,12
110912510874,0
112524565402,0
110178835361,0
111144213411,0
111144213414,0
110935972775,4
111808846759,0
111851248554,0
114740894637,0
114804169647,0
112532265909,0
111190416310,4
110916017079,0
110101273529,0
110186273722,0
110147673028,0
111803046854,6
112501365703,0
112667565000,0
112506280906,0
112628669389,0
112506084302,1
110769314767,0
111159516118,33
114729982939,0
112968965085,0
111143885796,0
114746694631,0
110389271528,0
111857048553,34
110124735466,0
111144246251,12
110107335660,0
111192513516,2
114626567144,0
114809969645,0
112524565488,1
112503069688,0
110106418169,1
110946917370,0
111826246653,13
111826148351,3
112524565503,0
111126813697,3
114825567242,0
110383373328,0
110775835664,0
110101273620,30
111147916311,0
110100618264,0
111455116313,0
114803153947,0
111159385116,12
111445416990,0
114722380831,0
112536165408,0
114129280033,0
110706433062,0
110173133867,0
112522665003,7
110108318767,27
114196782132,20
111150013496,0
112506084408,0
114802367544,0
112521583680,1
110385273923,0
112530365507,0
100000013381,0
111140346951,0
111150013511,17
111196216392,0
114742893639,2
111150013519,3
110945672272,1
110104910929,0
110188371026,0
110147214427,0
112525483103,0
114800467040,0
114800467041,2
112536165480,0
111151848554,1
114117680234,16
111455116398,0
112630865006,0
110383373424,9
110813617272,21
111155485818,14
110779735166,0
112537083006,0
110348573824,0
112625065087,0
110105173122,2
110143773828,0
114661956742,4
110147771529,0
110766333067,0
112632765582,0
112527580304,0
111802948755,0
112506084500,0
114747382937,0
114862267547,20
100000013471,0
112521583781,0
111150013610,2
111196413098,0
114746891435,1
114746793133,17
110917917872,0
112636665009,0
112567065780,3
110879317174,0
110819417272,4
114826353849,0
100000013499,0
111144213693,0
110108712127,0
110171135167,0
112524565700,0
112529480900,0
112529480903,0
112537083084,2
114117680333,0
111144213714,0
110975917270,0
111155485910,1
110101535960,0
112609369309,0
110104714464,0
112522665184,0
110779735267,0
111845219556,0
112625065188,0
112667565287,0
110309973226,3
112562183403,4
110941117679,0
110106516721,6
112663469306,2
111445613819,0
111849348354,5
111153913092,0
111124913415,2
112661765384,0
112601865486,0
111495716112,0
110141873426,8
110107335962,0
110838979877,0
110725635366,0
111455313192,0
110147018027,5
114800467243,0
110708235569,0
112567065907,1
111155846457,0
114740993337,1
111155813695,14
114715499839,0
114718580032,0
110101273922,0
114603367749,0
110100618567,0
112527580488,8
114198191431,4
110941117772,0
111103548750,0
111145885014,0
111145885015,0
110106516826,2
112667565403,0
112527383901,6
100000013673,0
110773935468,0
112624180588,20
114822552945,1
112537869684,0
110939217270,0
110107073924,19
110819417477,1
112567065988,0
110147116426,0
114745580939,1
111126748556,0
114749480331,0
112525483406,0
114715991439,0
111426313619,6
114740993435,0
110178835868,6
114825567645,12
114718580132,0
111455313318,1
112527580583,0
111849414057,0
111128485292,0
111142346158,0
110309973423,12
111424413114,13
114129182139,0
112625065406,0
110103371223,5
111843319256,0
110939217372,0
114148580832,29
112626769380,6
112661765604,0
111144213991,0
111805046255,0
114634169846,13
110848417274,0
114638167547,0
114744991232,0
112506969601,0
111455313410,2
111145885190,0
111145885196,0
100000013837,0
111855148556,0
114803056140,0
110309973522,0
112501169684,10
111124946453,0
111124946456,0
111155813912,5
111153585691,6
110945017375,0
112527482406,4
114823667241,0
114823667246,0
110819810870,0
110914117176,0
111196413496,0
114822553145,47
110304173627,0
112525483581,0
111128813118,1
111426313791,0
110145773120,0
110879317573,1
110122016326,2
114793193032,0
110873910872,6
110344871529,6
114824650348,0
110122835565,9
110100618863,1
114624667247,0
111147916914,12
114146680434,0
110104518260,0
111845219956,27
114667167346,3
110702435964,7
111142313596,0
110147673726,0
112506084989,0
112607469183,1
111149948556,20
111153585811,1
111422316194,0
112525483685,1
114669067947,27
114724380332,0
114668969647,0
112520765105,5
110104616626,0
110147018427,0
110729535166,0
112528465601,0
110302371522,0
114824650444,7
100000014029,0
114718580430,0
112523583184,0
114603269840,0
112522665683,4
110102912724,8
110105435861,2
110834917076,0
111145885399,0
114808069849,0
111142313695,2
114193080031,0
112522665705,1
114726280938,12
111128485614,0
111159516911,0
114712780530,0
110120214260,24
114862169847,0
114806267645,0
110103371520,3
111495913217,5
112530169602,1
114822553349,3
110721933062,0
111153716998,0
114831269641,0
114626469642,1
114831269642,0
110945672974,3
111822446350,2
112630865682,1
110943117077,0
110147116822,0
114715893531,0
111140413218,0
111803113251,1
111152013098,1
112630865708,0
114744893231,0
114121580338,2
114744893234,0
112506380084,0
110945410870,0
111145885496,0
111128485692,0
111145885510,0
110766235463,0
112630800202,0
111153585997,3
114115780431,0
112565165905,0
114115780434,1
111157485397,0
111146213210,7
111146213212,0
114806267740,4
111196413791,17
111143919456,1
114822553442,20
110385373027,1
111499288419,10
112560480101,0
111157813096,126
112503365483,21
111192416112,46
110945771378,1
110700535669,3
110943117176,0
111157813114,2
112520765308,0
112532365181,0
114127511430,1
114719793034,2
111151685516,0
112532365201,0
111145885593,0
111424413594,0
114624667545,4
110834917279,0
110109433767,0
111120916393,0
111428116393,1
112667369387,0
114193080237,6
100000014259,0
111159713715,31
114747580339,0
111428313015,13
100000014271,4
110842847173,0
111847612359,51
114822553546,0
112665665488,0
114831269841,0
114724380634,0
110149771227,0
110840717279,3
112630865889,0
114800467942,0
111455313897,0
114198880234,0
112529383404,3
114198880239,0
110101471220,0
110101635063,1
111145885693,0
114828353540,0
110186373126,0
111820546056,11
111155716115,2
114837069845,0
111445516311,0
111157485596,0
114823667741,9
114743091230,1
112538165286,7
110914117671,0
114622767145,0
112520765485,3
114622767149,0
100000014383,0
110103535666,2
110945771571,0
112636469305,1
111105548357,0
112528269384,27
110108516428,5
112503365708,0
111804948559,0
112529383508,0
100000014421,0
110972117077,0
110972117079,1
111152013397,11
114820653149,4
114803253343,0
112532365409,1
114718580836,4
111445516391,8
110169235560,8
110817517672,0
114722480232,0
112526565485,2
114828353645,1
112506380401,10
110949310579,11
110109335668,0
111499288696,0
114790080639,3
112527483009,0
111822119057,1
114746794132,0
111843319957,1
110941872278,2
111847219350,0
112567165082,3
110188273821,0
111151685790,1
112538165408,0
110188273828,0
114728280238,0
112529383602,0
111152013494,0
114719793337,0
111451513019,0
111152013514,9
110943772875,0
110108614863,0
110919917777,16
112667369687,0
110109073624,53
110106616026,15
110706335962,0
111145885914,3
111146016991,1
110842847471,6
114827567345,2
111157813492,1
110101012725,0
110385373429,0
110120018167,5
111150113014,1
114716582133,0
114806169847,0
114822553844,0
110100816124,3
110308073726,2
111122948351,0
110167335168,0
114741780736,5
111144313095,0
111148146954,0
112567165204,1
112605569309,0
112532365600,0
110101635362,2
110101373220,0
110143873327,0
111142248754,0
110104518967,0
110109073724,0
110168318268,0
112501465406,0
110109073728,57
114747580737,31
111157485891,0
114790080835,5
110727635269,0
110769316165,0
111457313096,2
114822750547,2
112520765782,0
100000014679,0
111857246552,0
114827469143,6
111150113114,1
111499813210,0
114826453346,0
111847219557,8
110147412329,0
114724282733,1
111826346357,2
112529580409,1
112621265289,2
110306173322,0
111445713290,0
110105371027,3
111152013719,0
111820546455,1
114828353945,3
110102716828,5
110169235868,3
110109073825,0
112523583907,11
112630800803,0
114790080936,0
114636267946,0
114823569843,0
114822750645,0
111499289015,2
110120214968,0
110325473725,0
110841110976,0
110841110979,1
111847219652,8
110721933765,0
110945771976,0
111126946251,1
110704435664,0
112507265489,0
114745680336,0
112520765908,0
112529580506,0
112529580508,7
114839069148,0
112529383906,0
111845614056,1
114620867048,0
111845614058,0
110101733868,8
114868167149,0
112536265200,0
114829369842,0
110186373621,1
110846910973,0
111155913214,0
112569065983,0
110702535168,16
110173135365,1
112506282504,0
110109073929,1
110846517778,5
111192613399,0
114622767640,0
114822750746,0
110120018460,0
114144780832,20
110935417377,0
110325473827,1
111192613414,0
111847219751,0
114148680230,0
111801246250,0
114741682731,2
112627065388,0
110147215921,0
114745582137,0
112536265282,0
111451513414,0
110340973127,0
111808946758,0
111803114057,1
114740994635,0
110101635660,0
112532365901,4
110916117079,1
110101373529,0
110126735961,0
110126735964,0
114628567644,0
110838817378,0
110108418660,11
110168318567,0
112506380903,0
111807046250,0
111803048557,0
111807046257,1
114802369141,0
110816010870,0
114742993531,13
111449416316,6
100000014973,0
112530465406,0
110124933762,0
111157748354,0
100000014981,0
111140446856,0
111144346250,0
110147412620,0
110124573327,6
114826453647,47
112503169687,0
110912610970,1
111155585690,0
111451513499,0
112532365981,3
111159485090,0
112567165605,0
111159485094,0
114820850341,0
111190516395,1
114864169646,3
111148016311,0
112501465784,3
111845319353,3
111148016316,0
112603669183,0
110186373829,0
111803146952,0
111146246858,0
111499289297,0
112508969687,0
110948917977,0
110774035167,0
114742993632,0
110935417573,0
111457313518,0
110184473327,0
110879417072,0
114746794735,0
110188471027,2
110104716027,2
110704435963,9
114749580031,0
114792080130,1
111155585799,28
111841714952,0
111151948558,0
114825667343,0
114804269840,1
111851348756,0
114603467542,0
111126913816,1
111159485210,9
110186373920,0
111142413090,1
111103746857,0
111841846057,0
110910710576,0
111807046453,0
111159616311,1
110769316667,7
112526369605,3
112628769608,0
114746794832,4
112524665685,0
110945674071,10
111499813719,28
110106518361,0
110945674074,0
110104716123,0
111196513116,0
110147216221,4
110171235166,2
114191180632,0
112524665701,4
110340973423,1
114820850544,1
112630965105,0
114820850548,2
114803450741,0
114820752246,1
100000015223,0
114620867448,21
114825569142,0
114820653947,0
110839210877,0
111445713790,0
110976017278,0
110101373824,1
110108910465,0
111190713218,9
110122673028,0
111841846153,5
110970610576,0
114722382737,3
114837267349,0
112628769688,0
114862367645,7
112506086303,0
110935810977,0
111128716195,3
111192613797,0
114806367141,0
110101210025,0
110778033068,92
111150113712,0
114746794930,0
114869969842,5
114626667444,0
112609469381,3
110729733065,2
110947017674,0
114792080336,0
110775935963,0
112527680484,4
110105535461,9
111159485414,1
110169433063,9
112625165288,9
111845319657,92
112600065005,21
112621265904,0
114606253041,0
114726380533,0
114837267449,0
110177035265,1
111495816199,0
114639250446,0
114806367247,0
111457313810,3
112601965586,1
110120018965,0
110145971222,0
111453316117,1
111457313813,1
110145971226,0
110100816923,1
110879417370,0
110879417372,0
112627065885,0
111154013215,0
110945674272,0
110107173924,4
112624182308,0
111126848550,3
111843648552,2
110831510573,0
114749580337,64
112626869302,2
110101210169,13
114620867643,2
112536265788,0
114824750141,9
111455413310,0
110323573823,0
114624767040,0
114718680133,0
114824553543,0
112506283087,0
110941217876,5
114628469845,0
110941217879,1
112530465884,1
112667665501,5
111453316193,1
110939710576,0
100000015475,0
110184473720,0
112605865080,0
112605865083,0
110945772671,5
111495816319,0
110879417476,0
114724480134,0
110104716425,0
112626869386,0
112626869388,0
111455413390,4
111443616914,5
110707418260,0
110947017879,0
110707418266,0
111159846050,0
110140073123,0
111190713510,0
114718680230,0
110941217970,13
112667665587,5
110108714166,8
110842717372,0
111159813313,2
111424513218,0
111159813318,0
111142413511,0
111495816395,0
112569165003,2
111154013390,0
110910317775,4
111449416911,8
110385571026,0
111157585115,0
110301816028,0
111128913116,0
110103635166,1
111128913119,2
110188471524,2
114609267941,0
114626667749,0
114831467748,0
112525780200,0
110949672177,1
110949672178,2
110874010875,0
111140513019,0
112528565502,4
110814110975,0
111803114752,0
111845614853,0
114820752648,0
110103012626,4
111151916311,2
111459116312,0
112506086681,0
111145985314,0
111146116393,0
111142413611,3
111153980716,8
110931617074,0
114806367546,2
111128913211,7
114712782139,0
112968869181,5
110145971520,0
110141973827,0
114741880131,0
111822546252,0
112529483085,0
114148582733,1
110147216720,2
112528565586,0
111152080211,1
111152080214,5
110101210461,13
111148016995,0
111155946855,4
114824750440,0
114825569641,0
111845614957,0
114829567343,4
112532465009,0
114803254641,1
111190713715,0
112527582582,4
110104814969,17
110105273722,0
114803058041,5
114743780732,0
112569165181,0
112526665088,0
112506480002,4
110109435268,2
111146313096,3
110300571022,0
112506086800,17
112506283408,0
114823669143,1
110777935260,0
111157716390,6
112525583783,3
114626667944,0
110107633069,4
110840817078,0
114724480438,0
110104716729,3
114710980031,16
114715993539,1
114741093838,1
111455413711,0
114829567440,0
114745091538,0
114718680531,1
114146780630,0
111152113111,0
110122018267,0
114829469147,4
111841846753,0
110147773929,0
112505169385,0
112565265900,0
112506283502,1
110872110576,9
114837169648,0
114837169649,1
112629065203,2
114712880632,0
111151785494,4
111422613017,0
114724480538,3
110147216926,0
110725735967,1
111152113191,10
111152113193,7
114792080939,0
114638267949,0
112506480185,0
111148213818,0
110943872571,0
112506283580,0
110103012925,5
112522765881,0
110102816326,0
112565069387,13
111145985612,0
111845746252,0
112509265486,0
111845746258,0
100000015969,0
111154013793,1
112525583984,2
111154013810,0
111154013815,0
112538265208,2
110848910973,0
111809046151,1
114821867143,0
111851546254,0
110101014163,3
111841519255,1
114829567641,3
111145985690,1
114718680730,8
111159813794,1
114803058340,0
110947772070,12
112509265580,0
114743682735,0
110109173429,1
111457216190,0
114743191231,23
110121035460,0
111853446856,0
110180771529,0
110914217677,0
114716780239,0
111157913298,14
111495816914,0
110147610327,6
110102718168,1
110107535065,3
110147217120,0
112528565986,0
111157913316,0
112520865509,0
111140513515,0
111493916399,0
110140073720,0
114824750844,1
114718680835,1
111159813892,1
110835017477,0
110143973128,0
111820646154,3
112630802187,0
110169433869,0
110108714766,9
112526665489,1
111420516114,0
110109173524,0
110872110871,0
111145985815,0
111146313498,0
111453513499,0
110949017379,1
114743191336,1
111857346350,0
112624183086,1
110120118067,0
111857346357,0
110103635769,0
111499913018,0
112624183101,0
111155980099,4
110147217224,0
112524765001,1
114839267144,0
110108616525,1
114715993936,1
114198882131,2
111152113493,2
114864367449,4
110940071775,0
114824750943,0
112506480481,0
114829567842,0
112506480483,3
111145985898,0
111159813995,0
110104618865,5
110168418162,0
111150180212,0
114747680630,0
114747680631,1
114115880832,0
110706435969,0
110846617474,28
111496013699,0
100000016265,1
111150016394,0
112509265803,0
114822850442,3
112525780880,3
110120216466,0
112624183186,2
114806269842,0
111157913498,3
111152080796,0
110918117279,0
112507365289,0
111144413099,0
114198980536,0
111841814457,2
111803115450,0
111803115455,0
110140073922,0
110101571523,1
114828650443,15
110105733068,0
112506283983,0
114718582736,0
112527583185,3
112526665683,0
100000016341,0
110104618966,0
112569165782,0
110106716120,6
114828453846,0
111146346459,0
114198194139,0
111845648353,0
110943610870,0
114144880630,0
111857346552,0
110918117370,0
110941972474,13
111496013819,0
110167435261,0
110102718466,0
110147512322,0
110149773328,0
110972610578,3
111443716117,0
112665569301,2
111156013091,0
114868267044,0
114714880037,0
111156013096,0
112532465706,0
111841519659,47
112501565483,0
111820646451,0
111497816118,0
110109435962,1
110949410877,0
112526469181,5
110106716223,1
112506087508,2
111124916312,0
111124916315,2
114622867548,0
110101112925,0
110124673128,0
110147512426,0
110147512428,0
112623265902,0
114620967040,0
110972217476,5
114864367748,0
114142980237,42
114808367245,0
112506480783,0
110101473429,1
111459313813,0
110702635161,0
112501565602,0
112527780002,2
112663865506,1
112630802609,0
111499913396,0
114793982133,0
110910417079,0
111157913792,1
110120118465,0
110184573127,1
114148780233,0
110102718666,3
114609367245,0
110840817871,0
114724382930,0
110840817875,0
110912710874,0
111148116195,0
112536365289,0
114804467948,0
111803115758,5
110839310575,4
110839310576,0
111855446254,2
114803353840,0
111845419251,0
114803255542,0
114803353846,25
114828650745,1
112532269306,10
114828552443,1
111190616318,5
111103748357,0
112630802700,0
114747582734,0
111849646354,0
110910417174,0
110120216860,0
110918510876,0
112661965085,0
110120118568,2
111847319854,0
112503269680,0
112605669681,55
111144413492,0
110189816120,0
112532465982,0
110147217729,2
111426513218,0
111803410755,1
110972217675,0
111150180690,1
114142882131,0
110776035669,0
110101735766,0
112527780182,1
114824653144,0
111159585115,0
114803255644,1
114808269148,0
112501369182,1
114803255646,0
110941317472,1
110947772770,0
112562383205,0
111156013415,4
111142316395,0
112527780206,0
111445813617,0
114196982134,0
111845648759,3
111857019255,0
114196982135,0
112538069381,0
112538069383,0
114746993033,5
111192713612,0
111857346957,0
111192713616,0
110704535960,0
111451416990,5
111451416997,0
114821867944,0
114820950444,0
110976117170,0
111851448759,0
114824653241,0
110916217274,0
110103112124,0
111128619454,16
100000016831,0
111845419455,18
114748893634,0
110177135061,3
100000016861,0
111499913695,0
111196613094,0
111196613096,0
112521783784,1
111147919853,0
111150213615,2
111154113011,1
110105012725,0
110146071029,1
110945872376,0
110147512829,0
111801346557,0
114839267840,1
112525683204,0
112627165705,0
111159585291,0
114825767440,0
112536365588,12
111845714459,55
112507169308,0
114824653340,0
112522865186,0
114824653347,0
111154080295,0
110762633768,0
112506087981,0
110842817071,4
110106716721,1
111146248753,0
110106716724,3
110106716725,10
110945217079,0
111445813819,0
112527583804,4
110935910976,0
112530565703,0
114743093835,1
110103571022,0
114747091534,0
111822219856,3
110947510871,3
114665269847,0
110147512921,0
114831469145,0
112521980508,1
110147316324,3
112624183909,2
110725835367,7
112525683306,0
114634369645,0
114792180334,2
114113882739,47
114808367743,0
111159585411,0
110100818564,14
110100818565,36
110105373320,7
114632469144,2
110945217178,0
112530369183,0
112527583906,0
110769318564,0
111849646757,1
111849646758,0
114822752941,3
110304373423,2
110935517871,0
114743093939,0
111157848759,3
111426316997,0
111447616198,0
111426316999,0
112525880005,0
112567069382,1
111455513294,10
111826348751,0
111148313297,0
114800667348,0
112520080087,0
111845714650,0
111420713695,0
111845714655,3
111855446753,0
110140173027,10
111424613091,2
110127033065,0
112536365808,0
112505465586,0
111459216115,8
110941317878,3
110945217274,0
111154080511,1
110173235969,0
111150213892,0
111849646856,0
111499913994,21
111128816395,0
111801019152,0
110103014161,4
110103014162,0
100000017177,0
112503565083,0
110939417373,0
111495916318,1
110124935967,0
111101946656,2
111801346852,0
111196613417,0
114800569143,0
114839169848,2
110916610874,0
112631065403,0
110140173120,0
110344973122,0
110123035461,0
110123133766,0
111152016198,0
114603567944,3
114142980939,0
111855348558,0
112522865486,0
110943972176,0
111159585617,5
111125146450,4
110108814163,9
114828553044,6
114743880533,32
112638569302,0
110109371223,0
111424613218,1
112530565986,0
111159913317,0
112506383207,3
111807146857,0
100000017277,1
110184573822,15
100000017281,0
111426513794,0
110145973123,0
112503565186,4
114724580233,0
112528665482,0
110949772172,26
110932372372,1
112529583001,0
112537283486,5
112567069602,0
110940072873,3
110140173228,0
111455513518,0
111159585712,3
112527780786,1
110102916021,0
110122773429,1
111154080696,2
111459216315,0
114747780037,13
112565365705,0
111142513611,2
110120414164,0
111146413013,0
112661965782,2
114712882132,0
112509365209,4
112661965789,0
110103735262,5
114142620637,0
110346873825,0
111140613091,0
114826750948,1
110308273125,0
112525683688,0
110106618865,1
111151885297,0
110831610871,0
111455513596,2
110772235261,0
114825767946,0
111148313614,3
110937517073,0
111855348754,0
110775118867,0
110100818965,0
112506383384,0
111841848352,0
111841946656,0
110706633763,0
112506580003,0
111841848359,2
111153785897,0
112506481705,0
110945217579,0
111128685617,0
114115980338,1
110931717171,0
110970317876,14
110180871224,0
100000017465,3
110879910975,2
114865253440,1
110103571521,1
112530369601,0
111847615555,0
112665865282,8
112525782085,0
114127580234,0
111154113616,0
112529583189,1
110108716127,16
110768335969,1
114800667745,0
110940171370,11
112528665709,1
111820319857,6
110109535361,0
110169435268,0
111129046150,0
110147873928,6
111129046153,0
111424613513,0
110177135765,5
110769319069,0
112623365284,1
114746993833,0
110167633067,24
111140613291,15
111822646453,0
110104816822,2
114119093439,49
110108716227,2
111455513795,0
114749680835,0
112529583302,0
112520080587,0
112520080588,3
114804567243,1
110140173522,0
112536169684,0
114745093334,0
114620869849,3
110122773722,0
110109633766,0
111803346154,4
111424613613,0
112506580205,0
111107648752,14
112522865904,2
114790182132,4
110769319160,1
110769319164,0
114823867645,0
111196613893,3
114797980934,9
114822950149,0
111801019659,0
111157685517,1
112503565588,0
114127580438,5
111154113817,0
112520965401,0
112503565609,0
111151885613,0
114792082734,0
110140173621,0
112501665087,0
112506580288,3
110122773825,2
111159913794,2
110122118467,0
111820746051,5
112506383683,1
112522669381,0
114722680133,0
111820746057,6
110109273423,0
114747780438,0
114790280536,0
114111982937,0
112506383708,0
110769319261,9
112505269600,0
110871817571,1
111853546851,0
111853546852,0
111150116198,0
110778133868,0
111801019758,0
111847714159,3
111853448558,0
110841310578,9
110841310579,2
110943710579,0
111822646655,3
111822548353,0
112525782402,1
111152180611,9
111148346756,5
111140613511,0
112528469387,1
114199080336,0
111152213393,0
114864467347,2
110818110871,1
110101212568,8
114638269847,1
114796080536,2
110101114268,0
114820853143,26
111845715359,7
110944071073,0
112501665188,0
110348873125,1
110186671526,10
110127033767,0
110944071078,9
111152213413,0
110943972778,259
114740080037,10
114828750245,0
110945217971,6
111803346357,1
112505269686,5
111496113599,0
111428513219,2
112565169604,6
114140982733,0
114743193037,0
114743193038,0
110914317776,1
111801019856,0
114822753746,4
112504483284,0
111847615957,0
114741980630,1
110107635161,1
110188473823,0
112538365408,0
112521883106,5
112529583587,0
111451516391,0
112503565804,0
111152213492,0
111809146356,0
110912417273,0
110140173820,2
110101114365,0
112523980286,11
114820853245,24
114824850945,0
114624867847,0
112506482184,0
110817717771,0
111459413516,0
110169435661,0
112506383883,0
110107012623,0
112526765580,0
114667269646,0
111150280210,0
112663965206,1
112506580503,0
112667569687,0
111155916313,15
114747780633,4
112506482203,0
110100033067,3
111496113715,1
112564383283,0
112525880885,0
110124871222,0
111857446454,0
111140646456,2
112524865084,30
112665669185,0
112538365506,7
111144513092,0
111156080196,0
110149971528,0
111451713096,0
111822646857,1
111158013515,0
114728480333,2
111109746254,3
112627265107,0
114603667041,33
112663965283,0
114143080039,0
110101573228,0
110186573428,2
111859248758,0
112530665089,2
110931717776,0
110101212820,6
112509169300,4
114716880534,3
110935617176,0
111150313112,7
110918217370,2
111847714458,5
112503565980,0
110918217373,0
110167535262,0
111847517853,0
112509169308,0
110918217377,0
112669765281,0
110722035365,16
111801446055,6
110870310570,0
111801446058,114
114745880236,0
114110082736,4
100000018097,0
112532565681,0
114119093939,7
110341271220,0
111826546357,7
110108716726,7
114839367344,0
112528469689,2
114711080636,1
114804567741,0
111851548355,0
112604065480,1
100000018123,0
110105571020,10
110944071375,26
111103946453,0
112523783900,5
110169435869,0
111150280414,2
112506580703,2
112523783901,0
111849746150,2
110949117672,8
111157685992,2
112509169387,0
111849746156,1
110876110573,12
112629165804,2
114823769843,23
114622967542,0
114716880632,1
111457513212,1
110101212927,1
111140548353,0
110105112325,1
110147612424,1
112521883403,1
114191380237,0
114746797837,2
111196516116,0
112520769300,4
112669765400,0
111190716190,0
111152213795,4
110323871524,0
114868367141,0
110940172071,0
110103310120,2
110101835564,22
112506580783,0
114603667248,2
110101835569,3
112536465201,0
112536465202,0
111152213812,5
114745093938,16
112536465206,3
110727933763,12
111445913412,0
111150280517,0
111803346758,1
111128948552,0
112633065289,0
100000018259,0
114794082135,4
111453613914,0
114622967644,0
114746994531,0
111140646759,2
110101016424,0
112520769384,0
114626867047,4
112524865387,12
112623169388,0
112669765484,4
110147612529,0
110810410877,0
110912810879,0
111803412352,0
114821967746,0
111144513417,4
110101573520,0
110306373528,0
114722680734,0
112526569380,0
111803346855,2
111845846952,22
112630083503,2
111159816115,3
114119880634,0
114827767741,1
111157948350,0
111144185794,0
111154016194,0
114743193538,0
110167633862,0
110945972170,7
114148880332,3
110124773325,1
114626867149,0
110101016528,0
114191380436,0
111144513494,0
111158013914,0
112532565984,0
114821050345,0
110972317676,2
114621067244,15
114714980334,0
111150280692,0
114603569143,0
111455416317,0
112501469182,0
110144073729,0
114743980033,0
111156113419,2
111824646157,1
112530665487,0
112538365980,0
112522080286,0
112522080288,0
110304473122,0
110347071525,0
110125133862,9
114622967845,5
111158013992,0
110978117673,10
114747093030,1
112564383787,4
114747093037,4
112524865587,2
112662065203,0
110722035765,7
111154016310,0
111196713013,0
114191380537,1
110768435262,0
110870310974,0
111144316990,0
112507269184,1
112524865600,0
112529780806,0
111190913096,0
111156080713,0
114603667540,0
114820755543,0
111803019358,0
111424516195,0
111150084214,8
114747682936,0
111150116994,2
114827767944,0
110346973321,4
111158046857,1
114716782731,0
110120218765,2
114826653842,1
110147612820,4
110184673428,0
110945972376,1
114566869145,0
112669569180,0
110945874078,0
110725935263,0
111444013214,0
112507465886,0
112669569187,6
112529780900,0
112529780903,0
110708535464,0
112524865705,0
112627265707,6
111809048751,0
112523980980,36
110387671225,2
111803019450,0
111855546553,0
114825769145,0
111124885697,15
111445913794,4
111803019457,0
110122873028,1
114726580430,0
110970417376,6
111142613217,0
112505565408,0
114802667748,0
111853646057,0
110778233069,0
110101016824,7
110167535864,44
110188671225,0
110107635963,1
112529780986,0
114669367544,2
111801446654,0
110107373824,1
111808819457,0
111156080898,0
112507269382,6
110708633863,0
110768435467,1
110729933069,0
111847846157,1
112524865807,2
114821869843,3
110140371226,88
110940172575,0
110020473123,0
110105014563,3
112527880485,0
114824753443,0
114740080935,3
110169633064,0
111121346856,0
111159685419,0
110169633069,1
114743980335,0
114743980336,0
114837369141,0
114820067642,0
111849746751,0
110774333760,0
111150084416,6
111496016197,0
114622869843,3
