userid,tages_num,keywords_num
110385571026,0,5
110385616726,7,4
110385671026,5,0
110385673924,4,0
110385771227,0,0
110385873326,4,8
110385873823,0,0
110385873920,2,0
110386071024,4,0
110386173727,0,7
110386273326,9,4
110386273728,0,6
110386373127,5,0
110386473424,4,0
110386873121,8,0
110386873724,3,0
110386971026,0,0
110387173428,0,7
110387271024,9,5
110387371020,0,0
110387373325,10,3
110387671225,4,4
110387771022,3,0
110387771027,6,0
110387973423,1,0
110388173129,0,0
110388173724,0,8
110388473326,1,0
110388573329,3,0
110388871225,1,4
110388973127,3,0
110389473127,2,4
110700033869,10,5
110700135264,0,0
110700333066,0,0
110700335168,2,0
110700335368,4,0
110700335466,0,0
110700335966,0,0
110700433862,10,0
110700435068,4,0
110700435166,2,3
110700435669,0,0
110700518460,4,7
110700533768,0,0
110700535669,1,0
110700633764,10,6
110700818267,10,0
110700833066,0,0
110700835163,0,0
110700835165,4,0
110700835266,10,0
110700835468,0,0
110700935162,3,0
110701035160,0,0
110701035262,10,7
110701035665,0,0
110701035964,7,0
110701118968,0,0
110701133067,0,9
110701135060,0,0
110701233067,2,0
110701333866,0,0
110701335466,0,0
110701412366,2,0
110701412563,2,0
110701414264,5,3
110701414567,5,4
110701418065,5,0
110701418166,6,4
110701418364,0,0
110701418565,0,3
110701418566,0,0
110701418663,2,2
110701418669,3,3
110701418760,10,4
110701435166,3,0
110701435768,10,7
110701435862,9,4
110701535166,0,0
110701535860,0,0
110701535863,9,0
110701835667,0,0
110701933065,10,0
110701935061,4,0
110702135067,4,0
110702135362,0,9
110702135466,4,0
110702135763,9,0
110702235565,10,10
110702333865,4,0
110702335361,0,0
110702535663,4,0
110702535866,0,0
110702635161,2,0
110702635860,10,5
110702835064,8,0
110702835566,0,0
110702935766,10,3
110703035566,10,3
110703335263,5,3
110703533769,0,0
110703633865,10,2
110703733064,0,0
110703733867,2,0
110703735260,4,0
110703835467,10,0
110703835964,0,0
110704035460,1,0
110704035865,0,0
110704335661,5,5
110704435664,2,0
110704435963,10,0
110704535960,0,0
110704735669,4,0
110704835668,0,0
110705035962,0,0
110705135665,1,2
110705135667,4,7
110705235162,10,5
110705435263,0,0
110705435467,6,0
110705535264,0,2
110705535367,4,0
110705635361,0,0
110705933062,4,6
110706235366,2,0
110706433062,3,0
110706435969,10,7
110706633763,0,0
110706635163,7,0
110706635564,0,0
110706635666,0,0
110706735260,4,0
110706735460,0,0
110706835260,4,0
110707018160,8,0
110707033867,0,0
110707035269,0,0
110707235361,0,3
110707335065,0,0
110707335463,9,7
110707418260,0,0
110707418266,3,8
110707433066,0,0
110707433863,0,0
110707435565,3,0
110707635763,8,0
110707735468,0,2
110707735765,0,2
110707833860,4,0
110707933765,9,5
110707935965,0,0
110708033769,8,5
110708135168,0,4
110708235367,8,0
110708235569,2,6
110708335067,5,0
110708435162,0,0
110708535464,10,0
110708535960,3,0
110708633863,4,5
110708635467,0,0
110708733863,10,0
110708735162,0,0
110708835569,0,0
110708835867,8,0
110709033067,6,5
110709033864,3,0
110709135964,5,0
110709233768,0,0
110709235363,5,0
110709333762,0,0
110709433860,1,4
110709435267,0,0
110709635660,0,9
110709735261,0,0
110709935868,8,6
110720333862,0,0
110720533766,6,0
110720633869,9,9
110720635366,0,0
110720833062,3,0
110721033065,5,0
110721033866,4,0
110721133761,5,4
110721533061,2,0
110721735168,0,10
110721833762,7,0
110722014169,10,0
110722014961,0,0
110722018060,2,0
110722018260,2,0
110722018266,3,0
110722018363,4,0
110722018567,0,0
110722018663,6,5
110722018669,2,0
110722018760,5,0
110722018867,4,2
110722035361,4,2
110722035365,10,12
110722035466,0,0
110722035468,0,3
110722035760,2,2
110722035765,3,0
110722233862,10,0
110722235360,10,8
110722235562,2,6
110722235768,2,0
110722433068,10,0
110722433767,1,0
110722533860,4,9
110722533865,3,3
110722535260,10,12
110722535365,6,0
110722633061,0,0
110722733065,5,3
110722835267,10,0
110723033867,4,0
110723133061,0,5
110723133768,4,4
110723235166,2,5
110723235269,2,0
110723635162,1,0
110723935162,0,4
110724033067,5,5
110724233767,1,3
110724333066,4,4
110724935268,5,0
110725033868,0,4
110725435163,0,8
110725435964,0,3
110725535968,0,0
110725635166,3,0
110725635366,7,7
110725735967,0,0
110725835363,0,4
110725835365,2,0
110725835967,0,6
110726033867,0,0
110726135565,1,0
110726135569,6,3
110726135960,5,0
110726333068,3,5
110726333863,1,2
110726335262,9,0
110726433061,8,0
110726633768,1,0
110726733767,5,0
110726935165,0,2
110727333760,5,3
110727435261,0,0
110728133061,2,0
110728135268,0,4
110729335261,0,3
110729433060,0,0
110729433767,2,4
110729535166,3,0
110729633862,10,0
110729733065,3,9
110760735269,4,7
110762035165,0,0
110762035166,0,0
110762333065,10,7
110762433063,2,0
110762835265,4,2
110764735260,0,2
110764735462,10,0
110765333766,10,4
110765435166,0,4
110765535264,0,2
110765635269,2,0
110765833763,2,13
110765933765,0,0
110766135265,5,9
110766633867,3,3
110766733763,4,3
110766735461,2,0
110766835262,0,0
110766835368,8,2
110766935161,10,3
110766935265,3,0
110766935566,0,0
110767135461,10,6
110767333061,0,0
110767335266,1,0
110767435265,4,3
110767633761,0,0
110767735964,5,0
110767835163,0,0
110768133762,0,9
110768335969,0,0
110768435262,0,0
110768435265,4,0
110768435467,2,2
110768718468,2,0
110768735064,4,0
110768735264,0,0
110768735363,0,0
110768735368,0,0
110768735463,1,0
110768735569,1,0
110768735664,0,0
110768735963,0,4
110768735966,0,0
110768935164,4,10
110769018967,0,0
110769033063,10,5
110769033768,5,4
110769033863,2,25
110769035269,0,0
110769035465,3,0
110769035965,3,6
110769133760,0,0
110769235461,0,2
110769310066,0,0
110769310360,0,3
110769310460,0,3
110769311467,6,0
110769311667,4,2
110769311869,0,0
110769312461,0,5
110769312761,0,3
110769314160,3,4
110769314165,4,0
110769314168,3,0
110769314260,4,0
110769314363,0,0
110769314669,1,0
110769314767,2,0
110769315761,2,0
110769316163,4,2
110769316667,10,3
110769316669,2,0
110769316963,3,0
110769317569,10,4
110769318562,3,0
110769318564,0,0
110769318661,0,7
110769318666,6,3
110769318762,5,0
110769319061,0,6
110769319069,3,3
110769319160,2,0
110769319164,5,4
110769319261,10,4
110769333869,3,5
110769335062,2,7
110769335160,0,4
110769335262,10,0
110769335464,3,3
110769335564,3,0
110769335768,3,0
110769388462,4,8
110769388661,4,3
110769388669,0,0
110769388961,0,5
110769433062,2,0
110769535360,3,2
110769633063,1,2
110769835164,0,0
110769835864,3,3
110769933063,0,0
110769935666,5,0
110771035164,0,0
110771335166,4,0
110771335167,0,0
110771435969,0,0
110771533765,0,0
110771633868,0,0
110771735462,0,0
110771833063,4,0
110771835960,2,0
110771935460,3,0
110772033061,10,8
110772033064,5,5
110772033762,0,0
110772135563,10,29
110772433065,9,5
110772435065,0,0
110772435769,0,0
110772535369,0,2
110772535565,1,0
110772535566,0,7
110772635160,5,0
110772818269,0,0
110772818466,9,0
110773035263,0,0
110773035464,0,3
110773235563,6,3
110773333761,10,7
110773335166,0,0
110773335269,4,0
110773435166,5,0
110773535964,0,0
110773635965,7,0
110773935468,7,0
110774035266,1,0
110774333760,9,5
110774333762,9,0
110774333860,4,0
110774335963,8,3
110774433765,0,0
110774435466,4,0
110774533065,2,0
110774535960,0,0
110775033766,0,0
110775035268,1,0
110775035468,9,9
110775035965,10,0
110775110169,10,0
110775116866,10,4
110775118867,3,0
110775135064,10,8
110775233863,0,0
110775235364,4,10
110775333060,10,7
110775333065,0,0
110775335261,3,0
110775335367,9,2
110775335368,0,8
110775418867,2,7
110775535264,5,0
110775633062,0,0
110775635260,0,3
110775718361,0,0
110775718861,0,0
110775735065,7,0
110775735863,0,2
110775833763,0,7
110775835169,5,0
110775835664,1,0
110775918969,1,0
110775935963,2,0
110776035668,5,0
110776135561,10,0
110776135960,0,0
110776233069,0,3
110776235162,0,0
110776235164,0,0
110776235963,2,0
110776433867,0,0
110776535964,4,0
110776633862,1,0
110776735164,0,2
110776735266,5,0
110776835369,0,0
110776835962,0,0
110776935265,0,0
110776935568,0,0
110776935860,3,0
110776935864,9,3
110776935967,0,0
110777033869,0,3
110777035462,6,0
110777333764,10,4
110777433061,4,0
110777433765,4,6
110777733062,2,0
110777833867,2,8
110777935169,2,0
110777935260,4,3
110777935961,9,0
110778033068,2,3
110778133868,0,0
110778233069,0,0
110778433861,8,3
110778435469,3,5
110778533766,7,3
110778533863,9,4
110778535267,10,0
110778633765,0,0
110778633866,2,0
110778635162,0,3
110778733062,1,0
110778735965,2,3
110778833060,0,0
110778833068,3,6
110778835167,3,0
110778835260,2,0
110778835462,2,2
110779233068,0,0
110779235260,10,0
110779235467,0,0
110779333861,1,4
110779433768,0,2
110779435464,3,0
110779533067,0,0
110779535269,0,0
110779633860,7,6
110779735166,0,0
110779735263,10,0
110779735267,0,0
110779835461,10,2
110810817379,0,0
110810917078,7,0
110811010875,10,3
110811017474,6,4
110811017773,8,5
110811217276,3,0
110811217674,6,0
110811217679,0,0
110811317074,4,3
110811317078,4,0
110811717470,0,0
110811810873,3,0
110811810978,6,0
110812017372,10,0
110812210870,0,0
110812210879,0,0
110812217279,3,0
110812310876,8,3
110812417379,4,12
110812717279,6,8
110812817379,3,0
110813617272,8,9
110814117172,5,0
110814117679,0,0
110814117776,0,0
110814117779,0,0
110814210871,0,6
110814310972,8,3
110814410979,3,0
110814417277,10,0
110814510871,0,4
110814610570,0,0
110814710975,4,3
110814910976,4,0
110815110575,4,0
110815210873,2,5
110815610874,0,3
110816010870,0,5
110816317373,6,0
110816810572,0,2
110816817075,2,0
110817310579,0,0
110817517672,0,7
110817610876,3,3
110817910873,0,0
110817910971,3,0
110817917074,10,3
110818017376,0,3
110818310978,6,0
110818510576,0,9
110818617070,0,0
110818617371,1,0
110818710876,9,0
110819017273,5,5
110819217076,5,6
110819217678,10,0
110819217679,3,0
110819317474,1,10
110819417272,5,0
110819472070,4,5
110819472772,10,2
110819472873,2,0
110819472976,0,5
110819510975,5,0
110819510977,0,0
110819517075,10,5
110819517375,10,0
110819517378,7,0
110819517579,6,0
110819572770,10,2
110819610879,4,0
110819617079,0,0
110819710579,2,0
110819817371,10,0
110819910876,0,0
110819917071,4,0
110831210977,4,3
110831510573,4,0
110831610871,3,6
110832510973,0,2
110832617273,2,4
110832810878,3,0
110832817378,0,8
110834210578,2,0
110834417672,3,0
110834617272,2,0
110834810877,1,0
110834917076,2,0
110835010974,0,0
110835617176,0,3
110835617177,2,0
110835617279,10,0
110835617671,3,3
110835617675,0,4
110835617678,3,0
110835672374,4,3
110835717278,2,0
110835810978,5,2
110836010574,10,0
110836210576,5,0
110836310577,0,0
110836610979,0,0
110836717077,10,21
110836910877,0,0
110837110872,0,0
110837110876,3,3
110837110976,5,7
110837117378,0,0
110837317076,1,0
110837410977,0,0
110837510872,3,2
110837917072,10,0
110838217470,0,2
110838217874,10,6
110838217971,4,0
110838310877,0,0
110838317179,10,3
110838472170,0,3
110838472376,3,5
110838510574,0,0
110838510870,0,0
110838510874,4,0
110838517077,0,0
110838717074,3,0
110838717476,4,0
110838817378,2,0
110838910879,3,0
110838917072,2,0
110838917475,8,0
110838917476,8,0
110838917678,2,0
110838931870,10,0
110838932079,0,0
110838970978,3,0
110838971173,5,0
110838971571,0,0
110838972070,5,0
110838972770,1,0
110838972778,0,0
110838972873,4,9
110838974178,10,15
110838974870,0,0
110838975173,0,0
110838975775,5,0
110838975778,0,2
110838975872,0,0
110838975876,3,0
110838975974,4,0
110838976179,0,2
110838976275,5,0
110838976971,2,0
110838979177,4,0
110839010876,10,0
110839310575,4,0
110839610973,3,2
110839810578,2,0
110840010979,6,3
110840017071,0,0
110840017473,7,0
110840017677,1,0
110840117171,0,0
110840117177,1,0
110840217273,8,0
110840217375,3,4
110840217475,3,5
110840217672,4,0
110840317877,3,5
110840371677,2,6
110840371872,5,4
110840372078,4,6
110840372177,1,0
110840372178,5,0
110840372473,5,0
110840372476,0,0
110840372774,1,0
110840372871,6,0
110840374379,3,6
110840374676,2,0
110840379775,0,5
110840410874,10,0
110840417178,0,0
110840417672,0,4
110840417677,2,0
110840717279,0,0
110840817871,8,8
110840817875,0,0
110840910572,3,15
110840917777,5,2
110841017470,2,0
110841110979,8,4
110841117173,9,0
110841217075,4,0
110841310578,4,3
110841317371,3,0
110841317473,0,0
110841417374,5,4
110841417670,0,0
110841510873,5,5
110841517472,0,0
110841517770,0,0
110841617074,0,0
110841617677,5,3
110842010978,2,2
110842017772,6,0
110842110879,1,0
110842210876,0,0
110842217279,1,3
110842317174,0,0
110842317379,0,0
110842517473,3,7
110842517774,1,0
110842610872,0,0
110842617474,0,0
110842617574,5,7
110842717174,2,3
110842717370,0,0
110842717372,10,3
110842772076,10,2
110842847173,0,3
110842847275,3,0
110842847279,1,0
110842847471,2,0
110842917279,3,0
110842917674,0,3
110842917773,7,0
110842917775,4,0
110843010875,0,0
110843117376,8,4
110843117772,3,2
110843310974,7,4
110843510570,0,8
110843510873,2,5
110843517077,0,0
110843610572,10,6
110843610872,0,8
110843810573,3,3
110843910973,0,0
110843917378,0,5
110843917475,10,2
110844010572,7,7
110844017677,5,0
110844110576,4,3
110844110979,5,0
110844117272,0,0
110844210572,0,0
110844217173,6,0
110844410870,2,0
110844517273,0,0
110844710576,0,0
110844710872,0,0
110844717671,0,3
110844817378,2,0
110845017472,8,2
110845110976,0,0
110845117673,4,2
110845117977,4,10
110845217271,0,2
110845217376,0,0
110845217671,6,3
110845217675,3,2
110845217870,2,0
110845217875,0,0
110845317077,6,0
110845317575,3,0
110845417275,0,0
110845517372,0,0
110845617176,0,0
110845617778,3,6
110845617976,6,3
110845717176,0,0
110845717277,9,7
110845910876,4,0
110846117278,8,0
110846217076,5,3
110846217275,0,0
110846217873,10,7
110846317474,6,5
110846410973,0,0
110846472079,3,0
110846517778,0,4
110846617474,4,0
110846710975,0,0
110846717770,0,0
110846810970,0,0
110846817471,3,2
110846872376,10,0
110846910973,6,2
110846917871,3,0
110847017176,10,4
110847017476,0,0
110847210574,8,0
110847210976,0,0
110847317979,10,0
110847410574,4,4
110847417577,1,0
110847517577,0,0
110847710578,0,0
110847717171,0,0
110847717771,0,0
110847717871,6,0
110847717873,3,4
110847772275,3,0
110847810873,2,0
110847810978,4,0
110847817379,10,0
110847917874,0,0
110848117073,6,0
110848117674,4,5
110848310971,3,0
110848317070,10,3
110848317175,9,0
110848417370,1,0
110848417871,2,0
110848617275,4,0
110848617375,1,4
110848717371,4,0
110848817378,10,0
110848817879,1,5
110848910973,1,0
110849117674,8,0
110849210573,1,5
110849210574,3,0
110849217879,4,3
110849317472,8,4
110849417075,2,0
110849417277,3,0
110849517074,8,0
110849710972,0,8
110849717479,0,3
110849717774,10,3
110849810973,0,7
110849810976,0,4
110849817579,5,0
110849817873,0,0
110849917473,0,0
110870310570,5,0
110870310974,3,13
110870317273,4,0
110870317375,7,0
110870317678,0,4
110870710874,0,0
110870717076,10,0
110870717274,9,13
110871010573,0,0
110871010578,0,0
110871010879,1,0
110871010978,0,4
110871017074,0,2
110871017379,0,0
110871017470,7,4
110871017472,0,2
110871179675,5,3
110871210873,0,0
110871310873,4,5
110871317476,3,4
110871317677,0,8
110871410579,0,0
110871417070,0,0
110871517374,0,0
110871617073,0,0
110871617079,0,0
110871672270,3,0
110871672376,0,0
110871672777,1,6
110871710978,0,0
110871717372,9,10
110871871271,10,0
110871871278,2,0
110871917179,0,0
110871917677,3,0
110871917771,9,6
110872110871,1,2
110872117073,2,0
110872210870,0,0
110872417375,10,3
110872510574,5,0
110872617272,0,0
110872617379,2,0
110872710875,0,0
110872817278,3,0
110872917478,10,2
110873017276,0,2
110873017776,1,0
110873110570,0,0
110873117272,9,0
110873117273,3,0
110873417072,5,0
110873417371,1,0
110873517474,7,7
110873710872,3,0
110873717071,5,0
110873910872,4,0
110874010576,7,4
110874010875,4,6
110874017679,1,2
110874117175,4,0
110874117271,0,0
110874310579,0,0
110874310970,10,12
110874317376,10,4
110874317377,0,0
110874372071,10,2
110874510973,3,0
110874617173,4,0
110874717277,2,10
110874810576,9,4
110875117276,0,0
110875117279,10,6
110875117674,4,0
110875217073,3,0
110875217675,1,0
110875517273,5,0
110875717274,3,0
110875817070,5,3
110876010579,7,0
110876110573,4,0
110876217376,0,0
110876310978,2,5
110876410573,0,0
110876617272,5,0
110876710579,0,0
110876710871,10,5
110876717274,2,0
110876810874,4,0
110878010579,2,0
110878110878,3,0
110878210971,10,0
110878217074,8,0
110878217377,1,2
110878317074,10,0
110878317273,8,0
110878317279,4,0
110878410975,10,3
110878417270,0,0
110878417275,6,7
110878510871,1,0
110878610573,1,0
110878710575,10,10
110878710873,3,0
110878710976,0,0
110878810871,4,0
110878817672,3,3
110879010878,1,0
110879017174,0,0
110879017577,0,3
110879017773,3,0
110879072276,0,0
110879072376,10,6
110879217371,7,0
110879217775,10,8
110879217870,4,4
110879217970,6,0
110879317573,3,3
110879417071,0,0
110879417072,6,13
110879417275,5,0
110879417370,0,0
110879417372,8,0
110879417476,0,0
110879417478,10,0
110879417778,0,2
110879710573,4,0
110879717174,3,0
110879717478,2,5
110879717979,10,6
110879917370,10,3
110879917378,0,3
110879917578,3,0
110879917773,5,0
110879972772,10,9
110910010575,0,4
110910017279,0,5
110910317775,1,4
110910417174,0,0
110910710576,0,0
110910717471,0,0
110910917072,10,2
110910917274,4,3
110910917478,3,0
110911017972,0,0
110911117273,4,0
110911117473,0,0
110911217473,0,0
110911310579,3,3
110911510971,0,0
110911517075,10,2
110911772379,9,6
110911872372,0,2
110912310972,1,0
110912417273,9,6
110912610970,0,0
110912617671,4,6
110912710874,2,0
110912910978,2,7
110913117271,0,5
110913117771,3,3
110913117776,4,0
110913217079,10,7
110913410870,3,0
110913410973,0,3
110913417472,3,0
110913517272,7,0
110913617173,10,7
110913617976,0,2
110913817274,1,0
110913817474,1,0
110913917872,3,7
110914117176,6,0
110914117671,10,0
110914172070,0,0
110914172073,4,0
110914217677,0,0
110914317776,9,0
110914417377,9,10
110914517274,10,0
110914617478,0,0
110914717870,9,14
110914817677,1,5
110914917373,0,0
110914917479,9,3
110915017271,4,11
110915017273,0,0
110915017370,10,0
110915017371,4,4
110915217373,2,0
110915717470,0,0
110916117079,2,0
110916210979,2,0
110916217274,0,0
110916417676,5,4
110916610874,2,0
110916617677,0,5
110916910874,1,0
110916910975,3,2
110916917373,3,0
110917017672,3,0
110917071675,1,3
110917071973,10,2
110917072272,0,5
110917117175,3,0
110917172670,6,2
110917210974,10,15
110917272375,4,6
110917274373,8,3
110917310577,0,0
110917317179,10,5
110917317272,0,0
110917371775,0,0
110917410870,0,3
110917417675,0,4
110917471272,7,4
110917471370,0,0
110917471672,2,2
110917471777,8,8
110917471779,6,5
110917472573,9,5
110917472575,7,0
110917472770,0,9
110917474670,7,8
110917475070,0,0
110917475171,1,0
110917510879,3,6
110917517576,0,5
110917571573,7,0
110917572774,8,0
110917573874,3,3
110917573978,10,0
110917575474,9,7
110917579270,0,0
110917579776,0,5
110917610576,3,4
110917610972,6,5
110917717972,9,4
110917772272,10,0
110917772670,4,7
110917910871,6,5
110917910877,2,0
110917917872,0,12
110917972072,0,0
110917972077,4,3
110917972675,0,5
110918117279,2,0
110918217373,5,2
110918217377,0,0
110918317770,5,3
110918417678,9,3
110918710578,0,5
110919010573,0,7
110919117271,2,0
110919117878,0,0
110919172475,4,0
110919217375,0,0
110919310572,4,3
110919317176,0,4
110919372075,3,0
110919417073,2,0
110919417074,2,0
110919517976,0,0
110919610575,2,3
110919672177,4,2
110919672372,2,0
110919672375,10,3
110919672472,4,5
110919672474,0,5
110919672772,4,7
110919817174,0,2
110919817378,0,7
110919872079,3,0
110919872373,10,5
110919917777,10,3
110931017279,10,0
110931017474,4,3
110931217373,2,6
110931410573,7,4
110931410574,9,2
110931617074,0,8
110931710570,0,0
110931717171,2,9
110931717776,5,5
110932310577,6,0
110932317172,0,2
110932317874,0,8
110932510973,3,0
110932517071,0,0
110932517271,0,0
110932617975,3,0
110932717676,0,0
110932810870,2,0
110932817170,0,0
110932817177,2,7
110934017378,6,0
110934310577,10,7
110934410970,10,4
110934510570,0,2
110934510871,0,0
110934617671,4,5
110934717076,5,4
110934817078,3,0
110934817476,2,0
110934817679,5,10
110934817777,0,0
110934917772,0,0
110935017470,6,0
110935017579,0,2
110935017870,0,0
110935017971,1,0
110935017977,0,0
110935110573,10,0
110935110876,0,2
110935117072,3,4
110935117176,7,3
110935117777,0,5
110935210874,0,5
110935217070,0,0
110935217776,0,4
110935272075,0,0
110935272373,1,15
110935317278,6,0
110935372074,1,0
110935410878,0,0
110935417272,0,0
110935417377,3,0
110935417577,6,0
110935517871,0,0
110935572078,2,4
110935572279,0,3
110935617176,4,0
110935617379,0,0
110935617877,4,6
110935717176,8,0
110935717376,0,0
110935772675,3,3
110935810977,0,0
110935817477,1,0
110935910972,3,0
110935910976,0,2
110935917370,4,4
110935972871,0,0
110935972873,0,0
110936017070,2,3
110936017776,0,0
110936110970,5,0
110936117077,8,2
110936217270,5,0
110936217476,10,2
110936317274,6,0
110936317976,4,0
110936417577,10,0
110936417776,5,0
110936510577,0,11
110936517174,1,9
110936517574,8,0
110936572371,0,0
110936817674,9,9
110936872678,4,8
110936917779,8,0
110937017475,3,0
110937117472,2,0
110937217079,0,0
110937217776,0,0
110937717474,10,8
110937917676,7,0
110937917678,0,0
110938010574,0,0
110938110972,0,0
110938217373,0,0
110938417072,2,2
110938417171,2,0
110938717072,3,7
110938817470,2,0
110938817874,10,2
110939410573,3,0
110939417373,2,0
110939710576,2,0
110939917676,3,3
110940017071,0,0
110940071176,10,5
110940071775,0,4
110940072873,4,0
110940171370,0,0
110940172575,3,2
110940217474,4,0
110940217672,4,4
110940273571,5,0
110940273573,10,13
110940317379,0,0
110940317475,2,0
110940317678,0,0
110940371675,0,6
110940372375,0,0
110940472876,10,0
110940517071,2,3
110940517579,7,0
110940572175,10,0
110940710570,2,4
110940710579,4,0
110940717175,10,0
110940771474,6,2
110940771777,4,7
110940772875,0,0
110940817078,2,0
110940817374,0,6
110940871771,3,10
110940872472,4,7
110940910977,0,7
110940972774,3,0
110941072271,0,3
110941072674,10,6
110941172072,0,0
110941172571,4,0
110941172979,8,0
110941217876,0,3
110941217879,2,0
110941217970,5,5
110941317878,4,9
110941472379,4,3
110941517078,9,0
110941571478,4,0
110941672872,9,0
110941717376,1,0
110941717473,4,2
110941772377,3,5
110941872278,2,6
110941872378,9,18
110942017879,0,0
110942172078,5,5
110942172172,0,0
110942172375,1,4
110942217070,4,0
110942271271,3,4
110942371075,0,0
110942372470,3,5
110942472273,0,4
110942472577,4,6
110942472974,0,0
110942510977,4,0
110942517076,4,0
110942517474,0,0
110942517673,3,5
110942517674,0,3
110942572373,0,0
110942672172,4,7
110942672176,4,0
110942710577,4,11
110942710876,10,2
110942717574,0,8
110942717776,4,3
110942771376,1,5
110942772977,4,0
110942871175,3,5
110942872073,3,8
110942872474,0,0
110942971076,6,6
110942971674,0,11
110942972173,4,9
110942972574,3,0
110942972975,3,0
110943071379,0,0
110943110879,0,5
110943117077,10,8
110943117176,4,0
110943172272,10,7
110943172478,9,4
110943272670,3,7
110943272677,10,9
110943272772,10,16
110943471179,0,6
110943471377,0,3
110943471771,4,5
110943471772,4,0
110943472677,3,4
110943571372,4,3
110943571477,4,6
110943572376,9,10
110943572576,1,8
110943610870,4,4
110943617077,0,3
110943617175,4,5
110943617772,0,0
110943710579,5,0
110943717671,6,0
110943772875,5,2
110943817476,4,0
110943971777,10,3
110943972778,4,9
110943974376,0,8
110944010875,0,0
110944017771,4,4
110944071078,10,0
110944072878,2,0
110944110575,9,0
110944410874,9,10
110944472174,1,0
110944517875,3,0
110944672075,10,0
110944672172,10,10
110944672479,5,0
110944672678,0,0
110944710577,3,0
110944717373,4,6
110944772672,0,0
110944817474,4,0
110944872070,0,0
110944917375,4,0
110945071372,2,6
110945072874,4,0
110945171879,2,3
110945217178,2,6
110945217274,4,5
110945217971,10,0
110945274774,4,0
110945410870,2,0
110945471377,7,0
110945474070,8,6
110945517072,10,0
110945617474,1,2
110945617875,0,0
110945672974,3,6
110945674071,9,17
110945674074,3,3
110945717174,0,0
110945771378,9,10
110945771571,4,5
110945771976,0,0
110945872376,4,0
110945874674,2,0
110945917672,2,3
110945972170,3,4
110945972376,3,2
110946017178,1,0
110946017773,4,0
110946071673,0,0
110946071872,0,0
110946072374,0,9
110946072872,10,4
110946110877,10,6
110946171373,0,0
110946171977,4,0
110946179973,10,7
110946217475,4,0
110946272777,4,0
110946317379,3,0
110946317571,1,10
110946317975,0,0
110946371175,7,7
110946371274,10,0
110946372579,4,0
110946374275,10,0
110946379477,8,0
110946417076,4,0
110946417474,1,5
110946471378,4,10
110946474377,10,4
110946517073,3,4
110946572570,10,10
110946717274,4,0
110946717576,5,0
110946717876,10,2
110946771071,10,6
110946771771,0,0
110946817371,6,0
110946871070,4,7
110946871178,8,0
110946874278,10,3
110946917370,4,6
110946971071,4,6
110946971779,0,2
110946972374,3,5
110947017674,3,5
110947172775,0,2
110947271773,8,6
110947317576,3,0
110947472070,0,3
110947572370,7,3
110947972179,4,0
110948210574,4,0
110948210970,10,0
110948272373,4,0
110948272573,10,4
110948272777,3,0
110948272879,4,23
110948317273,2,0
110948317674,1,6
110948471378,4,4
110948472176,9,4
110948472273,4,0
110948571078,0,0
110948572374,4,0
110948617472,3,3
110948717776,0,0
110948772478,4,0
110948772974,9,9
110948817178,2,8
110948971178,8,8
110948972171,10,9
110949017379,6,0
110949110971,4,0
110949217178,0,4
110949217271,4,0
110949272471,2,0
110949310579,4,6
110949417577,3,3
110949472271,4,3
110949472677,4,0
110949517874,4,0
110949617178,3,0
110949617776,10,0
110949617777,2,0
110949672177,3,5
110949672178,10,0
110949772172,0,0
110949872878,2,0
110949917478,0,0
110970017775,2,12
110970017872,3,4
110970910878,1,2
110972010573,1,3
110972017170,3,7
110972110871,10,29
110972117079,1,0
110972217476,3,4
110972233869,1,0
110972235167,10,0
110972235268,10,2
110972535164,0,7
110972717372,2,0
110972817679,4,0
110972917070,9,0
110973017275,0,0
110973272277,10,0
110973272377,1,0
110973710972,4,0
110973872376,3,6
110973917873,1,3
110973972679,3,3
110975210879,4,0
110975672079,0,0
110975672773,4,0
110975710879,3,0
110975817879,4,0
110975910978,4,0
110976017278,0,0
110976417479,3,0
110976517070,0,0
110976710876,0,5
110978972976,3,0
111100348758,3,0
111100448352,0,3
111100748559,0,0
111100848558,4,0
111100948751,4,0
111100948759,10,11
111101048353,6,0
111101119150,4,0
111101119155,4,4
111101119552,0,4
111101119553,10,6
111101119753,2,0
111101119851,2,0
111101119957,2,0
111101146253,3,0
111101146556,9,8
111101148559,0,0
111101148754,10,0
111101246858,0,3
111101348753,0,0
111101446550,3,0
111101446651,4,6
111101446858,5,0
111101546850,4,0
111101546851,0,0
111101748756,5,4
111101848352,0,0
111101948352,0,0
111101948557,0,0
111102048353,4,0
111102346059,0,5
111102348353,4,0
111102348556,3,6
111102548351,4,0
111102946852,10,2
111102948555,0,0
111103046055,0,0
111103048351,10,0
111103146254,3,0
111103146451,1,0
111103146852,3,0
111103348756,0,0
111103546854,3,0
111103546953,8,6
111103548352,0,0
111103548551,10,0
111103746857,6,0
111103748559,5,0
111103946453,3,0
111103948552,3,0
111104046051,0,0
111104146853,0,0
111104248350,8,0
111104448555,5,0
111104548557,0,0
111104548558,7,0
111104548757,2,0
111104648751,3,0
111104848353,2,0
111105348554,0,0
111105548357,3,0
111105646456,10,0
111105846853,0,0
111106046859,5,3
111106246452,0,0
111106248555,4,0
111106446059,3,0
111106448753,5,0
111106646851,0,8
111106848358,3,0
111107046452,10,2
111107048356,0,0
111107246851,6,2
