userid,user_purchase_orderType01_times
110720633869,1
110720635162,1
110720635366,1
110721033866,2
110721133761,1
110721533061,1
110721833762,19
110721933062,1
110721933765,4
110722018266,1
110722018567,1
110722018669,1
110722035365,6
110722035765,1
110722218665,1
110722235360,2
110722235768,1
110722433068,3
110722533860,1
110722533865,1
110722733065,29
110722835267,2
110723133768,1
110723235269,5
110723533869,1
110724233767,1
110724333066,4
110724633068,1
110724935268,3
110725435163,3
110725635366,6
110725735967,2
110725835367,1
110725935263,2
110726033867,1
110726333068,8
110726333863,1
110726535165,3
110727233863,2
110727635269,1
110727933763,1
110728133061,7
110729335261,2
110729433767,1
110729535166,4
110729733065,2
110729933069,4
110760433061,1
110760735269,2
110762333065,2
110762433063,1
110762633768,1
110762835268,2
110765333766,1
110765335264,1
110765535264,2
110765635269,2
110765933765,1
110766235463,2
110766333067,1
110766633867,1
110766733763,1
110766735461,1
110766835262,7
110767033065,1
110767335165,1
110767335266,1
110767435265,1
110767633761,3
110767735964,2
110767833060,1
110767835163,7
110768335969,11
110768435262,2
110768435467,1
110768535168,2
110768735064,1
110768735169,1
110768735760,1
110768835369,2
110768935164,3
110769033063,2
110769033863,6
110769035066,1
110769035269,3
110769035465,1
110769035965,1
110769135364,1
110769310066,1
110769310360,1
110769312761,1
110769314662,1
110769314767,5
110769316165,1
110769316667,1
110769318564,1
110769319069,3
110769319160,3
110769319164,4
110769319261,1
110769333067,1
110769335968,1
110769388661,1
110769388961,1
110769435861,1
110769535360,1
110769835164,1
110769935464,1
110769935666,1
110771033764,1
110771035164,1
110771435969,3
110771835960,6
110772033064,1
110772033762,1
110772235261,2
110772435769,3
110772535369,1
110772635863,1
110773035263,3
110773035464,1
110773235563,1
110773335269,1
110773535964,1
110773935468,1
110774035167,4
110774333760,4
110774433765,2
110774735169,2
110775035268,1
110775035468,2
110775118867,7
110775235364,1
110775333060,7
110775335368,4
110775735065,2
110775735863,1
110775833763,1
110775835664,1
110775935963,1
110776035669,3
110776235963,2
110776435165,5
110776833861,1
110776835369,3
110776835461,1
110776835962,6
110776935265,1
110776935568,2
110777035462,2
110777333764,5
110777335967,1
110777433061,4
110777733062,4
110777935260,3
110778033068,5
110778133868,3
110778233069,3
110778233761,2
110778435164,3
110778633765,4
110778735965,1
110778833060,2
110778833068,1
110778835167,1
110778835260,5
110778933861,1
110778935966,1
110779333861,1
110779335268,1
110779533067,5
110779735166,1
110779735267,1
110810410877,1
110810710974,1
110810917078,1
110811017773,2
110811217276,1
110811217671,1
110811217679,1
110811317074,2
110811317078,2
110811810873,1
110812010973,1
110812017372,6
110812417379,2
110812717279,1
110812917071,1
110813617272,1
110814110975,1
110814610570,6
110814710975,1
110814910976,1
110815017375,1
110815110575,4
110816010870,3
110816810572,5
110817317476,2
110817517672,2
110817717771,3
110817917074,3
110818110871,2
110818210577,1
110818310977,5
110818510878,1
110818617676,1
110819017073,1
110819017273,3
110819417272,9
110819417477,1
110819472772,1
110819610879,1
110819810870,3
110831210977,7
110831510573,1
110831610871,4
110832210878,1
110832317075,4
110832317372,2
110832617273,3
110832810878,1
110832817378,2
110834210578,4
110834317674,5
110834417672,1
110834617272,10
110834810877,2
110834917076,1
110834917279,2
110835017477,6
110835717278,4
110836310577,4
110836610979,3
110836717077,2
110837110872,6
110837117378,3
110838017474,1
110838217572,1
110838217874,1
110838217971,3
110838717074,2
110838817378,2
110838910879,1
110838971173,1
110838972770,2
110838972772,1
110838975775,1
110838975876,7
110838979877,1
110839210877,5
110839310575,1
110839310576,1
110839510978,2
110839610973,3
110840017677,1
110840117171,1
110840117177,3
110840217375,1
110840217475,5
110840217672,11
110840371872,2
110840374676,1
110840379775,1
110840417677,2
110840517279,1
110840717279,2
110840817078,2
110840817871,1
110840817875,3
110841110976,1
110841110979,2
110841117173,1
110841217075,1
110841310578,1
110841310579,2
110841417370,2
110841517071,1
110841517770,1
110841617074,1
110841917471,1
110842010978,3
110842017772,6
110842017879,1
110842110879,3
110842210876,1
110842317379,1
110842417873,3
110842517473,1
110842717372,1
110842817071,1
110842847173,1
110842847471,1
110842917674,1
110843217472,2
110843310576,8
110843310974,2
110843317478,1
110843510873,1
110843610872,2
110843717279,2
110843917475,1
110844017677,4
110844017771,1
110844210572,3
110844310875,1
110844517078,1
110845117673,1
110845117977,2
110845217675,1
110845217875,1
110845317077,1
110845317779,1
110845617976,1
110845717176,2
110845717178,1
110845717277,1
110845810876,1
110845910572,1
110846117978,3
110846317474,1
110846410973,1
110846517778,3
110846617474,2
110846710975,3
110846810970,1
110846817079,5
110846817471,7
110846872376,1
110846910973,1
110846917871,1
110847210976,2
110847217471,1
110847317979,4
110847417170,1
110847717171,4
110847717873,8
110847772275,1
110847917172,1
110848117073,5
110848117674,2
110848117772,2
110848310971,3
110848317070,27
110848417274,1
110848717371,2
110848817378,13
110848910973,1
110849310970,1
110849417075,4
110849417277,1
110849517074,2
110849717479,1
110849810976,1
110849817579,2
110870017277,1
110870017370,4
110870310570,1
110870310974,2
110870317273,5
110870317375,1
110870317678,2
110870810976,1
110871010573,1
110871010879,2
110871017174,1
110871417070,1
110871517472,1
110871672270,4
110871672376,2
110871817571,1
110871872171,2
110871917179,1
110871917771,1
110872110576,1
110872110871,3
110872117073,1
110872410973,4
110872417275,2
110872417372,1
110872417375,6
110872510574,7
110872610871,1
110872817278,1
110873017276,1
110873017776,2
110873110570,2
110873117272,3
110873117273,3
110873217378,6
110873710872,5
110873910872,1
110874010875,2
110874117175,3
110874310970,1
110874317377,1
110874617278,3
110875117276,3
110875117279,2
110875217073,1
110875710578,4
110875817070,1
110876110573,8
110876310978,3
110876717274,1
110876817373,4
110878310875,2
110878317074,1
110878317273,1
110878410975,1
110878417270,11
110878417275,1
110878610573,3
110878710575,5
110878710976,2
110878817672,4
110879010878,1
110879117172,2
110879217278,2
110879317174,2
110879317573,1
110879417072,3
110879417370,1
110879417372,1
110879417476,1
110879910975,4
110879917378,1
110910010575,1
110910017279,2
110910317775,1
110910417079,1
110910417174,1
110910710576,2
110910717471,7
110910917072,1
110910917274,2
110910917478,1
110911017972,3
110911110573,2
110911117273,4
110911117473,1
110911117779,2
110911217473,2
110911217678,5
110911217770,1
110911217779,1
110911310579,1
110911317875,5
110911410877,1
110911510971,10
110911517678,8
110911517775,1
110911610575,1
110911710979,1
110911772379,3
110911810579,3
110911872372,2
110911917076,1
110911917079,1
110912310972,1
110912417273,1
110912510874,1
110912610970,2
110912617671,4
110912710874,3
110912810879,1
110912910978,1
110912917372,1
110913010971,1
110913110575,5
110913110576,4
110913117271,2
110913117771,16
110913117776,2
110913217079,2
110913410870,2
110913410973,4
110913417472,3
110913510570,1
110913517272,1
110913617173,4
110913617870,1
110913617976,2
110913717679,3
110913810978,1
110913817274,1
110913817474,1
110913910873,2
110913910971,1
110913917872,2
110914117176,1
110914117671,1
110914172070,1
110914172073,1
110914217677,1
110914317776,1
110914410571,1
110914417171,1
110914417377,2
110914517274,1
110914617478,1
110914617979,1
110914717870,1
110914817677,2
110914917373,2
110914917479,1
110915017074,1
110915017271,21
110915017273,3
110915017370,1
110915017371,2
110915217373,1
110915510575,1
110915517077,1
110915617075,1
110915717470,2
110915817273,2
110915817274,3
110915817278,1
110916017079,1
110916117079,3
110916210572,1
110916210979,3
110916217274,4
110916417272,1
110916417676,1
110916610874,2
110916617677,8
110916910874,2
110916910975,1
110916917373,3
110917017076,1
110917017176,3
110917017475,1
110917017672,2
110917071675,2
110917071970,1
110917071973,1
110917072272,1
110917117074,1
110917117175,1
110917172670,1
110917210878,1
110917210974,1
110917217075,1
110917217278,1
110917271671,1
110917271772,4
110917272375,2
110917274373,1
110917310577,2
110917317179,2
110917317272,1
110917371775,2
110917372773,1
110917410870,1
110917417476,1
110917417577,1
110917417675,1
110917471272,1
110917471370,2
110917471672,2
110917471678,1
110917471771,1
110917471777,1
110917471779,1
110917472573,1
110917472575,1
110917472770,1
110917474670,2
110917475070,1
110917475076,1
110917475171,1
110917475773,1
110917476673,1
110917510879,2
110917517576,4
110917571573,1
110917572673,1
110917572774,1
110917572970,1
110917573073,1
110917573874,8
110917573978,4
110917575474,1
110917579270,1
110917579474,1
110917579776,1
110917610576,2
110917610972,2
110917617779,2
110917671278,1
110917717972,5
110917771673,1
110917772272,5
110917772670,5
110917871276,3
110917871673,3
110917872873,1
110917910870,1
110917910871,1
110917910877,2
110917917177,2
110917917476,3
110917917872,3
110917972072,1
110917972077,7
110917972271,3
110917972675,4
110917972775,1
110918117279,1
110918117370,1
110918217370,1
110918217373,1
110918217377,1
110918317770,1
110918417678,2
110918510876,2
110918710578,1
110918717678,1
110918810972,1
110919010573,2
110919117271,1
110919117878,2
110919172475,3
110919217375,1
110919310572,1
110919310975,1
110919317079,1
110919317176,2
110919317676,1
110919372075,1
110919410571,3
110919417073,2
110919417074,5
110919517071,1
110919517875,5
110919517878,1
110919517976,1
110919610575,1
110919617876,1
110919672177,2
110919672372,1
110919672375,3
110919672472,1
110919672474,2
110919672772,1
110919710575,1
110919717971,3
110919772374,1
110919817174,1
110919817378,1
110919872079,5
110919872373,2
110919917777,3
110931017371,1
110931017474,1
110931217373,1
110931410571,5
110931410573,2
110931410574,1
110931510578,1
110931610973,1
110931617074,1
110931710570,2
110931717171,3
110931717776,2
110932017175,1
110932017373,1
110932317171,1
110932317678,2
110932372372,2
110932510973,2
110932617975,1
110932717676,1
110932817170,5
110932817177,8
110932817474,3
110934017378,2
110934210870,5
110934310577,3
110934410970,1
110934510570,2
110934510871,1
110934517279,1
110934610875,1
110934617671,1
110934717076,1
110934717275,1
110934817078,2
110934817374,1
110934817476,2
110934817679,2
110934817777,1
110934917379,1
110934917772,10
110935017870,3
110935017971,3
110935017977,4
110935117176,1
110935217070,1
110935217379,2
110935217671,3
110935217776,2
110935310972,1
110935372074,6
110935410878,5
110935417377,1
110935417573,4
110935517871,1
110935572279,1
110935610972,1
110935617176,1
110935617877,2
110935717176,4
110935772675,2
110935810977,1
110935910976,13
110935972775,4
110936017375,5
110936017776,2
110936117674,1
110936310879,1
110936317976,3
110936510577,6
110936517174,3
110936717072,1
110936917972,3
110937117472,1
110937117771,1
110937217079,5
110937217776,3
110937510570,1
110937517073,1
110937617679,1
110937717170,1
110937717474,1
110937817479,1
110937917676,1
110937917678,8
110938010574,1
110938010873,2
110938017677,1
110938110972,3
110938217373,1
110938217870,1
110938317972,1
110938417072,1
110938417073,1
110938417171,1
110938610870,7
110938717072,1
110938817275,1
110938817470,2
110938817874,1
110939117472,1
110939217270,1
110939217372,2
110939410573,5
110939417373,2
110939710576,1
110939910575,1
110939917676,1
110940017071,1
110940071775,2
110940072873,6
110940074674,1
110940171370,2
110940172071,1
110940172575,1
110940217474,1
110940217672,1
110940271178,1
110940273571,2
110940273573,4
110940273879,1
110940279076,1
110940317379,1
110940317475,1
110940317678,4
110940371070,2
110940371177,1
110940371371,1
110940371675,1
110940372375,1
110940372675,1
110940410870,2
110940417171,1
110940472076,1
110940472876,1
110940517579,1
110940572175,2
110940574078,1
110940574177,1
110940579376,2
110940579572,1
110940671270,8
110940671372,4
110940671476,1
110940672078,1
110940710570,1
110940710579,1
110940717175,3
110940771474,1
110940771574,1
110940771777,1
110940771978,1
110940772875,1
110940774670,2
110940817078,2
110940817374,3
110940871771,2
110940871772,1
110940872271,3
110940872472,1
110940872975,2
110940910977,1
110940917879,2
110940971072,1
110940972277,1
110940972774,1
110941072271,2
110941072674,2
110941117679,1
110941117772,1
110941172072,1
110941172174,1
110941172571,4
110941172979,1
110941217876,3
110941217879,1
110941217970,1
110941317472,1
110941317878,1
110941372378,1
110941372670,1
110941417878,2
110941472379,1
110941517078,3
110941517674,1
110941571074,1
110941571478,4
110941672871,1
110941672872,1
110941717376,1
110941717473,1
110941772270,2
110941772375,1
110941772377,1
110941817871,1
110941872278,1
110941972474,1
110942017272,3
110942171772,1
110942172078,2
110942172172,1
110942172375,1
110942217070,2
110942271271,1
110942310579,1
110942310879,1
110942371075,2
110942372470,1
110942417572,1
110942417778,1
110942471476,1
110942472171,2
110942472273,2
110942472276,1
110942472577,1
110942472974,2
110942510977,1
110942517076,1
110942517474,8
110942517673,1
110942517674,3
110942572373,8
110942572871,3
110942610875,2
110942617777,4
110942672176,4
110942710577,1
110942710876,1
110942717070,1
110942717574,2
110942717776,1
110942717973,1
110942771278,1
110942771376,2
110942772977,2
110942810875,1
110942871175,2
110942871577,1
110942872073,1
110942872175,1
110942872474,3
110942874177,1
110942917274,5
110942971076,4
110942971674,1
110942971678,3
110942971770,1
110942972173,3
110942972574,1
110942972975,2
110943017174,2
110943071077,1
110943071379,1
110943110879,2
110943117077,1
110943117176,10
110943172272,2
110943172478,1
110943272670,1
110943272677,1
110943272772,1
110943272871,2
110943310875,1
110943371779,1
110943372174,1
110943410971,1
110943471179,1
110943471377,2
110943471771,1
110943471772,2
110943472476,1
110943571372,5
110943571477,7
110943572376,2
110943572576,2
110943572879,1
110943610870,2
110943617077,1
110943617175,2
110943617371,1
110943617772,2
110943617975,2
110943671679,2
110943710579,5
110943717671,3
110943772875,1
110943817476,1
110943872571,4
110943917273,1
110943917572,2
110943917970,1
110943972176,1
110943972778,1
110943974374,2
110943974376,1
110944010875,2
110944017771,4
110944071073,3
110944071078,2
110944071375,1
110944072373,1
110944072878,1
110944110575,2
110944372674,1
110944417873,1
110944417876,3
110944472174,1
110944472376,1
110944517676,1
110944517875,1
110944572278,1
110944672075,7
110944672172,4
110944672479,1
110944672678,1
110944710577,1
110944717979,1
110944772672,5
110944817474,2
110944817970,5
110944872070,2
110944872770,1
110944910572,1
110944917375,1
110944972975,1
110945017375,1
110945071372,1
110945072176,1
110945072874,2
110945072970,1
110945210871,1
110945217079,1
110945217178,3
110945217274,3
110945217579,2
110945217971,3
110945272276,1
110945274774,1
110945371373,1
110945372674,1
110945410870,1
110945471279,2
110945471377,1
110945474070,3
110945517072,2
110945517774,4
110945617474,1
110945617875,1
110945671970,1
110945672072,1
110945672272,1
110945672974,1
110945674071,1
110945674074,2
110945674272,2
110945710979,1
110945717174,1
110945717775,1
110945771378,1
110945771571,1
110945771976,2
110945772671,3
110945872376,1
110945874078,1
110945874674,1
110945917472,2
110945917672,3
110945917771,1
110945972170,1
110945972376,1
110946017178,1
110946017773,1
110946071673,1
110946071872,1
110946072374,1
110946074079,1
110946074377,4
110946110877,1
110946117778,1
110946171373,2
110946171977,3
110946179973,1
110946217074,1
110946217475,4
110946272471,1
110946272777,1
110946310977,2
110946317379,1
110946317571,1
110946317975,3
110946371175,1
110946371274,4
110946371970,1
110946372579,1
110946379477,3
110946379678,1
110946417076,1
110946417474,2
110946471378,1
110946471871,1
110946474377,5
110946517073,1
110946571671,1
110946571875,1
110946571974,1
110946572570,2
110946617171,1
110946671276,1
110946671777,1
110946672974,1
110946717274,1
110946717276,1
110946717477,2
110946717576,1
110946717876,1
110946771071,2
110946771273,1
110946771771,1
110946817371,1
110946871070,2
110946871276,2
110946874171,1
110946874278,1
110946874475,1
110946917076,1
110946917370,1
110946971071,2
110946971779,1
110946972374,2
110946972973,1
110947017674,1
110947017879,2
110947271773,1
110947317576,3
110947417771,1
110947472070,1
110947472779,1
110947510871,1
110947572370,1
110947617275,1
110947717770,2
110947772070,1
110947772770,1
110947817478,1
110947817879,2
110947972178,1
110947972179,1
110948017974,1
110948071674,1
110948072178,1
110948072976,2
110948117374,1
110948117472,1
110948117875,1
110948210574,3
110948210970,2
110948217274,1
110948272373,3
110948272573,1
110948272777,1
110948272879,1
110948317273,1
110948317674,4
110948417670,1
110948471378,3
110948472176,1
110948472273,1
110948472276,1
110948571078,3
110948572374,4
110948610978,2
110948617472,1
110948710874,1
110948717578,2
110948717776,1
110948772478,5
110948772871,1
110948772974,2
110948817074,1
110948817178,6
110948872874,4
110948910573,1
110948910576,1
110948917977,2
110948971178,2
110948972171,2
110949010577,2
110949017379,1
110949110971,6
110949117672,1
110949217178,1
110949217271,1
110949272471,1
110949310579,3
110949410877,1
110949417577,1
110949472271,1
110949472677,1
110949517874,2
110949571378,1
110949617178,1
110949617776,4
110949617777,1
110949672177,2
110949672178,1
110949772172,1
110949810978,1
110949817774,2
110949872878,1
110949917173,2
110949917478,1
110949972775,1
110970017078,1
110970017775,1
110970017872,5
110970310871,1
110970317876,1
110970417376,1
110970610576,2
110970910878,1
110972010573,2
110972017170,1
110972110871,6
110972110872,2
110972110877,1
110972117077,3
110972117079,1
110972217476,2
110972217675,1
110972233869,1
110972235268,1
110972317676,1
110972517074,1
110972610578,1
110972633863,3
110972717372,1
110972817679,2
110972817771,1
110972917070,1
110973017275,1
110973117479,1
110973210972,1
110973272277,2
110973272377,1
110973317571,2
110973417171,1
110973417573,1
110973517670,1
110973617075,1
110973710972,1
110973817279,2
110973872376,3
110973917873,1
110973972679,2
110975017470,1
110975210879,6
110975217077,1
110975517374,1
110975672079,2
110975672773,1
110975710873,4
110975717270,2
110975910871,3
110975910978,1
110975917270,2
110976017278,2
110976117170,1
110976210877,1
110976317071,1
110976417479,2
110976417670,1
110976517070,1
110976517773,3
110976710876,1
110976810976,5
110976817775,2
110978117673,2
110978471278,1
110978517677,1
110978717476,1
110978717676,1
110978817675,1
110978972072,1
110978972976,3
111100348751,1
111100348758,1
111100648758,2
111100848558,6
111100948751,1
111101119155,2
111101146253,1
111101148559,1
111101446651,3
111101946656,1
111101948557,4
111102346059,4
111102348353,1
111102348556,2
111102948354,2
111102948555,2
111103048351,1
111103146253,1
111103146254,1
111103146451,1
111103146852,4
111103348756,4
111103446054,2
111103548750,3
111103746857,1
111103748357,1
111103946453,1
111103948552,2
111104146853,6
111104248350,6
111104548558,1
111104548757,1
111104648751,1
111104848353,1
111105148757,1
111105548357,1
111106646851,1
111106848358,2
111107048356,2
111107246851,2
111107248758,4
111107348554,2
111107648752,2
111108146059,1
111108246855,2
111108248756,1
111108548555,1
111108846458,1
111108946053,1
111108946455,2
111109046456,6
111109148353,3
111109746254,1
111120016318,1
111120113696,1
111120146055,1
111120213096,1
111120216993,1
111120246050,2
111120313895,1
111120413099,1
111120513014,1
111120513597,3
111120513714,1
111120513717,1
111120613695,1
111120646450,1
111120713096,3
111120713815,1
111120716117,1
111120748353,2
111120816194,1
111120913413,1
111120913419,2
111120913596,1
111120913797,2
111120913895,1
111120916393,1
111121346856,1
111121546352,3
111121646154,1
111121746158,2
111121819859,1
111121946350,14
111122013912,8
111122048550,1
111122085098,1
111122116311,4
111122148358,1
111122185691,2
111122213091,1
111122213219,1
111122216991,1
111122246850,4
111122248557,2
111122313817,1
111122316191,6
111122316919,1
111122346455,1
111122348751,2
111122413115,1
111122413218,1
111122413219,3
111122413598,1
111122413618,2
111122513795,1
111122513999,1
111122516393,1
111122548556,1
111122585710,1
111122613697,1
111122616314,1
111122616991,1
111122646455,10
111122746453,2
111122813896,1
111122846258,1
111122913115,1
111122946657,2
111122948351,1
111124013296,1
111124013797,1
111124046457,1
111124146851,1
111124185296,2
111124213695,1
111124246257,1
111124248351,1
111124313517,3
111124316313,1
111124413091,3
111124413619,2
111124413719,6
111124413912,1
111124446854,1
111124546258,1
111124613591,1
111124713497,1
111124748557,4
111124813013,6
111124813516,1
111124813791,3
111124885697,1
111124913415,1
111124916312,3
111124916315,4
111124946453,1
111124946456,1
111125146450,2
111125248554,1
111125648359,1
111125748757,3
111125948556,1
111126046050,1
111126046650,3
111126048756,1
111126113291,1
111126113396,1
111126113397,3
111126113815,1
111126148554,2
111126213098,1
111126313816,1
111126316111,1
111126316393,3
111126346658,2
111126346950,1
111126413290,1
111126413518,1
111126513097,1
111126516395,1
111126613492,1
111126613990,2
111126616394,1
111126648753,1
111126746658,1
111126748556,5
111126813091,2
111126813697,1
111126848550,1
111126913816,1
111126946251,1
111127246054,5
111127348556,3
111127546455,1
111127646856,2
111127846057,2
111127848356,9
111127946054,6
111127946059,1
111127948752,1
111128048751,1
111128085217,2
111128113792,1
111128116917,1
111128216113,1
111128246253,2
111128248757,2
111128285093,2
111128285519,2
111128313496,2
111128346056,1
111128346259,2
111128413790,2
111128413792,1
111128413818,1
111128448356,1
111128448359,1
111128448556,1
111128485292,1
111128485614,2
111128485692,1
111128613212,1
111128613594,1
111128619454,1
111128685617,2
111128713091,1
111128716195,1
111128746454,1
111128813118,1
111128816395,1
111128913116,3
111128913119,4
111128913211,1
111128948552,1
111128985091,1
111129019256,6
111129046150,1
111129046153,1
111129116317,2
111129213112,1
111129213718,2
111129246257,5
111129246652,1
111129313410,1
111129348758,1
111129413412,1
111129416110,1
111129416311,1
111129516917,1
111129516992,1
111129517252,1
111129546452,2
111129646455,1
111129746056,1
111140013713,3
111140016199,3
111140113090,5
111140146251,1
111140146952,3
111140213015,1
111140213716,1
111140313018,1
111140346951,1
111140413218,1
111140446856,1
111140513019,1
111140513515,4
111140516190,2
111140548353,2
111140613091,1
111140613291,1
111140613511,8
111140616311,1
111140616317,3
111140616991,1
111140646456,4
111140646759,1
111140648555,2
111140713617,3
111140716917,1
111140816993,1
111140846456,1
111140846850,2
111140913790,1
111140948351,3
111140948556,2
111140948756,2
111141013011,1
111141013016,2
111141013497,1
111141016315,1
111141046053,1
111141046957,1
111141113716,1
111141116117,3
111141116313,2
111141116394,1
111141148351,2
111141148759,2
111141213411,1
111141213416,3
111141216310,8
111141246753,1
111141313211,3
111141313393,1
111141313597,1
111141313612,1
111141313998,1
111141316195,1
111141346451,1
111141385211,3
111141385694,1
111141413112,1
111141413815,2
111141413892,1
111141416315,1
111141446953,1
111141513413,8
111141513699,1
111141546056,2
111141548350,1
111141585293,1
111141585296,1
111141646055,3
111141713011,1
111141713217,1
111141746655,1
111141813099,1
111141813519,1
111141813913,1
111141816192,2
111141816398,2
111141913415,2
111141913794,1
111141916195,2
111141916311,1
111141946053,1
111141946353,2
111142013719,1
111142016996,2
111142116191,4
111142146059,6
111142213719,1
111142213796,1
111142248754,1
111142313596,1
111142313695,1
111142316395,1
111142346158,1
111142413090,2
111142413511,3
111142413611,2
111142513611,1
111142519656,1
111142613217,1
111142613793,1
111142615357,2
111142646357,1
111142648556,1
111142648759,1
111142713411,1
111142716198,3
111142813714,3
111142816110,2
111142916992,1
111142916996,2
111143013416,2
111143013496,1
111143013793,1
111143085692,2
111143113012,1
111143113111,1
111143113114,1
111143113510,1
111143113694,1
111143116399,2
111143116998,1
111143146555,2
111143185016,1
111143185217,6
111143213110,1
111143213214,3
111143213715,1
111143213894,1
111143213992,3
111143313198,2
111143313396,2
111143313717,1
111143346359,4
111143346856,8
111143413114,1
111143413499,2
111143413510,1
111143413894,2
111143419855,1
111143446054,1
111143446756,1
111143513516,1
111143513899,2
111143516119,5
111143585014,2
111143613013,1
111143613016,2
111143613397,2
111143613412,1
111143613692,1
111143613810,2
111143616312,1
111143616316,1
111143646250,5
111143713199,1
111143713393,1
111143713590,1
111143713693,2
111143716397,1
111143716998,1
111143746154,6
111143785210,1
111143785294,3
111143785611,2
111143785617,2
111143785619,2
111143785794,5
111143785912,1
111143785916,1
111143785990,1
111143813311,2
111143885515,1
111143885691,1
111143885796,1
111143913198,1
111143913296,4
111143913894,2
111143913992,2
111143919456,1
111143946651,4
111144016196,3
111144046057,5
111144113092,1
111144146358,1
111144146857,1
111144185794,2
111144213411,1
111144213414,1
111144213693,1
111144213714,1
111144213991,2
111144246251,1
111144313095,1
111144316990,2
111144346250,2
111144413099,1
111144413492,1
111144416395,2
111144513092,1
111144513417,1
111144513494,1
111144613213,1
111144613410,1
111144613492,1
111144613894,1
111144613913,2
111144716118,3
111144716990,2
111144746257,5
111144813598,5
111144813810,5
111144846759,2
111144913795,1
111144913796,2
111144946057,1
111144946950,2
111145013297,1
111145013590,1
111145013711,1
111145013713,1
111145013792,1
111145046951,1
111145080098,1
111145080515,2
111145085390,1
111145085492,2
111145085596,1
111145085813,2
111145113392,1
111145113616,3
111145113690,2
111145113911,1
111145116391,1
111145116399,2
111145116919,1
111145146758,1
111145148550,1
111145180196,1
111145180515,1
111145180591,1
111145180710,1
111145180917,3
111145182311,1
111145184113,1
111145185195,1
111145185199,1
111145185516,2
111145185595,1
111145185795,1
111145185796,1
111145185898,2
111145187019,2
111145187310,1
111145187319,1
111145188214,1
111145188296,1
111145188396,1
111145189216,4
111145189610,5
111145189913,1
111145213118,1
111145213217,1
111145213491,1
111145213792,1
111145246856,1
111145285210,1
111145285218,2
111145285412,1
111145313092,1
111145313192,1
111145313211,1
111145313711,1
111145313896,2
111145380515,3
111145380696,2
111145380715,6
111145380717,1
111145380913,1
111145385093,2
111145385393,2
111145385614,1
111145385710,1
111145413916,2
111145448759,1
111145480013,1
111145480191,1
111145480312,1
111145480318,1
111145480396,2
111145480593,1
111145480912,2
111145482799,2
111145484096,1
111145484619,4
111145485291,1
111145485892,1
111145485915,1
111145488010,2
111145488113,4
111145488496,6
111145488612,1
111145489710,3
111145489790,1
111145489918,1
111145489991,1
111145513190,1
111145513210,2
111145513396,1
111145513892,1
111145516994,1
111145516995,1
111145546451,7
111145548759,3
111145580013,1
111145580413,1
111145580719,2
111145613193,1
111145616396,2
111145646155,1
111145646256,2
111145646451,2
111145646452,1
111145648756,1
111145680519,1
111145680617,1
111145680694,1
111145680892,2
111145713397,1
111145713816,1
111145716995,5
111145746054,1
111145746554,1
111145813112,1
111145813312,1
111145813317,1
111145813995,1
111145816398,1
111145846052,1
111145880214,3
111145880290,1
111145885014,2
111145885015,1
111145885190,4
111145885196,2
111145885399,1
111145885496,1
111145885510,2
111145885593,1
111145885693,1
111145885914,2
111145913111,1
111145913816,1
111145916393,1
111145916917,2
111145946656,3
111145946755,3
111145948354,1
111145948755,2
111145980191,1
111145980196,1
111145980318,1
111145980510,1
111145980692,3
111145980714,1
111145985314,1
111145985612,1
111145985690,4
111145985815,1
111145985898,2
111146013690,3
111146016991,1
111146046954,3
111146116393,11
111146213210,1
111146213212,2
111146216914,1
111146246858,6
111146248753,1
111146313096,1
111146313498,2
111146346459,3
111146413013,2
111146513094,4
111146516399,4
111146548750,4
111146613512,5
111146613518,1
111146613792,1
111146616193,3
111146713517,1
111146716197,5
111146746256,1
111146813019,1
111146813594,1
111146813595,1
111146816911,1
111146848758,3
111146916990,1
111146916994,3
111146948758,1
111147013116,2
111147013312,1
111147013991,7
111147016996,1
111147046251,1
111147113218,1
111147146852,8
111147146857,1
111147148550,6
111147213514,3
111147213597,1
111147246357,3
111147313810,8
111147313814,1
111147313897,2
111147313998,1
111147316197,11
111147316993,4
111147316996,1
111147346655,2
111147346758,3
111147413094,4
111147416312,4
111147448555,2
111147485211,2
111147513317,1
111147513998,1
111147546150,4
111147613013,3
111147613113,1
111147613196,1
111147613890,2
111147616994,3
111147646654,3
111147646855,2
111147713095,1
111147713098,4
111147713613,1
111147716192,3
111147716197,1
111147716998,3
111147785018,1
111147813091,4
111147816994,1
111147846056,3
111147846255,1
111147846852,1
111147916311,5
111147916914,1
111147919853,1
111147946853,1
111148016311,1
111148016316,1
111148016995,2
111148116195,2
111148146954,8
111148213818,1
111148216995,1
111148313297,1
111148313614,1
111148316119,1
111148346756,2
111148413794,1
111148513018,3
111148613615,1
111148613695,1
111148613699,5
111148616398,1
111148713693,1
111148716198,3
111148716313,2
111148746857,1
111148748358,1
111148813216,1
111148813718,3
111148816193,1
111148846653,1
111148846754,3
111148913413,4
111148913690,3
111148913696,3
111148916315,1
111148916998,1
111149013916,2
111149013994,1
111149016312,7
111149113410,1
111149113516,1
111149213091,1
111149213595,1
111149246052,4
111149313496,1
111149313591,3
111149313692,2
111149313797,2
111149416191,3
111149416996,2
111149446150,4
111149513015,1
111149513792,1
111149513816,1
111149546254,1
111149548752,1
111149613818,1
111149713216,16
111149713416,2
111149713617,1
111149713692,1
111149746456,3
111149813096,1
111149813794,9
111149913093,1
