userid,to_firstorder_timestamp,to_lastorder_timestamp
110384873423,14914901,1859030
110385073328,6477791,6477791
110385116121,7964,368
110385273321,12522414,137
110385273528,266207,266207
110385273720,987252,987252
110385273728,649,649
110385273923,13187221,12996872
110385314224,82217,82217
110385315120,20784808,20700291
110385315826,7697132,203
110385316927,330581,330581
110385317428,5013613,137693
110385319622,648,648
110385366421,7345886,172844
110385373027,9987787,9987787
110385373429,14709495,14709345
110385571026,1117317,279788
110385873326,1854254,1854254
110385873920,356674,190
110386071024,2114431,351033
110386173822,56877,56877
110386273326,361325,361325
110386273728,692762,692762
110386471229,1203681,264258
110386673725,309,90
110386873121,521468,521468
110386971026,4120404,4120404
110386973322,84375,84375
110387271024,428164,91915
110387671225,1668188,59538
110387771022,14231660,5551739
110387871529,813094,812723
110387971529,4662128,4662128
110388273120,849210,784020
110388573329,20202554,527838
110388871225,19484233,197
110388873320,21673613,20688630
110388973127,333,333
110389271528,1205844,4214
110700233064,22027951,61364
110700235266,6655061,83518
110700333066,10301481,10301481
110700335168,390876,390876
110700335466,6037085,799
110700335869,428,428
110700335966,72,72
110700433862,914923,910709
110700435066,484248,383917
110700435068,196040,196040
110700435166,2022925,170
110700518460,19566,9355
110700535669,15201867,354448
110700835165,2445627,160398
110700835266,361864,361669
110701035160,3896843,833
110701118968,7591169,735294
110701133067,2152333,1902753
110701233067,775,775
110701333866,426116,86
110701335466,389458,389458
110701410262,3619631,3619631
110701412166,2339156,2339156
110701412563,3017600,806365
110701412865,6585,149
110701418669,787443,261180
110701735663,599553,599553
110701835260,18854,18854
110701835667,19214339,67717
110702033069,353,353
110702035163,260009,260009
110702135362,1866899,672843
110702435964,440443,440443
110702535168,5469,5469
110702635161,10705,10539
110702735864,1102836,198
110702835064,2273863,1797090
110702835463,8024289,8024289
110703035165,529,315
110703335263,1254151,134193
110703733064,12346839,266348
110703733867,914238,898738
110703735260,6708,6275
110704035460,1845815,248
110704335363,877,877
110704435664,1642521,1642521
110704435963,12487369,12487369
110704535960,1192,1192
110704735669,1481876,1171398
110704835163,4041,4041
110704835366,239334,411
110705033862,1106602,1106602
110705035962,5174616,4239703
110705135667,5384345,5384345
110705235162,67,67
110705235963,163941,163941
110705435263,537546,537546
110705435467,838,838
110705535261,7956,7956
110705535264,672286,672286
110705933062,14310,14310
110706035560,7146879,7146879
110706335962,2453646,1491907
110706433062,127018,127018
110706435969,5401367,817647
110706633763,342,342
110706635163,10653914,4650696
110706635564,14506098,67630
110706635666,503,503
110706835260,19189247,10625
110706835965,953,639
110707018160,759857,93385
110707035269,1646,125
110707135969,858320,858320
110707235361,511525,507445
110707335463,2023334,1903745
110707418260,1160993,141975
110707418266,196,196
110707435565,10147757,489
110707718262,580586,580586
110707733866,156921,156921
110707735162,77,77
110707835560,2019817,2019817
110707933765,451,451
110708033769,1729787,161888
110708133767,1628775,757680
110708135168,13740970,13740970
110708235569,247,247
110708518262,2378,2378
110708535464,3879434,43687
110708633863,10576,472
110708735262,71029,1463
110708835569,15046639,259
110709135266,113288,113288
110709135964,1462828,1462315
110709235363,16864107,16864107
110709433860,4292983,60
110709435069,237174,222225
110709435569,156,156
110709533865,2011,1430
110709635660,63827,63827
110709735263,145,145
110720333862,179694,179694
110720633869,683308,683308
110720635162,1608918,1608918
110720635366,97280,97280
110721033866,1773,137
110721133761,10002940,10002940
110721533061,160489,160489
110721833762,20147796,1652359
110721933062,156,156
110721933765,2756,1313
110722018266,547722,547722
110722018567,1051069,1051069
110722018669,11667648,11667648
110722035365,1504638,135621
110722035765,6564336,6564336
110722218665,1290930,1290930
110722235360,82452,53098
110722235768,275476,275476
110722433068,279425,472
110722533860,860414,860414
110722533865,2268198,2268198
110722733065,4400881,93922
110722835267,65958,65201
110723133768,14949239,14949239
110723235269,12952265,662564
110723533869,6497832,6497832
110724233767,4661567,4661567
110724333066,14621049,662256
110724633068,162,162
110724935268,1231,442
110725435163,4215220,1556
110725635366,17742853,289
110725735967,4673906,722118
110725835367,453476,453476
110725935263,5803835,667
110726033867,136759,136759
110726333068,8570447,285
110726333863,4231241,4231241
110726535165,373355,371019
110727233863,10994251,10993916
110727635269,2716363,2716363
110727933763,353489,353489
110728133061,9769331,169796
110729335261,4218839,227794
110729433767,257645,257645
110729535166,21691902,12246920
110729733065,8436718,8436482
110729933069,1507,363
110760433061,7095279,7095279
110760735269,843150,186399
110762333065,2154046,2134326
110762433063,12544785,12544785
110762633768,1211581,1211581
110762835268,3326670,2265143
110765333766,1015819,1015819
110765335264,1857,1857
110765535264,14646741,13799020
110765635269,967,116
110765933765,945546,945546
110766235463,10131522,953
110766333067,7008634,7008634
110766633867,953567,953567
110766733763,571177,571177
110766735461,955723,955723
110766835262,7417,3499
110767033065,918955,918955
110767335165,20944,20944
110767335266,20515,20515
110767435265,450920,450920
110767633761,1164,64
110767735964,1932437,93
110767833060,366208,366208
110767835163,9673568,112
110768335969,9267379,5536494
110768435262,373,95
110768435467,2196,2196
110768535168,3906724,325335
110768735064,369860,369860
110768735169,247029,247029
110768735760,161,161
110768835369,419374,419118
110768935164,18328537,1697
110769033063,1624086,1090319
110769033863,805395,473803
110769035066,6001,6001
110769035269,20575058,12405097
110769035465,11016262,11016262
110769035965,380,380
110769135364,526,526
110769310066,1913049,1913049
110769310360,50690,50690
110769312761,15949718,15949718
110769314662,1202782,1202782
110769314767,6060780,250
110769316165,1015230,1015230
110769316667,1388240,1388240
110769318564,243,243
110769319069,1442110,473618
110769319160,15486138,56124
110769319164,9002811,5640496
110769319261,166554,166554
110769333067,785295,785295
110769335968,5572396,5572396
110769388661,457160,457160
110769388961,1419665,1419665
110769435861,5793352,5793352
110769535360,1331,1331
110769835164,219,219
110769935464,62814,62814
110769935666,1483177,1483177
110771033764,986,986
110771035164,601810,601810
110771435969,916578,32904
110771835960,2668590,266637
110772033064,259542,259542
110772033762,8271973,8271973
110772235261,1078,420
110772435769,631853,240622
110772535369,11188,11188
110772635863,11075,11075
110773035263,11148843,10208208
110773035464,12034760,12034760
110773235563,2074228,2074228
110773335269,152,152
110773535964,235,235
110773935468,122,122
110774035167,19762324,16120169
110774333760,1727347,424
110774433765,7543770,248993
110774735169,10076245,9334051
110775035268,282166,282166
110775035468,1832309,51159
110775118867,18632583,84541
110775235364,385363,385363
110775333060,10446157,1208160
110775335368,1236141,195578
110775735065,5222971,608
110775735863,112,112
110775833763,1410541,1410541
110775835664,1593951,1593951
110775935963,1204988,1204988
110776035669,6968839,731
110776235963,479,166
110776435165,2634059,1289172
110776833861,563712,563712
110776835369,4697574,596261
110776835461,1566,1566
110776835962,10529267,1438933
110776935265,2023204,2023204
110776935568,24620798,375
110777035462,900,242
110777333764,13543478,1562010
110777335967,339,339
110777433061,281937,2772
110777733062,596518,356533
110777935260,215452,85
110778033068,14103226,170704
110778133868,5991822,143327
110778233069,12390057,11208705
110778233761,5116754,255410
110778435164,12662492,242
110778633765,14861280,338
110778735965,606176,606176
110778833060,3963257,1370077
110778833068,73215,73215
110778835167,348831,348831
110778835260,5680979,399657
110778933861,3720713,3720713
110778935966,185912,185912
110779333861,275473,275473
110779335268,540,540
110779533067,25015210,3179107
110779735166,755,755
110779735267,5529367,5529367
110810410877,51,51
110810710974,4853059,4853059
110810917078,15495513,15495513
110811017773,15596,4183
110811217276,659,659
110811217671,2226,2226
110811217679,1974465,1974465
110811317074,4597072,116582
110811317078,4822753,218649
110811810873,14032495,14032495
110812010973,570644,570644
110812017372,11854723,13177
110812417379,30326,30187
110812717279,7447662,7447662
110812917071,7429,7429
110813617272,1976142,1976142
110814110975,12886825,12886825
110814610570,20849358,3250413
110814710975,3248353,3248353
110814910976,212838,212838
110815017375,258,258
110815110575,24877847,261075
110816010870,7432361,919
110816810572,3803614,185790
110817317476,7381,6102
110817517672,666822,168449
110817717771,2814790,1959459
110817917074,14943969,8462947
110818110871,679,495
110818210577,162218,162218
110818310977,3389,318
110818510878,20180556,20180556
110818617676,332510,332510
110819017073,919,919
110819017273,626597,413032
110819417272,18509283,4495891
110819417477,8024369,8024369
110819472772,5043843,5043843
110819610879,264030,264030
110819810870,21180089,179
110831210977,17757068,9273174
110831510573,666659,666659
110831610871,7940678,391301
110832210878,164608,164608
110832317075,1676,577
110832317372,1976713,135
110832617273,8108215,196
110832810878,53212,53212
110832817378,424137,85753
110834210578,14595109,338054
110834317674,3138207,2413883
110834417672,521723,521723
110834617272,22886372,677
110834810877,92186,88916
110834917076,597252,597252
110834917279,335575,260436
110835017477,1885979,444
110835717278,13311874,11481063
110836310577,13246255,3533284
110836610979,5355768,315
110836717077,363578,242027
110837110872,24443753,3809620
110837117378,594020,269082
110838017474,869539,869539
110838217572,5113386,5113386
110838217874,4655971,4655971
110838217971,728448,6954
110838717074,9699622,1039991
110838817378,558215,483585
110838910879,11632796,11632796
110838971173,5618043,5618043
110838972770,3126960,501
110838972772,298,298
110838975775,17103981,17103981
110838975876,3805998,84330
110838979877,455004,455004
110839210877,1446,243
110839310575,8126697,8126697
110839310576,863112,863112
110839510978,774412,151616
110839610973,528935,1875
110840017677,1370043,1370043
110840117171,314453,314453
110840117177,2815896,2811886
110840217375,1218073,1218073
110840217475,4321646,177
110840217672,12358733,4653945
110840371872,3754381,272356
110840374676,2498587,2498587
110840379775,10203435,10203435
110840417677,13952542,10883270
110840517279,1890,1890
110840717279,10399217,626426
110840817078,161741,160102
110840817871,1829057,1829057
110840817875,9727701,4751
110841110976,33741,33741
110841110979,13586706,571041
110841117173,1158776,1158776
110841217075,11655773,11655773
110841310578,899057,899057
110841310579,3204,2945
110841417370,543094,535220
110841517071,403701,403701
110841517770,1227052,1227052
110841617074,3308540,3308540
110841917471,73161,73161
110842010978,8112560,4203241
110842017772,20426077,2939023
110842017879,8866,8866
110842110879,2162,585
110842210876,19164959,19164959
110842317379,1498953,1498953
110842417873,447700,865
110842517473,587744,587744
110842717372,436,436
110842817071,492311,492311
110842847173,295,295
110842847471,4449317,4449317
110842917674,19362863,19362863
110843217472,617925,845
110843310576,200252,96095
110843310974,19760347,18438050
110843317478,82,82
110843510873,1191699,1191699
110843610872,9234892,1301484
110843717279,432787,89
110843917475,228,228
110844017677,144455,62
110844017771,16090304,16090304
110844210572,60928,14894
110844310875,438,438
110844517078,318581,318581
110845117673,151,151
110845117977,7548153,6159548
110845217675,985583,985583
110845217875,21318008,21318008
110845317077,172171,172171
110845317779,717024,717024
110845617976,486,486
110845717176,23792431,23781514
110845717178,1147,1147
110845717277,4261,4261
110845810876,141713,141713
110845910572,223,223
110846117978,345043,175723
110846317474,341147,341147
110846410973,4072083,4072083
110846517778,6303225,5696288
110846617474,59898,59108
110846710975,2386666,665791
110846810970,358865,358865
110846817079,2401,0
110846817471,3737771,1752639
110846872376,296130,296130
110846910973,604836,604836
110846917871,1736,1736
110847210976,172735,172565
110847217471,615861,615861
110847317979,883329,881897
110847417170,501378,501378
110847717171,19099056,19098069
110847717873,12944894,828
110847772275,1179523,1179523
110847917172,3321,3321
110848117073,3203922,372154
110848117674,9174,4449
110848117772,346903,916
110848310971,19682313,586
110848317070,21630001,781319
110848417274,545041,545041
110848717371,743147,155788
110848817378,3725756,847276
110848910973,773320,773320
110849310970,129991,129991
110849417075,3706741,2491388
110849417277,721745,721745
110849517074,600,338
110849717479,92921,92921
110849810976,797589,797589
110849817579,5926387,2568635
110870017277,46255,46255
110870017370,11444595,2308480
110870310570,5720431,5720431
110870310974,19763432,1370
110870317273,2621658,0
110870317375,107225,107225
110870317678,6447,5288
110870810976,629010,629010
110871010573,664381,664381
110871010879,14441333,13706818
110871017174,93602,93602
110871417070,1539078,1539078
110871517472,12575328,12575328
110871672270,6153155,574
110871672376,8394930,42788
110871817571,2653409,2653409
110871872171,10756129,8034526
110871917179,968,968
110871917771,46544,46544
110872110576,10746661,10746661
110872110871,3041590,2849197
110872117073,12705451,12705451
110872410973,4832245,4829847
110872417275,1168,813
110872417372,987117,987117
110872417375,13214866,6480627
110872510574,21546645,97
110872610871,494686,494686
110872817278,17662015,17662015
110873017276,102684,102684
110873017776,762636,153775
110873110570,4934551,4928605
110873117272,23781923,106508
110873117273,1479601,1112285
110873217378,3589641,93
110873710872,45913,713
110873910872,96699,96699
110874010875,4048705,330516
110874117175,13467156,5919465
110874310970,535275,535275
110874317377,13052691,13052691
110874617278,15861077,528
110875117276,5876403,689041
110875117279,5083842,5083165
110875217073,240225,240225
110875710578,944837,944182
110875817070,2539,2539
110876110573,686474,2266
110876310978,6403362,203081
110876717274,953325,953325
110876817373,2891323,1096552
110878310875,709205,631486
110878317074,124,124
110878317273,1011,1011
110878410975,9575,9575
110878417270,2293639,48958
110878417275,112025,112025
110878610573,2620617,80957
110878710575,656376,152471
110878710976,7099435,7098346
110878817672,756981,97
110879010878,3613826,3613826
110879117172,18031190,17858462
110879217278,17456253,27180
110879317174,1137630,291709
110879317573,266766,266766
110879417072,4324629,23303
110879417370,939628,939628
110879417372,15212,15212
110879417476,2558,2558
110879910975,22008849,336
110879917378,315,315
110910010575,779552,779552
110910017279,14262475,5296658
110910317775,3890766,3890766
110910417079,2157315,2157315
110910417174,285242,285242
110910710576,2106446,2102259
110910717471,3672368,12861
110910917072,9176663,9176663
110910917274,133341,236
110910917478,189498,189498
110911017972,802494,532977
110911110573,9325744,2494284
110911117273,14145948,246633
110911117473,61,61
110911117779,158284,2278
110911217473,592,132
110911217678,185038,510
110911217770,2343927,2343927
110911217779,180,180
110911310579,206506,206506
110911317875,5374146,1831228
110911410877,774191,774191
110911510971,9106509,424
110911517678,1461052,66
110911517775,61419,61419
110911610575,1761,1761
110911710979,9285297,9285297
110911772379,533737,287
110911810579,114335,354
110911872372,1496285,1198975
110911917076,729,729
110911917079,1159210,1159210
110912310972,1962,1962
110912417273,126,126
110912510874,225,225
110912610970,12525436,10183991
110912617671,5324081,1837045
110912710874,1497045,1128702
110912810879,3991624,3991624
110912910978,3330326,3330326
110912917372,14408144,14408144
110913010971,700852,700852
110913110575,2554732,357093
110913110576,11049725,3566932
110913117271,15581609,15237590
110913117771,56884,58
110913117776,1813,244
110913217079,19237534,62284
110913410870,3510616,97973
110913410973,405436,177631
110913417472,2067057,200
110913510570,8293372,8293372
110913517272,8486877,8486877
110913617173,98215,7225
110913617870,311,311
110913617976,7759261,6981746
110913717679,10848779,396586
110913810978,70,70
110913817274,150,150
110913817474,301940,301940
110913910873,4223,3791
110913910971,1098253,1098253
110913917872,19419217,7747510
110914117176,550621,550621
110914117671,632,632
110914172070,14224014,14224014
110914172073,593,593
110914217677,80163,80163
110914317776,273924,273924
110914410571,349490,349490
110914417171,186549,186549
110914417377,255068,197697
110914517274,4471662,4471662
110914617478,2493976,2493976
110914617979,8396317,8396317
110914717870,1725,1725
110914817677,227540,393
110914917373,2702,73
110914917479,263,263
110915017074,357,357
110915017271,4940665,318726
110915017273,495,18
110915017370,188,188
110915017371,1231610,93198
110915217373,916530,916530
110915510575,644563,644563
110915517077,420130,420130
110915617075,4690,4690
110915717470,4501738,535299
110915817273,316687,70803
110915817274,3947626,179110
110915817278,3218299,3218299
110916017079,132336,132336
110916117079,6642989,3355915
110916210572,10891958,10891958
110916210979,704298,304
110916217274,666321,59
110916417272,1751,1751
110916417676,67527,67527
110916610874,6812586,1367938
110916617677,203682,565
110916910874,8911547,146359
110916910975,554968,554968
110916917373,786737,33901
110917017076,1418,1418
110917017176,169227,132310
110917017475,149,149
110917017672,8332091,1553633
110917071675,4992997,3411777
110917071970,7635329,7635329
110917071973,7236799,7236799
110917072272,4241249,4241249
110917117074,11453902,11453902
110917117175,9975171,9975171
110917172670,13109143,13109143
110917210878,336665,336665
110917210974,706872,706872
110917217075,444839,444839
110917217278,4710666,4710666
110917271671,246011,246011
110917271772,1974304,2573
110917272375,928812,345256
110917274373,338493,338493
110917310577,12043714,12038920
110917317179,3613192,3612617
110917317272,979086,979086
110917371775,211093,210697
110917372773,10226,10226
110917410870,1378103,1378103
110917417476,8989626,8989626
110917417577,8850710,8850710
110917417675,1897702,1897702
110917471272,6265225,6265225
110917471370,2249223,2248933
110917471672,1384,126
110917471678,3041897,3041897
110917471771,1214,1214
110917471777,35,35
110917471779,13741,13741
110917472573,6379931,6379931
110917472575,3477820,3477820
110917472770,52707,52707
110917474670,2036767,688483
110917475070,106644,106644
110917475076,1157307,1157307
110917475171,279410,279410
110917475773,1211073,1211073
110917476673,1527765,1527765
110917510879,5792317,39027
110917517576,471012,53224
110917571573,554,554
110917572673,793,793
110917572774,1606000,1606000
110917572970,1178995,1178995
110917573073,206,206
110917573874,142685,96
110917573978,834669,302835
110917575474,6276882,6276882
110917579270,89762,89762
110917579474,1472429,1472429
110917579776,461371,461371
110917610576,2816,1173
110917610972,7387757,1337567
110917617779,10465,8575
110917671278,1675206,1675206
110917717972,11450608,125904
110917771673,5782662,5782662
110917772272,8036566,1138629
110917772670,1893637,2397
110917871276,13538499,6609700
110917871673,339222,6338
110917872873,143881,143881
110917910870,337190,337190
110917910871,171,171
110917910877,5787942,671236
110917917177,77152,44694
110917917476,3361887,738205
110917917872,273565,489
110917972072,6925,6925
110917972077,10532996,180
110917972271,10228433,8702347
110917972675,830696,179
110917972775,23674,23674
110918117279,1087618,1087618
110918117370,1015,1015
110918217370,795597,795597
110918217373,1247692,1247692
110918217377,1210545,1210545
110918317770,5889084,5889084
110918417678,379223,375572
110918510876,140153,80566
110918710578,1704421,1704421
110918717678,1337451,1337451
110918810972,303123,303123
110919010573,1419078,179623
110919117271,10620758,10620758
110919117878,678148,508473
110919172475,5179815,4548816
110919217375,1960897,1960897
110919310572,374129,374129
110919310975,227561,227561
110919317079,63,63
110919317176,8771885,3356628
110919317676,851999,851999
110919372075,1146,1146
110919410571,7552351,5390330
110919417073,5778,736
110919417074,935247,929695
110919517071,262,262
110919517875,8550,749
110919517878,14039,14039
110919517976,4955168,4955168
110919610575,2162523,2162523
110919617876,3215271,3215271
110919672177,66709,66132
110919672372,85308,85308
110919672375,4550272,826406
110919672472,1655338,1655338
110919672474,1206,259
110919672772,1820008,1820008
110919710575,507,507
110919717971,3465300,2459638
110919772374,5572,5572
110919817174,3455,3455
110919817378,1356797,1356797
110919872079,1049652,282413
110919872373,1060462,395224
110919917777,5568068,157382
110931017371,1337213,1337213
110931017474,5610985,5610985
110931217373,66234,66234
110931410571,23147250,4540566
110931410573,381903,380894
110931410574,237,237
110931510578,373,373
110931610973,2499781,2499781
110931617074,2928,2928
110931710570,1068481,510628
110931717171,1507,553
110931717776,1530789,451235
110932017175,467565,467565
110932017373,21101221,21101221
110932317171,1178,1178
110932317678,14320826,75796
110932372372,219245,525
110932510973,581495,339073
110932617975,1101995,1101995
110932717676,160660,160660
110932817170,17527875,8037612
110932817177,157958,340
110932817474,8274015,8273466
110934017378,4090173,4061845
110934210870,24141703,707452
110934310577,3506616,1872039
110934410970,1820,1820
110934510570,2317789,1461377
110934510871,10580,10580
110934517279,1031974,1031974
110934610875,2124,2124
110934617671,312,312
110934717076,157,157
110934717275,15071856,15071856
110934817078,22833347,4414372
110934817374,697129,697129
110934817476,10426049,5140630
110934817679,316980,95
110934817777,4110415,4110415
110934917379,283756,283756
110934917772,3942,281
110935017870,4472066,27592
110935017971,1208836,164067
110935017977,20511374,516258
110935117176,542261,542261
110935217070,816525,816525
110935217379,16894,13796
110935217671,20233584,1001
110935217776,2703856,444883
110935310972,158660,158660
110935372074,19845819,19548481
110935410878,18699267,1003
110935417377,737737,737737
110935417573,430775,430540
110935517871,1048629,1048629
110935572279,464018,464018
110935610972,16938326,16938326
110935617176,105,105
110935617877,10798,354
110935717176,3986,136
110935772675,13173571,13173198
110935810977,8424588,8424588
110935910976,5380477,62396
110935972775,252224,1022
110936017375,33438,1591
110936017776,557167,371506
110936117674,156,156
110936310879,27597,27597
110936317976,2175655,291961
110936510577,12694334,11159230
110936517174,242019,241233
110936717072,1280457,1280457
110936917972,769064,768500
110937117472,796,796
110937117771,7596,7596
110937217079,21754125,7629950
110937217776,6717,193
110937510570,1917881,1917881
110937517073,1040,1040
110937617679,56005,56005
110937717170,848372,848372
110937717474,396339,396339
110937817479,1594093,1594093
110937917676,77145,77145
110937917678,18308320,3460
110938010574,76241,76241
110938010873,1043859,1043012
110938017677,13992,13992
110938110972,15869496,29875
110938217373,14517691,14517691
110938217870,3222,3222
110938317972,543,543
110938417072,1134958,1134958
110938417073,395351,395351
110938417171,212,212
110938610870,1432615,408244
110938717072,1543,1543
110938817275,11816,11816
110938817470,314576,14414
110938817874,85615,85615
110939117472,798,798
110939217270,40322,40322
110939217372,9489,8230
110939410573,3124258,71574
110939417373,865703,852211
110939710576,3385746,3385746
110939910575,132852,132852
110939917676,13948655,13948655
110940017071,79965,79965
110940071775,61793,130
110940072873,4954947,2188629
110940074674,5817849,5817849
110940171370,194565,193684
110940172071,49203,49203
110940172575,1004106,1004106
110940217474,2040324,2040324
110940217672,5085797,5085797
110940271178,163274,163274
110940273571,7454654,7085464
110940273573,3328170,3284319
110940273879,8892685,8892685
110940279076,665,665
110940317379,3852,3852
110940317475,92119,92119
110940317678,2237,25
110940371070,435,129
110940371177,341244,341244
110940371371,66878,66878
110940371675,2482792,2482792
110940372375,569928,569928
110940372675,1896388,1896388
110940410870,1485929,215
110940417171,19077,19077
110940472076,1213,1213
110940472876,783432,783432
110940517579,1990413,1990413
110940572175,3944761,3939153
110940574078,294260,294260
110940574177,584591,584591
110940579376,2088051,1124793
110940579572,41094,41094
110940671270,7330145,349
110940671372,10798561,3416701
110940671476,10992888,10992888
110940672078,402215,402215
110940710570,2098587,2098587
110940710579,256310,256310
110940717175,515438,343680
110940771474,391434,391434
110940771574,342,342
110940771777,1027329,1027329
110940771978,177,177
110940772875,216,216
110940774670,2435404,1999536
110940817078,210949,166572
110940817374,647213,129703
110940871771,947782,262212
110940871772,812662,812662
110940872271,1894323,1030432
110940872472,590597,590597
110940872975,1652,1483
110940910977,262391,262391
110940917879,6375599,6135940
110940971072,35636,35636
110940972277,4091864,4091864
110940972774,61774,61774
110941072271,724059,26919
110941072674,5801423,5799579
110941117679,2006503,2006503
110941117772,98612,98612
110941172072,2759,2759
110941172174,209132,209132
110941172571,3698692,292357
110941172979,861,861
110941217876,9001,332
110941217879,339105,339105
110941217970,680917,680917
110941317472,255492,255492
110941317878,167223,167223
110941372378,872267,872267
110941372670,4671,4671
110941417878,1941,936
110941472379,84945,84945
110941517078,3004035,3001191
110941517674,586,586
110941571074,425712,425712
110941571478,4455146,3438224
110941672871,399,399
110941672872,1116395,1116395
110941717376,233717,233717
110941717473,149963,149963
110941772270,1191,676
110941772375,159956,159956
110941772377,438993,438993
110941817871,571137,571137
110941872278,2052273,2052273
110941972474,143091,143091
110942017272,728984,263872
110942171772,1768786,1768786
110942172078,360530,204
110942172172,573,573
110942172375,184168,184168
110942217070,5437193,254554
110942271271,532805,532805
110942310579,43780,43780
110942310879,113,113
110942371075,5215587,4620178
110942372470,1039156,1039156
110942417572,246,246
110942417778,5022328,5022328
110942471476,284128,284128
110942472171,483,227
110942472273,520060,39017
110942472276,4578,4578
110942472577,795,795
110942472974,2038095,28029
110942510977,4745819,4745819
110942517076,381,381
110942517474,8772515,2888910
110942517673,86774,86774
110942517674,1314052,1198163
110942572373,3706502,969
110942572871,132037,16872
110942610875,1113575,118627
110942617777,1820710,112454
110942672176,790637,62571
110942710577,1990445,1990445
110942710876,37041,37041
110942717070,3499642,3499642
110942717574,2163937,228675
110942717776,329,329
110942717973,479196,479196
110942771278,6786336,6786336
110942771376,3410089,3409454
110942772977,266197,265242
110942810875,193710,193710
110942871175,356157,355079
110942871577,252,252
110942872073,494851,494851
110942872175,1287687,1287687
110942872474,112417,415
110942874177,1422307,1422307
110942917274,195077,194592
110942971076,94485,6135
110942971674,2244005,2244005
110942971678,1337,157
110942971770,1267309,1267309
110942972173,3335634,274793
110942972574,1380628,1380628
110942972975,10040772,166706
110943017174,1116676,1116466
110943071077,10261,10261
110943071379,336203,336203
110943110879,12226676,980321
110943117077,407,407
110943117176,7072660,82970
110943172272,848012,760019
110943172478,3879456,3879456
110943272670,587472,587472
110943272677,337,337
110943272772,1226570,1226570
110943272871,1013934,136881
110943310875,1027,1027
110943371779,37661,37661
110943372174,1751,1751
110943410971,294,294
110943471179,478,478
110943471377,686665,64356
110943471771,352430,352430
110943471772,924737,212233
110943472476,9395,9395
110943571372,6609308,127
110943571477,8160561,1921
110943572376,2006124,615304
110943572576,667,275
110943572879,610,610
110943610870,1623202,4628
110943617077,417318,417318
110943617175,6567216,4800219
110943617371,5066362,5066362
110943617772,7289796,7195996
110943617975,515170,96046
110943671679,1289996,1277211
110943710579,300047,1155
110943717671,2133545,10945
110943772875,1944,1944
110943817476,1488231,1488231
110943872571,1398371,1498
110943917273,3347856,3347856
110943917572,2968155,2352986
110943917970,129,129
110943972176,1571,1571
110943972778,1971817,1971817
110943974374,7049,133
110943974376,835,835
110944010875,173595,21420
110944017771,835319,19754
110944071073,2078825,904
110944071078,175590,174160
110944071375,3162446,3162446
110944072373,900,900
110944072878,2125755,2125755
110944110575,398646,229096
110944372674,1612,1612
110944417873,2788,2788
110944417876,939403,881873
110944472174,247,247
110944472376,351,351
110944517676,2816,2816
110944517875,410,410
110944572278,310,310
110944672075,7315163,450342
110944672172,164556,432
110944672479,355,355
110944672678,64983,64983
110944710577,396850,396850
110944717979,158949,158949
110944772672,2090441,265509
110944817474,1140089,118
110944817970,88954,20811
110944872070,768032,185686
110944872770,261975,261975
110944910572,2525395,2525395
110944917375,1179,1179
110944972975,320,320
110945017375,18757,18757
110945071372,1057361,1057361
110945072176,40855,40855
110945072874,457047,7432
110945072970,1537397,1537397
110945210871,894,894
110945217079,1551,1551
110945217178,1235931,164410
110945217274,81003,63474
110945217579,3843313,191502
110945217971,2507424,2505185
110945272276,43969,43969
110945274774,455318,455318
110945371373,63051,63051
110945372674,11847,11847
110945410870,768,768
110945471279,319638,250581
110945471377,798295,798295
110945474070,263493,98553
110945517072,1902417,333336
110945517774,953,109
110945617474,7102539,7102539
110945617875,236,236
110945671970,5413905,5413905
110945672072,596767,596767
110945672272,93,93
110945672974,3957,3957
110945674071,2599387,2599387
110945674074,24264,4993
110945674272,36651,480
110945710979,267156,267156
110945717174,4355046,4355046
110945717775,528085,528085
110945771378,851080,851080
110945771571,303,303
110945771976,313383,13520
110945772671,614826,52280
110945872376,357,357
110945874078,389,389
110945874674,603091,603091
110945917472,4342,4109
110945917672,210848,481
110945917771,870801,870801
110945972170,194115,194115
110945972376,228,228
110946017178,4761860,4761860
110946017773,519163,519163
110946071673,773,773
110946071872,417,417
110946072374,993448,993448
110946074079,189258,189258
110946074377,753865,234422
110946110877,149404,149404
110946117778,3023324,3023324
110946171373,7077137,3622391
110946171977,7741210,572658
110946179973,696227,696227
110946217074,2550854,2550854
110946217475,3979444,330904
110946272471,346699,346699
110946272777,7073932,7073932
110946310977,220046,138752
110946317379,596468,596468
110946317571,685188,685188
110946317975,1272,794
110946371175,175547,175547
110946371274,1411,302
110946371970,607767,607767
110946372579,195,195
110946379477,584674,69714
110946379678,168,168
110946417076,1653,1653
110946417474,605646,602762
110946471378,472814,472814
110946471871,1112790,1112790
110946474377,3702925,90790
110946517073,1047378,1047378
110946571671,4431078,4431078
110946571875,238,238
110946571974,6525684,6525684
110946572570,67664,66456
110946617171,1891392,1891392
110946671276,40516,40516
110946671777,427,427
110946672974,202,202
110946717274,174,174
110946717276,549,549
110946717477,412234,227
110946717576,1098516,1098516
110946717876,3528485,3528485
110946771071,697,296
110946771273,94172,94172
110946771771,1350054,1350054
110946817371,174638,174638
110946871070,6404748,5373390
110946871276,3880,622
110946874171,171,171
110946874278,6555765,6555765
110946874475,7253629,7253629
110946917076,542035,542035
110946917370,120133,120133
