userid,orderHistory_1_rate,keywords_good1_bad0
110948610979,,
110948617371,,
110948617472,1.0,1.0
110948672174,,
110948672271,,
110948672779,,
110948672870,,
110948710874,0.0,
110948717077,,
110948717578,0.0,
110948717676,,
110948717776,0.0,1.0
110948771278,,
110948772176,,
110948772478,0.0,1.0
110948772579,,
110948772771,,
110948772871,0.0,
110948772974,0.0,1.0
110948772975,,
110948772976,,
110948810878,,
110948810976,,
110948817074,0.0,
110948817178,0.0,1.0
110948817278,,
110948817475,,
110948817671,,
110948872274,,
110948872775,,
110948872874,0.5,
110948872974,,
110948910572,,
110948910573,0.0,
110948910576,1.0,
110948910876,,
110948917178,,
110948917272,,
110948917276,,
110948917776,,
110948917977,0.0,
110948971075,,
110948971178,0.0,1.0
110948971576,,
110948971577,,
110948971673,,
110948971872,,
110948971978,,
110948972171,0.0,1.0
110948972271,,
110948972277,,
110948972578,,
110948972676,,
110948972971,,
110948972977,,
110949010572,,
110949010577,1.0,
110949017274,,
110949017379,0.0,1.0
110949017678,,
110949017972,,
110949071770,,
110949072276,,
110949072876,,
110949110576,,
110949110875,,
110949110971,0.6666666666666666,1.0
110949110976,,
110949117176,,
110949117376,,
110949117471,,
110949117672,0.0,
110949117770,,
110949172177,,
110949172474,,
110949172676,,
110949172871,,
110949217174,,
110949217178,0.0,1.0
110949217271,0.0,1.0
110949217474,,
110949217571,,
110949217776,,
110949271075,,
110949271275,,
110949271370,,
110949272471,0.0,1.0
110949310577,,
110949310579,0.6666666666666666,1.0
110949317376,,
110949317572,,
110949317674,,
110949317778,,
110949317870,,
110949317878,,
110949372175,,
110949372276,,
110949372879,,
110949372975,,
110949410870,,
110949410877,0.0,
110949417475,,
110949417577,0.0,1.0
110949472271,0.0,1.0
110949472275,,
110949472677,1.0,1.0
110949517370,,
110949517772,,
110949517874,0.0,1.0
110949517970,,
110949571378,0.0,
110949572279,,
110949572570,,
110949572770,,
110949617172,,
110949617178,0.0,1.0
110949617378,,
110949617776,0.0,1.0
110949617777,0.0,1.0
110949617970,,
110949671779,,
110949672177,0.0,1.0
110949672178,0.0,1.0
110949672370,,
110949672576,,
110949672671,,
110949672770,,
110949672778,,
110949672875,,
110949710873,,
110949772172,0.0,1.0
110949772870,,
110949810978,1.0,
110949817670,,
110949817774,1.0,
110949872574,,
110949872878,0.0,1.0
110949872976,,
110949910577,,
110949917173,0.0,
110949917174,,
110949917277,,
110949917478,0.0,1.0
110949917574,,
110949917577,,
110949972670,,
110949972676,,
110949972775,0.0,
110949972778,,
110949972779,,
110949972970,,
110949972971,,
110970017078,0.0,
110970017170,,
110970017676,,
110970017774,,
110970017775,0.0,1.0
110970017872,0.0,1.0
110970117576,,
110970210577,,
110970217472,,
110970310871,0.0,
110970310874,,
110970317373,,
110970317671,,
110970317876,0.0,
110970417070,,
110970417376,0.0,
110970417574,,
110970417772,,
110970417774,,
110970510875,,
110970517177,,
110970610576,0.0,
110970617270,,
110970617379,,
110970674872,,
110970679372,,
110970717072,,
110970717477,,
110970717479,,
110970817070,,
110970817278,,
110970817773,,
110970910878,0.0,1.0
110972010573,0.0,1.0
110972017071,,
110972017170,0.0,1.0
110972017372,,
110972017474,,
110972017874,,
110972017878,,
110972110871,0.6666666666666666,1.0
110972110872,0.0,
110972110877,0.0,
110972117077,0.0,
110972117079,0.0,1.0
110972117272,,
110972117379,,
110972210874,,
110972217476,0.0,1.0
110972217675,0.0,
110972233869,0.0,1.0
110972235167,,1.0
110972235268,0.0,1.0
110972317270,,
110972317279,,
110972317676,0.0,
110972317679,,
110972417372,,
110972417875,,
110972417971,,
110972517074,0.0,
110972517170,,
110972535164,,1.0
110972610578,0.0,
110972617470,,
110972617671,,
110972633763,,
110972633863,0.0,
110972717372,0.0,1.0
110972717978,,
110972810874,,
110972810875,,
110972817679,0.0,1.0
110972817771,0.0,
110972817975,,
110972872378,,
110972910575,,
110972917070,0.0,1.0
110972917179,,
110972917374,,
110972917670,,
110972917970,,
110973010570,,
110973010975,,
110973017078,,
110973017275,0.0,1.0
110973017375,,
110973017476,,
110973072276,,
110973117271,,
110973117479,0.0,
110973117772,,
110973117778,,
110973210574,,
110973210972,0.0,
110973217273,,
110973217471,,
110973217476,,
110973272277,0.0,1.0
110973272278,,
110973272377,0.0,1.0
110973272379,,
110973317073,,
110973317074,,
110973317374,,
110973317571,0.0,
110973317970,,
110973317971,,
110973410570,,
110973410871,,
110973410970,,
110973410972,,
110973417077,,
110973417171,0.0,
110973417374,,
110973417573,0.0,
110973417679,,
110973472370,,
110973472375,,
110973517173,,
110973517372,,
110973517670,0.0,
110973517970,,
110973517979,,
110973572073,,
110973617075,0.0,
110973617476,,
110973617672,,
110973617676,,
110973710972,0.0,1.0
110973717378,,
110973717674,,
110973772070,,
110973810877,,
110973810970,,
110973817279,0.0,
110973817570,,
110973872376,0.0,1.0
110973910877,,
110973917673,,
110973917873,0.0,1.0
110973972679,0.0,1.0
110975017470,0.0,
110975017473,,
110975017672,,
110975017976,,
110975117472,,
110975210571,,
110975210879,0.0,1.0
110975217077,1.0,
110975217372,,
110975310875,,
110975317477,,
110975417573,,
110975417874,,
110975517178,,
110975517374,1.0,
110975517678,,
110975517977,,
110975610871,,
110975610874,,
110975617170,,
110975617179,,
110975617275,,
110975617974,,
110975672079,0.0,1.0
110975672773,0.0,1.0
110975710873,1.0,
110975710877,,
110975710879,,1.0
110975717270,0.0,
110975717271,,
110975817479,,
110975817874,,
110975817879,,1.0
110975872379,,
110975910871,0.0,
110975910978,0.0,1.0
110975917270,0.0,
110975917574,,
110976010878,,
110976017278,0.0,1.0
110976017378,,
110976117170,0.0,
110976172374,,
110976172376,,
110976210876,,
110976210877,0.0,
110976217075,,
110976217678,,
110976217772,,
110976272072,,
110976272373,,
110976317071,0.0,
110976372378,,
110976372677,,
110976410970,,
110976410979,,
110976417471,,
110976417475,,
110976417479,0.0,1.0
110976417670,1.0,
110976417775,,
110976417979,,
110976472371,,
110976510871,,
110976510879,,
110976510977,,
110976517070,0.0,1.0
110976517073,,
110976517078,,
110976517276,,
110976517370,,
110976517376,,
110976517378,,
110976517773,0.3333333333333333,
110976517874,,
110976610976,,
110976610979,,
110976710571,,
110976710876,0.0,1.0
110976717878,,
110976717976,,
110976717979,,
110976810976,0.0,
110976817775,0.0,
110976817878,,
110976910575,,
110976910873,,
110976910877,,
110976910978,,
110976917179,,
110976917371,,
110976917477,,
110976917670,,
110978010870,,
110978010976,,
110978017275,,
110978110872,,
110978117079,,
110978117673,1.0,
110978117677,,
110978210876,,
110978217472,,
110978317270,,
110978317475,,
110978471278,1.0,
110978472578,,
110978517271,,
110978517473,,
110978517571,,
110978517578,,
110978517676,,
110978517677,0.0,
110978517870,,
110978710579,,
110978710874,,
110978717476,0.0,
110978717579,,
110978717673,,
110978717676,0.0,
110978817371,,
110978817675,0.0,
110978817676,,
110978817773,,
110978910574,,
110978972072,0.0,
110978972976,0.0,1.0
111100046859,,
111100248353,,
111100248558,,
111100346451,,
111100348751,0.0,
111100348758,0.0,1.0
111100448352,,1.0
111100548352,,
111100548356,,
111100648551,,
111100648556,,
111100648758,0.0,
111100748559,,1.0
111100846452,,
111100846459,,
111100848558,0.0,1.0
111100948751,0.0,1.0
111100948759,,1.0
111101048353,,1.0
111101048751,,
111101114254,,
111101119150,,1.0
111101119155,0.0,1.0
111101119352,,
111101119456,,
111101119552,,1.0
111101119553,,1.0
111101119657,,
111101119658,,
111101119659,,
111101119753,,1.0
111101119850,,
111101119851,,1.0
111101119852,,
111101119855,,
111101119859,,
111101119950,,
111101119952,,
111101119957,,1.0
111101146150,,
111101146253,0.0,1.0
111101146555,,
111101146556,,1.0
111101146652,,
111101146656,,
111101148559,0.0,1.0
111101148754,,1.0
111101246450,,
111101246858,,1.0
111101348753,,1.0
111101446050,,
111101446052,,
111101446256,,
111101446257,,
111101446450,,
111101446550,,1.0
111101446651,0.0,1.0
111101446656,,
111101446858,,1.0
111101446950,,
111101546456,,
111101546850,,1.0
111101546851,,1.0
111101646857,,
111101746258,,
111101746457,,
111101746656,,
111101748554,,
111101748756,,1.0
111101819853,,
111101846252,,
111101846453,,
111101846552,,
111101848352,,1.0
111101946656,0.0,
111101946951,,
111101948352,,1.0
111101948357,,
111101948557,1.0,1.0
111102048353,,1.0
111102148359,,
111102148558,,
111102246459,,
111102346054,,
111102346055,,
111102346059,0.0,1.0
111102348353,0.0,1.0
111102348556,0.0,1.0
111102448755,,
111102448759,,
111102548351,,1.0
111102548557,,
111102548750,,
111102648357,,
111102748752,,
111102946852,,1.0
111102948354,0.0,
111102948555,0.0,1.0
111103046055,,1.0
111103048351,0.0,1.0
111103146053,,
111103146054,,
111103146253,0.0,
111103146254,0.0,1.0
111103146451,0.0,1.0
111103146852,0.0,1.0
111103346057,,
111103348357,,
111103348756,0.0,1.0
111103446054,0.0,
111103448752,,
111103546654,,
111103546854,,1.0
111103546953,,1.0
111103548352,,1.0
111103548551,,1.0
111103548750,0.0,
111103646450,,
111103646851,,
111103746652,,
111103746857,0.0,1.0
111103748357,0.0,
111103748559,,1.0
111103846056,,
111103846257,,
111103946453,0.0,1.0
111103946455,,
111103946854,,
111103948552,0.0,1.0
111103948556,,
111103948559,,
111103948757,,
111104046051,,1.0
111104048757,,
111104146853,0.0,1.0
111104248350,0.16666666666666666,1.0
111104346856,,
111104348354,,
111104448355,,
111104448555,,1.0
111104546454,,
111104548557,,1.0
111104548558,0.0,1.0
111104548757,0.0,1.0
111104646456,,
111104648353,,
111104648354,,
111104648751,0.0,1.0
111104748558,,
111104848353,0.0,1.0
111104948552,,
111105048752,,
111105146057,,
111105146856,,
111105148757,0.0,
111105346852,,
111105348554,,1.0
111105548357,0.0,1.0
111105646456,,1.0
111105648351,,
111105846853,,0.0
111105848354,,
111106046859,,1.0
111106048750,,
111106148558,,
111106148759,,
111106246452,,0.0
111106246853,,
111106248551,,
111106248555,,0.0
111106346857,,
111106348554,,
111106446059,,1.0
111106448753,,1.0
111106546855,,
111106646850,,
111106646851,1.0,1.0
111106648353,,
111106848358,0.0,1.0
111106946850,,
111107046451,,
111107046452,,1.0
111107046858,,
111107048356,0.0,1.0
111107048554,,
111107148758,,
111107246052,,
111107246851,0.0,1.0
111107248758,0.0,1.0
111107346857,,1.0
111107348554,0.0,
111107448353,,1.0
111107546451,,
111107546457,,
111107646458,,1.0
111107646851,,1.0
111107648752,1.0,1.0
111107846457,,
111107946456,,
111108046051,,1.0
111108046258,,
111108048551,,1.0
111108146059,0.0,1.0
111108148353,,
111108246855,0.0,1.0
111108248756,0.0,1.0
111108346050,,
111108346851,,1.0
111108348753,,
111108448752,,
111108546150,,
111108546156,,
111108546255,,
111108546256,,
111108546659,,1.0
111108546852,,1.0
111108546956,,
111108548555,0.0,1.0
111108648558,,
111108748352,,1.0
111108846457,,1.0
111108846458,0.0,1.0
111108946053,0.0,1.0
111108946054,,
111108946455,1.0,
111109046051,,
111109046456,0.5,1.0
111109048358,,
111109048552,,
111109148353,0.0,1.0
111109148355,,0.0
111109148557,,
111109246053,,
111109248556,,
111109346057,,
111109346850,,1.0
111109546250,,
111109548351,,
111109548756,,
111109646859,,
111109648352,,
111109746250,,
111109746254,0.0,
111109746259,,1.0
111109746452,,1.0
111109746456,,1.0
111109746653,,
111109748753,,1.0
111109846254,,1.0
111109846256,,1.0
111109846259,,1.0
111109846854,,
111109848356,,
111109848756,,
111109948753,,
111120013091,,
111120013098,,
111120013111,,
111120013214,,
111120013819,,
111120013912,,
111120013916,,
111120016196,,
111120016318,0.0,1.0
111120016995,,
111120016997,,
111120085617,,
111120113110,,
111120113294,,
111120113413,,
111120113490,,
111120113696,0.0,1.0
111120113711,,
111120113812,,
111120116990,,
111120146054,,
111120146055,0.0,1.0
111120213090,,
111120213096,0.0,
111120213216,,
111120213416,,
111120213792,,
111120216199,,
111120216993,0.0,
111120246050,0.0,1.0
111120285610,,
111120285614,,
111120313112,,
111120313191,,
111120313192,,
111120313415,,
111120313494,,
111120313891,,
111120313895,0.0,1.0
111120313919,,
111120316990,,
111120316992,,
111120346253,,
111120346456,,
111120348550,,
111120348559,,
111120385693,,
111120413019,,
111120413091,,
111120413099,0.0,
111120413216,,
111120413596,,
111120413693,,
111120413797,,
111120413817,,
111120413918,,
111120416191,,
111120416319,,
111120446055,,
111120446451,,
111120446458,,
111120448550,,
111120448757,,
111120448759,,
111120513014,0.0,1.0
111120513095,,
111120513112,,
111120513211,,
111120513214,,
111120513319,,
111120513597,0.0,1.0
111120513714,0.0,
111120513717,0.0,1.0
111120516312,,
111120516398,,
111120546250,,0.0
111120546452,,1.0
111120613595,,
111120613596,,
111120613695,0.0,
111120613812,,
111120613992,,
111120613996,,
111120613997,,
111120616110,,
111120616392,,
111120616399,,
111120616917,,
111120646450,0.0,
111120646858,,
111120648557,,
111120713096,0.3333333333333333,1.0
111120713291,,
111120713418,,
111120713695,,
111120713812,,
111120713815,0.0,
111120713818,,
111120716117,0.0,1.0
111120746057,,1.0
111120748353,0.0,1.0
111120748555,,
111120813011,,
111120813014,,
111120813090,,
111120813092,,
111120813193,,
111120813392,,
111120813595,,
111120813691,,
111120816194,0.0,1.0
111120846855,,
111120848554,,
111120848557,,
111120913413,0.0,1.0
111120913419,0.0,1.0
111120913490,,
111120913497,,
111120913499,,
111120913596,0.0,
111120913610,,
111120913711,,
111120913797,0.0,1.0
111120913895,0.0,
111120913997,,
111120916393,0.0,
111120948359,,
111120948757,,1.0
111121146051,,1.0
111121146653,,1.0
111121146656,,
111121146854,,1.0
111121146858,,
111121146952,,
111121319150,,
111121346856,0.0,1.0
111121348353,,
111121348757,,
111121348758,,1.0
111121446158,,
111121448552,,
111121448557,,
111121448751,,
111121546352,0.0,
111121546355,,
111121546751,,
111121546956,,
111121546958,,1.0
111121548758,,
111121646154,0.0,
111121648559,,
111121719751,,1.0
111121719758,,
111121746059,,
111121746158,1.0,
111121746258,,
111121746455,,
111121746758,,1.0
111121746852,,1.0
111121746853,,1.0
111121746957,,
111121748358,,0.0
111121819253,,1.0
111121819256,,1.0
111121819457,,
111121819859,0.0,1.0
111121846752,,
111121846754,,
111121848558,,1.0
111121848754,,
111121919055,,
111121919454,,
111121946350,0.6428571428571429,1.0
111121946353,,
111121946753,,1.0
111121948359,,1.0
111122013012,,
111122013091,,
111122013193,,
111122013691,,
111122013810,,
111122013912,0.5,
111122016317,,
111122016993,,
111122048550,0.0,1.0
111122048754,,
111122085098,1.0,
111122116311,0.0,
111122116919,,
111122148358,0.0,1.0
111122148759,,
111122185691,0.0,1.0
111122185696,,
111122213091,0.0,
111122213217,,
111122213219,0.0,1.0
111122213410,,
111122213515,,
111122216117,,
111122216191,,
111122216911,,
111122216991,1.0,1.0
111122246850,0.5,1.0
111122248557,0.0,1.0
111122313493,,
111122313512,,
111122313517,,
111122313592,,
111122313799,,
111122313817,0.0,1.0
111122316191,0.0,1.0
111122316395,,
111122316919,0.0,
111122316994,,
111122346455,0.0,1.0
111122348557,,
111122348751,0.0,
111122413011,,
111122413112,,
111122413115,1.0,
111122413194,,
111122413218,1.0,
111122413219,0.0,1.0
111122413412,,
111122413596,,
111122413598,0.0,
111122413599,,
111122413618,0.0,1.0
111122413697,,
111122413795,,
111122413811,,
111122413915,,
111122413918,,
111122416119,,
111122446650,,
111122446855,,
111122448350,,
111122513116,,
111122513214,,
111122513298,,
111122513299,,
111122513591,,
111122513715,,
111122513794,,
111122513795,0.0,
111122513999,0.0,
111122516113,,
111122516114,,
111122516316,,
111122516393,0.0,
111122546451,,
111122548358,,
111122548556,0.0,
111122585710,0.0,1.0
111122585717,,
111122613498,,
111122613697,0.0,1.0
111122616195,,
111122616314,0.0,
111122616991,0.0,
111122646057,,1.0
111122646455,0.3,1.0
111122646656,,
111122685218,,
111122713212,,
111122713392,,
111122713417,,
111122713999,,
111122746453,0.0,
111122813113,,
111122813395,,
111122813495,,
111122813790,,
111122813896,0.0,1.0
111122813897,,
111122813919,,
111122813990,,
111122813996,,
111122846258,0.0,1.0
111122846855,,1.0
111122848357,,
111122848750,,
111122913115,1.0,1.0
111122913417,,
111122913995,,
111122916914,,
111122946052,,1.0
111122946657,0.5,1.0
111122948351,0.0,1.0
111122948752,,
111122985618,,
111124013018,,
111124013193,,
111124013296,0.0,1.0
111124013797,0.0,
111124013912,,
111124016914,,
111124046253,,
111124046457,0.0,
111124046850,,
111124048351,,1.0
111124085419,,
111124085793,,
111124085799,,
111124085991,,
111124113016,,
111124113094,,
111124113513,,
111124113694,,
111124113913,,
111124116119,,
111124146059,,
111124146851,0.0,
111124146856,,
111124148359,,1.0
111124148753,,
111124148758,,
111124185296,0.0,1.0
111124213095,,
111124213391,,
111124213394,,
111124213695,0.0,1.0
111124213719,,
111124213996,,
111124246257,0.0,
111124246657,,
111124246853,,
111124248351,0.0,1.0
111124313113,,
111124313293,,
111124313295,,
111124313517,0.0,1.0
111124313599,,
111124313799,,
111124313998,,
111124316313,0.0,1.0
111124316396,,
111124316911,,
111124346858,,0.0
111124413091,0.0,1.0
111124413311,,
111124413417,,
111124413614,,
111124413619,0.0,1.0
111124413693,,
111124413719,0.0,
111124413912,0.0,1.0
111124416192,,
111124446457,,
111124446854,0.0,1.0
111124513218,,
111124513296,,
111124513814,,
111124513892,,
111124516393,,
111124516995,,
111124546258,0.0,
111124613591,0.0,
111124613616,,
111124613799,,
111124613899,,
111124616311,,
111124616394,,
111124616997,,
111124646450,,
111124646457,,
111124648356,,
111124648553,,
111124713290,,
111124713292,,
111124713497,0.0,1.0
111124713694,,
111124713714,,
111124716197,,
111124716313,,
111124716393,,
111124716399,,
111124746051,,
111124748557,0.0,
111124748757,,1.0
111124748759,,1.0
111124813013,0.0,
111124813310,,
111124813392,,
111124813516,0.0,1.0
111124813517,,
111124813590,,
111124813791,0.0,1.0
111124813891,,
111124816193,,
111124816199,,
111124846253,,
111124848559,,
111124885697,0.0,1.0
111124913095,,
111124913414,,
111124913415,0.0,1.0
111124913798,,
111124913891,,
111124916312,0.0,1.0
111124916315,0.0,1.0
111124946453,0.0,1.0
111124946456,0.0,1.0
111124946853,,1.0
111124948552,,
111124948756,,1.0
111125046050,,
111125046054,,
111125048353,,1.0
111125048552,,
111125048757,,
111125146257,,1.0
111125146450,0.0,1.0
111125146458,,
111125148558,,
111125248358,,1.0
111125248550,,1.0
111125248554,0.0,
111125346253,,
111125346859,,1.0
111125348357,,
111125446252,,
111125446853,,
111125448357,,
111125548753,,
111125548756,,
111125646850,,1.0
111125646853,,
111125648350,,1.0
111125648359,0.0,
111125746453,,
111125746457,,
111125748359,,
111125748757,0.3333333333333333,1.0
111125846854,,
111125848356,,1.0
111125848358,,
111125948556,0.0,1.0
111126013114,,
111126013719,,
111126046050,1.0,
111126046650,0.0,
111126048756,0.0,1.0
111126085411,,
111126085710,,
111126113212,,
111126113291,0.0,1.0
111126113310,,
111126113317,,
111126113396,1.0,
111126113397,0.0,
111126113692,,
111126113695,,
111126113815,0.0,1.0
111126113892,,
111126146256,,
111126146851,,1.0
111126148554,0.0,1.0
111126148753,,
111126213098,0.0,
111126213211,,
111126213611,,
111126216115,,
111126216393,,
111126285219,,
111126285612,,
111126313813,,
111126313816,0.0,1.0
111126316111,0.0,1.0
111126316315,,
111126316317,,
111126316393,0.0,
111126346658,0.0,1.0
111126346855,,
111126346857,,
111126346950,0.0,1.0
111126413290,0.0,1.0
111126413293,,
111126413518,0.0,
111126413611,,
111126413710,,
111126413790,,
111126416996,,
111126446659,,1.0
111126446855,,
111126513011,,
111126513092,,
111126513097,0.0,1.0
111126513995,,
111126516395,0.0,
111126613114,,
111126613313,,
111126613318,,
111126613492,0.0,
111126613597,,
111126613691,,
111126613713,,
111126613715,,
111126613790,,
111126613990,0.0,1.0
111126616394,0.0,1.0
111126616996,,
111126616999,,
111126646054,,
111126646057,,1.0
111126646451,,
111126646659,,
111126648353,,
111126648753,0.0,
111126713511,,
111126713690,,
111126746655,,
111126746658,0.0,1.0
111126748556,0.0,
111126785212,,
111126785593,,
111126813091,0.0,
111126813599,,
111126813697,1.0,
111126813795,,
111126813798,,
111126816914,,
111126846850,,
111126846851,,
111126848351,,
111126848550,0.0,1.0
111126848751,,
111126913294,,
111126913710,,
111126913793,,
111126913816,1.0,
111126913818,,
111126916116,,
111126916195,,
111126916994,,
111126946055,,1.0
111126946251,0.0,
111126946957,,
111126948752,,
111127048550,,
111127146455,,
111127146856,,
111127148358,,
111127246052,,
111127246054,0.2,
111127248555,,
111127348556,0.0,1.0
111127546453,,
111127546455,0.0,1.0
111127546652,,1.0
111127548552,,
111127646856,0.0,1.0
111127748754,,
111127846057,0.5,1.0
111127846852,,
111127848356,0.6666666666666666,1.0
111127946054,0.6666666666666666,
111127946059,0.0,
111127948354,,
111127948752,0.0,1.0
111128013015,,
111128013092,,
111128013190,,
111128013211,,
111128013513,,
111128013817,,
111128013892,,
111128013996,,
111128016311,,
111128046150,,1.0
111128046458,,
111128046858,,
111128048751,0.0,1.0
111128085217,0.0,1.0
111128085614,,
111128085690,,
111128113011,,
111128113016,,
111128113394,,
111128113415,,
111128113417,,
111128113513,,
111128113698,,
111128113792,0.0,
111128113899,,
111128113917,,
111128116196,,
111128116315,,
111128116917,0.0,
111128146854,,
111128146952,,1.0
111128146958,,
111128185615,,
111128185694,,
111128213018,,
111128213092,,
111128213212,,
111128213412,,
111128213699,,
111128213799,,
111128213991,,
111128216113,0.0,
111128216117,,
111128216911,,
111128246253,0.0,1.0
111128246258,,
111128246452,,
111128246650,,
111128248356,,
111128248757,0.0,
111128248759,,1.0
111128285093,0.5,1.0
111128285218,,
111128285519,0.0,1.0
111128313012,,
111128313491,,
111128313496,0.0,1.0
111128313696,,
111128313914,,
111128316313,,
111128316994,,
111128316997,,
111128346056,0.0,1.0
111128346259,0.0,1.0
111128348755,,1.0
111128348756,,
111128348757,,1.0
111128385619,,
111128413016,,
111128413517,,
111128413590,,
111128413790,1.0,1.0
111128413792,0.0,1.0
111128413818,0.0,1.0
111128416914,,
111128446158,,
111128446456,,
111128448356,0.0,1.0
111128448359,0.0,1.0
111128448556,0.0,
111128485094,,
111128485292,0.0,1.0
111128485614,1.0,
111128485692,0.0,1.0
111128485699,,
111128485715,,
111128513096,,
111128513212,,
111128513496,,
111128513793,,
111128513919,,
111128513990,,
111128516192,,
111128546054,,
111128546853,,0.0
111128546858,,
111128548352,,1.0
111128585210,,
111128585296,,
111128613198,,
111128613212,0.0,
111128613214,,
111128613297,,
111128613315,,
111128613412,,
111128613594,0.0,
111128613712,,
111128613818,,
111128616119,,
111128616391,,
111128616398,,
111128619454,0.0,1.0
111128646857,,
111128648758,,
111128685011,,
111128685617,1.0,
111128713017,,
111128713091,0.0,0.0
111128713092,,
111128713293,,
111128713311,,
111128713315,,
111128713595,,
111128713796,,
111128713797,,
111128713918,,
111128716114,,
111128716195,0.0,
111128746454,0.0,
111128748758,,
111128813013,,
111128813118,0.0,
111128813192,,
111128813314,,
111128813512,,
111128816395,0.0,1.0
111128816995,,
111128819650,,1.0
111128819851,,
111128846255,,
111128885210,,
111128885616,,
111128885697,,
111128913116,0.0,
111128913119,0.5,1.0
111128913211,0.0,1.0
111128913291,,
111128913292,,
111128913395,,
111128913511,,
111128913694,,
111128913697,,
111128916197,,
111128916399,,
111128916999,,
111128946153,,
111128946654,,
111128946850,,1.0
111128948552,0.0,
111128948752,,1.0
111128985091,0.0,
111128985291,,
111128985693,,
111129013493,,
111129013598,,
111129013719,,
111129013816,,
111129016395,,
111129019150,,
111129019256,0.0,1.0
111129046053,,1.0
111129046150,0.0,1.0
111129046153,0.0,
111129048559,,
111129048756,,1.0
111129113295,,
111129113612,,
111129113890,,
111129116317,1.0,
111129146451,,1.0
111129146854,,1.0
111129146951,,
111129148555,,
111129148755,,1.0
111129148759,,
111129180016,,
111129185110,,
111129185315,,
111129185519,,
111129213112,0.0,1.0
111129213415,,
111129213718,0.0,
111129214456,,
111129216310,,
111129216391,,
111129219052,,
111129219058,,1.0
111129219154,,
111129246152,,
111129246154,,
111129246257,0.6,
111129246652,0.0,1.0
111129280395,,
111129285810,,
111129313397,,
111129313410,0.0,
111129313590,,
111129313892,,
111129313897,,
111129316194,,
111129316911,,
111129346052,,
111129346159,,1.0
111129346657,,
111129348552,,1.0
111129348557,,
111129348750,,
111129348758,0.0,1.0
111129413196,,
111129413199,,
111129413297,,
111129413316,,
111129413412,0.0,
111129413613,,
111129413617,,
111129416110,0.0,1.0
111129416118,,
111129416311,0.0,
111129446057,,
111129446458,,1.0
111129446651,,
111129446654,,1.0
111129446656,,
111129446853,,
111129448559,,
111129512155,,1.0
111129512553,,1.0
111129512657,,
111129513412,,
111129513897,,
111129514559,,
111129515054,,
111129516196,,
111129516315,,
111129516396,,
111129516917,0.0,
111129516992,0.0,1.0
111129517252,0.0,
111129517557,,
111129546452,0.5,0.0
111129546454,,1.0
111129546658,,
111129613991,,
111129616197,,
111129619157,,
111129646058,,
111129646251,,
111129646455,0.0,
111129646854,,1.0
111129648759,,
111129746056,0.0,1.0
111129746255,,1.0
111129746853,,
111129746858,,1.0
111129748759,,1.0
111129813093,,
111129813299,,
111129813418,,
111129813491,,
111129813590,,
111129813618,,
111129813716,,
111129846056,,0.0
111129846456,,1.0
111129848557,,
111129913392,,
111129913715,,
111129913910,,
111129916111,,
111129916118,,
111129916191,,
111129948752,,
111140013591,,
111140013595,,
111140013713,0.0,1.0
111140016110,,
111140016199,0.6666666666666666,1.0
111140016319,,
111140016392,,
111140019454,,
111140019656,,0.0
111140019853,,
111140048356,,1.0
111140113015,,
111140113090,0.0,1.0
111140113290,,
111140113412,,
111140116390,,
111140116391,,
111140146251,0.0,
111140146453,,
111140146951,,
111140146952,0.0,1.0
111140148551,,
111140213015,0.0,1.0
111140213016,,
111140213215,,
111140213290,,
111140213610,,
111140213690,,
111140213716,0.0,1.0
111140213718,,
111140216319,,
111140216391,,
111140216398,,
111140246153,,1.0
111140246852,,
111140246958,,1.0
111140313018,0.0,
111140313510,,
111140316919,,
111140346454,,1.0
111140346951,0.0,1.0
111140346957,,
111140413218,0.0,
111140413616,,
111140413693,,
111140416191,,
111140446155,,
111140446452,,1.0
111140446659,,1.0
111140446854,,
111140446856,0.0,1.0
111140448351,,
111140448359,,1.0
111140448756,,
111140513019,0.0,
111140513417,,
111140513514,,
111140513515,0.25,1.0
111140513793,,
111140513799,,
111140516116,,
111140516190,0.0,1.0
111140516390,,
111140516392,,
111140516914,,
111140516917,,
111140516991,,
111140548353,0.0,1.0
111140548751,,
111140613091,1.0,1.0
111140613097,,
111140613291,0.0,
111140613510,,
111140613511,0.25,1.0
111140613613,,
111140616311,0.0,1.0
111140616317,0.0,
111140616991,1.0,
111140646456,0.0,1.0
111140646759,0.0,1.0
111140648555,0.0,1.0
111140648752,,
111140713617,0.3333333333333333,1.0
111140716917,0.0,
111140716993,,
111140746153,,1.0
111140746659,,1.0
111140746757,,1.0
111140746950,,1.0
111140746958,,
111140748554,,
111140813093,,
111140816993,0.0,1.0
111140816999,,
111140846456,0.0,1.0
111140846459,,
111140846850,0.0,1.0
111140848757,,1.0
111140913014,,
111140913091,,
111140913715,,
111140913790,0.0,1.0
111140916110,,
111140916195,,
111140916396,,
111140946755,,
111140948351,0.0,1.0
111140948556,1.0,0.0
111140948756,1.0,
111141013011,0.0,
111141013016,0.0,1.0
111141013113,,
111141013117,,
111141013497,0.0,1.0
111141013517,,
111141013518,,
111141013817,,
111141013894,,
111141013912,,
111141016315,0.0,
111141046053,0.0,1.0
111141046056,,
111141046658,,1.0
111141046957,1.0,
111141048555,,
111141113212,,
111141113491,,
111141113493,,
111141113612,,
111141113716,0.0,1.0
111141113718,,
111141113791,,
111141113818,,
111141113896,,
111141116110,,
