userid,order_time_interval_firstvale,order_time_interval_lastvale1,order_time_interval_lastvale2,order_time_interval_lastvale3,order_time_interval_mean,order_time_interval_var,order_time_interval_min,order_time_interval_max
110106873621,971829,1319,36927,971829,336691.666667,201911037708.0,201911037708.0,971829
110106873928,106512,230719,106512,nan,168615.5,3856844712.25,3856844712.25,230719
110106918369,698,24126,484719,1049,85831.6666667,31891613812.9,31891613812.9,484719
110106918564,774144,173259,774144,nan,473701.5,90265695806.3,90265695806.3,774144
110106973924,74771,527828,7510,4735937,1198533.6,3.18981096547e+12,3.18981096547e+12,4735937
110107012623,2147017,675,2147017,nan,1073846.0,1.15169599524e+12,1.15169599524e+12,2147017
110107016724,88,432801,88,nan,216444.5,46810135092.3,46810135092.3,432801
110107018061,6392783,443,2213,6392783,2131813.0,9.0779331926e+12,9.0779331926e+12,6392783
110107035067,450567,2481188,450567,nan,1465877.5,1.03085541141e+12,1.03085541141e+12,2481188
110107071520,80748,471,4542,80748,28587.0,1363147134.0,1363147134.0,80748
110107071524,259,342499,259,nan,171379.0,29282054400.0,29282054400.0,342499
110107073924,431,753256,651,42531,114164.0,68281806607.4,68281806607.4,753256
110107112062,4599898,174184,873,409,1193841.0,3.87209431814e+12,3.87209431814e+12,4599898
110107112365,35515,514,4535654,35515,1523894.33333,4.53555232321e+12,4.53555232321e+12,4535654
110107112464,1110506,922,3462376,430049,1250963.25,1.78664448062e+12,1.78664448062e+12,3462376
110107112769,2381066,1726553,2381066,nan,2053809.5,107096816792.0,107096816792.0,2381066
110107114060,1108628,261873,2552,1108628,457684.333333,223071725427.0,223071725427.0,1108628
110107114064,-1,-1,nan,nan,-1.0,0.0,0.0,-1
110107114564,741763,63262,314,741763,268446.333333,112674741923.0,112674741923.0,741763
110107116267,231506,353,231506,nan,115929.5,13357927352.3,13357927352.3,231506
110107116421,618596,1117848,618596,nan,868222.0,62313139876.0,62313139876.0,1117848
110107118360,438859,901918,2991,438859,447922.666667,134719366915.0,134719366915.0,901918
110107118563,501,126413,501,nan,63457.0,3963457936.0,3963457936.0,126413
110107118869,1137721,1449,1137721,nan,569585.0,322778514496.0,322778514496.0,1137721
110107135567,4462,349814,4462,nan,177138.0,29817000976.0,29817000976.0,349814
110107173924,3568649,342782,3568649,nan,1955715.5,2.60155447542e+12,2.60155447542e+12,3568649
110107212426,3291,70797,3291,nan,37044.0,1139265009.0,1139265009.0,70797
110107212927,684483,133,319,175,171277.5,87793299834.8,87793299834.8,684483
110107214669,-2156,-2156,nan,nan,-2156.0,0.0,0.0,-2156
110107216020,286371,790,6619,286371,97926.6666667,17761296256.2,17761296256.2,286371
110107216627,28421,389267,28421,nan,208844.0,32552458929.0,32552458929.0,389267
110107216821,2151,2661,2151,nan,2406.0,65025.0,65025.0,2661
110107216921,4754078,443,0,0,1188630.25,4.23747258537e+12,4.23747258537e+12,4754078
110107218865,600709,263315,600709,nan,432012.0,28458677809.0,28458677809.0,600709
110107314067,96334,128,96334,nan,48231.0,2313898609.0,2313898609.0,96334
110107314169,434802,2560305,434802,nan,1497553.5,1.12944075075e+12,1.12944075075e+12,2560305
110107314260,5531778,149651,5531778,nan,2840714.5,7.24182276103e+12,7.24182276103e+12,5531778
110107314362,3238397,754,31780,3238397,1090310.33333,2.3072985992e+12,2.3072985992e+12,3238397
110107314862,17961113,1206885,163628,17961113,6443875.33333,6.65047792633e+13,6.65047792633e+13,17961113
110107316226,312,3783,312,nan,2047.5,3011960.25,3011960.25,3783
110107318364,2781388,237314,2781388,nan,1509351.0,1.61807812937e+12,1.61807812937e+12,2781388
110107318561,556,75632,556,nan,38094.0,1409101444.0,1409101444.0,75632
110107318567,4053213,880650,4053213,nan,2466931.5,2.51628899724e+12,2.51628899724e+12,4053213
110107318967,2583536,681,2583536,nan,1292108.5,1.66778498776e+12,1.66778498776e+12,2583536
110107333060,577,276732,33028,577,103445.666667,15189587893.6,15189587893.6,276732
110107335462,878881,57523,12949,878881,316451.0,158494892696.0,158494892696.0,878881
110107335660,3852936,131444,3852936,nan,1992190.0,3.46237567652e+12,3.46237567652e+12,3852936
110107335962,904610,191348,904610,nan,547979.0,127185670161.0,127185670161.0,904610
110107373824,462,528861,462,nan,264661.5,69801375800.3,69801375800.3,528861
110107412127,6746,178400,5161,668780,214771.75,73664443611.2,73664443611.2,668780
110107412462,3700045,506,2749862,3700045,2150137.66667,2.46093277342e+12,2.46093277342e+12,3700045
110107412762,720,845843,449378,720,431980.333333,119190153591.0,119190153591.0,845843
110107414062,194972,79759,194972,nan,137365.5,3318508842.25,3318508842.25,194972
110107416328,265,549424,265,nan,274844.5,75393901820.3,75393901820.3,549424
110107416629,1018,5028759,1018,nan,2514888.5,6.31954489077e+12,6.31954489077e+12,5028759
110107418763,0,5508308,0,nan,2754154.0,7.58536425572e+12,7.58536425572e+12,5508308
110107473228,1999,159612,4244153,1999,1468588.0,3.85602084424e+12,3.85602084424e+12,4244153
110107514969,-16,-16,nan,nan,-16.0,0.0,0.0,-16
110107518764,448,614282,448,nan,307365.0,94198044889.0,94198044889.0,614282
110107535065,616267,1207133,71449,171235,413521.0,203277141208.0,203277141208.0,1207133
110107573925,3035757,464427,46662,3035757,1182282.0,1.74677272035e+12,1.74677272035e+12,3035757
110107610262,1731786,213064,1731786,nan,972425.0,576629128321.0,576629128321.0,1731786
110107614061,4550,666244,5871489,4550,2180761.0,6.88370974326e+12,6.88370974326e+12,5871489
110107614266,6030270,109723,12939,426299,1644807.75,6.43413088173e+12,6.43413088173e+12,6030270
110107614368,298513,105541,298513,nan,202027.0,9309548196.0,9309548196.0,298513
110107618664,390,86798,545600,390,210929.333333,57246617974.2,57246617974.2,545600
110107618762,12420865,285,12420865,nan,6210575.0,3.85677018841e+13,3.85677018841e+13,12420865
110107633069,670219,1626095,670219,nan,1148157.0,228424731844.0,228424731844.0,1626095
110107635161,96526,5016485,96526,nan,2556505.5,6.05149914042e+12,6.05149914042e+12,5016485
110107635963,92467,1417696,519485,225,507468.25,314545177831.0,314545177831.0,1417696
110107673925,709,349699,709,nan,175204.0,30448505025.0,30448505025.0,349699
110107716624,1857501,403355,1857501,nan,1130428.0,528635147329.0,528635147329.0,1857501
110107735669,438586,8017,438586,nan,223301.5,46347415940.3,46347415940.3,438586
110107735864,5964,277435,5964,nan,141699.5,18424125960.3,18424125960.3,277435
110107773620,-1,-1,nan,nan,-1.0,0.0,0.0,-1
110107810261,1243,2657346,1243,nan,1329294.5,1.76372078665e+12,1.76372078665e+12,2657346
110107816821,311681,317078,1226729,7441,465732.25,208744199252.0,208744199252.0,1226729
110107816825,265,101804,230189,265,110752.666667,8850880280.22,8850880280.22,230189
110107818868,507,770588,507,nan,385547.5,148256186640.0,148256186640.0,770588
110107835264,4251883,1185703,4251883,nan,2718793.0,2.3503649481e+12,2.3503649481e+12,4251883
110107910662,1294,2070966,1294,nan,1036130.0,1.0708855469e+12,1.0708855469e+12,2070966
110107914167,1782513,830644,587312,107736,701985.8,360127347223.0,360127347223.0,1782513
110108012629,1970518,553185,586011,1970518,1036571.33333,436307779135.0,436307779135.0,1970518
110108014969,7815,510845,7815,nan,259330.0,63259795225.0,63259795225.0,510845
110108018468,266597,534271,266597,nan,400434.0,17912342569.0,17912342569.0,534271
110108018765,1628205,1431290,1628205,nan,1529747.5,9693879306.25,9693879306.25,1628205
110108035961,707995,1241621,707995,nan,974808.0,71189176969.0,71189176969.0,1241621
110108110462,502041,1217528,502041,nan,859784.5,127980411792.0,127980411792.0,1217528
110108112126,435119,999011,435119,nan,717065.0,79493546916.0,79493546916.0,999011
110108114965,1620,57933,1620,nan,29776.5,792788492.25,792788492.25,57933
110108116223,3672,274,3672,nan,1973.0,2886601.0,2886601.0,3672
110108133069,916654,365424,45889,8307563,2408882.5,1.16951596149e+13,1.16951596149e+13,8307563
110108133768,210906,409365,210906,nan,310135.5,9846493670.25,9846493670.25,409365
110108135666,4749744,1479704,631,4749744,2076693.0,3.93721031419e+12,3.93721031419e+12,4749744
110108173129,238788,82892,238788,nan,160840.0,6075890704.0,6075890704.0,238788
110108214060,235756,257,542,235756,78851.6666667,12309498446.9,12309498446.9,235756
110108214264,1222109,200876,145533,4526,269388.428571,154323556504.0,154323556504.0,1222109
110108214763,350,172675,350,nan,86512.5,7423976406.25,7423976406.25,172675
110108216527,109481,124001,109481,nan,116741.0,52707600.0,52707600.0,124001
110108218466,0,728222,0,nan,364111.0,132576820321.0,132576820321.0,728222
110108218762,-1,-1,nan,nan,-1.0,0.0,0.0,-1
110108235766,194431,340,116,76057,67736.0,6308886820.5,6308886820.5,194431
110108314369,303439,17871,22972,303439,114760.666667,17804093434.9,17804093434.9,303439
110108314766,1172243,124817,1121125,373,500838.8,279958069172.0,279958069172.0,1172243
110108314863,485136,241041,485136,nan,363088.5,14895592256.3,14895592256.3,485136
110108318767,77004,336567,77004,nan,206785.5,16843237742.3,16843237742.3,336567
110108335565,258804,664,258804,nan,129734.0,16659064900.0,16659064900.0,258804
110108418660,660635,897890,660635,nan,779262.5,14072483756.3,14072483756.3,897890
110108473727,6617,8992,6617,nan,7804.5,1410156.25,1410156.25,8992
110108510163,1002574,202197,1002574,nan,602385.5,160150835532.0,160150835532.0,1002574
110108516428,289,361760,289,nan,181024.5,32665320960.3,32665320960.3,361760
110108610169,994441,237104,994441,nan,615772.5,143389832892.0,143389832892.0,994441
110108610565,241928,878964,241928,nan,560446.0,101453716324.0,101453716324.0,878964
110108614863,168887,147495,168887,nan,158191.0,114404416.0,114404416.0,168887
110108616525,50519,43430,50519,nan,46974.5,12563480.25,12563480.25,50519
110108633866,478752,653375,478752,nan,566063.5,7623298032.25,7623298032.25,653375
110108710160,130363,441850,130363,nan,286106.5,24256037792.3,24256037792.3,441850
110108712127,1347148,1515,3913773,1347148,1754145.33333,2.63378385776e+12,2.63378385776e+12,3913773
110108714166,1301,336,2045,1974,1404.8,377661.36,377661.36,2045
110108714766,281,6275480,281,nan,3137880.5,9.8445306224e+12,9.8445306224e+12,6275480
110108716127,10194,7771,10194,nan,8982.5,1467732.25,1467732.25,10194
110108716227,741,11080,741,nan,5910.5,26723730.25,26723730.25,11080
110108716726,0,867383,0,nan,433691.5,188088317172.0,188088317172.0,867383
110108718268,161477,292,161477,nan,80884.5,6495151056.25,6495151056.25,161477
110108718560,503,3030695,906400,503,1312532.66667,1.61281579761e+12,1.61281579761e+12,3030695
110108718666,0,7194704,0,nan,3597352.0,1.29409414119e+13,1.29409414119e+13,7194704
110108718764,1282355,217992,1282355,nan,750173.5,283217148942.0,283217148942.0,1282355
110108733865,261,815197,261,nan,407729.0,166030171024.0,166030171024.0,815197
110108735460,271,745,1573091,4022341,1121880.2,2.4721869815e+12,2.4721869815e+12,4022341
110108771027,825,5351,825,nan,3088.0,5121169.0,5121169.0,5351
110108771221,148806,618330,148806,nan,383568.0,55113196644.0,55113196644.0,618330
110108773125,140,1056878,140,nan,528509.0,279173800161.0,279173800161.0,1056878
110108814163,2958,404905,92628,2958,166830.333333,29679891604.2,29679891604.2,404905
110108816726,963,1229159,963,nan,615061.0,377116353604.0,377116353604.0,1229159
110108818465,884087,1921,884087,nan,443004.0,194554212889.0,194554212889.0,884087
110108818860,57863,953,57863,nan,29408.0,809687025.0,809687025.0,57863
110108873921,122148,122148,nan,nan,122148.0,0.0,0.0,122148
110108910465,73701,11665,73701,nan,42683.0,962116324.0,962116324.0,73701
110108914867,404613,2058,404613,nan,203335.5,40512632006.3,40512632006.3,404613
110108916423,9083,2897,9083,nan,5990.0,9566649.0,9566649.0,9083
110108918560,3364792,74641,4691815,268,2032879.0,4.20253410841e+12,4.20253410841e+12,4691815
110108935161,22965,181535,107261,609278,230259.75,51032185243.7,51032185243.7,609278
110108973825,1278,283,1278,nan,780.5,247506.25,247506.25,1278
110109012424,0,352619,0,nan,176309.5,31085039790.3,31085039790.3,352619
110109018763,4919101,78432,1255,481,833683.833333,3.33892356437e+12,3.33892356437e+12,4919101
110109035167,7773637,180,7773637,nan,3886908.5,1.51066584327e+13,1.51066584327e+13,7773637
110109071523,6374549,9778,6374549,nan,3192163.5,1.01275774706e+13,1.01275774706e+13,6374549
110109073624,450173,108127,0,0,139575.0,34105613889.5,34105613889.5,450173
110109073724,640,328635,640,nan,164637.5,26895180006.3,26895180006.3,328635
110109073728,25325,518796,3995,57,111908.333333,26079368623.7,26079368623.7,518796
110109073825,624,3283,624,nan,1953.5,1767570.25,1767570.25,3283
110109073929,1289831,1312452,1289831,nan,1301141.5,127927410.25,127927410.25,1312452
110109112122,14739,6178343,14739,nan,3096541.0,9.4975035672e+12,9.4975035672e+12,6178343
110109112927,1037365,377163,1037365,nan,707264.0,108966670201.0,108966670201.0,1037365
110109116627,762368,1263,762368,nan,381815.5,144820205256.0,144820205256.0,762368
110109116928,2184339,299748,2184339,nan,1242043.5,887920809320.0,887920809320.0,2184339
110109117724,1306,39375,1306,nan,20340.5,362312190.25,362312190.25,39375
110109117826,739385,125869,739385,nan,432627.0,94100470564.0,94100470564.0,739385
110109135163,833941,746,833941,nan,417343.5,173553477006.0,173553477006.0,833941
110109135660,154554,1477,184890,7620,87135.25,6940322443.69,6940322443.69,184890
110109173429,-1,-1,nan,nan,-1.0,0.0,0.0,-1
110109173524,75642,156,75642,nan,37899.0,1424534049.0,1424534049.0,75642
110109218960,208,669727,208,nan,334967.5,112063922840.0,112063922840.0,669727
110109235363,363983,187111,363983,nan,275547.0,7820926096.0,7820926096.0,363983
110109273423,281,677,304,758,505.0,46042.5,46042.5,758
110109312020,347402,55719,347402,nan,201560.5,21269743122.3,21269743122.3,347402
110109314261,196,415,1218180,209074,356966.25,254493761490.0,254493761490.0,1218180
110109314569,2118,203727,747053,2118,317632.666667,98975276153.6,98975276153.6,747053
110109314969,192931,172714,1745228,192931,703624.333333,542537220388.0,542537220388.0,1745228
110109318762,998,3342,347879,998,117406.333333,26559740762.9,26559740762.9,347879
110109333061,1044,429,1147,1044,873.333333333,100484.222222,100484.222222,1147
110109335668,23133235,536267,764352,23133235,8144618.0,1.12337990248e+14,1.12337990248e+14,23133235
110109371223,318982,1358462,318982,nan,838722.0,270129667600.0,270129667600.0,1358462
110109373622,1596724,269,62685,1174,415213.0,465962762641.0,465962762641.0,1596724
110109373823,646712,213147,222865,386,270777.5,55013798437.3,55013798437.3,646712
110109373922,1067632,278302,1067632,nan,672967.0,155760462225.0,155760462225.0,1067632
110109412027,1775986,1436,1775986,nan,888711.0,787256925625.0,787256925625.0,1775986
110109416120,626,1337,303,1385563,277765.6,306803890701.0,306803890701.0,1385563
110109416122,81564,1668,81564,nan,41616.0,1595842704.0,1595842704.0,81564
110109418063,3244273,1125922,3244273,nan,2185097.5,1.1218527398e+12,1.1218527398e+12,3244273
110109418068,0,711,2651,0,1120.66666667,1255213.55556,1255213.55556,2651
110109418366,2248790,783758,2297881,1686,1333028.75,960932601529.0,960932601529.0,2297881
110109418667,352830,59,212,3515975,773847.2,1.89847436776e+12,1.89847436776e+12,3515975
110109418760,1529989,526025,1529989,nan,1028007.0,251985928324.0,251985928324.0,1529989
110109433767,133600,1857,44926,462,30412.1666667,2387245001.81,2387245001.81,133600
110109435268,3357,5807024,3357,nan,2905190.5,8.42063766172e+12,8.42063766172e+12,5807024
110109435962,86907,612138,86907,nan,349522.5,68966900840.3,68966900840.3,612138
110109473521,1846,228,5695616,1846,1899230.0,7.20627376682e+12,7.20627376682e+12,5695616
110109473627,95647,2132,95647,nan,48889.5,2186263806.25,2186263806.25,95647
110109510726,41316,1774,41316,nan,21545.0,390892441.0,390892441.0,41316
110109512126,421215,2369932,1668,421215,930938.333333,1.06468800055e+12,1.06468800055e+12,2369932
110109512221,1382557,17824,1382557,nan,700190.5,465624040322.0,465624040322.0,1382557
110109512628,3389,304,181393,3389,61695.3333333,7165351906.89,7165351906.89,181393
110109512920,6373666,17973,6373666,nan,3195819.5,1.00987083776e+13,1.00987083776e+13,6373666
110109516721,16030,5500996,16030,nan,2758513.0,7.52121300529e+12,7.52121300529e+12,5500996
110109518765,519063,97273,266000,238753,280272.25,23109323256.7,23109323256.7,519063
110109535361,152536,1615086,152536,nan,883811.0,534763125625.0,534763125625.0,1615086
110109571225,163496,666221,163496,nan,414858.5,63183106406.3,63183106406.3,666221
110109612327,1689700,303,1689700,nan,845001.5,713515555902.0,713515555902.0,1689700
110109612627,182,342772,182,nan,171477.0,29341977025.0,29341977025.0,342772
110109616122,331919,209,331919,nan,166064.0,27507881025.0,27507881025.0,331919
110109618069,1803739,66530,1803739,nan,935134.5,754473777420.0,754473777420.0,1803739
110109618166,1088274,126,1088274,nan,544200.0,296016517476.0,296016517476.0,1088274
110109618367,4748376,345,1894697,4748376,2214472.66667,3.80842796799e+12,3.80842796799e+12,4748376
110109618469,50599,487768,50599,nan,269183.5,47779183640.3,47779183640.3,487768
110109618664,13304212,245827,6424,1727,2828836.0,2.74788701622e+13,2.74788701622e+13,13304212
110109618764,244,303,244,nan,273.5,870.25,870.25,303
110109618966,483,872406,483,nan,436444.5,190062429482.0,190062429482.0,872406
110109633766,17010665,4358,17010665,nan,8507511.5,7.23036194446e+13,7.23036194446e+13,17010665
110109635965,274,4597772,442195,1545687,1319287.2,3.00434179934e+12,3.00434179934e+12,4597772
110109710123,2031,30405,370,1080670,278369.0,214704793536.0,214704793536.0,1080670
110109710124,2541717,1379561,3810286,303344,2008727.0,1.70846855071e+12,1.70846855071e+12,3810286
110109712324,2560106,175,179,4112510,1668242.5,3.08368728469e+12,3.08368728469e+12,4112510
110109716823,365,5689809,3333118,1616674,2659991.5,4.4487544734e+12,4.4487544734e+12,5689809
110109718160,1476610,270475,1476610,nan,873542.5,363690409556.0,363690409556.0,1476610
110109735164,695496,1098180,695496,nan,896838.0,40538600964.0,40538600964.0,1098180
110109771226,311,566654,311,nan,283482.5,80186098412.3,80186098412.3,566654
110109810128,600728,4059054,600728,nan,2329891.0,2.99000468057e+12,2.99000468057e+12,4059054
110109810822,15824,649684,15824,nan,332754.0,100444624900.0,100444624900.0,649684
110109812021,1818337,674028,1818337,nan,1246182.5,327360771870.0,327360771870.0,1818337
110109812924,266220,91325,450,266220,119331.666667,12164468838.9,12164468838.9,266220
110109816027,1861789,237718,173249,1861789,757585.333333,610325577400.0,610325577400.0,1861789
110109816127,3567864,369910,3567864,nan,1968887.0,2.55672744653e+12,2.55672744653e+12,3567864
110109816928,-1,-1,nan,nan,-1.0,0.0,0.0,-1
110109817128,233415,4853687,224774,194,945742.333333,3.06953918609e+12,3.06953918609e+12,4853687
110109817720,2399817,1692,2399817,nan,1200754.5,1.43775087891e+12,1.43775087891e+12,2399817
110109818961,516889,862624,516889,nan,689756.5,29883172556.3,29883172556.3,862624
110109818967,328265,5754071,327585,520743,1732666.0,5.39676257933e+12,5.39676257933e+12,5754071
110109873021,45422,2475,45422,nan,23948.5,461111202.25,461111202.25,45422
110109910224,734787,51,3211727,1182,567710.428571,1.22849403117e+12,1.22849403117e+12,3211727
110109910720,2146358,2717,3915050,2146358,2021375.0,2.55886862563e+12,2.55886862563e+12,3915050
110109912923,947120,219750,947120,nan,583435.0,132266779225.0,132266779225.0,947120
110109916129,949808,214,143,155,237580.0,169089575384.0,169089575384.0,949808
110109916925,1376089,3624637,4541912,1376089,3180879.33333,1.76886631125e+12,1.76886631125e+12,4541912
110109918568,1704529,170182,552481,1704529,809064.0,425287537346.0,425287537346.0,1704529
110109918966,510770,912,510770,nan,255841.0,64988795041.0,64988795041.0,510770
110109935165,-1,-1,nan,nan,-1.0,0.0,0.0,-1
110109973128,1722964,516022,1722964,nan,1119493.0,364177247841.0,364177247841.0,1722964
110120010962,2829,318700,2829,nan,160764.5,24943622160.3,24943622160.3,318700
110120011361,449274,180783,169188,860814,415014.75,78801492808.7,78801492808.7,860814
110120011669,956,231473,956,nan,116214.5,13284521822.3,13284521822.3,231473
110120014269,7907278,988834,7907278,nan,4448056.0,1.19662168453e+13,1.19662168453e+13,7907278
110120014363,1971382,4864921,1971382,nan,3418151.5,2.09314198613e+12,2.09314198613e+12,4864921
110120014666,374617,5989151,374617,nan,3181884.0,7.88074800929e+12,7.88074800929e+12,5989151
110120014768,171341,39333,171341,nan,105337.0,4356528016.0,4356528016.0,171341
110120014965,3348283,2197346,3348283,nan,2772814.5,331163994492.0,331163994492.0,3348283
110120014969,7016870,423626,7016870,nan,3720248.0,1.08677166109e+13,1.08677166109e+13,7016870
110120018167,3116850,2114432,1485598,3116850,2238960.0,451250792643.0,451250792643.0,3116850
110120018460,7947977,251,7947977,nan,3974114.0,1.57915871428e+13,1.57915871428e+13,7947977
110120018965,784,1821148,784,nan,910966.0,828431273124.0,828431273124.0,1821148
110120035065,245000,901520,245000,nan,573260.0,107754627600.0,107754627600.0,901520
110120035369,127236,866996,101398,127236,365210.0,126005861939.0,126005861939.0,866996
110120114162,2764119,1150982,407853,2764119,1440984.66667,967382350463.0,967382350463.0,2764119
110120114164,61039,576,61039,nan,30807.5,913943592.25,913943592.25,61039
110120118067,1721,89464,1721,nan,45592.5,1924708512.25,1924708512.25,89464
110120118465,5441315,169,5441315,nan,2720742.0,7.40151744833e+12,7.40151744833e+12,5441315
110120118568,3042485,316354,105774,3042485,1154871.0,1.78893396256e+12,1.78893396256e+12,3042485
110120135362,950939,1261475,5733480,950939,2648631.33333,4.77421774933e+12,4.77421774933e+12,5733480
110120135865,3471020,421607,2673402,3471020,2188676.33333,1.66729942672e+12,1.66729942672e+12,3471020
110120210463,428181,619462,428181,nan,523821.5,9147105240.25,9147105240.25,619462
110120214260,6354988,1717311,6354988,nan,4036149.5,5.37701198908e+12,5.37701198908e+12,6354988
110120214968,518,1175,209,518,634.0,162254.0,162254.0,1175
110120216466,581177,34929,2029899,179779,656511.25,354077790366.0,354077790366.0,2029899
110120216860,589,746086,589,nan,373337.5,138941444252.0,138941444252.0,746086
110120218765,7117981,2460904,7117981,nan,4789442.5,5.42209154598e+12,5.42209154598e+12,7117981
110120219560,3702232,8188819,13409,3702232,3968153.33333,1.11749118558e+13,1.11749118558e+13,8188819
110120235163,674771,622792,674771,nan,648781.5,675454110.25,675454110.25,674771
110120318462,9000224,3188063,9000224,nan,6094143.5,8.44530387248e+12,8.44530387248e+12,9000224
110120333760,900037,84335,7159,4634317,1406462.0,3.5953957179e+12,3.5953957179e+12,4634317
110120333762,3033937,97,14049,87,864524.428571,1.23747989347e+12,1.23747989347e+12,3033937
110120333763,174118,29063,174118,nan,101590.5,5260238256.25,5260238256.25,174118
110120333768,7347389,11769,7347389,nan,3679579.0,1.34528301961e+13,1.34528301961e+13,7347389
110120335564,114047,307117,114047,nan,210582.0,9319006225.0,9319006225.0,307117
110120414164,2356411,251091,2356411,nan,1303751.0,1.1080930756e+12,1.1080930756e+12,2356411
110120418164,416,1183008,416,nan,591712.0,349630959616.0,349630959616.0,1183008
110120418261,189290,81569,3718,2720,204859.375,83458063471.2,83458063471.2,811483
110120433764,177539,2238243,2226429,166735,2281811.0,9.5418775629e+12,9.5418775629e+12,8858026
110120433869,8351591,945128,2257517,50332,2901142.0,1.05186889666e+13,1.05186889666e+13,8351591
110120514968,2469232,2554317,4622006,2469232,3215185.0,990779239225.0,990779239225.0,4622006
110120518667,7668179,126,7668179,nan,3834152.5,1.46997592027e+13,1.46997592027e+13,7668179
110120518962,2773862,3343449,2773862,nan,3058655.5,81107337642.3,81107337642.3,3343449
110120533762,7633903,797,7633903,nan,3817350.0,1.45660768018e+13,1.45660768018e+13,7633903
110120533860,1647608,5313374,1647608,nan,3480491.0,3.35946009169e+12,3.35946009169e+12,5313374
110120533864,219,3442910,219,nan,1721564.5,2.96303033037e+12,2.96303033037e+12,3442910
110120535068,1838023,2605289,1838023,nan,2221656.0,147174278689.0,147174278689.0,2605289
110120535163,1777320,117008,1777320,nan,947164.0,689158984336.0,689158984336.0,1777320
110120535861,6582871,476,252,532,1646032.75,8.12412397986e+12,8.12412397986e+12,6582871
110120614068,5678689,7741,5678689,nan,2843215.0,8.03991280468e+12,8.03991280468e+12,5678689
110120614069,1941,228,1941,nan,1084.5,733592.25,733592.25,1941
110120614668,452,352,452,nan,402.0,2500.0,2500.0,452
110120614764,3007,265453,2188,3007,90216.0,15354114878.0,15354114878.0,265453
110120618162,2428376,186306,2428376,nan,1307341.0,1.25671947123e+12,1.25671947123e+12,2428376
110120618461,380,74494,380,nan,37437.0,1373221249.0,1373221249.0,74494
110120618567,95,473691,95,nan,236893.0,56073292804.0,56073292804.0,473691
110120618662,3116897,73409,5335839,3116897,2842048.33333,4.6532991456e+12,4.6532991456e+12,5335839
110120633063,7062459,68251,7062459,nan,3565355.0,1.22297363868e+13,1.22297363868e+13,7062459
110120635062,1220404,2673,210,1220404,407762.333333,330194250263.0,330194250263.0,1220404
110120635263,3741418,1390800,3741418,nan,2566109.0,1.38135124548e+12,1.38135124548e+12,3741418
110120635365,107,694163,107,nan,347135.0,120428432784.0,120428432784.0,694163
110120714262,1003659,11013,1003659,nan,507336.0,246336520329.0,246336520329.0,1003659
110120714469,5690571,154689,301608,5690571,2048956.0,6.63427743621e+12,6.63427743621e+12,5690571
110120718568,2251314,1292317,2251314,nan,1771815.5,229918811502.0,229918811502.0,2251314
110120718569,4115826,1518431,4115826,nan,2817128.5,1.68661519651e+12,1.68661519651e+12,4115826
110120733868,4446419,180,4446419,nan,2223299.5,4.94226031128e+12,4.94226031128e+12,4446419
110120735561,1003010,289,1003010,nan,501649.5,251362350960.0,251362350960.0,1003010
110120735568,579,265,1035022,579,345288.666667,237866051988.0,237866051988.0,1035022
110120814267,202217,507439,202217,nan,354828.0,23290117321.0,23290117321.0,507439
110120814368,46183,92221,46183,nan,69202.0,529874361.0,529874361.0,92221
110120814461,1232,8714027,1232,nan,4357629.5,1.8978199178e+13,1.8978199178e+13,8714027
110120818261,1436572,3761053,3101928,830156,1828127.6,1.96204838303e+12,1.96204838303e+12,3761053
110120818763,1558079,56645,77945,1558079,564223.0,493950489368.0,493950489368.0,1558079
110120818961,277544,6650848,277544,nan,3464196.0,1.01547509691e+13,1.01547509691e+13,6650848
110120835960,3463043,1358375,3463043,nan,2410709.0,1.10740684756e+12,1.10740684756e+12,3463043
110120914462,78878,78878,nan,nan,78878.0,0.0,0.0,78878
110120914467,442150,1004892,442150,nan,723521.0,79169639641.0,79169639641.0,1004892
110120914563,0,720042,0,nan,360021.0,129615120441.0,129615120441.0,720042
110120918063,102,308,934199,102,311536.333333,193854405303.0,193854405303.0,934199
110120918461,1125218,2717855,1125218,nan,1921536.5,634123153442.0,634123153442.0,2717855
110120918567,7699116,170,409,7699116,2566565.0,1.31715398933e+13,1.31715398933e+13,7699116
110120933769,43426,4873641,43426,nan,2458533.5,5.83274423656e+12,5.83274423656e+12,4873641
110121035460,4150699,134,340,140,1037828.25,3.22998810894e+12,3.22998810894e+12,4150699
110121073227,8796,429896,8796,nan,219346.0,44331302500.0,44331302500.0,429896
110121073423,714,518,96552,714,32594.6666667,2045276646.22,2045276646.22,96552
110121333760,6145,65181,12472082,255496,3199726.0,2.86673520111e+13,2.86673520111e+13,12472082
110121333766,3289226,47,3289226,nan,1644636.5,2.70467462351e+12,2.70467462351e+12,3289226
110121335567,1036805,6341364,1036805,nan,3689084.5,7.03458654612e+12,7.03458654612e+12,6341364
110121373121,792903,343426,1993,792903,379440.666667,104904966124.0,104904966124.0,792903
110121435664,454911,2428,454911,nan,228669.5,51185216322.3,51185216322.3,454911
110121473126,1229110,623088,1229110,nan,926099.0,91815666121.0,91815666121.0,1229110
110121473928,171488,893462,171488,nan,532475.0,130311614169.0,130311614169.0,893462
110121573429,894,883447,894,nan,442170.5,194724949452.0,194724949452.0,883447
110121616324,497,90713,90607,155531,84337.0,3044424378.0,3044424378.0,155531
