if_exist_rate_largerthan_2,userid
1.0,110387671225
1.0,110387771022
1.0,110387771027
1.0,110387973423
1.0,110388173129
1.0,110388173724
1.0,110388473326
1.0,110388573329
1.0,110388871225
1.0,110388973127
1.0,110389473127
1.0,110700033869
1.0,110700135264
1.0,110700333066
1.0,110700335168
1.0,110700335368
1.0,110700335466
1.0,110700335966
1.0,110700433862
1.0,110700435068
1.0,110700435166
1.0,110700435669
1.0,110700518460
1.0,110700533768
1.0,110700535669
1.0,110700633764
1.0,110700818267
1.0,110700833066
1.0,110700835163
1.0,110700835165
1.0,110700835266
1.0,110700835468
1.0,110700935162
1.0,110701035160
1.0,110701035262
1.0,110701035665
1.0,110701035964
1.0,110701118968
1.0,110701133067
1.0,110701135060
1.0,110701233067
1.0,110701333866
1.0,110701335466
1.0,110701412366
1.0,110701412563
1.0,110701414264
1.0,110701414567
1.0,110701418065
1.0,110701418166
1.0,110701418364
1.0,110701418565
1.0,110701418566
1.0,110701418663
1.0,110701418669
1.0,110701418760
1.0,110701435166
1.0,110701435768
1.0,110701435862
1.0,110701535166
1.0,110701535860
1.0,110701535863
1.0,110701835667
1.0,110701933065
1.0,110701935061
1.0,110702135067
1.0,110702135362
1.0,110702135466
1.0,110702135763
1.0,110702235565
1.0,110702333865
1.0,110702335361
1.0,110702535663
1.0,110702535866
1.0,110702635161
1.0,110702635860
1.0,110702835064
1.0,110702835566
1.0,110702935766
1.0,110703035566
1.0,110703335263
1.0,110703533769
1.0,110703633865
1.0,110703733064
1.0,110703733867
1.0,110703735260
1.0,110703835467
1.0,110703835964
1.0,110704035460
1.0,110704035865
1.0,110704335661
1.0,110704435664
1.0,110704435963
1.0,110704535960
1.0,110704735669
1.0,110704835668
1.0,110705035962
1.0,110705135665
1.0,110705135667
1.0,110705235162
1.0,110705435263
1.0,110705435467
1.0,110705535264
1.0,110705535367
1.0,110705635361
1.0,110705933062
1.0,110706235366
1.0,110706433062
1.0,110706435969
1.0,110706633763
1.0,110706635163
1.0,110706635564
1.0,110706635666
1.0,110706735260
1.0,110706735460
1.0,110706835260
1.0,110707018160
1.0,110707033867
1.0,110707035269
1.0,110707235361
1.0,110707335065
1.0,110707335463
1.0,110707418260
1.0,110707418266
1.0,110707433066
1.0,110707433863
1.0,110707435565
1.0,110707635763
1.0,110707833860
1.0,110707933765
1.0,110707935965
1.0,110708033769
1.0,110708135168
1.0,110708235367
1.0,110708235569
1.0,110708335067
1.0,110708435162
1.0,110708535464
1.0,110708535960
1.0,110708633863
1.0,110708635467
1.0,110708733863
1.0,110708735162
1.0,110708835569
1.0,110708835867
1.0,110709033067
1.0,110709033864
1.0,110709135964
1.0,110709233768
1.0,110709235363
1.0,110709333762
1.0,110709433860
1.0,110709435267
1.0,110709635660
1.0,110709735261
1.0,110709935868
1.0,110720333862
1.0,110720533766
1.0,110720633869
1.0,110720635366
1.0,110720833062
1.0,110721033065
1.0,110721033866
1.0,110721133761
1.0,110721533061
1.0,110721735168
1.0,110721833762
1.0,110722014169
1.0,110722014961
1.0,110722018060
1.0,110722018260
1.0,110722018266
1.0,110722018363
1.0,110722018567
1.0,110722018663
1.0,110722018669
1.0,110722018760
1.0,110722018867
1.0,110722035361
1.0,110722035365
1.0,110722035466
1.0,110722035468
1.0,110722035760
1.0,110722035765
1.0,110722233862
1.0,110722235360
1.0,110722235562
1.0,110722235768
1.0,110722433068
1.0,110722433767
1.0,110722533860
1.0,110722533865
1.0,110722535260
1.0,110722535365
1.0,110722633061
1.0,110722733065
1.0,110722835267
1.0,110723033867
1.0,110723133061
1.0,110723133768
1.0,110723235166
1.0,110723235269
1.0,110723635162
1.0,110723935162
1.0,110724033067
1.0,110724233767
1.0,110724333066
1.0,110724935268
1.0,110725033868
1.0,110725435163
1.0,110725435964
1.0,110725535968
1.0,110725635166
1.0,110725635366
1.0,110725735967
1.0,110725835363
1.0,110725835365
1.0,110725835967
1.0,110726033867
1.0,110726135565
1.0,110726135569
1.0,110726135960
1.0,110726333068
1.0,110726335262
1.0,110726433061
1.0,110726633768
1.0,110726733767
1.0,110726935165
1.0,110727333760
1.0,110727435261
1.0,110728133061
1.0,110728135268
1.0,110729335261
1.0,110729433060
1.0,110729433767
1.0,110729535166
1.0,110729633862
1.0,110729733065
1.0,110760735269
1.0,110762035165
1.0,110762035166
1.0,110762333065
1.0,110762433063
1.0,110762835265
1.0,110764735260
1.0,110764735462
1.0,110765333766
1.0,110765435166
1.0,110765635269
1.0,110765833763
1.0,110765933765
1.0,110766135265
1.0,110766633867
1.0,110766733763
1.0,110766735461
1.0,110766835262
1.0,110766835368
1.0,110766935161
1.0,110766935265
1.0,110766935566
1.0,110767135461
1.0,110767333061
1.0,110767335266
1.0,110767435265
1.0,110767633761
1.0,110767735964
1.0,110767835163
1.0,110768133762
1.0,110768335969
1.0,110768435262
1.0,110768435265
1.0,110768718468
1.0,110768735064
1.0,110768735264
1.0,110768735363
1.0,110768735368
1.0,110768735463
1.0,110768735569
1.0,110768735664
1.0,110768735963
1.0,110768735966
1.0,110768935164
1.0,110769018967
1.0,110769033063
1.0,110769033768
1.0,110769033863
1.0,110769035269
1.0,110769035465
1.0,110769035965
1.0,110769133760
1.0,110769235461
1.0,110769310066
1.0,110769310360
1.0,110769310460
1.0,110769311467
1.0,110769311667
1.0,110769311869
1.0,110769312461
1.0,110769312761
1.0,110769314160
1.0,110769314165
1.0,110769314168
1.0,110769314260
1.0,110769314363
1.0,110769314669
1.0,110769314767
1.0,110769315761
1.0,110769316163
1.0,110769316667
1.0,110769316669
1.0,110769316963
1.0,110769317569
1.0,110769318562
1.0,110769318564
1.0,110769318661
1.0,110769318666
1.0,110769318762
1.0,110769319061
1.0,110769319069
1.0,110769319160
1.0,110769319164
1.0,110769319261
1.0,110769333869
1.0,110769335062
1.0,110769335160
1.0,110769335262
1.0,110769335464
1.0,110769335564
1.0,110769335768
1.0,110769388462
1.0,110769388661
1.0,110769388669
1.0,110769388961
1.0,110769433062
1.0,110769535360
1.0,110769633063
1.0,110769835164
1.0,110769835864
1.0,110769933063
1.0,110769935666
1.0,110771035164
1.0,110771335166
1.0,110771335167
1.0,110771435969
1.0,110771533765
1.0,110771633868
1.0,110771735462
1.0,110771833063
1.0,110771835960
1.0,110772033061
1.0,110772033064
1.0,110772033762
1.0,110772135563
1.0,110772433065
1.0,110772435065
1.0,110772435769
1.0,110772535369
1.0,110772535565
1.0,110772535566
1.0,110772635160
1.0,110772818269
1.0,110772818466
1.0,110773035263
1.0,110773035464
1.0,110773235563
1.0,110773333761
1.0,110773335166
1.0,110773335269
1.0,110773435166
1.0,110773535964
1.0,110773635965
1.0,110773935468
1.0,110774035266
1.0,110774333760
1.0,110774333762
1.0,110774333860
1.0,110774335963
1.0,110774433765
1.0,110774435466
1.0,110774533065
1.0,110774535960
1.0,110775033766
1.0,110775035268
1.0,110775035468
1.0,110775035965
1.0,110775110169
1.0,110775116866
1.0,110775118867
1.0,110775135064
1.0,110775233863
1.0,110775235364
1.0,110775333060
1.0,110775333065
1.0,110775335261
1.0,110775335367
1.0,110775335368
1.0,110775418867
1.0,110775535264
1.0,110775633062
1.0,110775635260
1.0,110775718361
1.0,110775718861
1.0,110775735065
1.0,110775735863
1.0,110775833763
1.0,110775835169
1.0,110775835664
1.0,110775918969
1.0,110775935963
1.0,110776035668
1.0,110776135561
1.0,110776135960
1.0,110776235162
1.0,110776235164
1.0,110776235963
1.0,110776433867
1.0,110776535964
1.0,110776633862
1.0,110776735164
1.0,110776735266
1.0,110776835369
1.0,110776835962
1.0,110776935265
1.0,110776935568
1.0,110776935860
1.0,110776935864
1.0,110776935967
1.0,110777033869
1.0,110777035462
1.0,110777333764
1.0,110777433061
1.0,110777433765
1.0,110777733062
1.0,110777833867
1.0,110777935169
1.0,110777935260
1.0,110777935961
1.0,110778033068
1.0,110778133868
1.0,110778233069
1.0,110778433861
1.0,110778435469
1.0,110778533766
1.0,110778533863
1.0,110778535267
1.0,110778633765
1.0,110778633866
1.0,110778635162
1.0,110778733062
1.0,110778735965
1.0,110778833060
1.0,110778833068
1.0,110778835167
1.0,110778835260
1.0,110779233068
1.0,110779235260
1.0,110779235467
1.0,110779333861
1.0,110779433768
1.0,110779435464
1.0,110779533067
1.0,110779535269
1.0,110779633860
1.0,110779735166
1.0,110779735263
1.0,110779735267
1.0,110779835461
1.0,110810817379
1.0,110810917078
1.0,110811010875
1.0,110811017474
1.0,110811017773
1.0,110811217276
1.0,110811217674
1.0,110811217679
1.0,110811317074
1.0,110811317078
1.0,110811717470
1.0,110811810873
1.0,110811810978
1.0,110812017372
1.0,110812210870
1.0,110812210879
1.0,110812217279
1.0,110812310876
1.0,110812417379
1.0,110812717279
1.0,110812817379
1.0,110813617272
1.0,110814117172
1.0,110814117679
1.0,110814117776
1.0,110814117779
1.0,110814210871
1.0,110814310972
1.0,110814410979
1.0,110814417277
1.0,110814510871
1.0,110814610570
1.0,110814710975
1.0,110814910976
1.0,110815110575
1.0,110815210873
1.0,110815610874
1.0,110816010870
1.0,110816317373
1.0,110816810572
1.0,110816817075
1.0,110817310579
1.0,110817517672
1.0,110817610876
1.0,110817910873
1.0,110817910971
1.0,110817917074
1.0,110818017376
1.0,110818310978
1.0,110818510576
1.0,110818617070
1.0,110818617371
1.0,110818710876
1.0,110819017273
1.0,110819217076
1.0,110819217678
1.0,110819217679
1.0,110819317474
1.0,110819417272
1.0,110819472070
1.0,110819472772
1.0,110819472873
1.0,110819472976
1.0,110819510975
1.0,110819510977
1.0,110819517075
1.0,110819517375
1.0,110819517378
1.0,110819517579
1.0,110819572770
1.0,110819610879
1.0,110819617079
1.0,110819710579
1.0,110819817371
1.0,110819910876
1.0,110819917071
1.0,110831210977
1.0,110831510573
1.0,110831610871
1.0,110832510973
1.0,110832617273
1.0,110832810878
1.0,110832817378
1.0,110834210578
1.0,110834417672
1.0,110834617272
1.0,110834810877
1.0,110834917076
1.0,110835010974
1.0,110835617176
1.0,110835617177
1.0,110835617279
1.0,110835617671
1.0,110835617675
1.0,110835617678
1.0,110835672374
1.0,110835717278
1.0,110835810978
1.0,110836010574
1.0,110836210576
1.0,110836310577
1.0,110836610979
1.0,110836717077
1.0,110836910877
1.0,110837110872
1.0,110837110876
1.0,110837110976
1.0,110837117378
1.0,110837317076
1.0,110837410977
1.0,110837510872
1.0,110837917072
1.0,110838217470
1.0,110838217874
1.0,110838217971
1.0,110838310877
1.0,110838317179
1.0,110838472170
1.0,110838472376
1.0,110838510574
1.0,110838510870
1.0,110838510874
1.0,110838517077
1.0,110838717074
1.0,110838717476
1.0,110838817378
1.0,110838910879
1.0,110838917072
1.0,110838917475
1.0,110838917476
1.0,110838917678
1.0,110838931870
1.0,110838932079
1.0,110838970978
1.0,110838971173
1.0,110838971571
1.0,110838972070
1.0,110838972770
1.0,110838972778
1.0,110838972873
1.0,110838974178
1.0,110838974870
1.0,110838975173
1.0,110838975775
1.0,110838975778
1.0,110838975872
1.0,110838975876
1.0,110838975974
1.0,110838976179
1.0,110838976275
1.0,110838976971
1.0,110838979177
1.0,110839010876
1.0,110839310575
1.0,110839610973
1.0,110839810578
1.0,110840010979
1.0,110840017071
1.0,110840017473
1.0,110840017677
1.0,110840117171
1.0,110840117177
1.0,110840217273
1.0,110840217375
1.0,110840217475
1.0,110840217672
1.0,110840317877
1.0,110840371677
1.0,110840371872
1.0,110840372078
1.0,110840372177
1.0,110840372178
1.0,110840372473
1.0,110840372476
1.0,110840372774
1.0,110840372871
1.0,110840374379
1.0,110840374676
1.0,110840379775
1.0,110840410874
1.0,110840417178
1.0,110840417672
1.0,110840417677
1.0,110840717279
1.0,110840817871
1.0,110840817875
1.0,110840910572
1.0,110840917777
1.0,110841017470
1.0,110841110979
1.0,110841117173
1.0,110841217075
1.0,110841310578
1.0,110841317371
1.0,110841317473
1.0,110841417374
1.0,110841417670
1.0,110841510873
1.0,110841517472
1.0,110841517770
1.0,110841617074
1.0,110841617677
1.0,110842010978
1.0,110842017772
1.0,110842210876
1.0,110842217279
1.0,110842317174
1.0,110842317379
1.0,110842517473
1.0,110842517774
1.0,110842610872
1.0,110842617474
1.0,110842617574
1.0,110842717174
1.0,110842717370
1.0,110842717372
1.0,110842772076
1.0,110842847173
1.0,110842847275
1.0,110842847279
1.0,110842847471
1.0,110842917279
1.0,110842917674
1.0,110842917773
1.0,110842917775
1.0,110843010875
1.0,110843117376
1.0,110843117772
1.0,110843310974
1.0,110843510570
1.0,110843510873
1.0,110843517077
1.0,110843610572
1.0,110843610872
1.0,110843810573
1.0,110843910973
1.0,110843917378
1.0,110843917475
1.0,110844010572
1.0,110844017677
1.0,110844110576
1.0,110844110979
1.0,110844117272
1.0,110844210572
1.0,110844217173
1.0,110844410870
1.0,110844517273
1.0,110844710576
1.0,110844710872
1.0,110844717671
1.0,110844817378
1.0,110845017472
1.0,110845110976
1.0,110845117673
1.0,110845117977
1.0,110845217376
1.0,110845217671
1.0,110845217675
1.0,110845217870
1.0,110845217875
1.0,110845317077
1.0,110845317575
1.0,110845417275
1.0,110845517372
1.0,110845617176
1.0,110845617778
1.0,110845617976
1.0,110845717176
1.0,110845717277
1.0,110845910876
1.0,110846117278
1.0,110846217076
1.0,110846217275
1.0,110846217873
1.0,110846317474
1.0,110846410973
1.0,110846472079
1.0,110846517778
1.0,110846617474
1.0,110846710975
1.0,110846717770
1.0,110846810970
1.0,110846817471
1.0,110846872376
1.0,110846910973
1.0,110846917871
1.0,110847017176
1.0,110847017476
1.0,110847210574
1.0,110847210976
1.0,110847317979
1.0,110847410574
1.0,110847417577
1.0,110847517577
1.0,110847710578
1.0,110847717171
1.0,110847717771
1.0,110847717871
1.0,110847717873
1.0,110847772275
1.0,110847810873
1.0,110847810978
1.0,110847817379
1.0,110847917874
1.0,110848117073
1.0,110848117674
1.0,110848310971
1.0,110848317070
1.0,110848317175
1.0,110848417370
1.0,110848417871
1.0,110848617275
1.0,110848617375
1.0,110848717371
1.0,110848817378
1.0,110848817879
1.0,110848910973
1.0,110849117674
1.0,110849210573
1.0,110849210574
1.0,110849217879
1.0,110849317472
1.0,110849417075
1.0,110849417277
1.0,110849517074
1.0,110849710972
1.0,110849717479
1.0,110849717774
1.0,110849810973
1.0,110849810976
1.0,110849817579
1.0,110849817873
1.0,110849917473
1.0,110870310570
1.0,110870317273
1.0,110870317375
1.0,110870317678
1.0,110870710874
1.0,110870717076
1.0,110870717274
1.0,110871010573
1.0,110871010578
1.0,110871010879
1.0,110871010978
1.0,110871017074
1.0,110871017379
1.0,110871017470
1.0,110871017472
1.0,110871179675
1.0,110871210873
1.0,110871310873
1.0,110871317476
1.0,110871317677
1.0,110871410579
1.0,110871417070
1.0,110871517374
1.0,110871617073
1.0,110871617079
1.0,110871672270
1.0,110871672376
1.0,110871672777
1.0,110871710978
1.0,110871717372
1.0,110871871271
1.0,110871871278
1.0,110871917179
1.0,110871917677
1.0,110871917771
1.0,110872117073
1.0,110872210870
1.0,110872417375
1.0,110872510574
1.0,110872617272
1.0,110872617379
1.0,110872710875
1.0,110872817278
1.0,110872917478
1.0,110873017776
1.0,110873110570
1.0,110873117272
1.0,110873117273
1.0,110873417072
1.0,110873417371
1.0,110873517474
1.0,110873710872
1.0,110873717071
1.0,110873910872
1.0,110874010576
1.0,110874010875
1.0,110874017679
1.0,110874117175
1.0,110874117271
1.0,110874310579
1.0,110874310970
1.0,110874317376
1.0,110874317377
1.0,110874372071
1.0,110874510973
1.0,110874617173
1.0,110874717277
1.0,110874810576
1.0,110875117276
1.0,110875117279
1.0,110875117674
1.0,110875217073
1.0,110875217675
1.0,110875517273
1.0,110875717274
1.0,110875817070
1.0,110876010579
1.0,110876110573
1.0,110876217376
1.0,110876410573
1.0,110876617272
1.0,110876710579
1.0,110876710871
1.0,110876717274
1.0,110876810874
1.0,110878010579
1.0,110878110878
1.0,110878210971
1.0,110878217074
1.0,110878317074
1.0,110878317273
1.0,110878317279
1.0,110878410975
1.0,110878417270
1.0,110878417275
1.0,110878510871
1.0,110878610573
1.0,110878710575
1.0,110878710873
1.0,110878710976
1.0,110878810871
1.0,110878817672
1.0,110879010878
1.0,110879017174
1.0,110879017577
1.0,110879017773
1.0,110879072276
1.0,110879072376
1.0,110879217371
1.0,110879217775
1.0,110879217970
1.0,110879317573
1.0,110879417071
1.0,110879417072
1.0,110879417275
1.0,110879417370
1.0,110879417372
1.0,110879417476
1.0,110879417478
1.0,110879417778
1.0,110879710573
1.0,110879717174
1.0,110879717478
1.0,110879717979
1.0,110879917370
1.0,110879917378
1.0,110879917578
1.0,110879917773
1.0,110879972772
1.0,110910010575
1.0,110910017279
1.0,110910317775
1.0,110910417174
1.0,110910710576
1.0,110910717471
1.0,110910917072
1.0,110910917274
1.0,110910917478
1.0,110911017972
1.0,110911117273
1.0,110911117473
1.0,110911217473
1.0,110911310579
1.0,110911510971
1.0,110911517075
1.0,110911772379
1.0,110911872372
1.0,110912310972
1.0,110912417273
1.0,110912610970
1.0,110912617671
1.0,110912910978
1.0,110913117271
1.0,110913117776
1.0,110913217079
1.0,110913410870
1.0,110913410973
1.0,110913417472
1.0,110913517272
1.0,110913617173
1.0,110913617976
1.0,110913817274
1.0,110913817474
1.0,110913917872
1.0,110914117176
1.0,110914117671
1.0,110914172070
1.0,110914172073
1.0,110914217677
1.0,110914317776
1.0,110914417377
1.0,110914517274
1.0,110914617478
1.0,110914717870
1.0,110914817677
1.0,110914917373
1.0,110914917479
1.0,110915017271
1.0,110915017273
1.0,110915017370
1.0,110915017371
1.0,110915217373
1.0,110915717470
1.0,110916117079
1.0,110916210979
1.0,110916217274
1.0,110916417676
1.0,110916610874
1.0,110916617677
1.0,110916910874
1.0,110916910975
1.0,110916917373
1.0,110917017672
1.0,110917071675
1.0,110917071973
1.0,110917072272
1.0,110917117175
1.0,110917172670
1.0,110917210974
1.0,110917272375
1.0,110917274373
1.0,110917310577
1.0,110917317179
1.0,110917317272
1.0,110917371775
1.0,110917417675
1.0,110917471272
1.0,110917471370
1.0,110917471672
1.0,110917471777
1.0,110917471779
1.0,110917472573
1.0,110917472575
1.0,110917472770
1.0,110917474670
1.0,110917475070
1.0,110917475171
1.0,110917510879
1.0,110917517576
1.0,110917571573
1.0,110917572774
1.0,110917573874
1.0,110917573978
1.0,110917575474
1.0,110917579270
1.0,110917579776
1.0,110917610576
1.0,110917610972
1.0,110917717972
1.0,110917772272
1.0,110917772670
1.0,110917910871
1.0,110917910877
1.0,110917917872
1.0,110917972072
1.0,110917972077
1.0,110917972675
1.0,110918117279
1.0,110918217373
1.0,110918217377
1.0,110918317770
1.0,110918417678
1.0,110918710578
1.0,110919010573
1.0,110919117271
1.0,110919117878
1.0,110919172475
1.0,110919217375
1.0,110919310572
1.0,110919317176
1.0,110919372075
1.0,110919417073
1.0,110919417074
1.0,110919517976
1.0,110919610575
1.0,110919672177
1.0,110919672372
1.0,110919672375
1.0,110919672472
1.0,110919672474
1.0,110919672772
1.0,110919817174
1.0,110919817378
1.0,110919872079
1.0,110919872373
1.0,110919917777
1.0,110931017279
1.0,110931017474
1.0,110931217373
1.0,110931410573
1.0,110931410574
1.0,110931617074
1.0,110931710570
1.0,110931717171
1.0,110931717776
1.0,110932310577
1.0,110932317172
1.0,110932317874
1.0,110932510973
1.0,110932517071
1.0,110932517271
1.0,110932617975
1.0,110932717676
1.0,110932810870
1.0,110932817170
1.0,110932817177
1.0,110934017378
1.0,110934310577
1.0,110934410970
1.0,110934510570
1.0,110934510871
1.0,110934617671
1.0,110934717076
1.0,110934817078
1.0,110934817476
1.0,110934817679
1.0,110934817777
1.0,110934917772
1.0,110935017470
1.0,110935017579
1.0,110935017870
1.0,110935017971
1.0,110935017977
1.0,110935110573
1.0,110935110876
1.0,110935117072
1.0,110935117176
1.0,110935117777
1.0,110935210874
1.0,110935217070
1.0,110935217776
1.0,110935272075
1.0,110935317278
1.0,110935372074
1.0,110935410878
1.0,110935417272
1.0,110935417377
1.0,110935417577
1.0,110935517871
1.0,110935572279
1.0,110935617176
1.0,110935617379
1.0,110935617877
1.0,110935717176
1.0,110935717376
1.0,110935772675
1.0,110935810977
1.0,110935817477
1.0,110935910972
1.0,110935910976
1.0,110935917370
1.0,110935972871
1.0,110935972873
1.0,110936017070
1.0,110936017776
1.0,110936110970
1.0,110936117077
1.0,110936217270
1.0,110936217476
1.0,110936317274
1.0,110936317976
1.0,110936417577
1.0,110936417776
1.0,110936510577
1.0,110936517174
1.0,110936517574
1.0,110936572371
1.0,110936817674
1.0,110936872678
1.0,110936917779
1.0,110937017475
1.0,110937117472
1.0,110937217079
1.0,110937217776
1.0,110937717474
1.0,110937917676
1.0,110937917678
1.0,110938010574
1.0,110938110972
1.0,110938217373
1.0,110938417171
1.0,110938717072
1.0,110938817470
1.0,110938817874
1.0,110939410573
1.0,110939417373
1.0,110939710576
1.0,110939917676
1.0,110940017071
1.0,110940071176
1.0,110940071775
1.0,110940072873
1.0,110940171370
1.0,110940172575
1.0,110940217474
1.0,110940217672
1.0,110940273571
1.0,110940273573
1.0,110940317379
1.0,110940317475
1.0,110940317678
1.0,110940371675
1.0,110940372375
1.0,110940472876
1.0,110940517071
1.0,110940517579
1.0,110940572175
1.0,110940710570
1.0,110940710579
1.0,110940717175
1.0,110940771474
1.0,110940771777
1.0,110940772875
1.0,110940817078
1.0,110940817374
1.0,110940871771
1.0,110940872472
1.0,110940910977
1.0,110940972774
1.0,110941072271
1.0,110941072674
1.0,110941172072
1.0,110941172571
1.0,110941172979
1.0,110941217876
1.0,110941217879
1.0,110941217970
1.0,110941317878
1.0,110941472379
1.0,110941517078
1.0,110941571478
1.0,110941672872
1.0,110941717376
1.0,110941717473
1.0,110941772377
1.0,110941872278
1.0,110941872378
1.0,110942017879
1.0,110942172078
1.0,110942172172
1.0,110942172375
1.0,110942217070
1.0,110942271271
1.0,110942371075
1.0,110942372470
1.0,110942472273
1.0,110942472577
1.0,110942472974
1.0,110942510977
1.0,110942517076
1.0,110942517474
1.0,110942517673
1.0,110942517674
1.0,110942572373
1.0,110942672172
1.0,110942672176
1.0,110942710577
1.0,110942710876
1.0,110942717574
1.0,110942717776
1.0,110942771376
1.0,110942772977
1.0,110942871175
1.0,110942872073
1.0,110942872474
1.0,110942971076
1.0,110942971674
1.0,110942972173
1.0,110942972574
1.0,110942972975
1.0,110943071379
1.0,110943110879
1.0,110943117077
1.0,110943117176
1.0,110943172272
1.0,110943172478
1.0,110943272670
1.0,110943272677
1.0,110943272772
1.0,110943471179
1.0,110943471377
1.0,110943471771
1.0,110943471772
1.0,110943472677
1.0,110943571372
1.0,110943571477
1.0,110943572376
1.0,110943572576
1.0,110943610870
1.0,110943617077
1.0,110943617175
1.0,110943617772
1.0,110943710579
1.0,110943717671
1.0,110943772875
1.0,110943817476
1.0,110943971777
1.0,110943972778
1.0,110943974376
1.0,110944010875
1.0,110944017771
1.0,110944071078
1.0,110944072878
1.0,110944110575
1.0,110944410874
1.0,110944472174
1.0,110944517875
1.0,110944672075
1.0,110944672172
1.0,110944672479
1.0,110944672678
1.0,110944710577
1.0,110944717373
1.0,110944772672
1.0,110944817474
1.0,110944872070
1.0,110944917375
1.0,110945071372
1.0,110945072874
1.0,110945171879
1.0,110945217178
1.0,110945217274
1.0,110945217971
1.0,110945274774
1.0,110945410870
1.0,110945471377
1.0,110945474070
1.0,110945517072
1.0,110945617474
1.0,110945617875
1.0,110945672974
1.0,110945674071
1.0,110945674074
1.0,110945717174
1.0,110945771378
1.0,110945771571
1.0,110945771976
1.0,110945872376
1.0,110945874674
1.0,110945917672
1.0,110945972170
1.0,110945972376
1.0,110946017178
1.0,110946017773
1.0,110946071673
1.0,110946071872
1.0,110946072374
1.0,110946072872
1.0,110946110877
1.0,110946171373
1.0,110946171977
1.0,110946179973
1.0,110946217475
1.0,110946272777
1.0,110946317379
1.0,110946317571
1.0,110946317975
1.0,110946371175
1.0,110946371274
1.0,110946372579
1.0,110946374275
1.0,110946379477
1.0,110946417076
1.0,110946417474
1.0,110946471378
1.0,110946474377
1.0,110946517073
1.0,110946572570
1.0,110946717274
1.0,110946717576
1.0,110946717876
1.0,110946771071
1.0,110946771771
1.0,110946817371
1.0,110946871070
1.0,110946871178
1.0,110946874278
1.0,110946917370
1.0,110946971071
1.0,110946971779
1.0,110946972374
1.0,110947017674
1.0,110947172775
1.0,110947271773
1.0,110947317576
1.0,110947472070
1.0,110947572370
1.0,110947972179
1.0,110948210574
1.0,110948210970
1.0,110948272373
1.0,110948272573
1.0,110948272777
1.0,110948272879
1.0,110948317273
1.0,110948317674
1.0,110948471378
1.0,110948472176
1.0,110948472273
1.0,110948571078
1.0,110948572374
1.0,110948617472
1.0,110948717776
1.0,110948772478
1.0,110948772974
1.0,110948817178
1.0,110948971178
1.0,110948972171
1.0,110949017379
1.0,110949110971
1.0,110949217178
1.0,110949217271
1.0,110949272471
1.0,110949310579
1.0,110949417577
1.0,110949472271
1.0,110949472677
1.0,110949517874
1.0,110949617178
1.0,110949617776
1.0,110949617777
1.0,110949672177
1.0,110949672178
1.0,110949772172
1.0,110949872878
1.0,110949917478
1.0,110970017775
1.0,110970017872
1.0,110970910878
1.0,110972010573
1.0,110972017170
1.0,110972110871
1.0,110972117079
1.0,110972217476
1.0,110972233869
1.0,110972235167
1.0,110972235268
1.0,110972535164
1.0,110972717372
1.0,110972817679
1.0,110972917070
1.0,110973017275
1.0,110973272277
1.0,110973272377
1.0,110973710972
1.0,110973872376
1.0,110973917873
1.0,110973972679
1.0,110975210879
1.0,110975672079
1.0,110975672773
1.0,110975710879
1.0,110975817879
1.0,110975910978
1.0,110976017278
1.0,110976417479
1.0,110976517070
1.0,110976710876
1.0,110978972976
1.0,111100348758
1.0,111100448352
1.0,111100748559
1.0,111100848558
1.0,111100948751
1.0,111100948759
1.0,111101048353
1.0,111101119150
1.0,111101119155
1.0,111101119552
1.0,111101119553
1.0,111101119753
1.0,111101119851
1.0,111101119957
1.0,111101146253
1.0,111101146556
1.0,111101148559
1.0,111101148754
1.0,111101246858
1.0,111101348753
1.0,111101446550
1.0,111101446651
1.0,111101446858
1.0,111101546850
1.0,111101546851
1.0,111101748756
1.0,111101848352
1.0,111101948352
1.0,111101948557
1.0,111102048353
1.0,111102346059
1.0,111102348353
1.0,111102348556
1.0,111102548351
1.0,111102946852
1.0,111102948555
1.0,111103046055
1.0,111103048351
1.0,111103146254
1.0,111103146451
1.0,111103146852
1.0,111103348756
1.0,111103546854
1.0,111103546953
1.0,111103548352
1.0,111103548551
1.0,111103746857
1.0,111103748559
1.0,111103946453
1.0,111103948552
1.0,111104046051
1.0,111104146853
1.0,111104248350
1.0,111104448555
1.0,111104548557
1.0,111104548558
1.0,111104548757
1.0,111104648751
1.0,111104848353
1.0,111105348554
1.0,111105548357
1.0,111105646456
1.0,111105846853
1.0,111106046859
1.0,111106246452
1.0,111106248555
1.0,111106446059
1.0,111106448753
1.0,111106646851
1.0,111106848358
1.0,111107046452
1.0,111107048356
1.0,111107246851
1.0,111107248758
1.0,111107346857
1.0,111107448353
1.0,111107646458
1.0,111107646851
1.0,111107648752
1.0,111108046051
1.0,111108048551
1.0,111108146059
1.0,111108246855
1.0,111108248756
1.0,111108346851
1.0,111108546659
1.0,111108546852
1.0,111108548555
1.0,111108748352
1.0,111108846457
1.0,111108846458
1.0,111108946053
1.0,111109046456
1.0,111109148353
1.0,111109346850
1.0,111109746259
1.0,111109746452
1.0,111109746456
1.0,111109748753
1.0,111109846254
1.0,111109846256
1.0,111109846259
1.0,111120016318
1.0,111120113696
1.0,111120146055
1.0,111120246050
1.0,111120313895
1.0,111120513014
1.0,111120513597
1.0,111120513717
1.0,111120546250
1.0,111120546452
1.0,111120713096
1.0,111120716117
1.0,111120746057
