userid,Type1_num_by_day,Type2_num_by_day,Type3_num_by_day,Type4_num_by_day,Type5_num_by_day,Type6_num_by_day,Type7_num_by_day,Type8_num_by_day,Type9_num_by_day,days
111121746158,2.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,1
111121746258,1.08,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,12
111121746455,1.33,0.0,0.0,0.0,1.5,0.83,0.0,0.08,0.08,12
111121746758,1.09,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,11
111121746852,4.0,0.0,0.0,0.0,2.67,0.67,0.0,0.33,0.33,3
111121746853,1.25,0.0,0.0,0.0,0.75,1.75,0.0,0.5,0.5,4
111121746957,1.33,0.0,0.0,0.0,1.33,0.83,0.0,0.33,0.33,6
111121748358,1.14,0.0,0.0,0.0,0.43,0.57,0.0,0.29,0.29,14
111121819253,2.33,0.0,0.0,0.0,2.33,1.33,0.0,0.33,0.33,3
111121819256,2.0,0.0,0.0,0.0,1.25,0.75,0.0,0.25,0.25,4
111121819457,0.42,0.0,0.0,0.0,1.08,0.0,0.0,0.33,0.0,12
111121819859,1.18,0.0,0.06,0.0,0.71,0.24,0.06,0.06,0.0,17
111121846752,1.83,0.0,0.0,0.0,3.0,0.5,0.0,0.17,0.17,6
111121846754,1.77,0.0,0.0,0.0,1.0,0.31,0.0,0.08,0.0,13
111121848558,1.33,0.0,0.0,0.0,2.67,2.33,0.0,0.0,0.0,3
111121848754,1.33,0.0,0.0,0.0,1.0,1.17,0.0,0.5,0.5,6
111121919055,1.67,0.0,0.0,0.0,1.92,1.0,0.0,0.17,0.17,12
111121919454,2.0,0.0,0.0,0.0,2.43,0.71,0.0,0.14,0.14,7
111121946350,2.83,0.44,1.68,0.1,1.93,0.85,0.24,0.32,0.32,41
111121946353,1.57,0.0,0.0,0.0,0.43,0.23,0.0,0.27,0.0,30
111121946753,0.71,0.0,0.0,0.0,1.86,1.71,0.0,0.14,0.14,7
111121948359,1.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,5
111122013012,3.71,1.0,2.36,1.07,5.86,3.86,0.14,0.29,0.29,14
111122013091,1.17,0.67,0.17,0.0,2.83,0.33,0.0,0.0,0.0,6
111122013193,1.0,0.33,0.0,0.0,0.67,0.67,0.33,0.0,0.0,3
111122013691,1.5,0.0,0.0,0.0,3.5,1.5,0.0,0.0,0.0,2
111122013810,0.67,0.0,3.0,0.33,1.33,0.33,0.0,0.0,0.0,3
111122013912,5.71,0.43,11.29,1.71,4.0,3.14,0.71,0.43,0.57,7
111122016317,0.0,0.0,0.0,0.0,1.5,1.5,2.0,0.0,0.0,2
111122016993,1.0,0.5,0.0,0.0,1.5,1.5,1.5,0.0,0.0,2
111122048550,2.0,0.0,0.0,0.0,2.0,1.17,0.0,0.17,0.0,6
111122048754,1.2,0.4,0.0,0.2,0.8,0.0,0.0,0.0,0.0,5
111122085098,6.5,1.0,1.0,0.5,10.0,3.5,0.5,0.5,0.5,2
111122116311,1.88,0.88,1.12,1.0,2.5,2.12,0.62,0.0,0.12,8
111122116919,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
111122148358,2.0,0.0,0.0,0.0,0.22,0.22,0.11,0.0,0.0,9
111122148759,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
111122185691,2.14,0.14,0.14,0.0,2.57,0.29,0.43,0.86,0.86,7
111122185696,1.43,0.14,0.0,0.0,0.57,0.43,0.14,0.29,0.14,7
111122213091,2.0,1.0,0.43,2.0,1.57,0.57,0.29,0.14,0.14,7
111122213217,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1
111122213219,2.0,0.0,0.0,0.0,1.0,0.67,0.67,0.0,0.0,3
111122213410,1.8,0.4,0.2,0.0,3.4,0.8,0.2,0.0,0.0,5
111122213515,1.83,1.0,1.67,1.17,2.67,0.5,0.17,0.0,0.0,6
111122216117,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1
111122216191,2.0,0.0,0.0,0.0,3.33,1.0,0.33,0.0,0.0,3
111122216911,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,4
111122216991,1.0,1.4,1.2,0.6,1.2,1.2,0.4,0.0,0.0,5
111122246850,1.0,0.0,0.0,11.0,13.0,3.0,5.0,0.0,0.0,1
111122248557,1.04,0.12,0.04,0.0,2.6,0.72,0.32,0.12,0.08,25
111122313493,2.25,0.5,1.75,0.25,2.75,1.75,0.25,1.0,1.0,4
111122313512,2.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1
111122313517,1.33,1.67,1.67,1.33,3.33,1.33,0.33,0.0,0.0,3
111122313592,1.5,0.0,0.5,2.5,1.5,1.0,0.5,0.0,0.0,2
111122313799,1.0,0.25,0.25,2.25,3.75,0.5,0.5,0.0,0.0,4
111122313817,0.75,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,4
111122316191,1.79,0.0,0.79,0.21,1.0,0.57,0.5,0.5,0.43,14
111122316395,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1
111122316919,2.0,0.0,0.0,0.0,9.0,4.0,2.0,0.0,0.0,1
111122316994,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1
111122346455,1.07,0.07,0.21,0.71,1.07,0.14,0.14,0.14,0.14,14
111122348557,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
111122348751,1.33,0.83,3.33,1.33,1.83,1.17,0.5,0.33,0.33,6
111122413011,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1
111122413112,1.0,0.0,0.0,0.0,2.0,1.5,0.5,0.0,0.0,2
111122413115,3.33,2.0,0.67,2.0,3.0,2.67,0.33,0.33,0.33,3
111122413194,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1
111122413218,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1
111122413219,1.0,0.14,0.14,0.0,1.0,0.57,0.57,0.29,0.43,7
111122413412,2.0,0.5,0.0,0.0,3.5,1.5,0.5,0.0,0.0,2
111122413596,1.0,2.5,0.0,5.0,3.5,1.0,0.5,2.0,2.0,2
111122413598,2.67,0.0,0.17,0.0,3.67,1.33,0.17,0.0,0.0,6
111122413599,1.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,1
111122413618,2.5,0.0,0.0,0.0,1.5,1.5,0.75,0.5,0.5,4
111122413697,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1
111122413795,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1
111122413811,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1
111122413915,1.44,0.0,0.0,0.22,0.56,0.56,0.11,0.0,0.0,9
111122413918,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
111122416119,1.27,0.0,0.0,0.0,0.55,0.09,0.09,0.18,0.18,11
111122446650,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1
111122446855,2.5,0.0,0.0,0.0,0.93,0.29,0.0,0.29,0.0,14
111122448350,1.14,0.0,0.0,0.0,1.0,0.57,0.14,0.0,0.0,7
111122513116,1.0,0.0,0.5,0.0,1.0,1.5,0.5,0.0,0.0,2
111122513214,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1
111122513298,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1
111122513299,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1
111122513591,1.38,0.12,0.12,0.25,1.62,1.62,0.12,0.0,0.0,8
111122513715,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1
111122513794,1.5,0.4,0.3,0.1,2.2,0.6,0.0,0.0,0.0,10
111122513795,1.0,0.0,0.5,0.0,6.0,3.5,1.0,0.0,0.0,2
111122513999,1.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1
111122516113,1.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,5
111122516114,1.0,0.0,0.0,0.0,0.56,0.44,0.22,0.11,0.11,9
111122516316,2.0,1.0,3.5,2.25,5.0,0.75,0.25,0.0,0.0,4
111122516393,2.25,0.25,1.0,0.25,1.5,0.5,0.5,0.25,0.25,4
111122546451,2.5,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,2
111122548358,1.0,0.0,0.33,0.33,2.0,0.67,0.0,0.0,0.33,3
111122548556,1.5,0.0,0.0,0.0,2.75,0.75,0.0,0.25,0.25,4
111122585710,2.4,0.8,3.6,1.4,3.4,2.8,0.4,0.2,0.2,5
111122585717,2.0,3.0,3.0,0.0,11.0,3.0,2.0,0.0,0.0,1
111122613498,6.5,1.0,1.5,0.5,8.25,3.25,0.5,0.0,0.25,4
111122613697,2.0,1.4,1.4,0.4,5.2,1.0,0.6,0.4,0.2,5
111122616195,1.0,0.0,1.33,0.0,1.0,0.67,0.33,0.0,0.0,3
111122616314,2.0,0.0,1.0,0.0,2.67,1.33,0.67,0.33,0.33,3
111122616991,1.0,0.5,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2
111122646057,2.0,0.0,0.0,0.0,1.0,0.33,0.0,0.33,0.33,3
111122646455,1.02,0.3,0.1,0.98,1.28,0.67,0.07,0.18,0.05,61
111122646656,1.33,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,9
111122685218,2.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,1
111122713212,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1
111122713392,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1
111122713417,1.25,0.88,1.5,0.0,6.12,0.38,0.12,0.25,0.0,8
111122713999,7.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,1
111122746453,1.0,0.0,0.0,0.0,1.2,0.6,0.0,0.4,0.0,5
111122813113,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1
111122813395,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1
111122813495,1.43,1.57,0.14,0.86,2.57,2.43,0.14,0.14,0.14,7
111122813790,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
111122813896,3.5,1.0,3.0,1.75,5.5,1.25,0.5,0.25,0.25,4
111122813897,1.0,0.0,0.0,0.0,1.33,0.67,0.33,0.0,0.0,3
111122813919,1.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1
111122813990,3.5,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,2
111122813996,1.5,1.0,6.0,1.0,2.5,2.0,0.5,0.0,0.0,2
111122846258,0.96,0.0,0.0,0.0,0.67,0.19,0.0,0.07,0.07,27
111122846855,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
111122848357,1.18,0.53,0.06,0.41,0.35,0.0,0.0,0.0,0.0,17
111122848750,1.2,0.0,0.0,0.0,0.8,0.2,0.2,0.0,0.0,5
111122913115,0.6,0.6,1.6,0.0,1.4,1.0,0.4,0.4,0.4,5
111122913417,1.33,0.0,0.0,0.0,2.17,0.83,0.0,0.0,0.0,6
111122913995,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
111122916914,2.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1
111122946052,1.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,3
111122946657,0.0,0.0,0.0,0.0,8.67,6.0,0.0,0.33,0.0,3
111122948351,0.6,0.0,0.0,0.0,2.8,0.8,0.0,0.2,0.0,5
111122948752,1.33,0.0,0.0,0.0,2.0,0.0,0.33,0.0,0.0,3
111122985618,1.0,0.25,0.5,0.0,1.75,0.5,0.25,0.0,0.0,4
111124013018,1.12,0.12,0.0,0.0,0.62,0.25,0.25,0.0,0.0,8
111124013193,1.0,0.4,0.3,0.4,0.4,0.4,0.1,0.1,0.1,10
111124013296,1.2,0.0,0.4,0.0,1.0,0.6,0.2,0.0,0.0,5
111124013797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
111124013912,2.2,0.2,0.0,0.0,2.6,0.4,0.4,0.2,0.0,5
111124016914,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
111124046253,0.36,0.0,0.0,0.0,1.45,0.18,0.0,0.18,0.09,11
111124046457,1.14,0.0,0.0,0.0,1.14,0.57,0.0,0.14,0.0,7
111124046850,1.33,0.0,0.0,0.0,1.67,0.33,0.33,0.0,0.0,3
111124048351,1.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,11
111124085419,2.0,0.0,0.0,0.0,1.33,0.33,0.33,0.0,0.0,3
111124085793,1.0,0.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,2
111124085799,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,5
111124085991,2.0,0.44,0.11,0.0,0.56,0.22,0.22,0.56,0.56,9
111124113016,1.22,0.22,0.33,0.0,1.11,0.44,0.0,0.22,0.22,9
111124113094,0.5,0.5,1.0,0.0,4.0,1.5,0.0,0.0,0.0,2
111124113513,1.0,0.0,0.0,2.0,0.5,0.0,0.5,0.0,0.0,2
111124113694,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,1
111124113913,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
111124116119,5.0,7.0,2.0,0.0,27.0,25.0,1.0,0.0,0.0,1
111124146059,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
111124146851,1.58,0.47,0.05,0.05,2.47,0.74,0.05,0.05,0.05,19
111124146856,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
111124148359,1.48,0.0,0.0,0.0,1.1,0.81,0.0,0.19,0.14,21
111124148753,1.53,0.0,0.0,0.0,1.42,1.11,0.0,0.0,0.0,19
111124148758,0.75,0.0,0.0,0.0,1.62,0.88,0.0,0.0,0.0,8
111124185296,1.0,0.0,0.33,0.0,1.83,0.83,0.5,0.33,0.33,6
111124213095,1.2,0.0,0.0,0.0,1.2,2.0,0.2,0.0,0.0,10
111124213391,1.2,0.2,0.0,0.0,2.8,1.2,0.2,0.0,0.0,5
111124213394,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
111124213695,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,0.0,2
111124213719,2.0,0.67,0.33,0.0,2.83,3.0,0.17,0.0,0.0,6
111124213996,2.25,0.38,0.5,0.0,0.67,0.46,0.04,0.08,0.08,24
111124246257,1.91,0.0,0.0,0.0,1.27,0.45,0.0,0.09,0.09,11
111124246657,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4
111124246853,1.0,0.0,0.0,0.0,1.0,0.29,0.0,0.86,0.86,7
111124248351,1.67,0.11,0.0,0.0,1.67,0.33,0.22,0.0,0.0,9
111124313113,2.0,0.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,2
111124313293,1.29,0.14,0.57,0.14,1.86,0.71,0.14,0.0,0.0,7
111124313295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
111124313517,1.17,0.0,1.33,0.0,3.0,1.83,0.67,0.5,0.5,6
111124313599,1.6,0.6,5.2,1.6,2.6,0.8,0.2,0.0,0.0,5
111124313799,1.29,0.0,0.14,0.0,1.43,0.57,0.14,0.0,0.0,7
111124313998,1.2,0.0,0.0,0.2,1.4,0.4,0.2,0.0,0.0,5
111124316313,2.33,0.0,0.0,0.0,4.33,1.67,0.67,0.0,0.0,3
111124316396,1.33,1.33,1.0,0.67,3.33,1.33,0.33,0.0,0.0,3
111124316911,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1
111124346858,1.31,0.31,0.06,1.12,0.69,0.31,0.0,0.25,0.25,16
111124413091,1.56,0.56,1.22,0.22,4.22,1.56,0.89,0.67,0.22,9
111124413311,1.0,0.0,0.33,0.0,2.33,0.33,0.33,0.0,0.0,3
111124413417,1.1,0.2,0.4,0.0,0.6,0.3,0.1,0.0,0.1,10
111124413614,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1
111124413619,2.0,0.14,2.14,0.57,1.0,0.29,0.43,0.0,0.29,7
111124413693,1.29,0.43,0.14,0.0,0.86,0.43,0.14,0.14,0.14,7
111124413719,3.67,0.0,4.0,0.0,5.33,2.33,2.33,0.67,0.67,3
111124413912,1.0,0.0,0.2,0.0,2.0,0.6,0.4,0.2,0.2,5
111124416192,1.0,0.67,0.33,0.0,2.0,0.67,0.67,0.0,0.0,3
111124446457,1.07,0.0,0.0,0.0,0.71,0.29,0.0,0.07,0.0,14
111124446854,1.0,0.13,0.33,0.33,1.53,1.0,0.07,0.07,0.07,15
111124513218,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1
111124513296,1.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,2
111124513814,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
111124513892,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1
111124516393,1.5,0.0,0.0,0.0,1.67,1.83,0.17,0.0,0.0,6
111124516995,1.0,0.0,0.0,0.2,1.0,0.6,0.2,0.0,0.0,5
111124546258,1.0,1.5,2.5,4.5,3.5,3.0,0.5,0.0,0.0,2
111124613591,1.25,0.0,0.25,0.0,1.25,1.25,0.5,0.25,0.25,4
111124613616,1.0,0.25,2.5,1.25,2.25,0.75,0.0,0.0,0.0,4
111124613799,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1
111124613899,1.5,1.0,0.0,0.5,2.5,1.5,0.5,0.0,0.0,2
111124616311,1.5,0.0,2.0,0.25,2.5,1.5,0.25,0.0,0.0,4
111124616394,2.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,0.0,2
111124616997,1.5,0.75,1.0,0.75,1.0,1.25,0.25,0.0,0.0,4
111124646450,1.2,0.0,0.0,0.0,2.0,1.8,0.0,0.0,0.0,5
111124646457,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1
111124648356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111124648553,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1
111124713290,1.0,0.0,2.0,0.0,6.0,3.0,1.0,0.0,0.0,1
111124713292,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
111124713497,1.57,0.0,0.29,0.0,1.43,0.43,0.29,0.14,0.14,7
111124713694,2.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2
111124713714,1.0,0.0,0.0,0.0,1.5,0.5,0.5,0.0,0.0,2
111124716197,1.33,0.0,0.0,0.0,2.67,1.33,0.33,0.0,0.0,3
111124716313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
111124716393,2.0,1.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,1
111124716399,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
111124746051,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
111124748557,1.96,0.04,0.04,0.08,3.23,2.35,0.35,0.15,0.19,26
111124748757,1.3,0.0,0.0,0.0,0.7,0.3,0.1,0.1,0.1,10
111124748759,1.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,2
111124813013,1.25,2.5,10.0,0.0,4.25,2.0,1.5,0.0,0.0,4
111124813310,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
111124813392,1.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,2
111124813516,1.38,0.0,0.5,0.0,0.75,0.38,0.25,0.12,0.12,8
111124813517,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1
111124813590,1.5,1.0,2.5,1.0,4.0,1.5,1.5,0.0,0.0,2
111124813791,1.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,1
111124813891,1.0,0.0,0.0,0.0,1.0,0.33,0.33,0.0,0.0,3
111124816193,1.43,0.0,0.14,0.0,1.43,0.71,0.14,0.29,0.29,7
111124816199,1.33,4.83,4.5,1.5,2.67,1.17,0.17,0.0,0.0,6
111124846253,1.38,0.0,0.0,0.0,2.15,0.92,0.0,0.0,0.0,13
111124848559,0.91,0.73,0.18,0.18,2.09,1.0,0.09,0.09,0.09,11
111124885697,1.8,0.0,9.2,1.2,5.2,1.8,0.6,0.4,0.2,5
111124913095,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1
111124913414,0.5,1.5,2.5,0.0,4.5,2.0,0.5,0.0,0.0,2
111124913415,1.8,0.2,0.0,0.2,1.4,0.6,0.4,0.2,0.2,5
111124913798,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
111124913891,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,1
111124916312,1.25,0.0,0.0,0.0,1.75,1.0,0.5,0.25,0.25,8
111124916315,1.0,0.0,1.17,0.33,2.33,1.5,0.83,0.67,0.67,6
111124946453,1.0,0.0,0.0,0.0,0.5,0.9,0.2,0.2,0.2,10
111124946456,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1
111124946853,0.67,0.0,0.0,0.0,4.33,1.11,0.0,0.22,0.11,9
111124948552,1.75,0.0,0.0,0.0,1.33,0.42,0.0,0.0,0.0,12
111124948756,1.17,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,6
111125046050,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2
111125046054,1.5,0.0,0.0,0.0,2.75,0.62,0.0,0.0,0.0,8
111125048353,1.0,0.0,0.0,0.0,0.67,0.33,0.0,0.33,0.33,3
111125048552,1.33,0.0,0.0,0.0,0.33,0.33,0.0,0.17,0.17,6
111125048757,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2
111125146257,1.2,0.4,0.8,0.0,1.2,0.6,0.0,0.0,0.0,5
111125146450,1.65,0.08,0.0,0.08,2.15,0.85,0.04,0.12,0.0,26
111125146458,1.25,0.12,0.0,0.12,2.62,0.75,0.0,0.0,0.0,8
111125148558,3.69,0.0,0.0,0.0,2.67,1.17,0.0,0.04,0.04,48
111125248358,0.8,0.0,0.0,0.0,1.4,0.4,0.0,0.0,0.0,5
111125248550,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111125248554,1.4,0.4,1.6,0.0,3.4,1.6,0.2,0.0,0.0,5
111125346253,0.71,0.0,0.0,0.0,2.57,0.57,0.0,0.0,0.0,7
111125346859,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2
111125348357,1.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,3
111125446252,1.67,0.0,0.0,0.0,1.67,2.0,0.0,0.0,0.0,3
111125446853,1.02,0.0,0.0,0.0,0.82,0.29,0.0,0.02,0.02,51
111125448357,1.11,0.0,0.0,0.0,0.33,0.22,0.0,0.11,0.11,9
111125548753,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4
111125548756,1.75,0.0,0.0,0.0,1.0,1.25,0.0,1.5,1.5,4
111125646850,1.0,0.0,0.0,0.0,0.62,0.25,0.0,0.12,0.12,8
111125646853,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
111125648350,1.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,3
111125648359,1.14,0.0,0.0,0.0,1.43,0.57,0.29,0.14,0.14,7
111125746453,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
111125746457,1.33,0.0,0.0,0.0,1.67,1.67,0.0,0.0,0.0,3
111125748359,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5
111125748757,1.06,0.12,0.0,0.0,1.18,1.24,0.06,0.24,0.06,17
111125846854,2.07,1.21,0.29,0.36,1.79,1.07,0.21,0.29,0.29,14
111125848356,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
111125848358,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1
111125948556,1.0,0.0,0.0,0.0,1.43,0.29,0.0,0.14,0.0,7
111126013114,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
111126013719,2.12,0.12,0.38,0.38,0.0,0.0,0.0,0.0,0.0,8
111126046050,1.17,0.0,0.0,0.0,2.33,2.33,0.0,0.0,0.0,6
111126046650,1.58,0.08,0.08,0.42,1.5,0.58,0.25,0.25,0.25,12
111126048756,1.21,0.5,0.07,1.25,0.79,0.32,0.04,0.25,0.11,28
111126085411,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
111126085710,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1
111126113212,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
111126113291,1.67,0.0,0.0,0.0,3.67,2.67,0.33,0.33,0.33,3
111126113310,6.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1
111126113317,1.0,5.0,6.0,0.0,1.0,9.0,1.0,1.0,1.0,1
111126113396,11.75,1.25,0.0,0.0,6.5,7.25,0.5,0.25,0.25,4
111126113397,1.8,0.4,2.0,0.0,5.6,1.2,0.8,0.4,0.4,5
111126113692,1.0,0.5,0.0,0.0,2.0,1.5,1.0,0.0,0.0,2
111126113695,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,2
111126113815,1.71,0.0,0.14,0.0,0.86,0.71,0.29,0.14,0.14,7
111126113892,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
111126146256,0.5,0.5,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2
111126146851,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
111126148554,2.47,0.0,0.18,0.06,0.62,0.41,0.03,0.0,0.06,34
111126148753,1.57,0.43,0.0,0.29,3.14,0.71,0.14,0.0,0.0,7
111126213098,2.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,1
111126213211,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1
111126213611,1.5,0.5,0.5,0.0,1.5,0.5,0.5,0.0,0.0,2
111126216115,1.0,0.33,9.0,0.0,5.67,2.33,0.33,0.0,0.0,3
111126216393,0.5,0.0,0.0,0.0,5.5,2.5,0.5,0.0,0.0,2
111126285219,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1
111126285612,0.67,0.0,0.0,0.0,2.33,3.0,0.33,0.0,0.0,3
111126313813,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,1
111126313816,2.0,0.0,1.0,0.75,1.5,0.5,0.5,0.0,0.0,4
111126316111,1.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,2
111126316315,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
111126316317,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,2
111126316393,1.33,0.0,0.0,0.0,1.67,0.67,0.67,0.5,0.5,6
111126346658,1.88,0.12,0.75,0.0,1.38,0.62,0.25,0.25,0.12,8
111126346855,1.25,0.0,0.0,0.0,1.25,0.5,0.0,0.0,0.0,4
111126346857,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2
111126346950,3.0,0.29,1.14,0.14,3.29,1.43,0.14,0.14,0.14,7
111126413290,1.17,0.0,0.17,0.0,2.33,1.0,0.33,0.33,0.33,6
