userid,order_day_mean,day_after_lastorder
110874310970,272.0,7
110874317377,48.0,150
110874617278,133.0,0
110875117276,78.5,7
110875117279,55.0,1
110875217073,212.0,3
110875710578,1.0,11
110875817070,230.0,0
110876110573,64.0,0
110876310978,81.33,3
110876717274,2.0,11
110876817373,99.0,13
110878310875,154.5,1
110878317074,6.0,0
110878317273,45.0,0
110878410975,66.0,0
110878417270,43.8,1
110878417275,2.0,1
110878610573,28.67,1
110878710575,48.67,2
110878710976,164.0,60
110878817672,8.5,0
110879010878,79.0,42
110879117172,49.0,186
110879217278,102.0,0
110879317174,1.0,1
110879317573,7.0,4
110879417072,102.5,1
110879417370,87.0,7
110879417372,61.0,0
110879417476,269.0,0
110879910975,64.75,0
110879917378,151.0,0
110910010575,9.0,9
110910017279,49.5,62
110910317775,124.0,45
110910417079,16.0,24
110910417174,2.0,4
110910710576,1.0,20
110910717471,1.2,0
110910917072,1.0,107
110910917274,89.0,0
110910917478,4.0,1
110911017972,16.5,6
110911110573,44.0,21
110911117273,44.75,1
110911117473,6.0,0
110911117779,83.5,0
110911217473,2.0,0
110911217678,25.25,0
110911217770,1.0,23
110911217779,1.0,0
110911310579,19.0,3
110911317875,19.25,22
110911410877,37.0,6
110911510971,27.0,0
110911517678,18.0,0
110911517775,53.0,0
110911610575,2.0,0
110911710979,2.0,105
110911772379,4.5,0
110911810579,63.0,0
110911872372,15.5,14
110911917076,152.0,0
110911917079,20.0,14
110912310972,1.0,0
110912417273,27.0,0
110912510874,4.0,0
110912610970,12.0,118
110912617671,39.0,15
110912710874,4.0,12
110912810879,1.0,46
110912910978,2.0,38
110912917372,5.0,166
110913010971,1.0,1
110913110575,42.0,5
110913110576,27.75,41
110913117271,5.0,177
110913117771,69.0,0
110913117776,1.0,0
110913217079,124.0,0
110913410870,16.5,1
110913410973,90.5,2
110913417472,77.5,0
110913510570,1.0,96
110913517272,131.0,98
110913617173,22.5,0
110913617870,180.0,0
110913617976,36.0,81
110913717679,39.5,4
110913810978,42.0,0
110913817274,10.0,0
110913817474,1.0,3
110913910873,1.0,0
110913910971,123.0,5
110913917872,75.5,89
110914117176,1.0,6
110914117671,6.0,0
110914172070,10.0,164
110914172073,85.0,0
110914217677,11.0,1
110914317776,101.0,4
110914410571,1.0,4
110914417171,5.0,1
110914417377,56.0,1
110914517274,133.0,51
110914617478,1.0,8
110914617979,1.0,85
110914717870,1.0,0
110914817677,2.0,0
110914917373,5.0,0
110914917479,65.0,0
110915017074,3.0,0
110915017271,10.83,1
110915017273,14.0,0
110915017370,6.0,0
110915017371,7.0,1
110915217373,103.0,10
110915510575,62.0,5
110915517077,57.0,2
110915617075,149.0,0
110915717470,34.5,1
110915817273,87.5,1
110915817274,1.0,2
110915817278,2.0,27
110916017079,6.0,2
110916117079,82.0,7
110916210572,1.0,1
110916210979,4.0,0
110916217274,4.5,0
110916417272,162.0,0
110916417676,36.0,1
110916610874,37.5,14
110916617677,21.0,0
110916910874,52.5,2
110916910975,1.0,7
110916917373,8.0,1
110917017076,9.0,0
110917017176,58.0,2
110917017475,21.0,0
110917017672,44.5,18
110917071675,45.0,39
110917071970,1.0,89
110917071973,1.0,84
110917072272,13.0,49
110917117074,19.0,130
110917117175,1.0,1
110917172670,1.0,152
110917210878,12.0,4
110917210974,67.0,1
110917217075,73.0,5
110917217278,3.0,55
110917271671,13.0,1
110917271772,7.0,1
110917272375,29.0,3
110917274373,1.0,4
110917310577,1.0,140
110917317179,62.0,28
110917317272,113.0,12
110917371775,1.0,2
110917372773,1.0,0
110917410870,60.0,16
110917417476,11.0,104
110917417577,1.0,103
110917417675,6.0,22
110917471272,3.0,72
110917471370,23.0,1
110917471672,2.0,0
110917471678,11.0,35
110917471771,1.0,0
110917471777,84.0,0
110917471779,25.0,0
110917472573,18.0,74
110917472575,74.0,41
110917472770,16.0,0
110917474670,13.5,4
110917475070,3.0,1
110917475076,134.0,13
110917475171,4.0,3
110917475773,134.0,13
110917476673,4.0,15
110917510879,36.0,0
110917517576,6.33,0
110917571573,59.0,0
110917572673,49.0,0
110917572774,8.0,19
110917572970,125.0,13
110917573073,24.0,0
110917573874,1.5,0
110917573978,2.67,1
110917575474,6.0,72
110917579270,74.0,1
110917579474,5.0,17
110917579776,74.0,6
110917610576,59.0,0
110917610972,104.5,16
110917617779,1.0,0
110917671278,34.0,18
110917717972,25.2,2
110917771673,94.0,67
110917772272,18.0,14
110917772670,8.0,0
110917871276,15.67,74
110917871673,1.33,0
110917872873,17.0,1
110917910870,19.0,1
110917910871,18.0,0
110917910877,38.0,1
110917917177,18.0,0
110917917476,28.0,8
110917917872,2.5,0
110917972072,1.0,0
110917972077,22.33,0
110917972271,5.33,40
110917972675,5.5,0
110917972775,24.0,1
110918117279,4.0,13
110918117370,8.0,0
110918217370,82.0,9
110918217373,2.0,15
110918217377,1.0,12
110918317770,55.0,67
110918417678,6.0,5
110918510876,6.0,1
110918710578,82.0,19
110918717678,75.0,13
110918810972,97.0,3
110919010573,30.0,2
110919117271,1.0,113
110919117878,3.5,6
110919172475,34.67,46
110919217375,5.0,20
110919310572,1.0,5
110919310975,36.0,1
110919317079,1.0,0
110919317176,61.0,33
110919317676,119.0,10
110919372075,13.0,0
110919410571,7.0,1
110919417073,101.0,0
110919417074,8.0,10
110919517071,28.0,0
110919517875,36.0,0
110919517878,65.0,0
110919517976,11.0,57
110919610575,77.0,24
110919617876,10.0,37
110919672177,85.0,0
110919672372,1.0,1
110919672375,23.33,10
110919672472,73.0,17
110919672474,36.0,0
110919672772,107.0,21
110919710575,34.0,0
110919717971,1.5,29
110919772374,61.0,0
110919817174,1.0,0
110919817378,2.0,11
110919872079,21.33,4
110919872373,23.0,5
110919917777,32.0,2
110931017371,1.0,16
110931017474,54.0,36
110931217373,213.0,1
110931410571,13.6,49
110931410573,1.0,5
110931410574,6.0,0
110931510578,10.0,0
110931610973,45.0,29
110931617074,1.0,0
110931710570,3.5,6
110931717171,156.0,0
110931717776,7.0,5
110932017175,46.0,6
110932017373,1.0,6
110932317171,296.0,0
110932317678,108.5,1
110932372372,133.5,0
110932510973,112.0,4
110932617975,258.0,11
110932717676,314.0,1
110932817170,39.25,76
110932817177,2.0,0
110932817474,4.0,96
110934017378,1.0,41
110934210870,57.5,7
110934310577,5.5,22
110934410970,1.0,0
110934510570,18.5,17
110934510871,1.0,0
110934517279,7.0,3
110934610875,37.0,0
110934617671,171.0,0
110934717076,59.0,0
110934717275,1.0,36
110934817078,7.0,50
110934817374,1.0,6
110934817476,1.0,1
110934817679,67.5,0
110934817777,1.0,48
110934917379,180.0,1
110934917772,80.0,0
110935017870,31.67,0
110935017971,39.0,1
110935017977,59.0,1
110935117176,56.0,6
110935217070,248.0,7
110935217379,9.0,0
110935217671,9.0,0
110935217776,39.0,4
110935310972,177.0,1
110935372074,5.5,208
110935410878,75.67,0
110935417377,50.0,3
110935417573,27.0,5
110935517871,1.0,7
110935572279,23.0,3
110935610972,1.0,1
110935617176,1.0,0
110935617877,72.0,0
110935717176,23.0,0
110935772675,42.0,152
110935810977,72.0,63
110935910976,29.43,1
110935972775,2.33,0
110936017375,1.0,0
110936017776,108.5,2
110936117674,33.0,0
110936310879,24.0,0
110936317976,137.0,4
110936510577,4.5,128
110936517174,42.0,2
110936717072,107.0,12
110936917972,52.0,9
110937117472,1.0,0
110937117771,1.0,0
110937217079,19.8,88
110937217776,3.0,0
110937510570,131.0,23
110937517073,2.0,0
110937617679,4.0,1
110937717170,8.0,10
110937717474,3.0,3
110937817479,1.0,11
110937917676,20.0,1
110937917678,30.71,0
110938010574,120.0,1
110938010873,3.0,7
110938017677,2.0,0
110938110972,61.67,0
110938217373,3.0,163
110938217870,4.0,0
110938317972,219.0,0
110938417072,122.0,7
110938417073,1.0,2
110938417171,1.0,0
110938610870,70.67,1
110938717072,1.0,0
110938817275,2.0,0
110938817470,2.5,0
110938817874,1.0,1
110939117472,123.0,0
110939217270,1.0,0
110939217372,1.0,0
110939410573,6.0,1
110939417373,1.0,1
110939710576,1.0,40
110939910575,107.0,2
110939917676,11.0,161
110940017071,1.0,1
110940071775,22.0,0
110940072873,21.5,26
110940074674,2.0,68
110940171370,1.0,2
110940172071,4.0,1
110940172575,1.0,11
110940217474,65.0,5
110940217672,2.0,58
110940271178,1.0,1
110940273571,5.0,82
110940273573,43.0,38
110940273879,1.0,79
110940279076,1.0,0
110940317379,59.0,1
110940317475,13.0,1
110940317678,1.0,0
110940371070,42.0,0
110940371177,36.0,3
110940371371,4.0,1
110940371675,21.0,26
110940372375,1.0,1
110940372675,4.0,22
110940410870,18.0,0
110940417171,11.0,0
110940472076,11.0,0
110940472876,211.0,9
110940517579,25.0,23
110940572175,1.0,45
110940574078,31.0,3
110940574177,58.0,6
110940579376,23.0,11
110940579572,77.0,0
110940671270,12.33,0
110940671372,20.5,29
110940671476,8.0,127
110940672078,3.0,2
110940710570,4.0,24
110940710579,66.0,2
110940717175,6.5,4
110940771474,23.0,4
110940771574,24.0,0
110940771777,25.0,11
110940771978,78.0,0
110940772875,12.0,0
110940774670,18.5,16
110940817078,32.0,1
110940817374,2.5,2
110940871771,17.0,3
110940871772,1.0,10
110940872271,11.5,1
110940872472,30.0,7
110940872975,111.0,0
110940910977,2.0,1
110940917879,2.0,68
110940971072,1.0,0
110940972277,132.0,47
110940972774,42.0,0
110941072271,10.0,0
110941072674,1.0,64
110941117679,3.0,24
110941117772,1.0,1
110941172072,12.0,0
110941172174,11.0,3
110941172571,24.33,3
110941172979,1.0,0
110941217876,2.0,0
110941217879,74.0,4
110941217970,1.0,7
110941317472,78.0,1
110941317878,1.0,2
110941372378,12.0,8
110941372670,7.0,0
110941417878,1.0,1
110941472379,6.0,1
110941517078,1.0,35
110941517674,1.0,0
110941571074,1.0,5
110941571478,3.0,37
110941672871,1.0,0
110941672872,46.0,9
110941717376,2.0,3
110941717473,13.0,2
110941772270,100.0,0
110941772375,27.0,1
110941772377,1.0,5
110941817871,17.0,7
110941872278,1.0,24
110941972474,22.0,1
110942017272,18.67,3
110942171772,48.0,21
110942172078,13.5,0
110942172172,3.0,0
110942172375,29.0,2
110942217070,28.5,3
110942271271,1.0,4
110942310579,1.0,1
110942310879,17.0,0
110942371075,4.5,52
110942372470,22.0,7
110942417572,40.0,0
110942417778,1.0,23
110942471476,7.0,4
110942472171,10.0,0
110942472273,3.5,1
110942472276,2.0,0
110942472577,30.0,0
110942472974,12.5,1
110942510977,9.0,54
110942517076,1.0,0
110942517474,43.0,33
110942517673,68.0,1
110942517674,1.0,13
110942572373,4.0,0
110942572871,1.5,0
110942610875,6.5,1
110942617777,16.0,2
110942672176,26.5,1
110942710577,1.0,7
110942710876,1.0,0
110942717070,8.0,34
110942717574,12.0,3
110942717776,2.0,0
110942717973,3.0,1
110942771278,45.0,74
110942771376,5.0,36
110942772977,32.0,3
110942810875,1.0,3
110942871175,1.0,3
110942871577,20.0,0
110942872073,5.0,5
110942872175,1.0,5
110942872474,2.0,0
110942874177,1.0,17
110942917274,61.0,3
110942971076,2.5,0
110942971674,50.0,26
110942971678,1.0,0
110942971770,9.0,15
110942972173,4.33,2
110942972574,14.0,16
110942972975,61.0,2
110943017174,44.0,13
110943071077,2.0,1
110943071379,8.0,4
110943110879,66.5,3
110943117077,20.0,0
110943117176,26.67,1
110943172272,41.0,9
110943172478,1.0,43
110943272670,6.0,6
110943272677,11.0,0
110943272772,48.0,11
110943272871,6.0,1
110943310875,6.0,0
110943371779,35.0,0
110943372174,59.0,0
110943410971,24.0,0
110943471179,1.0,0
110943471377,5.0,0
110943471771,55.0,4
110943471772,31.5,2
110943472476,15.0,1
110943571372,33.67,0
110943571477,27.6,0
110943572376,39.5,7
110943572576,9.0,0
110943572879,1.0,0
110943610870,10.5,0
110943617077,18.0,1
110943617175,23.0,53
110943617371,1.0,23
110943617772,1.0,84
110943617975,6.5,1
110943671679,44.0,14
110943710579,3.0,0
110943717671,35.0,0
110943772875,1.0,1
110943817476,78.0,12
110943872571,28.33,0
110943917273,27.0,38
110943917572,1.0,21
110943917970,52.0,0
110943972176,1.0,0
110943972778,104.0,23
110943974374,6.0,0
110943974376,11.0,0
110944010875,12.5,0
110944017771,7.25,0
110944071073,44.5,0
110944071078,72.0,1
110944071375,1.0,36
110944072373,1.0,0
110944072878,1.0,24
110944110575,1.5,1
110944372674,5.0,0
110944417873,12.0,0
110944417876,58.0,10
110944472174,1.0,0
110944472376,1.0,0
110944517676,19.0,0
110944517875,2.0,0
110944572278,1.0,0
110944672075,15.8,1
110944672172,22.5,0
110944672479,2.0,0
110944672678,1.0,1
110944710577,15.0,4
110944717979,1.0,1
110944772672,7.0,3
110944817474,15.0,0
110944817970,1.0,1
110944872070,39.0,2
110944872770,1.0,1
110944910572,62.0,28
110944917375,1.0,0
110944972975,38.0,0
110945017375,8.0,0
110945071372,3.0,12
110945072176,151.0,0
110945072874,4.0,0
110945072970,1.0,17
110945210871,1.0,0
110945217079,1.0,0
110945217178,4.67,1
110945217274,3.5,0
110945217579,22.0,1
110945217971,1.0,29
110945272276,43.0,0
110945274774,3.0,2
110945371373,102.0,1
110945372674,1.0,0
110945410870,2.0,0
110945471279,14.0,3
110945471377,1.0,7
110945474070,1.0,1
110945517072,9.0,3
110945517774,1.0,0
110945617474,22.0,80
110945617875,11.0,0
110945671970,1.0,63
110945672072,2.0,7
110945672272,5.0,0
110945672974,5.0,0
110945674071,84.0,29
110945674074,2.0,0
110945674272,53.0,0
110945710979,1.0,2
110945717174,1.0,28
110945717775,1.0,4
110945771378,1.0,9
110945771571,54.0,0
110945771976,3.0,0
110945772671,3.0,1
110945872376,43.0,0
110945874078,1.0,0
110945874674,11.0,7
110945917472,2.0,0
110945917672,12.5,0
110945917771,38.0,10
110945972170,2.0,2
110945972376,4.0,0
110946017178,2.0,55
110946017773,6.0,6
110946071673,25.0,0
110946071872,28.0,0
110946072374,2.0,12
110946074079,1.0,1
110946074377,1.0,2
110946110877,20.0,1
110946117778,14.0,35
110946171373,22.0,42
110946171977,31.33,7
110946179973,20.0,8
110946217074,1.0,29
110946217475,19.0,1
110946272471,6.0,3
110946272777,5.0,81
110946310977,7.0,1
110946317379,5.0,1
110946317571,1.0,8
110946317975,1.0,0
110946371175,23.0,2
110946371274,1.0,0
110946371970,46.0,7
110946372579,36.0,0
110946379477,2.0,1
110946379678,45.0,0
110946417076,49.0,0
110946417474,1.0,7
110946471378,46.0,6
110946471871,32.0,12
110946474377,8.6,1
110946517073,1.0,12
110946571671,2.0,30
110946571875,1.0,0
110946571974,3.0,60
110946572570,1.0,0
110946617171,1.0,18
110946671276,5.0,0
110946671777,5.0,0
110946672974,2.0,0
110946717274,1.0,0
110946717276,1.0,0
110946717477,3.5,0
110946717576,37.0,2
110946717876,4.0,40
110946771071,1.0,0
110946771273,4.0,2
110946771771,44.0,13
110946817371,6.0,2
110946871070,25.5,59
110946871276,6.0,0
110946874171,1.0,0
110946874278,4.0,76
110946874475,1.0,78
110946917076,39.0,6
110946917370,202.0,2
110946971071,13.5,59
110946971779,1.0,3
110946972374,16.5,0
110946972973,5.0,3
110947017674,8.0,0
110947017879,2.0,0
110947271773,1.0,10
110947317576,3.0,0
110947417771,1.0,2
110947472070,13.0,0
110947472779,62.0,0
110947510871,2.0,1
110947572370,12.0,5
110947617275,61.0,0
110947717770,96.0,0
110947772070,5.0,2
110947772770,1.0,4
110947817478,3.0,0
110947817879,5.0,1
110947972178,5.0,2
110947972179,5.0,4
110948017974,1.0,1
110948071674,7.0,0
110948072178,21.0,1
110948072976,2.0,0
110948117374,2.0,1
110948117472,2.0,18
110948117875,1.0,2
110948210574,34.0,0
110948210970,45.0,4
110948217274,1.0,12
110948272373,67.0,0
110948272573,14.0,4
110948272777,1.0,0
110948272879,1.0,1
110948317273,1.0,0
110948317674,4.33,0
110948417670,3.0,0
110948471378,15.5,0
110948472176,1.0,0
110948472273,44.0,4
110948472276,6.0,2
110948571078,1.0,0
110948572374,14.5,1
110948610978,13.5,1
110948617472,26.0,0
110948710874,3.0,5
110948717578,1.0,2
110948717776,182.0,1
110948772478,46.5,1
110948772871,5.0,1
110948772974,14.5,4
110948817074,92.0,0
110948817178,1.67,1
110948872874,1.0,1
110948910573,23.0,1
110948910576,24.0,1
110948917977,1.0,0
110948971178,11.5,0
110948972171,1.0,1
110949010577,4.5,33
110949017379,17.0,5
110949110971,1.5,0
110949117672,1.0,2
110949217178,4.0,0
110949217271,1.0,23
110949272471,1.0,0
110949310579,3.0,1
110949410877,8.0,3
110949417577,1.0,1
110949472271,6.0,8
110949472677,1.0,41
110949517874,3.0,1
110949571378,8.0,0
110949617178,2.0,3
110949617776,16.67,1
110949617777,1.0,5
110949672177,1.0,3
110949672178,4.0,5
110949772172,1.0,32
110949810978,1.0,0
110949817774,1.0,1
110949872878,1.0,3
110949917173,2.5,0
110949917478,1.0,7
110949972775,54.0,10
110970017078,1.0,0
110970017775,1.0,0
110970017872,4.6,2
110970310871,1.0,0
110970317876,1.0,1
110970417376,1.0,0
110970610576,27.5,1
110970910878,5.0,0
110972010573,1.0,0
110972017170,7.0,5
110972110871,3.25,16
110972110872,23.0,0
110972110877,1.0,1
110972117077,1.0,0
110972117079,4.0,3
110972217476,13.0,0
110972217675,8.0,0
110972233869,102.0,7
110972235268,104.0,2
110972317676,1.0,2
110972517074,1.0,3
110972610578,5.0,1
110972633863,3.0,0
110972717372,40.0,0
110972817679,1.0,1
110972817771,3.0,1
110972917070,1.0,11
110973017275,1.0,0
110973117479,50.0,0
110973210972,29.0,1
110973272277,26.0,3
110973272377,26.0,6
110973317571,1.5,0
110973417171,2.0,11
110973417573,8.0,15
110973517670,1.0,0
110973617075,31.0,9
110973710972,1.0,2
110973817279,1.0,0
110973872376,20.0,3
110973917873,2.0,1
110973972679,1.0,18
110975017470,1.0,0
110975210879,3.0,1
110975217077,2.0,0
110975517374,1.0,1
110975672079,4.0,3
110975672773,1.0,0
110975710873,1.5,0
110975717270,1.0,1
110975910871,1.0,14
110975910978,2.0,0
110975917270,5.0,0
110976017278,2.0,5
110976117170,1.0,4
110976210877,10.0,15
110976317071,1.0,0
110976417479,2.0,8
110976417670,1.0,0
110976517070,1.0,0
110976517773,8.0,0
110976710876,5.0,0
110976810976,9.0,0
110976817775,2.0,0
110978117673,1.0,0
110978471278,2.0,0
110978517677,1.0,0
110978717476,1.0,0
110978717676,1.0,0
110978817675,1.0,0
110978972072,6.0,1
110978972976,4.0,0
111100348751,1.0,0
111100348758,186.0,3
111100648758,1.0,78
111100848558,1.0,2
111100948751,1.0,120
111101119155,34.5,27
111101146253,211.0,1
111101148559,194.0,1
111101446651,10.33,0
111101946656,1.0,0
111101948557,3.0,2
111102346059,46.0,86
111102348353,187.0,1
111102348556,109.5,0
111102948354,2.5,2
111102948555,109.0,0
111103048351,1.0,6
111103146253,6.0,0
111103146254,1.0,3
111103146451,110.0,8
111103146852,1.0,1
111103348756,23.25,6
111103446054,62.5,121
111103548750,8.5,16
111103746857,1.0,0
111103748357,1.0,0
111103946453,1.0,86
111103948552,6.5,8
111104146853,103.0,0
111104248350,41.6,2
111104548558,14.0,2
111104548757,11.0,247
111104648751,4.0,0
111104848353,75.0,0
111105148757,1.0,2
111105548357,4.0,5
111106646851,18.0,18
111106848358,1.5,1
111107048356,2.0,215
111107246851,52.0,206
111107248758,69.0,19
111107348554,1.0,72
111107648752,83.0,51
111108146059,50.0,47
111108246855,264.0,0
111108248756,10.0,1
111108548555,210.0,1
111108846458,51.0,1
111108946053,1.0,4
111108946455,39.0,22
111109046456,54.0,1
111109148353,14.0,141
111109746254,74.0,105
111120016318,12.0,27
111120113696,18.0,0
111120146055,217.0,15
111120213096,7.0,3
111120216993,1.0,2
111120246050,2.0,62
111120313895,1.0,8
111120413099,51.0,11
111120513014,1.0,3
111120513597,1.0,12
111120513714,1.0,11
111120513717,3.0,0
111120613695,3.0,1
111120646450,186.0,131
111120713096,34.0,5
111120713815,1.0,2
111120716117,15.0,16
111120748353,116.0,0
111120816194,1.0,5
111120913413,1.0,11
111120913419,18.0,0
111120913596,25.0,0
111120913797,5.0,3
111120913895,23.0,0
111120916393,1.0,1
111121346856,6.0,0
111121546352,75.5,15
111121646154,115.0,0
111121746158,1.0,0
111121819859,151.0,102
111121946350,63.5,0
111122013912,1.0,6
111122048550,5.0,7
111122085098,1.0,1
111122116311,9.0,0
111122148358,242.0,0
111122185691,7.0,1
111122213091,9.0,2
111122213219,3.0,1
111122216991,61.0,0
111122246850,1.0,0
111122248557,122.5,3
111122313817,1.0,3
111122316191,2.0,7
111122316919,1.0,0
111122346455,82.0,15
111122348751,1.0,70
111122413115,1.0,11
111122413218,1.0,0
111122413219,3.33,2
111122413598,10.0,0
111122413618,1.0,3
111122513795,1.0,1
111122513999,1.0,0
111122516393,1.0,7
111122548556,2.0,4
111122585710,1.0,4
111122613697,5.0,3
111122616314,1.0,5
111122616991,7.0,0
111122646455,37.5,59
111122746453,98.0,4
111122813896,2.0,2
111122846258,151.0,66
111122913115,8.0,1
111122946657,3.5,0
111122948351,7.0,136
111124013296,1.0,8
111124013797,1.0,0
111124046457,1.0,55
111124146851,33.0,8
111124185296,1.5,3
111124213695,1.0,1
111124246257,198.0,2
111124248351,313.0,0
111124313517,2.5,1
111124316313,14.0,0
111124413091,12.5,0
111124413619,6.5,1
111124413719,1.0,1
111124413912,1.0,6
111124446854,69.0,10
111124546258,4.0,0
111124613591,34.0,3
111124713497,6.0,16
111124748557,67.5,11
111124813013,11.0,0
111124813516,1.0,11
111124813791,1.0,0
111124885697,31.0,1
111124913415,1.0,15
111124916312,9.67,0
111124916315,37.5,10
111124946453,224.0,1
111124946456,1.0,0
111125146450,38.0,257
111125248554,18.0,0
111125648359,11.0,2
111125748757,43.33,35
111125948556,134.0,2
111126046050,71.0,0
111126046650,1.0,27
111126048756,84.0,197
111126113291,2.0,1
111126113396,1.0,4
111126113397,3.0,0
111126113815,1.0,6
111126148554,53.5,17
111126213098,1.0,0
111126313816,4.0,0
111126316111,2.0,0
111126316393,3.0,1
111126346658,25.0,1
111126346950,6.0,6
111126413290,4.0,4
111126413518,1.0,0
111126513097,1.0,4
111126516395,5.0,0
111126613492,2.0,7
111126613990,1.0,8
111126616394,7.0,6
111126648753,3.0,0
111126746658,48.0,108
111126748556,324.0,0
111126813091,5.0,0
111126813697,3.0,1
111126848550,51.0,4
111126913816,2.0,0
111126946251,32.0,9
111127246054,32.8,82
111127348556,88.33,43
111127546455,3.0,0
111127646856,11.0,0
111127846057,168.0,0
111127848356,36.0,14
111127946054,93.0,0
111127946059,2.0,1
111127948752,192.0,2
111128048751,224.0,0
111128085217,2.5,1
111128113792,1.0,0
111128116917,45.0,4
111128216113,29.0,23
111128246253,31.0,1
111128248757,191.0,1
111128285093,1.0,0
111128285519,1.0,28
111128313496,3.0,0
111128346056,1.0,0
111128346259,171.5,2
111128413790,6.0,0
111128413792,45.0,0
111128413818,5.0,5
111128448356,91.0,0
111128448359,96.0,4
111128448556,35.0,1
111128485292,2.0,0
111128485614,10.5,0
111128485692,2.0,0
111128613212,4.0,1
111128613594,2.0,13
111128619454,256.0,76
111128685617,2.0,0
111128713091,28.0,31
111128716195,7.0,1
111128746454,48.0,3
111128813118,8.0,0
111128816395,1.0,1
111128913116,1.0,1
111128913119,3.33,2
111128913211,45.0,0
111128948552,135.0,0
111128985091,1.0,0
111129019256,86.33,0
111129046150,146.0,5
111129046153,15.0,2
111129116317,3.0,0
111129213112,2.0,2
111129213718,10.0,0
111129246257,111.5,12
111129246652,229.0,0
111129313410,2.0,0
111129348758,204.0,8
111129413412,1.0,0
111129416110,1.0,2
111129416311,2.0,0
111129516917,1.0,0
111129516992,1.0,3
111129517252,56.0,1
111129546452,5.0,28
111129646455,1.0,1
111129746056,12.0,47
111140013713,5.33,12
111140016199,2.0,90
111140113090,19.0,0
111140146251,1.0,1
111140146952,16.0,14
111140213015,25.0,0
111140213716,1.0,2
111140313018,120.0,1
111140346951,15.0,7
111140413218,67.0,11
111140446856,269.0,2
111140513019,66.0,0
111140513515,1.0,1
111140516190,35.5,16
111140548353,48.5,2
111140613091,29.0,3
111140613291,163.0,0
111140613511,87.5,0
111140616311,9.0,55
111140616317,106.0,0
111140616991,162.0,3
111140646456,36.67,13
111140646759,250.0,3
111140648555,24.5,0
111140713617,5.5,0
111140716917,7.0,0
111140816993,2.0,30
111140846456,26.0,1
111140846850,8.0,134
111140913790,4.0,1
111140948351,129.5,0
111140948556,2.0,1
111140948756,47.5,0
111141013011,1.0,30
111141013016,122.0,53
111141013497,1.0,0
111141016315,22.0,0
111141046053,1.0,1
111141046957,1.0,0
111141113716,53.0,21
111141116117,187.0,1
111141116313,11.0,4
111141116394,5.0,0
111141148351,18.5,0
111141148759,2.0,45
111141213411,28.0,1
111141213416,28.5,0
111141216310,9.5,50
111141246753,17.0,0
111141313211,68.0,4
111141313393,126.0,3
111141313597,2.0,0
111141313612,185.0,9
111141313998,1.0,1
111141316195,18.0,0
111141346451,200.0,14
111141385211,59.0,0
111141385694,91.0,6
111141413112,62.0,28
111141413815,33.0,2
111141413892,7.0,12
111141416315,73.0,44
111141446953,16.0,5
111141513413,2.33,89
111141513699,1.0,0
111141546056,24.0,1
111141548350,2.0,104
111141585293,1.0,70
111141585296,61.0,1
111141646055,96.0,64
111141713011,6.0,3
111141713217,1.0,0
111141746655,9.0,9
111141813099,152.0,2
111141813519,159.0,1
111141813913,25.0,1
111141816192,44.5,0
111141816398,23.0,0
111141913415,15.0,23
111141913794,125.0,1
111141916195,96.0,6
111141916311,1.0,23
111141946053,34.0,9
111141946353,25.0,0
111142013719,1.0,5
111142016996,2.5,0
111142116191,42.0,69
111142146059,34.25,3
111142213719,158.0,4
111142213796,25.0,5
111142248754,195.0,3
111142313596,1.0,0
111142313695,151.0,0
111142316395,180.0,1
111142346158,7.0,0
111142413090,37.0,98
111142413511,34.0,0
111142413611,16.5,10
111142513611,1.0,204
111142519656,11.0,4
111142613217,31.0,35
111142613793,30.0,2
111142615357,122.0,0
111142646357,205.0,42
111142648556,3.0,13
111142648759,59.0,1
111142713411,4.0,58
111142716198,18.0,1
111142813714,13.0,1
111142816110,6.0,10
111142916992,21.0,0
111142916996,17.0,1
111143013416,87.5,16
111143013496,49.0,12
111143013793,51.0,2
111143085692,63.0,38
111143113012,9.0,0
111143113111,143.0,7
111143113114,3.0,0
111143113510,2.0,3
111143113694,137.0,45
111143116399,24.0,3
111143116998,112.0,22
111143146555,1.0,1
111143185016,78.0,0
111143185217,2.0,0
111143213110,1.0,1
111143213214,35.5,1
111143213715,1.0,57
111143213894,28.0,1
111143213992,1.67,0
111143313198,8.5,3
111143313396,29.0,49
111143313717,4.0,0
111143346359,13.25,1
111143346856,35.12,0
111143413114,19.0,1
111143413499,1.0,1
111143413510,42.0,0
111143413894,31.0,26
111143419855,26.0,1
111143446054,151.0,1
111143446756,1.0,0
111143513516,1.0,1
111143513899,49.5,0
111143516119,34.0,0
111143585014,7.0,2
111143613013,1.0,0
111143613016,16.0,0
111143613397,2.0,0
111143613412,6.0,0
111143613692,2.0,0
111143613810,1.0,88
111143616312,1.0,0
111143616316,19.0,0
111143646250,2.5,2
111143713199,49.0,66
111143713393,14.0,56
111143713590,1.0,50
111143713693,34.0,0
111143716397,5.0,2
111143716998,22.0,3
111143746154,17.0,79
111143785210,10.0,0
111143785294,37.67,12
111143785611,32.0,1
111143785617,30.5,24
111143785619,21.5,4
111143785794,1.33,4
111143785912,9.0,1
111143785916,34.0,0
111143785990,45.0,4
111143813311,102.0,0
111143885515,1.0,6
111143885691,90.0,19
111143885796,5.0,0
111143913198,31.0,8
111143913296,25.33,21
111143913894,25.0,0
111143913992,10.0,4
111143919456,1.0,3
