userid,Type1_last3_day,Type2_last3_day,Type3_last3_day,Type4_last3_day,Type5_last3_day,Type6_last3_day,Type7_last3_day,Type8_last3_day,Type9_last3_day
110978210876,2,1,2,1,9,7,1,0,0
110978217472,1,0,0,0,2,2,0,0,0
110978317270,0,0,0,0,2,2,1,0,0
110978317475,1,0,0,0,3,2,1,0,0
110978471278,3,3,0,0,5,4,2,0,0
110978472578,4,1,0,0,3,2,0,0,0
110978517271,5,0,0,0,10,2,1,0,0
110978517473,1,0,0,0,1,3,1,0,0
110978517571,4,1,1,0,5,1,1,0,0
110978517578,2,0,0,1,1,0,0,0,0
110978517676,2,0,0,0,8,7,2,0,0
110978517677,0,0,0,0,0,0,1,0,0
110978517870,3,1,0,0,2,1,1,0,0
110978710579,0,0,0,0,0,0,1,0,0
110978710874,1,1,0,0,2,3,2,0,0
110978717476,1,0,0,0,4,3,1,0,0
110978717579,0,0,0,0,0,1,0,0,0
110978717673,1,0,3,1,7,0,1,0,0
110978717676,0,0,0,0,0,0,1,0,0
110978817371,2,0,0,0,4,2,1,0,0
110978817675,2,0,0,0,6,2,1,0,0
110978817676,2,0,0,0,4,2,1,0,0
110978817773,1,0,0,0,1,2,1,0,0
110978910574,2,0,0,0,4,2,1,0,0
110978972072,4,0,0,0,3,2,1,1,1
110978972976,0,2,0,0,6,8,5,0,0
111100046859,2,0,0,0,6,1,0,0,0
111100248353,3,0,0,0,5,2,1,0,0
111100248558,2,0,0,0,3,4,0,1,1
111100346451,4,0,0,0,0,0,0,0,0
111100348751,2,0,0,0,5,7,0,0,0
111100348758,4,0,0,0,7,1,0,0,0
111100448352,2,0,0,0,3,1,0,0,0
111100548352,4,0,0,0,4,4,0,0,0
111100548356,5,0,0,0,7,1,1,0,0
111100648551,3,0,0,0,1,0,0,0,0
111100648556,1,0,0,0,5,2,0,0,0
111100648758,7,0,0,0,2,1,0,0,0
111100748559,4,0,0,0,6,0,0,0,0
111100846452,3,0,0,0,2,2,0,0,0
111100846459,4,0,0,0,6,7,0,0,0
111100848558,2,0,0,0,3,1,1,0,0
111100948751,4,1,0,0,11,1,0,0,0
111100948759,3,0,0,0,1,1,1,0,0
111101048353,1,0,0,0,0,0,0,0,0
111101048751,2,0,0,0,3,0,0,0,0
111101114254,1,0,0,0,2,0,0,0,0
111101119150,0,0,0,0,0,0,0,0,1
111101119155,4,0,0,0,5,6,2,0,0
111101119352,0,0,0,0,4,1,0,1,1
111101119456,3,0,0,0,2,1,0,0,0
111101119552,2,0,0,0,5,2,0,0,0
111101119553,4,0,0,0,1,0,0,0,0
111101119657,4,0,0,0,16,4,0,0,0
111101119658,0,0,0,0,0,0,1,0,0
111101119659,3,0,0,0,0,0,0,0,0
111101119753,2,0,0,0,1,1,1,0,0
111101119850,3,0,0,0,0,0,0,0,0
111101119851,3,0,0,0,9,6,1,0,0
111101119852,3,2,0,0,4,4,1,0,0
111101119855,2,0,0,0,0,0,0,0,0
111101119859,1,0,0,0,2,1,1,0,0
111101119950,2,0,0,0,0,0,0,0,0
111101119952,2,0,0,0,3,1,0,0,0
111101119957,3,0,0,0,3,0,0,0,0
111101146150,1,0,0,0,6,3,0,0,0
111101146253,7,0,0,0,8,8,0,1,1
111101146555,0,0,0,0,5,0,0,0,0
111101146556,3,0,0,0,0,0,0,0,0
111101146652,3,0,0,0,2,0,0,0,0
111101146656,4,0,0,0,4,2,1,0,0
111101148559,7,0,0,0,10,5,0,0,0
111101148754,3,0,0,0,6,1,0,0,0
111101246450,2,0,0,0,3,0,0,0,0
111101246858,1,0,0,0,0,0,0,0,0
111101348753,2,0,0,0,3,3,0,2,2
111101446050,5,0,0,0,2,2,0,0,0
111101446052,7,0,0,0,8,3,0,0,0
111101446256,6,2,0,0,9,5,1,0,0
111101446257,3,0,0,0,2,0,0,0,0
111101446450,31,0,0,0,35,19,0,0,0
111101446550,0,0,0,0,2,1,1,0,0
111101446651,8,0,0,0,10,5,3,1,1
111101446656,7,0,0,0,8,1,0,0,0
111101446858,3,0,0,0,0,0,0,0,0
111101446950,5,1,0,0,2,1,0,0,0
111101546456,3,0,0,0,5,1,0,0,0
111101546850,4,2,0,0,0,0,0,0,0
111101546851,3,0,0,0,3,2,0,0,0
111101646857,0,0,0,0,1,1,1,0,0
111101746258,2,0,0,0,2,0,0,0,0
111101746457,0,0,0,0,0,0,1,0,0
111101746656,3,0,0,0,4,1,1,0,0
111101748554,2,0,0,0,5,2,1,0,0
111101748756,3,0,0,0,0,0,0,0,0
111101819853,1,0,0,0,2,4,0,0,0
111101846252,2,1,0,0,4,2,0,0,0
111101846453,3,0,0,0,2,0,0,0,0
111101846552,3,0,0,0,1,2,1,0,0
111101848352,7,0,0,0,4,4,1,0,0
111101946656,1,2,8,0,5,3,1,0,0
111101946951,1,0,0,0,4,0,0,0,0
111101948352,2,0,0,0,5,3,0,0,0
111101948357,2,0,0,0,5,0,0,0,0
111101948557,5,0,3,0,4,6,2,1,1
111102048353,3,0,0,1,1,0,0,0,0
111102148359,4,0,0,0,40,5,0,1,0
111102148558,5,2,8,3,1,0,0,0,0
111102246459,4,0,0,0,6,1,0,0,0
111102346054,0,0,0,0,1,0,0,0,0
111102346055,3,0,0,0,5,3,2,0,0
111102346059,3,0,0,0,3,2,1,0,0
111102348353,8,1,1,1,3,2,2,0,0
111102348556,3,0,0,0,7,2,1,0,0
111102448755,0,0,0,0,5,1,0,0,0
111102448759,1,0,0,0,1,2,0,1,0
111102548351,3,0,0,0,3,3,0,1,1
111102548557,1,0,0,0,3,1,0,0,0
111102548750,4,0,0,0,2,1,0,0,0
111102648357,3,0,0,0,2,0,0,0,0
111102748752,2,0,0,0,4,2,1,0,0
111102946852,1,0,0,0,0,0,0,0,0
111102948354,3,0,0,0,4,4,0,1,0
111102948555,4,0,0,0,4,3,0,0,0
111103046055,5,0,0,0,3,5,0,0,0
111103048351,2,0,0,0,1,1,1,0,0
111103146053,3,0,0,0,2,1,1,0,0
111103146054,7,0,0,0,15,5,0,0,0
111103146253,5,4,0,2,4,3,2,0,0
111103146254,8,0,0,0,13,8,0,1,0
111103146451,3,0,0,0,2,1,0,0,0
111103146852,0,0,0,0,0,0,1,0,0
111103346057,3,0,0,0,0,0,0,0,0
111103348357,4,0,0,0,0,0,0,0,0
111103348756,4,0,0,0,2,1,0,0,0
111103446054,5,0,0,0,7,3,1,0,0
111103448752,3,1,0,0,3,1,1,0,0
111103546654,4,0,0,0,3,3,1,0,0
111103546854,0,0,0,0,3,0,0,2,0
111103546953,3,0,0,0,3,0,0,0,0
111103548352,1,0,0,0,1,1,0,0,0
111103548551,4,0,0,0,3,2,0,0,0
111103548750,5,0,0,0,3,1,0,0,0
111103646450,1,0,0,0,0,0,0,0,0
111103646851,3,0,0,0,4,0,0,0,0
111103746652,3,0,0,0,3,5,0,0,0
111103746857,3,0,0,0,4,2,0,0,0
111103748357,2,0,0,0,4,3,2,0,0
111103748559,3,0,0,0,6,0,0,0,0
111103846056,3,0,1,0,2,2,0,0,0
111103846257,4,0,0,0,2,1,0,0,0
111103946453,3,0,0,0,1,1,0,0,0
111103946455,3,0,0,0,2,2,0,0,0
111103946854,1,0,0,0,1,1,0,0,0
111103948552,3,0,1,0,3,1,1,0,0
111103948556,3,0,0,0,2,1,1,0,0
111103948559,3,0,0,0,4,1,0,0,0
111103948757,2,0,0,0,6,1,0,0,0
111104046051,0,0,0,0,5,0,0,0,0
111104048757,3,0,0,0,3,2,0,0,0
111104146853,8,0,0,0,11,5,0,0,0
111104248350,4,0,2,0,6,9,3,1,1
111104346856,0,0,0,0,0,1,1,0,0
111104348354,4,2,0,0,6,1,0,0,0
111104448355,2,2,2,0,4,2,0,0,0
111104448555,4,0,0,0,12,10,0,0,0
111104546454,0,0,0,0,1,1,0,0,0
111104548557,1,0,0,0,2,0,0,0,0
111104548558,0,0,0,0,10,0,0,1,0
111104548757,6,0,0,0,6,3,1,0,0
111104646456,3,1,0,0,1,0,0,0,0
111104648353,4,0,0,0,0,0,0,0,0
111104648354,4,0,0,0,8,1,0,0,0
111104648751,0,0,0,0,7,1,0,0,0
111104748558,4,0,2,0,0,0,0,0,0
111104848353,5,0,0,0,10,3,0,0,0
111104948552,1,0,1,0,4,1,1,0,0
111105048752,4,0,0,0,9,4,1,0,0
111105146057,4,0,0,0,2,1,1,0,0
111105146856,1,0,0,0,0,0,0,0,0
111105148757,0,0,0,0,6,0,0,1,0
111105346852,5,3,1,0,1,0,0,0,0
111105348554,3,0,0,0,2,1,0,0,0
111105548357,7,0,0,0,2,2,0,0,0
111105646456,2,1,1,4,3,0,0,0,0
111105648351,1,0,0,0,2,1,0,0,0
111105846853,3,0,0,0,1,0,0,0,0
111105848354,3,0,0,0,3,1,0,1,1
111106046859,2,0,0,0,0,0,0,0,0
111106048750,1,1,2,0,4,5,3,0,0
111106148558,5,0,0,1,11,5,1,0,0
111106148759,5,0,0,0,3,3,0,0,0
111106246452,4,0,0,0,2,2,0,0,0
111106246853,1,0,0,0,7,3,0,0,0
111106248551,1,0,0,0,0,0,0,0,0
111106248555,3,0,0,0,2,1,0,0,0
111106346857,2,0,0,0,2,0,0,0,0
111106348554,3,0,0,0,0,0,0,0,0
111106446059,4,0,0,0,4,2,0,1,1
111106448753,3,0,0,0,4,0,0,0,0
111106546855,2,0,1,0,5,4,2,0,0
111106646850,6,0,0,0,1,1,0,1,1
111106646851,5,0,0,0,6,11,0,0,0
111106648353,3,0,0,0,3,3,0,0,0
111106848358,3,0,0,0,8,4,0,2,0
111106946850,4,0,0,0,1,0,0,0,0
111107046451,2,0,0,0,10,2,0,0,0
111107046452,4,0,0,0,2,1,0,0,0
111107046858,2,2,2,6,2,0,1,0,0
111107048356,8,0,0,0,2,2,0,1,0
111107048554,1,0,0,0,0,0,0,0,0
111107148758,3,0,0,0,1,1,0,0,0
111107246052,3,0,0,0,6,1,1,0,0
111107246851,4,0,0,0,5,10,1,0,0
111107248758,3,0,0,0,1,1,1,0,0
111107346857,1,0,0,0,0,0,0,0,0
111107348554,3,0,0,0,2,2,0,0,0
111107448353,4,0,0,0,3,1,0,0,0
111107546451,1,0,0,0,2,3,0,0,0
111107546457,3,0,0,0,2,1,0,0,0
111107646458,0,0,0,0,3,4,0,0,0
111107646851,3,0,0,0,5,2,0,0,0
111107648752,3,0,2,1,4,4,0,0,0
111107846457,3,0,0,0,1,1,0,0,0
111107946456,3,0,0,0,6,2,0,0,0
111108046051,1,0,0,0,0,0,0,0,0
111108046258,8,0,4,0,0,0,0,0,0
111108048551,3,0,0,0,1,0,0,0,0
111108146059,3,0,0,0,6,7,0,0,0
111108148353,3,0,0,0,1,0,0,0,0
111108246855,2,1,0,0,5,4,2,0,0
111108248756,6,0,0,0,11,6,0,0,0
111108346050,5,0,0,0,5,2,0,0,0
111108346851,7,0,0,0,13,7,0,0,0
111108348753,3,0,0,0,4,3,0,0,0
111108448752,1,1,0,0,4,1,0,0,0
111108546150,1,0,0,0,0,0,0,0,0
111108546156,2,1,0,0,2,1,1,0,0
111108546255,1,0,0,0,0,0,0,0,0
111108546256,2,0,0,0,1,1,0,0,0
111108546659,2,0,0,0,2,2,0,0,0
111108546852,3,0,0,0,6,2,0,0,0
111108546956,2,1,3,0,7,5,3,0,0
111108548555,8,1,0,0,5,7,2,2,1
111108648558,6,0,5,0,1,1,1,0,0
111108748352,8,0,0,0,8,3,0,0,0
111108846457,3,1,0,0,3,0,0,0,0
111108846458,5,0,0,0,10,4,1,2,1
111108946053,5,0,0,1,5,3,2,0,0
111108946054,5,0,0,0,6,22,0,0,0
111108946455,3,1,19,0,5,5,1,0,0
111109046051,5,0,0,0,6,4,1,0,0
111109046456,6,0,0,0,4,1,0,0,0
111109048358,1,0,0,0,9,0,0,0,0
111109048552,2,0,0,0,4,1,0,0,0
111109148353,4,0,0,0,3,3,2,0,0
111109148355,3,1,0,0,2,1,0,0,0
111109148557,1,0,0,0,1,3,0,0,0
111109246053,2,0,3,2,3,2,0,0,0
111109248556,4,0,0,0,4,1,0,0,0
111109346057,1,1,0,0,1,2,1,0,0
111109346850,7,0,0,0,1,1,0,0,0
111109546250,2,1,0,0,2,2,1,0,0
111109548351,3,0,0,0,5,2,0,0,0
111109548756,2,0,0,0,4,1,0,0,0
111109646859,0,0,0,0,5,6,0,2,0
111109648352,2,0,0,0,1,0,0,0,0
111109746250,1,0,0,0,1,0,0,0,0
111109746254,5,0,0,0,8,3,0,0,0
111109746259,4,0,0,0,11,0,0,0,0
111109746452,1,0,0,0,13,3,0,0,0
111109746456,3,0,1,0,2,0,0,0,0
111109746653,1,0,0,0,1,2,0,0,0
111109748753,3,0,1,0,3,3,0,0,0
111109846254,2,0,0,0,0,0,0,0,0
111109846256,3,0,0,0,0,0,0,0,0
111109846259,1,0,0,0,0,0,0,0,0
111109846854,2,0,0,0,0,0,0,0,1
111109848356,3,0,0,0,0,0,0,0,0
111109848756,3,0,0,0,5,4,0,0,0
111109948753,3,0,0,0,0,0,0,0,0
111120013091,0,0,0,0,0,0,1,0,0
111120013098,4,1,1,6,7,1,0,0,0
111120013111,4,0,0,0,7,6,1,0,0
111120013214,0,0,0,0,2,1,1,0,0
111120013819,2,0,0,0,1,1,1,3,2
111120013912,3,0,0,0,2,2,1,0,0
111120013916,5,0,0,0,0,0,0,0,0
111120016196,4,10,48,22,18,5,1,0,0
111120016318,3,0,0,0,1,1,1,0,0
111120016995,4,0,0,0,0,0,0,0,0
111120016997,2,1,0,0,5,7,1,0,0
111120085617,3,0,0,0,4,2,1,0,0
111120113110,4,0,0,0,5,6,0,0,0
111120113294,3,0,1,0,2,1,1,2,1
111120113413,3,0,0,0,15,4,1,0,0
111120113490,4,2,9,8,10,6,1,0,0
111120113696,5,0,0,0,11,5,1,3,3
111120113711,3,0,0,0,2,2,1,0,0
111120113812,1,0,0,0,1,1,1,0,0
111120116990,1,0,0,0,1,3,1,0,0
111120146054,2,0,0,0,6,2,0,0,0
111120146055,5,0,1,0,5,1,0,0,0
111120213090,4,0,16,1,10,9,0,0,0
111120213096,7,0,0,0,4,1,0,0,0
111120213216,4,0,1,3,0,0,0,0,0
111120213416,5,1,0,1,17,7,2,0,0
111120213792,1,1,0,0,4,3,1,0,0
111120216199,2,0,0,0,2,2,1,0,0
111120216993,4,0,0,0,4,3,1,1,1
111120246050,7,0,0,0,8,1,0,0,0
111120285610,1,2,0,0,3,2,1,0,0
111120285614,6,1,5,1,17,19,1,0,0
111120313112,2,0,0,0,7,3,1,0,0
111120313191,3,3,0,3,7,4,1,1,1
111120313192,2,0,0,0,6,2,1,0,0
111120313415,2,1,2,0,2,3,1,0,0
111120313494,0,0,0,0,0,0,1,0,0
111120313891,4,1,0,0,12,6,2,0,0
111120313895,3,0,0,0,5,2,1,0,0
111120313919,3,2,0,0,4,1,1,0,0
111120316990,3,0,0,0,3,2,0,0,0
111120316992,3,1,3,21,12,4,2,0,0
111120346253,3,0,0,0,4,1,0,0,0
111120346456,4,0,0,0,6,3,0,1,1
111120348550,1,0,0,0,3,1,0,0,0
111120348559,2,0,0,0,2,3,0,0,0
111120385693,3,0,11,0,7,3,0,0,0
111120413019,4,4,0,2,10,3,1,2,2
111120413091,3,0,0,0,6,3,0,0,0
111120413099,3,2,0,0,5,2,1,0,0
111120413216,2,0,0,0,4,2,1,0,0
111120413596,0,0,0,0,2,2,0,0,0
111120413693,2,0,0,0,2,2,0,0,0
111120413797,2,0,0,0,4,3,1,0,0
111120413817,0,0,0,0,0,0,1,0,0
111120413918,7,0,0,0,8,6,1,0,0
111120416191,3,0,0,0,2,3,2,0,0
111120416319,4,0,6,0,12,6,0,0,0
111120446055,5,0,0,0,3,5,0,0,0
111120446451,3,0,0,0,4,3,1,0,0
111120446458,5,0,0,0,5,1,0,0,0
111120448550,3,2,0,1,10,1,1,0,0
111120448757,2,0,0,0,2,2,1,0,0
111120448759,1,0,0,0,2,0,0,0,0
111120513014,3,0,2,0,4,2,1,1,1
111120513095,2,0,0,0,1,1,1,0,0
111120513112,1,0,0,0,1,2,1,0,0
111120513211,3,1,0,0,2,1,1,0,0
111120513214,1,0,0,0,1,1,1,0,0
111120513319,2,4,3,2,6,8,1,0,0
111120513597,5,0,1,0,4,1,0,0,0
111120513714,2,0,0,0,6,5,1,2,2
111120513717,5,0,0,1,9,6,2,0,0
111120516312,0,1,0,4,4,1,0,0,0
111120516398,2,1,0,0,2,2,1,0,0
111120546250,0,0,0,0,10,0,0,1,0
111120546452,4,0,0,0,2,0,0,0,0
111120613595,6,0,6,2,6,2,1,0,0
111120613596,3,0,0,0,2,0,0,0,0
111120613695,4,0,0,0,8,4,1,1,0
111120613812,1,1,4,0,1,2,1,0,0
111120613992,3,1,19,0,4,1,1,0,0
111120613996,1,0,0,0,4,2,1,0,0
111120613997,1,2,1,0,4,2,1,0,0
111120616110,3,1,2,0,3,2,1,0,0
111120616392,5,2,2,1,5,4,0,0,0
111120616399,3,0,0,0,4,3,2,0,0
111120616917,0,0,0,0,2,1,1,0,0
111120646450,4,0,1,0,2,0,1,0,0
111120646858,4,0,5,1,0,0,0,0,0
111120648557,1,0,0,0,1,1,0,0,0
111120713096,3,0,1,0,1,1,1,0,0
111120713291,5,2,10,1,10,4,1,0,0
111120713418,3,0,0,3,5,4,0,0,0
111120713695,3,1,0,0,5,1,0,0,0
111120713812,2,1,1,0,9,5,1,0,0
111120713815,7,0,2,3,5,5,2,1,1
111120713818,3,0,0,0,4,2,1,0,0
111120716117,3,0,0,0,5,1,0,0,0
111120746057,3,0,0,0,0,0,0,0,0
111120748353,2,0,0,0,7,4,1,0,0
111120748555,1,0,0,0,1,2,1,0,0
111120813011,2,0,0,0,3,2,1,0,0
111120813014,5,1,0,0,3,1,1,0,0
111120813090,3,0,0,4,5,1,1,0,0
111120813092,8,2,8,7,5,4,1,0,0
111120813193,3,0,0,0,5,4,1,0,0
111120813392,1,0,0,0,1,2,1,0,0
111120813595,6,0,0,0,8,3,0,0,0
111120813691,2,1,0,0,3,5,1,0,0
111120816194,5,0,6,1,9,4,2,1,1
111120846855,3,0,0,0,1,1,0,0,0
111120848554,2,0,0,0,3,3,0,0,0
111120848557,0,0,0,0,0,1,0,0,0
111120913413,4,0,0,0,4,1,1,0,0
111120913419,12,0,0,0,5,2,1,0,0
111120913490,4,4,3,5,6,4,1,0,0
111120913497,2,0,0,0,2,2,0,0,0
111120913499,0,0,0,0,2,1,0,0,0
111120913596,3,0,0,0,5,4,1,0,0
111120913610,3,2,1,0,16,5,1,0,0
111120913711,4,0,0,0,2,5,0,0,0
111120913797,4,0,2,0,5,1,1,0,0
111120913895,3,0,1,0,10,7,2,0,0
111120913997,1,0,0,0,2,2,0,0,0
111120916393,1,0,0,0,4,2,1,1,0
111120948359,1,0,0,0,2,0,0,0,0
111120948757,1,0,0,0,2,0,0,0,0
111121146051,4,0,0,0,2,5,0,1,1
111121146653,4,0,0,0,0,0,0,0,0
111121146656,4,0,0,0,1,0,0,0,0
111121146854,3,0,0,0,7,0,0,0,0
111121146858,0,0,0,0,7,4,0,0,0
111121146952,3,0,0,0,5,5,0,0,0
111121319150,2,0,0,0,4,2,0,0,0
111121346856,2,0,0,0,5,3,0,0,0
111121348353,2,3,0,0,7,4,3,3,2
111121348757,3,0,0,0,18,11,0,0,0
111121348758,3,0,0,0,1,1,0,0,0
111121446158,5,0,0,0,2,0,0,0,0
111121448552,4,0,0,0,7,2,0,0,0
111121448557,4,3,0,1,3,2,1,0,0
111121448751,3,0,0,0,3,0,0,0,0
111121546352,3,1,0,0,4,2,1,0,0
111121546355,3,0,0,0,4,3,0,0,0
111121546751,14,0,0,0,10,3,0,1,1
111121546956,3,0,0,0,3,1,0,1,1
111121546958,4,0,0,0,1,0,0,0,0
111121548758,10,0,0,0,17,13,0,1,1
111121646154,4,0,0,0,9,6,0,2,2
111121648559,8,0,0,0,6,4,0,1,0
111121719751,4,1,0,1,1,0,0,0,0
111121719758,1,4,0,9,2,0,0,0,0
111121746059,4,0,0,0,3,2,1,0,0
111121746158,2,0,0,5,3,0,3,0,0
111121746258,4,0,0,0,4,6,0,0,0
111121746455,3,0,0,0,3,0,0,0,0
111121746758,3,0,0,0,0,0,0,0,0
111121746852,12,0,0,0,8,2,0,1,1
111121746853,4,0,0,0,2,0,0,0,0
111121746957,6,0,0,0,5,3,0,1,1
111121748358,4,0,0,0,0,0,0,0,0
111121819253,7,0,0,0,7,4,0,1,1
111121819256,7,0,0,0,4,3,0,1,1
111121819457,0,0,0,0,4,0,0,1,0
111121819859,5,0,0,0,5,2,1,0,0
111121846752,5,0,0,0,11,0,0,0,0
111121846754,6,0,0,0,0,0,0,0,0
111121848558,4,0,0,0,8,7,0,0,0
111121848754,2,0,0,0,1,0,0,0,0
111121919055,7,0,0,0,5,3,0,0,0
111121919454,5,0,0,0,5,1,0,0,0
111121946350,18,2,39,1,16,10,5,0,0
111121946353,4,0,0,0,0,0,0,0,0
111121946753,2,0,0,0,4,1,0,0,0
111121948359,3,0,0,0,0,0,0,0,0
111122013012,6,1,0,0,4,2,0,0,0
111122013091,4,0,0,0,12,1,0,0,0
111122013193,3,1,0,0,2,2,1,0,0
111122013691,3,0,0,0,7,3,0,0,0
111122013810,2,0,9,1,4,1,0,0,0
111122013912,3,0,9,6,3,2,1,0,0
111122016317,0,0,0,0,3,3,4,0,0
111122016993,2,1,0,0,3,3,3,0,0
111122048550,3,0,0,0,6,6,0,0,0
111122048754,5,2,0,1,1,0,0,0,0
111122085098,13,2,2,1,20,7,1,1,1
111122116311,8,0,2,0,11,9,4,0,0
111122116919,2,0,0,0,2,1,0,0,0
111122148358,6,0,0,0,2,2,1,0,0
111122148759,0,0,0,0,1,1,0,0,0
111122185691,5,0,0,0,6,1,3,5,5
111122185696,3,0,0,0,0,0,0,0,0
111122213091,10,3,2,5,4,1,2,1,1
111122213217,1,0,0,0,6,1,1,0,0
111122213219,6,0,0,0,3,2,2,0,0
111122213410,4,0,0,0,6,4,1,0,0
111122213515,5,4,5,0,6,1,0,0,0
111122216117,1,0,0,0,2,2,1,0,0
111122216191,6,0,0,0,10,3,1,0,0
111122216911,3,0,0,0,3,2,0,0,0
111122216991,3,5,0,1,6,6,2,0,0
111122246850,1,0,0,11,13,3,5,0,0
111122248557,4,0,0,0,3,1,1,0,0
111122313493,8,2,2,0,8,3,1,4,4
111122313512,2,0,0,0,5,3,1,0,0
111122313517,4,5,5,4,10,4,1,0,0
111122313592,3,0,1,5,3,2,1,0,0
111122313799,3,0,1,9,11,0,1,0,0
111122313817,3,0,0,0,2,1,0,0,0
111122316191,5,0,4,0,2,1,1,0,0
111122316395,1,0,0,0,3,3,0,0,0
111122316919,2,0,0,0,9,4,2,0,0
111122316994,1,0,0,0,1,2,1,1,0
111122346455,3,0,0,0,5,1,1,0,0
111122348557,1,0,0,0,1,0,0,0,0
111122348751,4,1,5,2,3,2,1,0,0
111122413011,1,1,0,4,1,0,0,0,0
111122413112,2,0,0,0,4,3,1,0,0
111122413115,10,6,2,6,9,8,1,1,1
111122413194,2,0,0,0,3,2,0,0,0
111122413218,1,0,0,3,2,0,1,0,0
111122413219,3,0,0,0,4,2,2,1,1
111122413412,4,1,0,0,7,3,1,0,0
111122413596,2,5,0,10,7,2,1,4,4
111122413598,9,0,1,0,6,6,1,0,0
111122413599,1,0,0,0,7,3,1,0,0
111122413618,4,0,0,0,2,2,1,0,0
111122413697,1,0,0,0,3,2,0,0,0
111122413795,1,0,0,0,2,2,0,0,0
111122413811,1,1,0,0,3,3,1,0,0
111122413915,3,0,0,0,1,1,1,0,0
111122413918,1,0,0,0,1,1,1,0,0
111122416119,4,0,0,0,0,0,0,0,0
111122446650,0,0,0,0,4,0,0,0,0
111122446855,3,0,0,0,2,0,0,0,0
111122448350,3,0,0,0,2,0,0,0,0
111122513116,2,0,1,0,2,3,1,0,0
111122513214,1,0,1,1,3,2,1,0,0
111122513298,1,0,0,0,2,3,2,0,0
111122513299,1,1,4,0,1,2,0,0,0
111122513591,3,0,0,0,0,0,0,0,0
111122513715,1,0,0,0,3,1,0,0,0
111122513794,5,2,2,0,3,0,0,0,0
111122513795,2,0,1,0,12,7,2,0,0
111122513999,1,0,0,0,3,3,2,0,0
111122516113,3,0,0,0,1,2,0,0,0
111122516114,2,0,0,0,2,2,1,0,0
111122516316,4,2,0,2,5,2,1,0,0
111122516393,7,1,4,1,3,1,1,0,0
111122546451,5,0,0,0,6,6,0,4,4
111122548358,3,0,1,1,6,2,0,0,1
111122548556,5,0,0,0,10,2,0,1,1
111122585710,5,1,8,6,9,6,1,0,0
111122585717,2,3,3,0,11,3,2,0,0
111122613498,24,1,3,0,28,7,0,0,0
111122613697,5,6,7,2,21,2,1,2,1
111122616195,3,0,4,0,3,2,1,0,0
111122616314,6,0,3,0,8,4,2,1,1
111122616991,2,1,2,0,6,2,2,0,0
111122646057,6,0,0,0,3,1,0,1,1
111122646455,3,1,1,4,1,1,1,0,0
111122646656,3,0,0,0,1,1,0,0,0
111122685218,2,1,0,0,5,2,1,0,0
111122713212,1,0,0,0,1,2,0,0,0
111122713392,1,0,0,0,3,2,1,1,0
111122713417,2,6,5,0,14,1,0,0,0
111122713999,7,0,0,0,8,4,1,0,0
111122746453,3,0,0,0,1,1,0,0,0
111122813113,1,0,0,0,1,3,1,0,0
111122813395,1,0,0,0,2,1,1,0,0
111122813495,3,1,1,1,1,1,0,0,0
111122813790,1,0,0,0,1,1,0,0,0
111122813896,12,2,5,4,15,5,2,1,1
111122813897,3,0,0,0,4,2,1,0,0
111122813919,1,0,0,0,6,2,1,0,0
111122813990,7,0,0,4,8,6,0,0,0
111122813996,3,2,12,2,5,4,1,0,0
111122846258,3,0,0,0,3,3,0,0,0
111122846855,0,0,0,0,2,0,0,0,0
111122848357,4,0,0,0,0,0,0,0,0
111122848750,3,0,0,0,4,1,1,0,0
111122913115,1,3,7,0,7,5,2,2,2
111122913417,1,0,0,0,5,2,0,0,0
111122913995,1,0,0,0,1,2,1,0,0
111122916914,2,1,0,0,6,2,1,0,0
111122946052,4,0,0,0,2,0,0,0,0
111122946657,0,0,0,0,26,18,0,1,0
111122948351,3,0,0,0,4,4,0,0,0
111122948752,4,0,0,0,6,0,1,0,0
111122985618,4,1,2,0,5,1,1,0,0
111124013018,3,0,0,0,0,0,0,0,0
111124013193,3,0,0,0,0,0,0,0,0
111124013296,3,0,1,0,3,2,0,0,0
111124013797,0,0,0,0,0,0,1,0,0
111124013912,4,0,0,0,9,1,1,1,0
111124016914,0,0,0,0,0,0,3,0,0
111124046253,0,0,0,0,4,0,0,0,0
111124046457,3,0,0,0,2,1,0,0,0
111124046850,4,0,0,0,5,1,1,0,0
111124048351,3,0,3,0,0,0,0,0,0
111124085419,6,0,0,0,4,1,1,0,0
111124085793,2,0,0,0,7,8,0,0,0
111124085799,3,0,0,0,0,0,0,0,0
111124085991,7,0,1,0,0,0,0,0,0
111124113016,3,0,0,0,7,2,0,0,0
111124113094,1,1,2,0,8,3,0,0,0
111124113513,2,0,0,4,1,0,1,0,0
111124113694,1,0,0,0,3,1,1,2,0
111124113913,1,0,0,0,1,0,0,0,0
111124116119,5,7,2,0,27,25,1,0,0
111124146059,1,0,0,0,1,0,0,0,0
111124146851,3,0,0,0,6,2,0,0,0
111124146856,1,0,0,0,2,1,0,0,0
111124148359,0,0,0,0,3,3,0,0,0
111124148753,4,0,0,0,6,5,0,0,0
111124148758,2,0,0,0,1,1,0,0,0
111124185296,3,0,0,0,7,1,1,0,0
111124213095,4,0,0,0,4,5,1,0,0
111124213391,4,1,0,0,9,5,1,0,0
111124213394,1,0,0,0,1,1,1,0,0
111124213695,2,1,1,0,4,2,2,0,0
111124213719,7,0,0,0,8,13,1,0,0
111124213996,5,0,0,0,0,0,0,0,0
