userid,actionType1,actionType2,actionType3,actionType4,actionType5,actionType6,actionType7,actionType8,actionType9
110776633062,8,0,0,0,11,1,0,0,0
110776633768,24,0,18,2,3,0,0,0,0
110776633862,21,0,0,0,1,4,0,2,2
110776735164,16,0,0,0,13,12,0,2,2
110776735266,12,0,0,0,12,5,0,2,2
110776833861,6,0,1,0,7,5,2,1,1
110776833865,6,0,0,0,9,2,0,0,0
110776835369,18,0,3,0,13,8,4,3,3
110776835461,9,0,19,10,14,0,3,1,0
110776835866,7,0,0,0,26,21,0,0,0
110776835962,23,0,0,2,9,2,1,7,4
110776935265,18,0,0,0,8,2,0,1,0
110776935362,0,0,0,0,0,0,1,0,2
110776935367,49,0,0,0,68,41,0,0,0
110776935460,7,0,0,0,13,6,3,1,1
110776935568,28,5,15,5,31,12,2,3,1
110776935860,36,2,1,2,25,23,1,3,3
110776935864,36,0,0,0,30,6,0,4,1
110776935967,17,1,2,3,15,7,0,7,6
110777033869,1,0,0,0,1,1,0,0,0
110777035263,38,6,1,0,13,10,0,1,0
110777035462,3,0,0,0,5,1,0,0,0
110777133068,16,1,0,0,23,10,1,0,0
110777233063,12,0,0,0,14,1,0,0,0
110777233865,4,0,0,0,8,1,0,0,0
110777333764,60,0,3,0,32,13,1,7,3
110777335967,2,0,0,0,8,3,0,0,0
110777433061,34,2,2,0,47,7,6,5,4
110777433765,4,0,4,0,5,1,0,0,0
110777733062,14,0,0,0,14,8,0,6,0
110777733761,2,0,0,0,9,8,0,0,0
110777833867,2,1,0,0,5,0,0,0,0
110777935169,38,0,0,0,35,7,1,0,0
110777935260,51,0,0,0,51,24,0,4,3
110777935961,7,4,21,8,9,2,0,0,0
110778033062,4,0,0,0,6,2,0,0,0
110778033068,412,594,86,773,329,128,10,5,2
110778035264,1,0,0,0,1,2,0,0,0
110778035464,10,5,0,0,5,0,0,0,0
110778133868,30,0,3,4,13,5,3,3,3
110778135262,18,0,0,0,11,0,0,0,0
110778135265,5,0,0,0,12,9,0,0,0
110778135960,6,0,0,0,13,14,0,0,0
110778233067,5,0,0,0,17,3,1,1,1
110778233069,15,0,0,0,9,11,1,3,0
110778233761,15,1,1,3,17,10,1,2,1
110778233869,5,0,0,0,5,1,0,0,0
110778335265,22,3,3,0,26,20,1,0,0
110778335966,1,0,0,0,2,0,0,0,0
110778433861,9,0,0,0,10,8,0,1,0
110778435164,23,2,9,2,12,6,2,2,0
110778435263,5,0,0,0,7,2,0,0,0
110778435469,3,0,0,0,19,3,0,2,1
110778533766,2,0,0,0,0,0,0,0,0
110778533863,2,0,0,0,0,0,0,0,0
110778535267,2,0,0,0,1,0,0,0,0
110778633061,13,0,0,0,12,6,0,0,0
110778633065,8,0,0,0,5,1,0,1,1
110778633765,37,0,0,0,24,5,0,6,0
110778633866,5,0,0,0,6,2,0,0,0
110778635162,21,1,0,0,20,11,0,3,3
110778635269,0,0,0,0,7,6,0,0,0
110778635461,38,9,2,8,29,5,0,0,0
110778733062,2,0,0,0,0,0,0,0,0
110778733765,139,5,58,1,13,5,0,6,2
110778735262,0,0,0,0,1,1,0,0,0
110778735467,23,0,0,0,30,3,1,0,0
110778735965,5,0,1,0,5,4,1,1,1
110778833060,14,1,2,1,12,4,4,3,2
110778833063,3,0,0,0,4,0,0,0,0
110778833068,7,0,0,0,9,11,0,1,1
110778835167,11,0,0,0,11,15,0,4,1
110778835260,8,0,4,0,8,5,4,1,1
110778835462,1,0,0,0,3,2,0,1,0
110778933861,10,0,0,0,7,2,0,1,0
110778935966,9,6,0,0,14,3,2,1,0
110779035469,36,11,1,14,38,10,0,2,2
110779133767,2,0,0,0,0,0,0,0,0
110779233068,22,4,0,13,18,22,0,1,1
110779235162,0,0,0,0,1,0,0,0,0
110779235260,2,7,5,7,3,0,0,0,0
110779235262,2,0,0,0,3,0,0,0,0
110779235467,67,73,5,59,113,71,0,2,2
110779333861,6,0,0,0,8,4,0,1,0
110779335268,2,1,0,9,4,0,2,0,0
110779335462,15,1,0,0,8,2,0,4,4
110779433768,32,0,0,0,3,1,0,0,0
110779435464,4,0,0,0,15,1,0,1,0
110779533067,35,6,3,1,18,10,2,9,7
110779535269,34,0,0,0,15,12,0,0,0
110779535963,0,0,0,0,1,1,0,0,0
110779633860,11,0,0,0,15,6,0,3,3
110779733861,1,0,0,0,2,1,0,0,0
110779735166,5,0,0,0,11,9,0,0,0
110779735261,3,0,0,0,0,0,0,0,0
110779735263,7,0,0,0,0,0,0,0,0
110779735267,4,0,0,0,15,1,0,1,0
110779835461,3,0,0,0,0,0,0,0,0
110810210870,0,0,0,0,2,4,0,0,0
110810217277,1,0,0,0,6,1,0,0,0
110810310875,6,0,0,0,13,10,1,0,0
110810310976,10,1,15,3,6,3,1,2,2
110810317079,1,0,0,0,1,1,1,0,0
110810410877,0,0,0,0,2,0,0,0,0
110810710873,1,0,0,0,1,1,0,0,0
110810710875,2,0,0,0,4,3,0,0,0
110810710974,43,0,9,1,16,7,2,3,2
110810717373,9,2,3,2,4,1,0,0,0
110810817379,7,0,0,0,3,2,0,1,1
110810910578,24,0,0,0,7,2,0,0,0
110810917078,8,0,0,0,9,1,1,1,0
110810917376,6,0,0,0,4,3,0,1,1
110811010875,1,0,0,0,3,2,0,0,0
110811017474,4,5,0,0,12,4,0,0,0
110811017479,1,0,0,0,5,1,0,0,0
110811017773,1,0,13,0,9,8,3,0,0
110811210574,9,0,0,0,6,2,0,0,0
110811217073,3,0,0,0,4,1,0,0,0
110811217276,12,0,0,0,23,4,0,1,0
110811217475,11,0,0,0,6,0,1,0,0
110811217670,8,0,0,0,13,2,0,1,1
110811217671,15,0,0,0,19,4,2,0,0
110811217674,3,0,0,0,4,0,0,0,0
110811217679,55,0,1,1,37,10,2,1,1
110811310570,2,0,0,0,8,0,0,0,0
110811310573,6,0,0,0,2,2,0,1,1
110811317074,33,0,0,0,38,15,1,0,2
110811317078,12,0,0,0,19,7,1,0,2
110811317471,1,0,0,0,1,2,0,0,0
110811417075,2,0,0,0,2,4,0,0,0
110811417379,19,0,4,1,16,8,1,4,4
110811517271,5,0,0,0,5,1,0,0,0
110811610971,10,1,0,0,7,1,1,0,0
110811617277,7,0,0,0,8,6,0,0,0
110811710878,19,0,0,0,6,2,0,0,0
110811717470,11,0,1,0,16,2,0,0,0
110811810873,60,0,0,0,57,66,1,11,9
110811810978,8,0,0,0,17,7,0,0,0
110811910975,0,0,0,0,4,0,0,0,0
110812010973,10,0,0,0,12,9,0,1,0
110812017372,175,0,0,0,310,192,0,9,4
110812117371,2,0,0,0,0,0,0,0,0
110812117373,1,0,0,0,2,2,0,0,0
110812210870,3,0,0,0,1,0,0,0,0
110812210879,1,0,0,0,0,0,0,0,0
110812210974,3,0,0,0,1,0,0,0,0
110812217279,0,0,0,0,5,1,0,1,0
110812310871,11,0,0,0,14,2,0,0,0
110812310876,9,3,6,4,13,4,1,0,0
110812317071,58,12,14,1,93,38,3,1,1
110812417379,7,0,0,0,11,5,0,0,0
110812710970,5,0,0,0,4,2,0,1,0
110812710973,7,0,0,0,8,4,0,0,0
110812717278,8,0,0,0,18,2,1,0,0
110812717279,19,0,23,0,12,2,2,0,1
110812817379,1,0,0,0,3,2,0,0,0
110812917071,4,1,0,0,4,2,2,2,1
110812917074,11,0,1,0,6,0,0,0,0
110813010576,1,0,0,0,2,2,0,0,0
110813110871,1,0,0,0,0,1,1,0,0
110813210876,10,0,0,0,23,6,2,0,0
110813217072,0,0,0,0,0,0,1,0,0
110813310575,5,0,0,0,10,1,1,0,0
110813317073,368,20,19,61,200,93,14,6,15
110813317077,2,0,0,0,2,1,0,0,0
110813517372,6,6,0,0,11,7,1,0,0
110813617272,28,14,3,23,17,3,1,1,1
110813817378,7,0,0,0,7,1,1,0,0
110813910972,6,0,0,0,3,3,0,1,1
110814110975,14,0,0,0,11,5,0,2,0
110814117172,23,0,0,0,31,6,0,1,1
110814117278,7,0,0,0,5,5,0,0,0
110814117679,0,0,0,0,2,1,0,0,0
110814117775,14,0,0,0,8,1,0,0,0
110814117776,15,0,0,0,8,1,0,1,1
110814117779,5,0,0,0,4,10,1,0,0
110814210871,2,0,0,0,11,2,0,0,0
110814310972,19,0,0,0,8,0,0,0,0
110814317374,1,0,0,0,3,3,0,0,0
110814410972,9,0,0,0,12,12,0,0,0
110814410979,1,0,0,0,2,1,0,0,0
110814417277,3,4,2,0,13,1,0,0,0
110814510871,38,2,4,0,12,4,0,0,0
110814517376,10,0,0,0,0,0,0,0,0
110814610570,13,2,0,0,17,6,1,6,1
110814610572,1,0,0,0,1,1,0,0,0
110814710575,1,0,0,0,1,3,1,0,0
110814710973,15,0,2,0,0,0,0,0,0
110814710975,20,3,0,2,20,5,1,1,0
110814810973,4,0,0,0,7,5,0,0,0
110814910878,1,0,0,0,0,0,0,0,0
110814910975,5,3,30,1,6,3,1,0,0
110814910976,9,0,0,0,10,10,0,1,0
110814917372,0,0,0,0,5,3,0,0,0
110814917377,5,0,0,0,5,2,0,0,0
110815017375,3,0,0,0,9,10,0,0,0
110815110575,16,4,8,11,31,11,2,5,1
110815110578,11,0,0,0,27,8,0,0,0
110815210873,3,0,6,0,6,2,1,0,0
110815510573,10,7,0,2,21,3,0,0,0
110815610874,5,0,0,2,5,5,0,1,0
110815810572,3,0,0,0,7,5,0,0,0
110815817374,15,1,1,2,11,3,0,0,0
110816010870,26,0,0,0,28,13,3,1,2
110816210870,1,0,0,0,1,3,0,0,0
110816310570,3,0,0,0,2,1,1,0,0
110816317373,1,0,0,0,0,0,0,0,0
110816517074,6,0,0,0,6,4,0,0,0
110816517279,4,0,0,0,9,5,0,0,0
110816617372,1,0,0,0,1,1,0,0,0
110816810572,41,0,0,0,14,14,0,6,0
110816817075,1,0,0,0,1,0,0,0,0
110816910973,8,0,0,0,8,1,0,0,0
110817217671,10,0,0,0,10,2,0,0,0
110817310579,7,0,0,0,9,0,0,0,0
110817310873,9,1,0,0,15,0,0,0,0
110817317075,6,0,0,0,2,0,0,0,0
110817317377,1,0,0,0,5,3,0,0,0
110817317476,28,16,7,18,40,10,4,0,0
110817510572,1,0,0,0,1,0,0,0,0
110817517376,33,0,0,0,23,14,0,2,2
110817517672,22,0,0,0,19,9,0,2,0
110817517677,2,0,0,0,3,2,0,0,0
110817517678,1,0,0,0,1,0,0,0,0
110817610876,24,1,0,0,7,2,0,1,1
110817617373,6,0,0,0,6,3,1,0,0
110817717674,9,0,0,0,9,2,0,1,1
110817717771,34,0,0,0,28,14,0,3,0
110817817674,2,0,0,0,10,0,0,0,0
110817910873,2,0,0,0,1,0,0,0,0
110817910971,11,0,0,0,4,0,0,0,0
110817917074,26,0,0,0,38,29,1,5,1
110818010579,10,6,0,0,8,4,2,0,0
110818010974,3,0,0,0,0,0,0,0,0
110818017376,1,0,0,0,0,0,0,0,0
110818110871,7,3,2,0,11,6,2,0,0
110818210577,4,0,0,0,4,3,0,1,0
110818310977,11,9,0,9,17,9,6,0,0
110818310978,4,0,0,0,0,0,0,0,0
110818510576,2,0,0,0,2,2,0,0,0
110818510871,4,0,0,0,15,0,0,0,0
110818510878,6,0,0,0,13,2,0,1,0
110818610979,5,0,0,0,6,0,0,0,0
110818617070,7,0,0,0,3,0,0,0,0
110818617371,1,0,0,0,0,0,0,0,0
110818617676,6,3,3,0,20,11,3,1,1
110818710876,13,1,0,0,8,0,0,0,0
110818717279,11,0,0,0,14,3,0,0,0
110819017073,4,0,0,0,24,3,2,0,0
110819017273,15,0,0,0,24,11,0,3,0
110819017471,14,0,0,0,1,1,0,0,0
110819117479,5,1,0,0,4,6,1,0,0
110819210573,8,0,0,0,9,2,0,0,0
110819217076,6,0,0,0,11,4,0,0,0
110819217673,14,0,0,0,1,1,0,1,1
110819217678,12,0,0,0,2,1,0,1,1
110819217679,7,0,0,0,7,1,0,1,1
110819310872,2,0,0,0,0,0,0,0,0
110819317474,21,0,0,0,32,20,0,1,1
110819417074,25,6,16,29,13,15,1,3,3
110819417173,2,0,0,0,2,0,0,0,0
110819417272,56,3,0,1,29,24,0,10,4
110819417477,6,0,1,0,13,4,2,1,1
110819417974,1,0,0,0,0,0,0,0,0
110819417977,6,0,0,0,1,1,0,0,0
110819471676,12,0,0,0,16,3,0,1,0
110819471677,1,0,0,0,1,3,0,0,0
110819472070,4,0,0,0,3,1,0,0,0
110819472072,30,0,1,2,29,2,1,0,0
110819472172,4,0,0,0,5,1,0,0,0
110819472178,14,0,0,0,2,1,0,0,0
110819472273,7,0,0,0,0,0,0,0,0
110819472278,17,0,0,0,13,5,0,0,0
110819472371,15,0,0,0,19,4,1,0,0
110819472772,63,0,0,0,95,47,0,14,12
110819472773,2,0,0,0,4,2,0,0,0
110819472873,12,5,0,0,8,3,0,0,0
110819472976,18,0,0,0,6,2,0,0,1
110819510975,10,0,0,0,5,1,0,1,1
110819510977,1,0,0,0,1,1,0,1,0
110819517075,1,0,0,0,0,0,0,0,0
110819517279,2,0,0,0,6,5,1,0,0
110819517375,14,0,0,0,4,3,0,1,1
110819517377,5,0,0,0,1,0,0,0,0
110819517378,8,0,0,0,5,2,0,1,1
110819517472,1,0,0,0,14,1,0,0,0
110819517579,4,0,0,0,8,0,0,0,0
110819572770,1,0,0,0,0,0,0,0,0
110819610879,1,0,0,0,5,0,0,1,0
110819617079,8,0,0,0,5,0,0,0,0
110819710579,13,0,0,0,10,7,0,1,1
110819810576,1,0,0,0,3,0,0,0,0
110819810578,3,0,5,0,5,2,1,0,0
110819810870,12,0,4,1,4,6,1,2,0
110819810971,2,0,0,0,2,3,0,0,0
110819817371,1,0,0,0,2,0,0,0,0
110819910876,5,0,0,0,11,8,0,0,0
110819917071,1,0,0,0,1,0,0,0,0
110831017377,31,0,9,3,27,21,0,0,0
110831210977,25,2,1,0,28,23,1,9,2
110831217375,1,0,0,0,2,2,1,0,0
110831310575,1,0,0,0,2,0,0,0,0
110831410970,9,1,0,0,19,8,0,0,0
110831410979,1,1,0,0,3,2,0,0,0
110831510573,8,0,0,0,5,6,0,1,0
110831510579,6,0,0,0,8,6,0,0,0
110831610871,36,0,0,0,18,10,2,5,5
110832210878,10,0,0,0,5,2,0,1,1
110832317075,3,0,0,0,18,10,0,0,0
110832317372,28,0,0,0,3,2,0,1,0
110832510973,2,0,0,0,0,0,0,0,0
110832617273,16,0,0,0,31,16,1,1,2
110832710978,0,0,0,0,14,6,0,0,0
110832810878,18,0,0,0,34,26,0,1,1
110832817378,11,0,0,0,8,3,0,1,1
110834210576,6,10,4,4,12,3,0,0,0
110834210578,12,0,0,0,28,5,0,4,1
110834217273,4,0,0,0,1,3,0,0,0
110834317674,35,2,0,0,35,23,6,5,5
110834417672,16,2,8,4,27,16,1,1,1
110834510573,5,0,0,0,21,15,0,0,0
110834617272,49,2,16,4,35,17,7,14,4
110834810576,0,0,0,0,0,0,1,0,0
110834810877,28,2,5,0,48,19,4,5,3
110834917076,17,0,0,0,31,7,0,6,5
110834917279,7,0,0,0,16,4,0,2,2
110835010974,0,0,0,0,5,0,0,1,0
110835017477,5,0,0,0,15,15,1,5,5
110835017478,1,0,0,0,1,2,0,0,0
110835117078,176,0,0,0,286,261,0,2,2
110835117372,1,0,0,0,3,3,0,0,0
110835117473,38,0,0,0,22,7,0,0,0
110835217071,1,0,0,0,10,4,1,0,0
110835217270,4,0,0,0,10,0,0,0,0
110835310871,17,0,0,0,8,3,0,0,0
110835410573,6,0,0,0,6,0,0,0,0
110835417374,15,2,0,0,19,6,1,0,0
110835417770,11,6,3,0,10,5,1,0,0
110835510872,2,0,0,0,4,2,0,0,0
110835617176,11,0,0,0,0,0,0,0,0
110835617177,10,0,0,0,0,0,0,0,0
110835617279,13,3,0,0,19,5,0,0,0
110835617473,35,0,0,0,39,18,0,2,0
110835617671,4,0,0,0,3,0,0,0,0
110835617675,2,0,0,0,1,1,0,1,1
110835617678,6,0,0,0,1,1,0,1,1
110835617976,18,0,0,0,25,2,0,0,0
110835672374,4,0,1,0,8,3,0,1,1
110835710872,1,0,0,0,1,1,0,0,0
110835717278,49,1,0,0,41,12,1,7,4
110835810978,2,0,0,0,3,0,0,0,0
110835817176,25,0,0,0,27,33,0,0,0
110835817373,7,0,0,0,28,1,0,1,0
110836010574,26,0,0,0,27,9,0,1,1
110836110975,16,1,1,0,3,1,2,0,2
110836210576,2,0,0,0,0,0,0,0,0
110836217270,0,0,0,0,17,0,0,0,0
110836310574,15,0,0,0,4,2,0,1,1
110836310577,15,1,0,0,22,7,1,4,1
110836317676,1,0,0,0,1,2,0,2,0
110836610979,13,0,0,0,17,8,0,6,2
110836717077,7,0,0,0,76,17,0,4,0
110836817273,3,0,0,0,19,16,0,0,0
110836910870,4,0,0,0,8,1,0,0,0
110836910877,3,0,0,0,6,5,0,0,0
110837010876,7,0,0,0,21,10,0,0,0
110837017378,3,0,0,0,6,2,0,0,0
110837110573,19,3,0,0,6,9,1,0,0
110837110576,0,0,0,0,8,3,0,0,0
110837110871,21,0,1,0,11,3,0,3,0
110837110872,14,0,0,0,17,3,2,6,2
110837110876,1,0,0,0,1,0,0,0,0
110837110976,8,0,0,0,1,1,0,1,1
110837117378,6,0,0,0,16,5,0,3,0
110837210570,19,0,0,0,10,2,0,0,0
110837310571,1,0,0,0,1,3,0,0,0
110837317076,12,0,0,0,6,4,0,0,0
110837410977,5,0,0,0,6,7,2,0,0
110837510872,3,0,0,0,4,0,0,0,0
110837517370,4,0,0,0,17,9,0,2,2
110837610575,2,0,0,0,1,0,0,0,0
110837810977,1,0,0,0,3,1,0,0,0
110837910879,12,12,3,0,14,10,5,0,0
110837917072,8,0,0,0,11,2,0,3,0
110838017474,1,0,0,0,3,3,0,0,0
110838217176,14,0,0,0,27,18,0,3,0
110838217470,9,0,0,0,4,1,1,1,1
110838217572,25,0,0,0,31,13,0,0,0
110838217677,5,2,0,0,14,3,1,0,0
110838217874,71,6,1,11,108,48,3,0,1
110838217971,12,0,0,2,18,9,4,2,2
110838272076,0,0,0,0,7,0,0,0,0
110838310877,21,0,3,6,20,9,0,0,0
110838317179,12,0,0,0,16,6,0,0,0
110838317374,33,0,0,0,59,21,0,0,0
110838317477,16,0,0,0,51,30,0,3,0
110838317575,12,1,0,0,9,1,1,0,0
110838410573,1,0,0,0,2,1,0,0,0
110838410874,2,0,0,0,3,2,0,0,0
110838417373,11,0,0,0,1,0,0,0,0
110838471371,28,4,2,1,5,1,0,0,0
110838471476,6,0,0,0,5,2,0,1,1
110838471479,22,0,0,0,19,5,0,0,0
110838472170,14,0,0,0,22,9,0,0,0
110838472275,35,7,0,6,42,17,1,1,0
110838472376,9,0,0,0,6,0,0,0,0
110838472570,14,0,0,0,13,2,0,0,0
110838472879,0,0,0,0,3,1,1,0,0
110838510574,29,0,0,0,14,5,1,0,0
110838510870,16,0,0,0,15,4,1,0,0
110838510871,2,0,1,0,0,0,0,0,0
110838510873,31,0,0,0,110,68,0,0,0
110838510874,13,0,0,0,17,7,0,1,1
110838517077,8,4,3,1,7,1,0,7,7
110838517377,3,0,0,0,6,3,0,0,0
110838717074,35,0,4,10,77,28,3,2,1
110838717476,1,0,0,0,1,0,0,0,1
110838817378,8,0,0,0,37,14,0,12,7
110838910870,9,0,0,0,11,6,0,0,0
110838910872,3,0,0,0,0,0,0,0,0
110838910876,2,0,0,0,4,1,0,0,0
110838910879,38,1,3,0,42,12,0,1,1
110838917072,3,0,0,0,2,1,0,2,1
110838917279,9,0,0,0,0,0,0,0,0
110838917475,2,1,0,0,9,9,0,0,0
110838917476,3,0,0,0,1,0,0,0,0
110838917678,73,0,0,0,60,25,0,1,1
110838917775,0,0,0,0,0,0,0,0,1
110838931270,2,0,0,0,0,0,0,0,0
110838931870,9,0,0,0,15,8,0,0,0
110838932079,5,0,0,0,5,6,1,0,0
110838932473,6,0,0,0,6,4,1,0,0
110838934776,23,0,0,0,35,9,0,0,0
110838934972,3,0,0,0,6,3,0,1,1
110838970671,8,0,0,0,17,8,0,0,0
110838970978,14,0,0,0,19,15,0,0,0
110838971173,20,0,0,0,39,13,0,1,0
110838971571,5,0,0,0,4,0,0,0,0
110838971674,9,1,0,0,6,4,1,0,0
110838972070,34,0,0,2,36,25,0,0,0
110838972079,1,0,0,0,2,1,1,0,0
110838972770,44,0,0,0,40,21,0,1,1
110838972772,18,1,0,0,43,11,2,0,0
110838972778,1,0,0,0,4,0,0,0,0
110838972873,14,0,0,0,26,8,1,3,3
110838973176,1,0,0,0,8,5,1,0,0
110838973777,15,0,0,0,12,5,0,0,0
110838973878,10,0,0,0,15,4,1,0,0
110838974174,5,0,0,0,10,0,1,0,0
110838974178,6,0,0,0,4,1,0,1,1
110838974276,5,0,0,0,11,6,0,0,0
110838974577,0,0,0,0,0,0,1,0,0
110838974870,34,0,0,0,32,29,0,1,0
110838974879,1,2,0,1,4,4,0,0,0
110838975079,27,0,0,0,29,17,0,0,0
110838975173,6,1,0,0,9,0,0,0,0
110838975177,46,0,0,0,44,9,1,0,0
110838975775,27,1,1,4,19,2,1,1,0
110838975778,2,0,0,0,9,2,0,0,0
110838975872,14,0,0,0,13,11,0,0,0
110838975876,26,0,6,0,43,17,2,6,0
110838975974,3,0,0,0,9,5,0,0,0
110838976076,35,0,0,0,79,11,0,0,0
110838976179,1,0,0,0,0,0,0,0,0
110838976275,20,0,0,0,6,0,0,0,1
110838976971,45,0,0,0,41,19,1,0,0
110838979177,23,0,0,0,8,3,0,2,2
110838979773,1,0,0,0,0,0,0,0,0
110838979776,2,0,0,0,2,1,0,0,0
110838979875,1,0,0,0,0,0,0,0,0
110838979877,7,0,0,0,17,2,0,1,0
110839010876,4,0,0,0,2,0,0,0,0
110839110870,13,0,0,0,7,3,0,0,0
110839110971,4,0,0,0,24,3,0,0,0
110839117379,1,0,0,0,1,1,0,0,0
110839210877,1,0,0,0,26,10,6,0,0
110839217079,18,0,0,0,20,21,0,7,6
110839310575,18,0,4,0,17,6,1,1,1
110839310576,10,0,0,0,10,2,0,1,0
110839510978,11,0,0,0,10,4,0,3,0
110839517378,4,0,0,0,2,0,0,0,0
110839610973,6,2,3,0,21,5,4,1,1
110839617378,4,0,0,0,3,1,1,0,0
110839710571,4,0,0,0,8,4,0,0,0
110839717071,0,1,0,0,0,1,1,0,0
110839810578,2,0,0,0,1,0,0,0,0
110839810879,13,0,0,0,33,9,0,0,0
110839910576,14,2,1,0,22,24,0,0,0
110839910873,45,3,3,2,50,19,0,0,0
110840010979,0,0,0,0,1,1,0,0,0
110840017071,15,0,0,0,17,8,0,1,1
110840017473,8,6,10,9,13,2,0,0,0
110840017671,4,0,0,0,11,1,0,0,0
110840017677,6,1,0,9,8,3,2,1,1
110840017871,4,0,0,0,2,1,0,0,0
110840110571,0,2,2,0,6,2,1,0,0
110840110574,32,0,0,0,43,23,0,0,0
110840110976,6,0,0,0,11,4,0,0,0
110840117171,13,0,0,0,20,16,0,1,1
110840117177,72,0,0,0,49,39,0,5,5
110840117571,12,0,0,0,23,8,0,0,0
110840117877,4,0,0,0,9,13,0,0,0
110840117974,1,0,0,0,1,1,0,0,0
110840172174,0,0,0,0,2,1,0,0,0
110840172772,13,2,1,3,15,13,1,0,0
110840172874,2,0,0,0,8,1,0,0,0
110840172875,3,0,0,0,6,6,0,0,0
110840172971,21,0,0,0,19,6,0,1,1
110840217076,10,0,0,0,6,4,1,0,0
110840217273,14,0,0,0,23,7,0,5,0
110840217375,18,0,0,0,24,7,1,1,1
110840217475,34,17,3,4,29,17,6,7,6
110840217672,45,0,0,0,67,55,0,11,0
110840317871,0,0,0,0,9,0,0,0,0
110840317875,0,0,0,0,0,0,1,0,0
110840317877,5,4,2,0,1,2,0,0,0
110840371372,0,0,0,0,2,3,0,0,0
110840371476,8,0,0,0,9,3,0,0,0
110840371677,6,0,0,0,0,0,0,0,0
110840371775,0,0,0,0,0,0,0,0,1
110840371872,66,1,1,0,88,26,0,3,3
110840371978,1,0,0,0,0,0,0,0,0
110840372072,2,0,0,0,0,0,0,0,0
110840372073,1,0,0,0,0,0,0,0,0
110840372075,2,0,0,0,0,0,0,0,0
110840372078,0,0,0,0,0,0,0,0,1
110840372177,2,0,0,0,2,0,0,0,0
110840372178,3,0,0,0,0,0,0,0,0
110840372470,13,0,0,0,21,12,0,0,0
110840372473,6,0,0,0,0,0,0,0,0
110840372476,8,0,0,0,4,0,0,0,0
110840372675,6,0,0,0,3,2,0,0,0
110840372774,4,0,0,0,0,0,0,0,0
110840372871,24,0,1,1,10,5,0,0,0
110840372976,2,0,0,0,2,1,0,0,0
110840374379,6,0,0,0,8,4,0,1,1
110840374476,1,0,0,0,0,0,0,0,0
110840374676,4,0,1,0,9,13,2,0,1
110840374678,1,2,0,0,1,0,0,0,0
110840374872,4,0,0,0,3,5,1,0,0
110840379170,1,0,0,0,0,0,0,0,0
110840379279,44,1,0,0,63,46,0,0,0
110840379775,11,4,1,0,52,13,0,1,0
110840410575,2,0,0,0,2,2,0,0,0
110840410874,3,0,0,0,0,0,0,0,0
110840410973,47,0,0,0,59,17,0,0,0
110840417178,2,0,0,0,2,6,0,0,0
110840417273,83,0,0,0,6,1,0,5,5
110840417371,6,6,1,9,4,1,1,0,0
110840417672,16,0,0,0,8,2,0,2,1
110840417677,40,0,0,0,37,9,0,4,2
110840510570,2,0,0,0,5,2,0,0,0
110840517279,1,0,23,0,7,4,2,0,0
110840517378,0,0,0,0,3,0,0,0,0
110840617776,10,0,0,0,13,6,0,1,1
110840717279,16,4,1,0,17,9,2,8,3
110840717374,7,17,3,0,26,7,1,0,0
110840717470,7,0,0,0,2,1,0,0,0
110840817078,10,0,0,0,12,4,0,2,0
110840817276,3,1,0,0,10,3,0,0,0
110840817374,3,1,0,0,4,0,0,0,0
110840817478,1,0,0,0,1,1,0,0,0
110840817871,14,0,0,0,13,8,0,1,0
110840817875,8,0,0,0,33,16,0,1,0
110840817972,6,0,0,0,7,1,0,0,0
110840817978,8,0,0,0,3,1,0,1,1
110840817979,1,0,0,0,1,1,0,0,0
110840910572,22,0,0,0,5,1,0,0,0
110840917677,0,0,0,0,0,1,1,0,0
110840917777,6,1,0,0,10,3,0,0,0
110841010578,5,0,0,0,2,1,0,0,0
110841017077,13,2,0,0,9,2,1,0,0
110841017470,13,0,0,0,14,2,0,1,1
110841110976,2,0,0,0,6,4,1,0,0
110841110979,22,0,1,0,17,12,1,2,1
110841117173,9,0,0,0,9,3,1,1,1
110841117376,2,0,0,0,3,3,0,0,0
110841217075,2,1,0,0,8,6,1,3,0
110841310578,7,4,3,3,6,4,2,1,1
110841310579,17,16,3,0,13,11,3,0,0
110841310976,16,38,4,21,27,4,1,1,1
110841317371,0,0,0,0,0,0,1,0,1
110841317374,19,6,6,0,18,10,2,0,0
110841317473,4,0,0,0,5,0,0,0,0
110841417370,9,0,0,0,24,18,0,2,0
110841417374,18,19,7,0,20,7,1,0,0
110841417472,8,0,0,0,9,4,0,0,0
110841417670,40,0,0,0,51,11,0,8,7
110841510871,7,0,0,0,9,0,0,0,0
110841510873,1,0,0,0,0,0,0,0,0
110841517071,7,0,0,0,9,3,0,1,0
110841517472,7,0,0,0,47,28,0,0,0
110841517770,16,0,0,0,12,3,0,1,1
110841617074,9,0,0,0,8,3,0,1,0
110841617173,8,0,0,0,27,9,0,2,0
110841617273,4,0,0,0,7,0,0,0,0
110841617478,1,0,0,0,2,1,0,0,0
110841617677,4,0,0,0,8,0,0,0,0
110841710873,14,0,0,0,11,4,0,2,2
110841817171,11,0,0,0,4,2,0,0,0
110841817174,1,1,0,0,2,2,0,0,0
110841817379,10,0,0,0,22,3,0,0,0
110841817479,8,0,1,0,2,0,0,0,0
110841910578,11,0,0,0,10,8,0,0,0
110841910972,1,0,0,0,0,0,0,0,0
110841917471,5,0,1,0,5,3,2,0,0
