userid,orderid,orderTime,orderType,city,country,continent
110169035061,1011202,2017-01-20 20:29:02,0,台北,中国台湾,亚洲
110169035061,1011204,2017-01-20 20:38:55,0,台北,中国台湾,亚洲
110169035461,1011205,2016-11-07 22:17:39,0,新加坡,新加坡,亚洲
110169035868,1011208,2016-11-08 06:00:16,0,京都,日本,亚洲
110169035868,1011209,2016-11-11 15:37:26,0,大阪,日本,亚洲
110169133867,1011217,2016-11-19 04:47:00,0,首尔,韩国,亚洲
110169233060,1011226,2016-12-07 04:32:17,0,曼谷,泰国,亚洲
110169233060,1011224,2017-02-21 20:45:37,0,东京,日本,亚洲
110169235560,1011235,2017-04-29 19:40:05,1,莫斯科,俄罗斯,欧洲
110169235868,1011241,2017-02-02 20:51:06,1,吉隆坡,马来西亚,亚洲
110169235868,1011242,2017-02-25 00:15:18,1,曼谷,泰国,亚洲
110169235868,1011243,2017-01-10 23:14:55,1,墨尔本,澳大利亚,大洋洲
110169235868,1011240,2017-05-26 03:46:57,1,曼谷,泰国,亚洲
110169235868,1011239,2017-03-22 02:27:09,1,东京,日本,亚洲
110169433063,1011252,2017-01-19 21:58:21,0,花莲,中国台湾,亚洲
110169433063,1011253,2016-12-23 01:31:42,0,台北,中国台湾,亚洲
110169433063,1011251,2017-02-04 18:53:25,0,台北,中国台湾,亚洲
110169433869,1011259,2016-11-12 10:33:43,1,温哥华,加拿大,北美洲
110169435268,1011267,2016-12-13 05:36:34,0,黄金海岸,澳大利亚,大洋洲
110169435268,1011265,2016-12-02 06:12:00,0,墨尔本,澳大利亚,大洋洲
110169435268,1011266,2016-11-30 08:02:27,0,悉尼,澳大利亚,大洋洲
110169435268,1011262,2016-12-09 20:21:56,0,黄金海岸,澳大利亚,大洋洲
110169435268,1011263,2016-12-09 04:08:51,0,悉尼,澳大利亚,大洋洲
110169435661,1011269,2016-12-17 12:31:31,0,大阪,日本,亚洲
110169435661,1011270,2016-11-13 03:04:01,1,奈良,日本,亚洲
110169435661,1011271,2016-12-11 23:24:20,1,大阪,日本,亚洲
110169435869,1011275,2016-11-15 03:03:21,0,新加坡,新加坡,亚洲
110169535466,1011281,2016-11-22 08:15:18,0,伦敦,英国,欧洲
110169535466,1011283,2016-11-25 09:06:35,0,巴塞罗那,西班牙,欧洲
110169535466,1011284,2016-11-22 17:12:11,0,伦敦,英国,欧洲
110169535561,1011287,2016-11-12 05:59:21,0,东京,日本,亚洲
110169535565,1011288,2016-11-28 19:15:25,0,新加坡,新加坡,亚洲
110169633064,1011295,2016-11-09 16:59:22,0,首尔,韩国,亚洲
110169633069,1011298,2017-06-17 19:29:05,1,台北,中国台湾,亚洲
110169633761,1011300,2017-05-09 09:10:16,0,香港,中国香港,亚洲
110169635266,1011303,2016-11-09 19:19:13,0,伦敦,英国,欧洲
110169635266,1011304,2017-03-01 05:05:27,0,大阪,日本,亚洲
110169635266,1011307,2017-03-01 05:11:18,0,东京,日本,亚洲
110169733067,1011311,2017-07-01 06:12:43,0,纽约,美国,北美洲
110169733860,1011317,2016-11-15 10:00:55,0,巴厘岛,印度尼西亚,亚洲
110169733860,1011319,2016-11-23 02:42:29,0,巴厘岛,印度尼西亚,亚洲
110169735369,1011327,2017-03-06 18:42:44,0,东京,日本,亚洲
110169835660,1011344,2016-11-12 23:23:47,0,墨尔本,澳大利亚,大洋洲
110169835660,1011343,2016-11-12 04:38:28,0,墨尔本,澳大利亚,大洋洲
110169935366,1011358,2016-11-17 02:39:57,0,夏威夷欧胡岛（檀香山）,美国,北美洲
110169935366,1011359,2017-03-08 06:36:00,0,东京,日本,亚洲
110169935366,1011361,2017-03-08 07:12:30,1,大阪,日本,亚洲
110169935366,1011362,2017-03-08 07:27:14,1,大阪,日本,亚洲
110169935366,1011363,2017-03-08 07:46:43,1,京都,日本,亚洲
110169935366,1011364,2016-11-15 04:10:52,1,夏威夷欧胡岛（檀香山）,美国,北美洲
110169935461,1011379,2016-11-15 00:00:26,0,马德里,西班牙,欧洲
110169935461,1011373,2016-11-22 04:15:02,0,巴塞罗那,西班牙,欧洲
110169935461,1011377,2016-11-14 22:59:31,0,巴塞罗那,西班牙,欧洲
110169935461,1011367,2016-11-17 00:43:23,0,塞维利亚,西班牙,欧洲
110169935461,1011376,2017-04-15 15:49:34,0,纽约,美国,北美洲
110169935461,1011375,2017-04-15 15:42:25,0,纽约,美国,北美洲
110169935461,1011378,2017-03-09 23:14:40,0,爱丁堡,英国,欧洲
110169935461,1011372,2017-03-09 23:12:49,0,爱丁堡,英国,欧洲
110169935461,1011365,2017-03-16 18:18:51,0,伦敦,英国,欧洲
110169935461,1011366,2017-03-16 18:16:02,0,伦敦,英国,欧洲
110169935461,1011369,2017-04-15 15:52:39,0,纽约,美国,北美洲
110171018260,1011383,2017-08-01 06:03:24,0,大阪,日本,亚洲
110171035462,1011390,2017-07-25 21:17:46,0,奥克兰,新西兰,大洋洲
110171135167,1011395,2017-08-09 16:25:01,0,凯恩斯,澳大利亚,大洋洲
110171135167,1011393,2017-08-09 16:27:16,0,凯恩斯,澳大利亚,大洋洲
110171235166,1011404,2017-08-21 23:50:39,0,大阪,日本,亚洲
110171635066,1011423,2017-07-28 05:08:45,0,北海道--札幌,日本,亚洲
110171635066,1011422,2017-07-28 06:50:43,0,北海道--札幌,日本,亚洲
110171635066,1011424,2017-08-01 23:26:15,0,北海道--札幌,日本,亚洲
110171635066,1011418,2017-07-28 06:48:00,1,星野度假村,日本,亚洲
110171635066,1011421,2017-07-28 05:15:42,0,北海道--札幌,日本,亚洲
110171635068,1011425,2017-08-31 22:11:24,0,大阪,日本,亚洲
110171635068,1011426,2017-08-06 16:54:13,0,普吉岛,泰国,亚洲
110171635765,1011431,2017-07-29 22:40:01,1,曼谷,泰国,亚洲
110171835161,1011439,2017-08-08 03:58:06,0,新加坡,新加坡,亚洲
110171835161,1011440,2017-07-29 21:45:07,0,新加坡,新加坡,亚洲
110171835360,1011442,2017-07-30 01:59:52,0,东京,日本,亚洲
110171935164,1011448,2017-08-01 18:46:09,0,大阪,日本,亚洲
110171935261,1011450,2017-08-10 22:10:20,0,东京,日本,亚洲
110173035060,1011454,2017-07-17 02:36:21,0,冲绳--那霸,日本,亚洲
110173118268,1011459,2017-07-22 08:33:35,0,香港,中国香港,亚洲
110173133867,1011462,2017-07-21 09:13:41,0,巴黎,法国,欧洲
110173135365,1011467,2017-07-24 01:55:30,0,清迈,泰国,亚洲
110173135365,1011468,2017-07-21 21:51:41,0,清迈,泰国,亚洲
110173218467,1011471,2017-07-22 06:15:25,0,基督城,新西兰,大洋洲
110173235969,1011483,2017-07-16 20:36:30,0,香港,中国香港,亚洲
110173318960,1011486,2017-07-15 07:04:57,0,洛杉矶,美国,北美洲
110173435263,1011494,2017-07-24 07:46:37,0,巴黎,法国,欧洲
110173535767,1011501,2017-08-05 02:36:45,0,东京,日本,亚洲
110173633068,1011503,2017-07-17 18:20:14,0,悉尼,澳大利亚,大洋洲
110173733762,1011508,2017-08-28 15:27:19,0,东京,日本,亚洲
110173735067,1011515,2017-07-24 06:12:13,0,大阪,日本,亚洲
110173735169,1011517,2017-07-23 21:19:58,0,新加坡,新加坡,亚洲
110173735467,1011519,2017-07-23 20:38:14,0,巴黎,法国,欧洲
110173735467,1011520,2017-07-29 10:51:11,0,巴塞罗那,西班牙,欧洲
110173735467,1011522,2017-07-29 10:47:34,0,巴黎,法国,欧洲
110174033066,1011532,2017-08-05 00:35:02,0,香港,中国香港,亚洲
110174033066,1011533,2017-08-05 00:30:42,0,香港,中国香港,亚洲
110174033066,1011534,2017-08-07 10:35:03,0,香港,中国香港,亚洲
110174035262,1011537,2017-08-16 23:47:18,0,槟城,马来西亚,亚洲
110174133069,1011549,2017-08-11 15:48:56,1,墨尔本,澳大利亚,大洋洲
110174133865,1011553,2017-09-07 00:08:59,0,首尔,韩国,亚洲
110174133865,1011552,2017-09-07 00:19:10,0,首尔,韩国,亚洲
110174135160,1011554,2017-08-12 02:58:21,0,香港,中国香港,亚洲
110174235963,1011561,2017-08-13 00:02:28,0,首尔,韩国,亚洲
110174333760,1011564,2017-09-02 03:23:50,0,胡志明市,越南,亚洲
110174335467,1011567,2017-09-05 18:02:15,0,温哥华,加拿大,北美洲
110174335467,1011568,2017-09-05 18:00:27,0,温哥华,加拿大,北美洲
110174335467,1011570,2017-09-05 18:32:51,0,温哥华,加拿大,北美洲
110174335469,1011572,2017-08-05 05:44:53,0,东京,日本,亚洲
110174335665,1011574,2017-08-04 21:57:27,0,东京,日本,亚洲
110174433068,1011580,2017-08-09 17:49:14,0,东京,日本,亚洲
110174535366,1011592,2017-08-07 23:24:51,0,东京,日本,亚洲
110174535366,1011590,2017-08-07 23:26:53,0,东京,日本,亚洲
110174833861,1011606,2017-08-08 10:52:04,0,巴黎,法国,欧洲
110174833864,1011608,2017-09-11 06:16:32,0,东京,日本,亚洲
110174833864,1011609,2017-09-11 03:27:41,0,东京,日本,亚洲
110174935768,1011617,2017-08-12 18:50:11,0,东京,日本,亚洲
110177035265,1011620,2017-08-14 19:11:01,0,普吉岛,泰国,亚洲
110177135061,1011628,2017-08-21 04:46:20,0,新加坡,新加坡,亚洲
110177135061,1011627,2017-08-21 04:49:10,0,新加坡,新加坡,亚洲
110177135765,1011631,2017-08-31 19:52:09,0,新加坡,新加坡,亚洲
110177235566,1011639,2017-09-08 00:27:27,0,凯恩斯,澳大利亚,大洋洲
110177235566,1011641,2017-08-26 02:45:55,0,墨尔本,澳大利亚,大洋洲
110177235566,1011642,2017-08-29 14:14:00,0,奥克兰,新西兰,大洋洲
110177235566,1011643,2017-08-25 01:36:28,0,悉尼,澳大利亚,大洋洲
110177235566,1011644,2017-08-30 15:39:34,0,奥克兰,新西兰,大洋洲
110177335360,1011649,2017-08-17 02:34:21,0,奥兰多,美国,北美洲
110177335360,1011651,2017-08-14 02:09:05,0,奥兰多,美国,北美洲
110177335963,1011655,2017-08-26 19:07:35,0,旧金山,美国,北美洲
110177335963,1011656,2017-08-29 22:41:19,1,洛杉矶,美国,北美洲
110177433764,1011661,2017-08-26 23:23:28,0,旧金山,美国,北美洲
110177433861,1011664,2017-08-19 09:05:50,0,纽约,美国,北美洲
110177433861,1011665,2017-08-19 09:16:49,0,奥兰多,美国,北美洲
110177433861,1011666,2017-08-19 09:08:30,0,纽约,美国,北美洲
110177533764,1011669,2017-08-17 17:45:57,1,曼彻斯特,英国,欧洲
110177635664,1011678,2017-08-21 21:45:58,0,巴黎,法国,欧洲
110177835864,1011690,2017-09-04 22:10:16,0,新加坡,新加坡,亚洲
110177835864,1011691,2017-09-02 14:24:37,0,新加坡,新加坡,亚洲
110178033067,1011703,2017-08-24 23:12:20,0,巴黎,法国,欧洲
110178035066,1011711,2017-08-26 02:13:10,0,甲米,泰国,亚洲
110178035869,1011714,2017-08-25 03:29:40,0,悉尼,澳大利亚,大洋洲
110178135668,1011717,2017-08-31 15:47:09,0,墨尔本,澳大利亚,大洋洲
110178135668,1011718,2017-08-31 15:43:46,0,墨尔本,澳大利亚,大洋洲
110178633768,1011731,2017-08-26 18:53:40,0,新加坡,新加坡,亚洲
110178718161,1011740,2017-09-02 02:36:19,0,东京,日本,亚洲
110178718161,1011739,2017-09-02 03:14:15,0,东京,日本,亚洲
110178718864,1011742,2017-09-05 07:56:39,0,新加坡,新加坡,亚洲
110178735862,1011745,2017-09-01 22:46:46,0,首尔,韩国,亚洲
110178833064,1011747,2017-08-28 16:36:35,0,楠迪,斐济,大洋洲
110178835361,1011759,2017-08-29 00:23:33,0,东京,日本,亚洲
110178835868,1011760,2017-08-29 16:06:31,0,苏梅岛,泰国,亚洲
110178835868,1011761,2017-08-29 04:51:53,0,苏梅岛,泰国,亚洲
110179635461,1011784,2017-09-09 21:44:09,0,台北,中国台湾,亚洲
110179635461,1011785,2017-09-09 21:36:34,0,台北,中国台湾,亚洲
110179635461,1011786,2017-09-05 21:58:24,0,首尔,韩国,亚洲
110179635461,1011788,2017-09-07 22:18:33,0,首尔,韩国,亚洲
110179635467,1011791,2017-09-05 22:49:41,0,洛杉矶,美国,北美洲
110179835969,1011794,2017-09-09 04:09:09,0,华盛顿,美国,北美洲
110179835969,1011796,2017-09-09 21:58:16,0,华盛顿,美国,北美洲
110179935267,1011798,2017-09-10 20:47:25,0,墨尔本,澳大利亚,大洋洲
110180071022,1011801,2017-05-24 17:31:48,0,芝加哥,美国,北美洲
110180071022,1011803,2017-06-18 20:40:58,1,曼谷,泰国,亚洲
110180073424,1011806,2017-07-04 06:56:22,0,墨尔本,澳大利亚,大洋洲
110180171521,1011810,2017-05-09 18:10:56,0,纽约,美国,北美洲
110180171521,1011811,2017-06-16 09:10:55,0,纽约,美国,北美洲
110180271224,1011823,2017-05-26 21:02:10,0,台北,中国台湾,亚洲
110180271224,1011824,2016-12-28 18:14:43,0,纽约,美国,北美洲
110180273321,1011827,2016-12-11 06:14:39,0,曼谷,泰国,亚洲
110180373120,1011831,2017-05-01 22:31:47,0,蒙特利尔,加拿大,北美洲
110180373120,1011829,2016-12-30 03:45:37,0,新加坡,新加坡,亚洲
110180373120,1011830,2017-05-10 20:31:31,0,蒙特利尔,加拿大,北美洲
110180373829,1011836,2017-02-08 21:53:37,0,巴黎,法国,欧洲
110180771529,1011852,2016-12-16 07:47:37,0,新加坡,新加坡,亚洲
110180871224,1011858,2016-12-13 17:35:59,0,大阪,日本,亚洲
110183016926,1011887,2017-07-27 07:04:39,0,北海道--札幌,日本,亚洲
110183073020,1011890,2017-04-04 01:53:19,0,香港,中国香港,亚洲
110183073020,1011892,2017-04-07 02:11:45,0,香港,中国香港,亚洲
110183073620,1011898,2017-04-19 23:51:59,0,普吉岛,泰国,亚洲
110183173129,1011923,2016-11-26 07:36:01,0,芽庄,越南,亚洲
110183173129,1011921,2016-11-29 04:13:08,0,芽庄,越南,亚洲
110183216120,1011934,2017-05-07 00:31:01,0,香港,中国香港,亚洲
110183273721,1011941,2017-08-29 17:58:36,0,纽约,美国,北美洲
110183273721,1011942,2017-05-22 01:35:45,0,纽约,美国,北美洲
110183273721,1011943,2017-06-23 07:11:50,0,纽约,美国,北美洲
110183273721,1011945,2017-04-29 19:43:44,0,纽约,美国,北美洲
110183273721,1011946,2017-06-19 08:57:44,0,纽约,美国,北美洲
110183371022,1011953,2016-12-14 16:49:23,0,大阪,日本,亚洲
110183571524,1011996,2016-11-06 08:44:28,0,吉隆坡,马来西亚,亚洲
110183571524,1011998,2016-11-06 08:53:49,0,吉隆坡,马来西亚,亚洲
110183616320,1012008,2017-08-27 21:25:15,0,拉斯维加斯,美国,北美洲
110183616320,1012007,2017-08-28 12:37:48,0,拉斯维加斯,美国,北美洲
110183616320,1012006,2017-08-23 21:24:19,0,洛杉矶,美国,北美洲
110183616320,1012004,2017-08-27 19:44:31,0,拉斯维加斯,美国,北美洲
110183716720,1012024,2017-05-23 00:24:18,0,东京,日本,亚洲
110183716720,1012025,2017-05-23 15:19:39,0,东京,日本,亚洲
110183773426,1012039,2017-05-06 21:51:40,1,曼谷,泰国,亚洲
110183773426,1012041,2017-05-06 21:49:09,1,曼谷,泰国,亚洲
110183773426,1012042,2017-05-06 21:49:09,1,芭堤雅,泰国,亚洲
110183773426,1012043,2017-05-06 21:49:09,1,曼谷,泰国,亚洲
110183873128,1012059,2016-11-14 21:21:58,0,香港,中国香港,亚洲
110184171529,1012077,2016-11-07 01:11:40,0,曼谷,泰国,亚洲
110184473327,1012115,2016-12-25 06:39:07,0,新加坡,新加坡,亚洲
110184473327,1012116,2017-07-17 18:30:54,0,名古屋,日本,亚洲
110184473720,1012129,2017-01-04 02:24:18,0,东京,日本,亚洲
110184473720,1012128,2017-07-30 06:28:42,0,伦敦,英国,欧洲
110184473720,1012127,2017-03-30 06:14:45,0,首尔,韩国,亚洲
110184473720,1012123,2017-03-30 06:24:31,0,首尔,韩国,亚洲
110184473720,1012122,2017-06-11 18:54:02,0,东京,日本,亚洲
110184473720,1012121,2017-08-09 14:05:00,0,伦敦,英国,欧洲
110184573127,1012136,2017-07-17 23:40:04,0,普吉岛,泰国,亚洲
110184573822,1012140,2016-12-04 23:40:02,0,香港,中国香港,亚洲
110184573822,1012139,2017-05-28 17:43:10,0,纽约,美国,北美洲
110184673428,1012154,2016-11-07 00:38:37,0,伦敦,英国,欧洲
110184873827,1012203,2016-12-11 23:25:41,1,大阪,日本,亚洲
110184973121,1012211,2016-11-24 15:45:41,0,伦敦,英国,欧洲
110184973225,1012213,2017-04-22 06:20:58,0,台北,中国台湾,亚洲
110185171225,1012224,2017-05-24 16:12:48,0,东京,日本,亚洲
110185271520,1012233,2016-11-08 08:24:16,1,东京,日本,亚洲
110185371020,1012238,2016-11-06 18:35:32,0,普吉岛,泰国,亚洲
110185373321,1012245,2016-11-06 19:13:02,0,香港,中国香港,亚洲
110185473322,1012275,2017-03-15 18:30:19,0,纽约,美国,北美洲
110185473322,1012273,2017-03-15 18:30:19,1,纽约,美国,北美洲
110185473322,1012277,2017-03-15 17:34:23,1,洛杉矶,美国,北美洲
110185473322,1012271,2017-03-15 18:30:19,1,纽约,美国,北美洲
110185473322,1012267,2017-03-15 17:34:23,0,洛杉矶,美国,北美洲
110185473322,1012270,2017-03-15 18:30:19,1,纽约,美国,北美洲
110185473322,1012269,2017-03-15 17:34:23,1,洛杉矶,美国,北美洲
110185473822,1012286,2017-08-19 01:38:56,0,香港,中国香港,亚洲
110185773324,1012315,2016-11-24 00:41:52,0,台北,中国台湾,亚洲
110185773523,1012317,2016-11-13 01:25:26,0,东京,日本,亚洲
110185773523,1012318,2017-04-10 10:29:45,0,罗马,意大利,欧洲
110185773523,1012320,2017-05-09 00:20:20,0,米兰,意大利,欧洲
110185871026,1012326,2016-11-13 18:18:09,0,台北,中国台湾,亚洲
110185873425,1012332,2016-11-13 23:22:18,1,东京,日本,亚洲
110185971529,1012341,2016-11-14 16:27:47,0,东京,日本,亚洲
110185973125,1012345,2016-11-22 18:42:04,0,新加坡,新加坡,亚洲
110185973125,1012346,2016-11-22 20:04:22,0,新加坡,新加坡,亚洲
110185973125,1012344,2016-11-22 19:36:26,0,新加坡,新加坡,亚洲
110185973428,1012350,2016-11-14 22:19:44,0,纽约,美国,北美洲
110186071026,1012353,2016-11-18 02:39:02,0,台北,中国台湾,亚洲
110186071529,1012356,2017-02-19 09:22:40,0,曼谷,泰国,亚洲
110186071529,1012358,2016-11-29 21:37:12,1,济州岛,韩国,亚洲
110186073129,1012361,2016-11-17 21:16:31,0,曼谷,泰国,亚洲
110186171521,1012369,2016-12-01 07:08:39,0,新加坡,新加坡,亚洲
110186171521,1012370,2016-12-04 07:12:17,0,新加坡,新加坡,亚洲
110186171521,1012371,2016-11-22 08:29:48,0,新加坡,新加坡,亚洲
110186173123,1012375,2016-12-06 02:03:38,0,香港,中国香港,亚洲
110186173123,1012376,2016-12-06 02:07:38,0,香港,中国香港,亚洲
110186173123,1012373,2016-11-22 22:02:48,0,新加坡,新加坡,亚洲
110186173123,1012374,2016-11-25 00:52:01,0,新加坡,新加坡,亚洲
110186173726,1012379,2017-07-08 00:39:17,0,大阪,日本,亚洲
110186173726,1012380,2017-06-10 00:58:22,1,新加坡,新加坡,亚洲
110186273125,1012385,2017-01-11 05:58:24,0,新加坡,新加坡,亚洲
110186273125,1012386,2017-01-04 06:10:28,0,新加坡,新加坡,亚洲
110186273722,1012391,2016-11-30 18:15:32,0,东京,日本,亚洲
110186273722,1012389,2016-11-30 19:39:43,0,东京,日本,亚洲
110186273722,1012388,2016-11-30 19:28:05,0,东京,日本,亚洲
110186373126,1012398,2016-12-22 23:58:11,0,悉尼,澳大利亚,大洋洲
110186373621,1012402,2017-05-19 08:23:44,0,香港,中国香港,亚洲
110186373829,1012405,2017-01-12 01:01:38,0,阿姆斯特丹,荷兰,欧洲
110186373829,1012406,2017-02-28 03:16:23,0,纽约,美国,北美洲
110186373829,1012407,2017-01-20 21:09:47,1,里斯本,葡萄牙,欧洲
110186373829,1012408,2017-01-23 20:51:01,1,巴塞罗那,西班牙,欧洲
110186373920,1012411,2016-12-31 02:24:05,0,吉隆坡,马来西亚,亚洲
110186573428,1012420,2017-01-02 03:15:17,1,悉尼,澳大利亚,大洋洲
110186573428,1012421,2017-01-02 20:54:44,1,悉尼,澳大利亚,大洋洲
110186573428,1012423,2017-01-07 22:00:53,0,悉尼,澳大利亚,大洋洲
110186671526,1012429,2016-11-19 09:15:38,0,东京,日本,亚洲
110186771227,1012443,2017-05-25 19:30:47,0,阿德莱德,澳大利亚,大洋洲
110186771227,1012444,2017-04-30 20:53:07,0,阿德莱德,澳大利亚,大洋洲
110186771227,1012441,2017-05-25 19:55:04,0,阿德莱德,澳大利亚,大洋洲
110186771227,1012440,2017-05-25 19:52:13,0,阿德莱德,澳大利亚,大洋洲
110186973120,1012472,2016-11-25 22:43:42,0,香港,中国香港,亚洲
110186973926,1012478,2017-01-15 04:50:28,0,大阪,日本,亚洲
110187171522,1012487,2017-01-03 04:51:43,0,大阪,日本,亚洲
110187171522,1012488,2016-12-27 21:06:53,0,大阪,日本,亚洲
110187171522,1012490,2017-03-15 02:39:11,0,奥克兰,新西兰,大洋洲
110187171522,1012491,2016-12-22 08:17:14,0,东京,日本,亚洲
110187373127,1012504,2016-12-20 17:07:36,0,大阪,日本,亚洲
110187471221,1012517,2017-03-29 23:02:54,0,东京,日本,亚洲
110187471221,1012516,2017-02-16 00:28:40,1,东京,日本,亚洲
110187471221,1012514,2017-07-28 19:01:24,1,大阪,日本,亚洲
110187471221,1012518,2017-03-16 04:08:30,1,长崎,日本,亚洲
110187471221,1012512,2017-07-28 19:01:24,1,大阪,日本,亚洲
110187471221,1012511,2017-03-16 04:08:30,1,长崎,日本,亚洲
110187471221,1012510,2017-03-16 04:08:30,1,熊本市,日本,亚洲
110187471221,1012513,2017-03-29 23:07:07,0,大阪,日本,亚洲
110187471221,1012508,2017-07-28 19:01:24,1,大阪,日本,亚洲
110187471221,1012509,2017-03-16 04:08:30,1,长崎,日本,亚洲
110187473629,1012526,2017-02-16 22:47:39,1,吉隆坡,马来西亚,亚洲
110187473629,1012524,2017-01-24 01:01:49,1,新加坡,新加坡,亚洲
110187473925,1012529,2017-03-04 20:55:52,1,日内瓦,瑞士,欧洲
110187571029,1012532,2016-12-25 21:26:48,0,拉斯维加斯,美国,北美洲
110187671523,1012544,2017-03-27 06:25:59,0,香港,中国香港,亚洲
110187671527,1012547,2017-01-05 17:14:56,1,东京,日本,亚洲
110187671527,1012548,2017-01-05 17:10:39,1,东京,日本,亚洲
110187671527,1012549,2016-12-19 08:38:46,1,东京,日本,亚洲
110187673522,1012550,2017-07-26 02:59:58,0,大阪,日本,亚洲
110187673629,1012552,2016-12-21 13:27:56,0,墨尔本,澳大利亚,大洋洲
110187673629,1012553,2016-12-22 23:33:41,0,奥克兰,新西兰,大洋洲
110187673629,1012555,2016-12-21 13:33:46,0,墨尔本,澳大利亚,大洋洲
110187773421,1012571,2016-12-29 17:57:53,1,大阪,日本,亚洲
110187773421,1012570,2016-12-29 17:46:54,1,大阪,日本,亚洲
110187773421,1012569,2016-12-29 17:53:10,1,京都,日本,亚洲
110187773720,1012576,2016-12-22 04:04:35,0,米兰,意大利,欧洲
110187773720,1012578,2016-12-22 04:12:39,0,罗马,意大利,欧洲
110187871227,1012579,2016-12-23 17:52:15,0,东京,日本,亚洲
110187873225,1012585,2016-12-24 08:02:10,0,悉尼,澳大利亚,大洋洲
110187873225,1012584,2016-12-24 07:54:19,0,悉尼,澳大利亚,大洋洲
110187873225,1012583,2016-12-24 07:59:58,0,悉尼,澳大利亚,大洋洲
110187873320,1012587,2017-06-26 04:36:14,0,巴黎,法国,欧洲
110187873421,1012589,2016-12-23 23:07:17,0,新加坡,新加坡,亚洲
110187873421,1012590,2016-12-23 23:19:35,0,新加坡,新加坡,亚洲
110187873421,1012592,2016-12-23 22:35:24,0,新加坡,新加坡,亚洲
110187873421,1012593,2016-12-23 22:29:42,0,新加坡,新加坡,亚洲
110187873421,1012594,2017-02-10 00:59:12,0,新加坡,新加坡,亚洲
110187873421,1012595,2017-08-03 20:27:59,0,墨尔本,澳大利亚,大洋洲
110187873522,1012597,2017-02-24 23:48:22,0,台北,中国台湾,亚洲
110187873927,1012602,2017-06-28 19:18:51,1,卡尔加里,加拿大,北美洲
110187973127,1012605,2017-01-13 03:35:57,0,普吉岛,泰国,亚洲
110187973724,1012610,2017-08-01 21:42:38,0,奥兰多,美国,北美洲
110187973724,1012611,2017-08-01 21:44:31,0,奥兰多,美国,北美洲
110187973724,1012609,2017-08-01 21:50:00,0,奥兰多,美国,北美洲
110188071528,1012618,2017-05-19 01:35:16,0,东京,日本,亚洲
110188071528,1012620,2017-05-19 01:31:50,0,东京,日本,亚洲
110188171023,1012622,2016-12-25 16:42:16,0,大阪,日本,亚洲
110188273821,1012634,2017-08-19 02:12:06,0,首尔,韩国,亚洲
110188273828,1012637,2017-04-02 21:45:19,0,吉隆坡,马来西亚,亚洲
110188371026,1012639,2016-11-27 07:06:22,0,香港,中国香港,亚洲
110188371026,1012640,2017-03-30 04:35:47,0,新加坡,新加坡,亚洲
110188371026,1012642,2017-03-30 04:41:25,0,新加坡,新加坡,亚洲
110188371026,1012643,2016-12-02 03:09:01,0,香港,中国香港,亚洲
110188471027,1012652,2017-05-02 21:09:47,0,新加坡,新加坡,亚洲
110188471027,1012654,2017-05-14 23:58:58,0,曼谷,泰国,亚洲
110188471027,1012653,2017-05-15 00:07:08,0,曼谷,泰国,亚洲
110188471027,1012651,2017-05-10 05:52:15,0,新加坡,新加坡,亚洲
110188471027,1012650,2017-05-04 23:39:31,0,台北,中国台湾,亚洲
110188471027,1012649,2017-05-03 09:08:35,0,台北,中国台湾,亚洲
110188471524,1012656,2016-11-30 10:38:30,0,洛杉矶,美国,北美洲
110188471524,1012657,2017-07-25 02:56:54,0,香港,中国香港,亚洲
110188473823,1012663,2017-05-09 01:54:55,0,东京,日本,亚洲
110188573425,1012666,2017-01-27 05:11:33,0,新加坡,新加坡,亚洲
110188671225,1012668,2017-05-31 22:20:29,0,首尔,韩国,亚洲
110188673126,1012670,2016-12-17 01:45:34,0,大阪,日本,亚洲
110188771224,1012674,2017-05-28 04:44:08,0,台北,中国台湾,亚洲
110188771224,1012675,2017-05-28 04:37:04,0,台北,中国台湾,亚洲
110188771224,1012673,2017-05-28 04:39:45,0,台北,中国台湾,亚洲
110188973124,1012697,2016-12-05 02:35:16,0,曼谷,泰国,亚洲
110188973124,1012698,2016-12-27 00:23:10,0,迈阿密,美国,北美洲
110188973124,1012700,2017-01-15 10:48:05,1,迈阿密,美国,北美洲
110189073723,1012717,2017-06-02 18:23:34,0,黄金海岸,澳大利亚,大洋洲
110189073723,1012716,2017-06-02 18:30:43,0,悉尼,澳大利亚,大洋洲
110189073723,1012715,2017-06-02 18:26:05,0,黄金海岸,澳大利亚,大洋洲
110189073723,1012714,2017-06-02 18:33:04,0,悉尼,澳大利亚,大洋洲
110189173323,1012730,2017-07-21 23:01:06,0,悉尼,澳大利亚,大洋洲
110189273224,1012744,2017-04-04 21:07:05,0,新加坡,新加坡,亚洲
110189273224,1012743,2017-04-04 21:23:03,0,苏梅岛,泰国,亚洲
110189273224,1012742,2017-04-04 21:13:00,0,新加坡,新加坡,亚洲
110189373725,1012753,2016-12-01 19:38:48,0,吉隆坡,马来西亚,亚洲
110189373829,1012759,2017-02-05 07:17:39,0,斯德哥尔摩,瑞典,欧洲
110189373829,1012760,2017-01-05 05:04:08,0,大阪,日本,亚洲
110189373829,1012756,2017-01-05 05:28:40,0,大阪,日本,亚洲
110189471529,1012770,2017-05-09 09:49:25,0,苏梅岛,泰国,亚洲
