userid,firstType,daoshuType1,daoshuType2,daoshuType3
110919217874,5,1,6.0,5.0
110919217975,1,6,6.0,5.0
110919310572,1,5,5.0,1.0
110919310974,1,6,5.0,5.0
110919310975,1,6,5.0,5.0
110919317079,1,6,5.0,5.0
110919317176,1,7,6.0,5.0
110919317676,1,7,6.0,5.0
110919372075,1,6,5.0,6.0
110919410571,1,6,5.0,6.0
110919410973,5,6,6.0,6.0
110919417070,1,6,5.0,5.0
110919417073,1,7,6.0,5.0
110919417074,1,6,5.0,5.0
110919417176,1,6,5.0,5.0
110919417675,1,1,6.0,6.0
110919417879,1,6,5.0,7.0
110919472075,1,6,5.0,6.0
110919472273,1,6,5.0,6.0
110919517070,1,6,6.0,5.0
110919517071,1,6,5.0,6.0
110919517875,6,6,5.0,5.0
110919517878,1,6,6.0,6.0
110919517976,1,6,5.0,1.0
110919610575,1,7,6.0,5.0
110919610871,5,6,5.0,6.0
110919610879,1,7,6.0,6.0
110919617372,9,5,1.0,5.0
110919617375,1,6,5.0,5.0
110919617378,1,6,5.0,6.0
110919617870,3,7,6.0,5.0
110919617876,1,7,1.0,1.0
110919617877,1,6,5.0,1.0
110919617971,1,7,6.0,5.0
110919672076,1,6,5.0,5.0
110919672174,1,6,5.0,1.0
110919672177,1,6,5.0,5.0
110919672272,1,6,5.0,1.0
110919672274,1,1,6.0,5.0
110919672277,1,6,5.0,5.0
110919672372,5,6,5.0,6.0
110919672373,1,6,5.0,1.0
110919672375,1,7,6.0,6.0
110919672472,1,6,5.0,5.0
110919672474,1,7,6.0,5.0
110919672479,1,6,6.0,5.0
110919672678,1,7,6.0,6.0
110919672772,1,6,5.0,1.0
110919672872,1,6,5.0,5.0
110919710575,1,6,6.0,5.0
110919710870,1,6,5.0,1.0
110919710876,1,6,6.0,5.0
110919717077,1,6,5.0,1.0
110919717677,1,6,5.0,5.0
110919717872,1,6,5.0,1.0
110919717971,5,6,5.0,1.0
110919772077,6,6,,
110919772371,5,6,6.0,5.0
110919772374,1,7,6.0,6.0
110919810973,1,6,5.0,5.0
110919817076,1,7,6.0,5.0
110919817174,1,6,5.0,5.0
110919817378,1,6,5.0,5.0
110919817470,1,6,5.0,5.0
110919817674,1,1,1.0,6.0
110919817874,1,6,6.0,5.0
110919817973,5,4,7.0,5.0
110919872079,1,7,6.0,5.0
110919872276,1,6,5.0,1.0
110919872373,1,7,6.0,5.0
110919917777,1,7,6.0,5.0
110919917873,5,1,1.0,1.0
110919972375,1,6,6.0,6.0
110931017279,1,7,6.0,5.0
110931017371,1,6,5.0,1.0
110931017474,5,6,5.0,1.0
110931117078,1,1,1.0,1.0
110931210976,1,6,5.0,1.0
110931217275,1,1,5.0,5.0
110931217373,1,6,5.0,1.0
110931217774,1,7,6.0,5.0
110931317371,1,1,1.0,3.0
110931410571,5,7,6.0,5.0
110931410573,5,6,5.0,5.0
110931410574,5,6,5.0,6.0
110931510578,1,6,5.0,6.0
110931510876,5,8,5.0,1.0
110931517073,5,5,5.0,5.0
110931517279,1,6,5.0,1.0
110931610973,1,7,6.0,5.0
110931617074,1,6,5.0,5.0
110931710570,1,6,5.0,1.0
110931710573,1,6,5.0,6.0
110931710576,1,5,5.0,5.0
110931710972,1,6,5.0,1.0
110931710975,1,1,5.0,1.0
110931717075,1,6,5.0,1.0
110931717171,1,6,5.0,6.0
110931717776,1,6,5.0,6.0
110931910977,5,5,5.0,5.0
110932017170,1,7,6.0,5.0
110932017175,1,7,6.0,5.0
110932017177,1,1,1.0,1.0
110932017373,1,7,6.0,5.0
110932017776,5,1,1.0,7.0
110932017778,1,1,5.0,5.0
110932110578,1,5,5.0,5.0
110932117570,1,6,5.0,5.0
110932117975,5,6,5.0,5.0
110932172975,1,6,5.0,1.0
110932217077,1,1,1.0,1.0
110932217277,1,7,6.0,5.0
110932310577,1,6,5.0,5.0
110932317171,1,6,5.0,5.0
110932317172,1,3,3.0,1.0
110932317678,1,7,6.0,5.0
110932317874,1,1,5.0,5.0
110932372372,1,7,6.0,5.0
110932510574,1,6,5.0,1.0
110932510872,1,1,1.0,1.0
110932510973,1,6,6.0,5.0
110932517071,1,1,5.0,1.0
110932517271,1,1,1.0,1.0
110932517472,1,5,5.0,1.0
110932610576,1,6,5.0,1.0
110932617078,1,1,1.0,6.0
110932617572,1,1,6.0,5.0
110932617676,1,6,5.0,1.0
110932617871,1,5,1.0,1.0
110932617970,1,1,1.0,1.0
110932617975,1,7,1.0,6.0
110932710970,1,1,1.0,1.0
110932717676,1,7,6.0,5.0
110932717874,1,5,1.0,6.0
110932810870,5,6,5.0,5.0
110932810970,1,6,5.0,1.0
110932810973,1,7,6.0,5.0
110932817170,1,7,6.0,5.0
110932817177,5,6,5.0,6.0
110932817474,1,7,6.0,5.0
110932817975,1,5,8.0,5.0
110934017079,5,6,6.0,5.0
110934017378,5,6,6.0,6.0
110934117275,5,5,5.0,
110934117778,1,5,2.0,1.0
110934210870,5,6,5.0,5.0
110934217075,1,6,5.0,1.0
110934310574,5,5,5.0,5.0
110934310577,5,6,5.0,6.0
110934317077,5,5,5.0,5.0
110934317678,1,7,6.0,5.0
110934410970,5,5,5.0,5.0
110934410973,5,5,5.0,5.0
110934417476,5,1,1.0,1.0
110934510570,5,6,5.0,1.0
110934510871,5,6,5.0,5.0
110934510979,1,6,5.0,1.0
110934517279,5,6,5.0,5.0
110934517378,5,6,5.0,
110934517477,5,5,5.0,5.0
110934610871,5,5,5.0,5.0
110934610875,2,7,6.0,6.0
110934617076,5,5,,
110934617478,5,7,6.0,5.0
110934617671,5,7,6.0,5.0
110934717076,5,6,5.0,1.0
110934717271,5,6,6.0,6.0
110934717273,5,5,5.0,
110934717275,1,6,5.0,5.0
110934717276,5,8,6.0,6.0
110934810871,1,1,1.0,2.0
110934810879,5,5,5.0,5.0
110934817078,1,6,5.0,1.0
110934817374,5,6,6.0,5.0
110934817378,1,1,1.0,1.0
110934817476,1,6,6.0,5.0
110934817677,5,1,1.0,1.0
110934817679,5,6,5.0,5.0
110934817777,1,6,5.0,5.0
110934910570,5,5,5.0,5.0
110934910871,5,5,5.0,5.0
110934910973,5,5,5.0,5.0
110934917379,1,7,6.0,6.0
110934917677,1,7,6.0,5.0
110934917772,1,6,5.0,6.0
110935010877,1,7,6.0,5.0
110935010975,5,5,1.0,5.0
110935017374,5,5,8.0,8.0
110935017470,5,5,5.0,5.0
110935017579,5,5,6.0,5.0
110935017870,5,6,5.0,1.0
110935017971,1,7,6.0,5.0
110935017977,5,6,5.0,5.0
110935072274,1,5,1.0,5.0
110935072470,1,6,5.0,5.0
110935072479,5,8,8.0,8.0
110935072672,5,2,1.0,5.0
110935110573,5,5,5.0,5.0
110935110876,8,6,5.0,5.0
110935117072,1,6,5.0,5.0
110935117176,1,6,6.0,5.0
110935117278,5,5,5.0,5.0
110935117777,5,1,1.0,1.0
110935172272,5,6,5.0,1.0
110935210874,5,8,5.0,5.0
110935217070,5,7,6.0,5.0
110935217379,5,5,5.0,5.0
110935217671,5,7,5.0,4.0
110935217678,1,1,1.0,5.0
110935217776,1,6,5.0,5.0
110935272075,5,6,5.0,1.0
110935272373,1,5,5.0,5.0
110935310972,5,6,5.0,5.0
110935317073,5,5,1.0,8.0
110935317076,5,6,5.0,1.0
110935317278,5,1,8.0,5.0
110935317377,5,5,5.0,5.0
110935317571,5,6,6.0,6.0
110935372074,5,7,6.0,5.0
110935410877,5,6,6.0,5.0
110935410878,5,6,5.0,5.0
110935417272,1,1,1.0,1.0
110935417377,1,6,5.0,5.0
110935417573,1,6,6.0,6.0
110935417577,5,5,5.0,5.0
110935417970,5,5,5.0,6.0
110935417974,5,8,5.0,5.0
110935417977,1,7,6.0,5.0
110935417978,1,6,5.0,5.0
110935517373,5,6,6.0,6.0
110935517474,5,1,5.0,5.0
110935517572,5,5,5.0,5.0
110935517871,1,6,5.0,5.0
110935572078,1,4,1.0,2.0
110935572279,5,5,5.0,5.0
110935610972,1,6,5.0,1.0
110935617073,1,7,6.0,5.0
110935617176,5,5,5.0,5.0
110935617372,5,6,5.0,5.0
110935617373,1,6,6.0,6.0
110935617379,5,6,5.0,1.0
110935617874,5,8,8.0,5.0
110935617877,1,6,5.0,5.0
110935717073,1,6,6.0,5.0
110935717176,5,5,5.0,5.0
110935717376,5,7,6.0,5.0
110935717872,5,5,2.0,1.0
110935772675,5,7,6.0,5.0
110935810870,5,9,5.0,5.0
110935810977,5,6,5.0,5.0
110935817477,5,5,5.0,8.0
110935910971,1,8,5.0,8.0
110935910972,1,1,5.0,5.0
110935910973,1,5,2.0,4.0
110935910976,1,7,6.0,5.0
110935917370,1,5,5.0,1.0
110935917778,1,6,5.0,5.0
110935917976,1,6,1.0,1.0
110935972775,1,7,6.0,5.0
110935972871,1,5,5.0,5.0
110935972873,5,1,5.0,1.0
110936010574,1,6,5.0,5.0
110936017070,1,4,5.0,2.0
110936017274,1,5,5.0,5.0
110936017375,1,1,1.0,1.0
110936017574,1,6,5.0,5.0
110936017776,1,6,5.0,5.0
110936110970,1,6,5.0,5.0
110936117072,1,3,1.0,2.0
110936117077,1,1,6.0,5.0
110936117674,1,6,5.0,6.0
110936117871,1,7,6.0,5.0
110936172075,1,6,5.0,5.0
110936172378,1,5,5.0,5.0
110936172470,1,6,5.0,6.0
110936172471,1,7,6.0,5.0
110936210870,1,1,5.0,5.0
110936217270,1,1,1.0,1.0
110936217379,1,7,6.0,5.0
110936217476,1,1,1.0,1.0
110936217479,1,1,1.0,1.0
110936217573,1,1,1.0,1.0
110936217576,1,5,5.0,1.0
110936272370,1,1,1.0,5.0
110936272371,1,6,5.0,1.0
110936310876,1,7,1.0,1.0
110936310879,1,5,5.0,5.0
110936317074,1,6,6.0,6.0
110936317176,1,1,5.0,5.0
110936317274,1,1,1.0,1.0
110936317872,1,6,5.0,5.0
110936317976,1,7,6.0,6.0
110936410574,1,6,5.0,1.0
110936410575,1,7,6.0,5.0
110936417178,1,1,1.0,1.0
110936417370,1,5,5.0,5.0
110936417377,1,5,5.0,6.0
110936417577,1,1,1.0,1.0
110936417579,1,1,1.0,6.0
110936417674,1,5,5.0,6.0
110936417676,1,6,5.0,5.0
110936417776,1,6,6.0,5.0
110936417879,1,6,5.0,5.0
110936510577,9,7,6.0,6.0
110936517174,1,6,5.0,6.0
110936517376,5,7,6.0,5.0
110936517574,1,5,5.0,5.0
110936517676,1,5,1.0,1.0
110936517975,1,1,1.0,1.0
110936572371,1,6,5.0,1.0
110936617677,1,5,5.0,5.0
110936672279,1,5,5.0,5.0
110936710570,1,6,6.0,5.0
110936717072,5,6,6.0,6.0
110936717674,1,5,5.0,5.0
110936817079,1,7,6.0,6.0
110936817674,1,6,5.0,5.0
110936872678,1,6,5.0,1.0
110936917374,1,1,5.0,5.0
110936917770,1,1,1.0,1.0
110936917779,1,1,1.0,2.0
110936917972,1,6,5.0,1.0
110937010577,1,6,5.0,1.0
110937010971,1,6,5.0,1.0
110937017071,1,6,5.0,6.0
110937017075,1,7,6.0,5.0
110937017076,1,6,5.0,1.0
110937017370,1,6,5.0,1.0
110937017475,5,6,5.0,6.0
110937117176,1,6,1.0,5.0
110937117472,1,6,5.0,6.0
110937117771,1,6,5.0,5.0
110937210577,5,6,6.0,5.0
110937217079,1,6,5.0,1.0
110937217776,1,6,5.0,6.0
110937310572,5,6,5.0,6.0
110937317670,1,7,6.0,6.0
110937410576,1,6,6.0,6.0
110937410973,1,1,2.0,1.0
110937417271,1,1,1.0,1.0
110937417370,1,6,5.0,5.0
110937510570,1,7,6.0,5.0
110937510875,5,6,5.0,1.0
110937510970,1,6,5.0,1.0
110937510979,1,6,5.0,5.0
110937517072,1,6,5.0,6.0
110937517073,1,7,6.0,5.0
110937517371,1,5,5.0,5.0
110937610575,1,7,6.0,5.0
110937617679,1,6,6.0,5.0
110937717072,1,5,1.0,
110937717170,1,6,5.0,1.0
110937717174,1,5,1.0,6.0
110937717374,1,6,5.0,6.0
110937717472,1,1,1.0,1.0
110937717474,1,6,5.0,1.0
110937717670,1,6,5.0,5.0
110937717773,1,6,6.0,6.0
110937810577,1,6,6.0,5.0
110937810871,1,6,6.0,5.0
110937810878,1,6,6.0,6.0
110937810970,1,5,5.0,5.0
110937817077,1,6,5.0,6.0
110937817276,1,6,5.0,5.0
110937817479,1,6,5.0,5.0
110937910872,1,6,5.0,1.0
110937917072,1,5,6.0,5.0
110937917074,1,6,5.0,1.0
110937917076,1,6,5.0,6.0
110937917676,1,5,5.0,5.0
110937917678,1,7,6.0,5.0
110938010574,5,6,5.0,6.0
110938010873,1,7,6.0,5.0
110938010975,5,5,5.0,5.0
110938017073,5,5,5.0,5.0
110938017376,1,1,1.0,
110938017677,5,5,5.0,5.0
110938017979,5,5,5.0,5.0
110938110972,1,7,6.0,5.0
110938117278,5,5,5.0,5.0
110938117375,5,5,5.0,5.0
110938117679,5,5,5.0,5.0
110938210979,1,5,5.0,5.0
110938217373,5,6,5.0,5.0
110938217870,5,5,5.0,5.0
110938217874,5,1,5.0,5.0
110938217979,5,5,5.0,5.0
110938317972,5,7,6.0,6.0
110938410872,1,5,5.0,5.0
110938417072,5,6,5.0,5.0
110938417073,5,5,5.0,5.0
110938417171,5,5,5.0,5.0
110938417279,5,6,5.0,1.0
110938417371,1,7,6.0,6.0
110938510577,5,6,5.0,5.0
110938510872,5,5,5.0,5.0
110938517173,5,5,5.0,
110938517272,1,6,5.0,1.0
110938610870,1,7,6.0,5.0
110938617870,5,6,6.0,5.0
110938617875,5,5,5.0,
110938710873,5,5,5.0,5.0
110938717072,5,5,5.0,5.0
110938810877,5,6,5.0,6.0
110938810979,5,5,5.0,5.0
110938817275,5,5,5.0,5.0
110938817470,1,7,6.0,5.0
110938817471,1,5,6.0,5.0
110938817478,5,5,,
110938817874,1,6,5.0,6.0
110938917770,5,5,5.0,5.0
110938917774,5,6,5.0,5.0
110939010874,1,1,5.0,5.0
110939010976,1,6,5.0,5.0
110939017073,1,5,6.0,5.0
110939017075,1,1,5.0,6.0
110939110573,1,7,6.0,5.0
110939110877,1,5,5.0,1.0
110939117072,1,1,5.0,5.0
110939117078,5,6,5.0,
110939117273,1,1,1.0,8.0
110939117470,1,6,1.0,
110939117472,1,6,5.0,5.0
110939210571,1,6,6.0,5.0
110939210878,1,1,6.0,5.0
110939217270,1,6,5.0,5.0
110939217272,1,6,5.0,6.0
110939217372,6,6,5.0,6.0
110939310570,1,1,1.0,1.0
110939317271,1,6,5.0,5.0
110939317679,1,6,6.0,5.0
110939410573,1,6,5.0,1.0
110939410579,1,6,6.0,6.0
110939417272,1,6,5.0,1.0
110939417373,1,6,5.0,1.0
110939517079,1,6,6.0,5.0
110939610975,5,6,6.0,6.0
110939617072,1,1,1.0,6.0
110939710576,1,6,5.0,5.0
110939710873,1,6,5.0,5.0
110939710975,1,5,5.0,5.0
110939717373,1,6,1.0,1.0
110939717374,1,7,6.0,6.0
110939810973,1,3,3.0,3.0
110939817772,1,6,6.0,5.0
110939910575,1,6,5.0,6.0
110939917071,1,5,1.0,5.0
110939917274,1,6,5.0,6.0
110939917676,1,7,6.0,5.0
110940010970,1,6,5.0,6.0
110940017071,1,6,5.0,5.0
110940017173,1,6,5.0,5.0
110940017279,1,6,5.0,1.0
110940017479,1,7,6.0,6.0
110940017674,1,1,7.0,6.0
110940071071,1,6,6.0,5.0
110940071171,1,6,5.0,5.0
110940071176,5,6,5.0,1.0
110940071279,9,1,1.0,1.0
110940071374,5,6,5.0,6.0
110940071379,1,6,5.0,5.0
110940071472,1,6,5.0,5.0
110940071579,1,6,5.0,1.0
110940071774,1,6,6.0,5.0
110940071775,5,7,6.0,5.0
110940071875,1,7,6.0,5.0
110940072676,1,1,1.0,6.0
110940072873,1,7,6.0,5.0
110940072878,1,6,5.0,1.0
110940074070,1,6,5.0,1.0
110940074072,1,7,6.0,5.0
110940074372,1,6,5.0,1.0
110940074476,1,6,5.0,1.0
110940074674,1,7,1.0,6.0
110940074678,1,7,6.0,5.0
110940117074,1,6,1.0,1.0
110940117277,1,7,6.0,5.0
110940117376,1,6,5.0,1.0
110940117672,1,6,5.0,5.0
110940171275,1,1,1.0,1.0
110940171278,1,6,6.0,5.0
110940171370,7,6,6.0,6.0
110940171374,1,7,6.0,5.0
110940171476,1,6,6.0,6.0
110940171478,1,6,6.0,5.0
110940171876,1,6,5.0,6.0
110940172071,1,6,5.0,1.0
110940172370,1,6,5.0,1.0
110940172575,5,6,5.0,5.0
110940217076,1,6,6.0,5.0
110940217174,1,7,6.0,6.0
110940217474,1,7,6.0,5.0
110940217672,1,7,6.0,5.0
110940217871,1,6,5.0,5.0
110940271178,7,7,7.0,
110940271270,1,6,5.0,5.0
110940271279,1,6,5.0,5.0
110940271572,1,1,1.0,6.0
110940271672,1,6,6.0,5.0
110940271770,1,1,1.0,6.0
110940271777,5,6,5.0,5.0
110940271874,1,1,5.0,5.0
110940272377,1,6,6.0,5.0
110940272475,1,6,5.0,1.0
110940272772,1,6,5.0,5.0
110940272878,1,7,6.0,5.0
110940273076,1,5,5.0,5.0
110940273376,1,5,5.0,1.0
110940273571,1,7,6.0,5.0
110940273573,1,7,6.0,5.0
110940273675,1,6,5.0,5.0
110940273875,1,6,5.0,5.0
110940273879,1,7,6.0,5.0
110940273976,1,6,6.0,5.0
110940274270,1,6,5.0,6.0
110940275373,1,6,6.0,5.0
110940279074,1,5,5.0,5.0
110940279076,1,6,5.0,5.0
110940279171,1,6,5.0,5.0
110940279376,1,6,5.0,1.0
110940279674,1,6,5.0,1.0
110940279678,1,6,5.0,5.0
110940279970,1,6,5.0,5.0
110940279975,1,6,5.0,5.0
110940310572,1,6,5.0,5.0
110940310576,1,6,6.0,6.0
110940310870,1,6,6.0,5.0
110940317079,1,6,5.0,1.0
110940317379,1,7,5.0,4.0
110940317475,1,6,6.0,5.0
110940317477,1,6,5.0,1.0
110940317576,1,1,1.0,6.0
110940317678,9,9,9.0,9.0
110940317775,1,5,5.0,5.0
110940371070,1,6,5.0,5.0
110940371072,1,6,5.0,1.0
110940371177,1,7,6.0,5.0
110940371371,1,6,5.0,1.0
110940371473,1,7,6.0,5.0
110940371476,1,7,6.0,6.0
110940371675,1,6,5.0,1.0
110940372073,1,7,6.0,6.0
110940372375,7,7,,
110940372576,1,7,6.0,5.0
110940372675,1,7,6.0,5.0
110940372879,1,6,5.0,6.0
110940410575,1,7,6.0,6.0
110940410870,1,6,5.0,5.0
110940410871,1,6,5.0,5.0
110940417072,1,1,1.0,5.0
110940417171,1,6,5.0,6.0
110940417174,1,6,5.0,1.0
110940417271,1,6,5.0,1.0
110940417472,1,6,6.0,6.0
110940417572,1,6,1.0,5.0
110940471377,1,6,6.0,5.0
110940471675,7,9,8.0,7.0
110940471677,1,7,6.0,5.0
110940472074,1,7,6.0,5.0
110940472076,1,6,6.0,5.0
110940472078,1,6,5.0,5.0
110940472175,1,6,6.0,5.0
110940472274,5,6,5.0,
110940472478,1,6,5.0,5.0
110940472479,1,6,5.0,5.0
110940472673,1,7,6.0,5.0
110940472674,1,7,6.0,5.0
110940472770,1,7,6.0,5.0
110940472875,1,6,5.0,1.0
110940472876,1,7,6.0,6.0
110940472976,5,6,5.0,5.0
110940510579,1,6,5.0,1.0
110940510977,1,6,5.0,1.0
110940517071,1,6,5.0,6.0
110940517377,5,1,6.0,5.0
110940517579,1,7,6.0,6.0
110940517672,1,6,5.0,1.0
110940517675,1,6,5.0,5.0
110940517974,1,6,5.0,1.0
110940571373,1,7,6.0,6.0
110940571579,1,6,6.0,5.0
110940572075,1,6,5.0,5.0
110940572175,1,7,6.0,5.0
110940572673,1,6,5.0,1.0
110940572873,1,1,1.0,6.0
110940572874,1,6,5.0,1.0
110940572975,1,6,5.0,1.0
110940574078,1,7,6.0,5.0
110940574177,1,6,5.0,6.0
110940574470,5,5,5.0,1.0
110940574771,1,6,5.0,5.0
110940574777,1,5,1.0,5.0
110940579076,1,6,5.0,1.0
110940579272,1,7,6.0,5.0
110940579273,5,6,5.0,6.0
110940579376,1,6,5.0,1.0
110940579572,1,7,6.0,5.0
110940579778,1,7,6.0,5.0
110940617278,1,6,5.0,5.0
110940617575,1,6,5.0,5.0
110940617675,1,1,1.0,6.0
110940617772,1,6,5.0,6.0
110940617970,1,6,5.0,1.0
110940671270,1,7,5.0,4.0
110940671372,1,7,6.0,5.0
110940671378,1,6,6.0,5.0
110940671473,5,6,6.0,5.0
110940671476,1,7,6.0,6.0
110940671673,1,6,5.0,5.0
110940672078,1,6,5.0,5.0
110940672375,1,7,6.0,5.0
110940672776,1,7,6.0,5.0
110940672970,1,6,5.0,1.0
110940710570,1,6,5.0,5.0
110940710579,1,7,6.0,5.0
110940710877,1,6,6.0,6.0
110940717079,1,7,6.0,5.0
110940717175,1,6,5.0,1.0
110940717272,1,5,1.0,6.0
110940717274,1,6,5.0,1.0
110940717371,1,6,5.0,1.0
110940717479,1,6,5.0,5.0
110940771073,1,6,6.0,5.0
110940771376,1,5,5.0,1.0
110940771378,5,6,6.0,5.0
110940771474,1,7,6.0,5.0
110940771475,1,6,5.0,1.0
110940771478,1,7,6.0,5.0
110940771573,1,7,6.0,5.0
110940771574,1,6,5.0,5.0
110940771777,1,6,5.0,5.0
110940771978,1,6,5.0,6.0
110940772076,3,6,5.0,1.0
110940772171,5,6,5.0,5.0
110940772173,1,6,5.0,5.0
110940772771,5,7,6.0,5.0
110940772777,5,6,5.0,1.0
110940772875,1,6,5.0,6.0
110940774071,1,5,1.0,1.0
110940774479,5,6,5.0,6.0
110940774670,1,7,7.0,1.0
110940810572,1,7,6.0,5.0
110940810874,1,6,5.0,1.0
110940817078,1,7,6.0,5.0
110940817177,1,6,5.0,5.0
110940817374,1,6,6.0,5.0
110940817671,1,5,1.0,1.0
110940817672,1,6,5.0,5.0
110940817677,5,6,5.0,5.0
110940817973,1,6,5.0,5.0
110940871079,5,6,5.0,1.0
110940871175,1,6,5.0,1.0
110940871374,1,6,5.0,7.0
110940871477,1,1,6.0,5.0
110940871673,1,6,5.0,5.0
110940871675,1,6,5.0,1.0
110940871771,1,7,6.0,5.0
110940871772,1,6,6.0,5.0
110940871972,1,6,5.0,1.0
110940872271,1,7,1.0,9.0
110940872472,1,6,5.0,5.0
110940872975,1,7,6.0,5.0
110940910970,1,6,6.0,5.0
110940910976,5,6,5.0,1.0
110940910977,1,6,5.0,1.0
110940917073,1,6,5.0,5.0
110940917573,1,6,5.0,1.0
110940917879,1,7,6.0,6.0
110940971072,5,6,5.0,1.0
110940971078,1,6,5.0,6.0
110940971079,5,6,5.0,
110940971273,1,6,5.0,5.0
110940971378,1,6,5.0,1.0
110940971675,1,6,6.0,5.0
110940972072,1,6,5.0,1.0
110940972173,1,6,5.0,5.0
110940972277,1,6,5.0,1.0
110940972678,1,6,5.0,5.0
110940972774,1,6,5.0,1.0
110940972871,1,6,5.0,1.0
110941010878,1,7,6.0,5.0
110941017770,6,6,5.0,6.0
110941017773,1,6,6.0,6.0
110941017775,1,3,1.0,3.0
110941017878,1,7,6.0,5.0
110941017976,1,6,6.0,5.0
110941071376,1,6,5.0,5.0
110941071379,1,6,5.0,2.0
110941072271,1,6,5.0,7.0
110941072475,1,6,5.0,1.0
110941072478,1,7,6.0,5.0
110941072674,1,7,6.0,5.0
110941072778,7,7,,
110941110572,1,7,6.0,5.0
110941110973,1,6,5.0,3.0
110941117370,1,6,6.0,5.0
110941117578,1,7,6.0,5.0
110941117679,1,7,6.0,5.0
110941117772,1,6,5.0,5.0
110941172072,1,6,5.0,5.0
110941172077,1,7,6.0,5.0
110941172174,1,6,5.0,5.0
110941172477,1,6,6.0,6.0
110941172571,1,6,5.0,1.0
110941172979,1,7,6.0,6.0
110941217172,1,7,6.0,6.0
110941217274,1,7,6.0,6.0
110941217275,1,1,2.0,3.0
110941217374,5,7,6.0,5.0
110941217377,5,6,5.0,
110941217871,7,7,,
110941217876,1,7,6.0,5.0
110941217879,1,7,6.0,5.0
110941217970,6,6,5.0,5.0
110941217972,6,6,5.0,3.0
110941217977,5,7,6.0,5.0
110941310570,1,7,6.0,5.0
110941317173,1,7,6.0,6.0
110941317470,1,6,5.0,5.0
110941317472,1,7,6.0,5.0
110941317677,5,7,6.0,5.0
110941317772,1,7,6.0,6.0
110941317878,1,7,6.0,5.0
110941371278,7,7,,
110941371371,1,7,6.0,5.0
110941371375,4,6,5.0,5.0
110941372378,1,7,6.0,5.0
110941372577,1,7,6.0,5.0
110941372670,1,7,6.0,5.0
110941417174,1,7,6.0,6.0
110941417773,4,1,1.0,9.0
110941417878,1,7,6.0,6.0
110941472371,1,9,8.0,7.0
110941472379,1,7,6.0,5.0
110941472972,1,7,5.0,5.0
110941517078,1,7,6.0,5.0
110941517674,7,6,5.0,5.0
110941517770,1,1,5.0,5.0
110941571074,1,7,6.0,5.0
110941571478,1,7,6.0,5.0
110941572070,1,6,6.0,5.0
110941572672,1,7,6.0,5.0
110941610874,1,1,1.0,1.0
110941672279,1,7,6.0,5.0
110941672470,1,7,6.0,5.0
110941672775,1,6,6.0,5.0
110941672871,1,5,4.0,3.0
110941672872,1,6,5.0,5.0
110941672974,6,6,,
110941710878,5,7,6.0,5.0
110941710976,1,7,6.0,5.0
110941717274,1,7,6.0,6.0
110941717376,1,7,5.0,5.0
110941717470,1,7,5.0,5.0
110941717473,1,7,6.0,5.0
110941717676,1,6,5.0,1.0
110941717774,1,7,6.0,5.0
110941717872,5,7,6.0,5.0
110941717874,1,1,1.0,6.0
110941772270,1,7,6.0,6.0
110941772375,1,6,5.0,5.0
110941772377,6,7,6.0,5.0
110941772675,1,7,6.0,6.0
110941772676,2,7,6.0,5.0
110941817871,1,6,5.0,5.0
110941872278,1,7,6.0,5.0
110941872371,1,7,6.0,5.0
110941872378,1,7,6.0,5.0
110941872576,1,6,5.0,2.0
110941872771,1,7,6.0,5.0
110941872975,1,7,6.0,5.0
110941910578,1,6,5.0,5.0
110941910878,1,6,5.0,5.0
110941917174,1,7,6.0,6.0
110941917476,1,7,6.0,6.0
110941917573,1,1,1.0,1.0
110941917875,2,7,6.0,5.0
110941972072,1,7,6.0,5.0
110941972474,1,6,5.0,5.0
110942010970,1,6,5.0,1.0
110942017272,1,6,5.0,5.0
110942017673,1,6,5.0,5.0
110942017674,1,6,6.0,5.0
110942017675,1,7,6.0,6.0
110942017879,1,6,5.0,6.0
110942071375,1,6,5.0,1.0
110942072070,1,7,6.0,5.0
110942072071,5,6,5.0,1.0
110942072073,1,1,1.0,
110942072176,1,6,5.0,1.0
110942072276,1,7,5.0,4.0
110942072373,1,6,6.0,5.0
110942072474,1,6,5.0,1.0
110942110576,1,1,4.0,1.0
110942117278,1,6,5.0,1.0
110942171177,1,7,6.0,5.0
110942171476,1,1,3.0,1.0
110942171772,1,7,6.0,6.0
110942171774,1,6,6.0,5.0
110942171779,1,7,6.0,5.0
110942171878,1,6,5.0,5.0
110942172078,1,7,6.0,5.0
110942172172,1,6,5.0,6.0
110942172176,1,6,5.0,6.0
110942172375,1,6,5.0,1.0
110942172676,1,1,6.0,5.0
110942172774,1,6,5.0,5.0
110942174173,1,7,6.0,6.0
110942174176,7,7,,
110942174271,1,6,5.0,1.0
110942174370,1,1,7.0,6.0
110942174377,1,6,6.0,5.0
110942210570,1,6,5.0,1.0
110942210970,1,6,6.0,5.0
110942217070,5,6,5.0,1.0
110942217076,5,6,5.0,1.0
110942217574,1,6,5.0,1.0
110942217672,1,6,5.0,5.0
110942217772,1,1,1.0,6.0
110942217875,1,7,6.0,5.0
110942271073,1,6,6.0,5.0
110942271271,1,7,6.0,5.0
110942271473,1,7,6.0,5.0
110942271874,1,6,6.0,5.0
110942271977,1,6,5.0,5.0
110942272172,6,7,6.0,5.0
110942272270,1,7,6.0,6.0
