userid,interval_mean,interval_var,interval_min,interval_lastvale1,interval_lastvale2,interval_lastvale3,interval_lastvale4,interval_last3_mean,interval_last3_var,first_interval
111121946353,231546.58,1058024836698.14,3.0,196323.0,199076.0,313.0,69466.0,131904.0,8659358808.67,136.0
111121946753,786379.06,8627424578286.32,6.0,112.0,42.0,52.0,6708468.0,68.67,955.56,22.0
111121948359,175432.09,191019627066.08,3.0,160155.0,75250.0,87373.0,58423.0,107592.67,1405893964.22,1548353.0
111122013012,6178.41,968161489.49,1.0,11.0,23029.0,99.0,458.0,7713.0,117291218.67,69.0
111122013091,29900.87,6758478218.45,7.0,109.0,17.0,9.0,108.0,45.0,2058.67,60.0
111122013193,203929.0,208828014350.5,14.0,1395663.0,14.0,235468.0,27.0,543715.0,372147461704.67,118.0
111122013691,36017.0,13922874987.0,10.0,285.0,12.0,51.0,427348.0,116.0,14534.0,12.0
111122013810,11938.62,1758754172.73,2.0,22.0,72.0,37.0,2.0,43.67,438.89,60.0
111122013912,3520.33,346970342.17,1.0,324.0,28.0,12.0,83.0,121.33,20579.56,38.0
111122016317,12759.22,1253416789.95,19.0,112893.0,70.0,19.0,45.0,37660.67,2829952422.89,68.0
111122016993,7723.0,564724669.45,16.0,260.0,46.0,33.0,82867.0,113.0,10832.67,74.0
111122048550,28411.19,7386896756.8,3.0,57.0,1188.0,14.0,142.0,419.67,295476.22,9.0
111122048754,2115991.5,12266040740984.58,17.0,75.0,46.0,59.0,22.0,60.0,140.67,2796217.0
111122085098,6647.55,1559943404.12,1.0,11.0,103.0,12.0,61.0,42.0,1860.67,25.0
111122116311,17025.53,6843498709.56,1.0,97.0,38.0,2.0,154.0,45.67,1533.56,75.0
111122116919,3323.75,32593036.69,3.0,65.0,3.0,15.0,13212.0,27.67,720.89,13212.0
111122148358,946392.14,15919186039955.02,34.0,255.0,1155.0,53.0,34.0,487.67,229467.56,151094.0
111122148759,,,180.0,180.0,,,,,,180.0
111122185691,33314.0,10205328851.41,3.0,109076.0,491976.0,4023.0,189.0,201691.67,43971852557.56,194.0
111122185696,93000.38,66253750981.47,7.0,1204471.0,272446.0,159942.0,32.0,545619.67,219152064720.22,35.0
111122213091,14980.64,2754929360.3,2.0,139.0,66.0,201.0,39287.0,135.33,3044.22,9889.0
111122213217,44.38,1056.73,2.0,85.0,80.0,8.0,23.0,57.67,1237.56,25.0
111122213219,17422.83,845076953.14,6.0,22.0,99.0,6.0,15.0,42.33,1648.22,102031.0
111122213410,30369.55,11291309697.28,1.0,542.0,18.0,18.0,11.0,192.67,61016.89,12.0
111122213515,32354.91,12035010602.46,1.0,28.0,16.0,444749.0,14.0,148264.33,43951578808.22,149.0
111122216117,122.6,15221.04,3.0,239.0,32.0,303.0,3.0,191.33,13376.22,36.0
111122216191,31053.16,11169949049.4,4.0,13.0,146.0,103558.0,69.0,34572.33,2379514050.89,8940.0
111122216911,114734.11,53905931121.43,1.0,33.0,1.0,11.0,108972.0,15.0,178.67,413.0
111122216991,150793.71,406817777438.03,2.0,463.0,20.0,2.0,134.0,161.67,45454.89,28.0
111122246850,319.62,963538.23,10.0,42.0,13.0,40.0,47.0,31.67,174.89,21.0
111122248557,170816.86,372372457545.34,1.0,123.0,29.0,9.0,73469.0,53.67,2470.22,118.0
111122313493,41596.44,36641234296.11,1.0,6454.0,43336.0,945.0,20.0,16911.67,354180876.22,400.0
111122313512,73.2,5018.16,3.0,88.0,79.0,94.0,28.0,87.0,38.0,37.0
111122313517,4924.59,257237815.05,3.0,80.0,10.0,39.0,76.0,43.0,824.67,16.0
111122313592,51101.14,27765557507.12,19.0,106.0,79.0,3121.0,649138.0,1102.0,2038302.0,31.0
111122313799,21752.33,6712405108.4,4.0,138223.0,133.0,1665.0,26.0,46673.67,4191031387.56,41.0
111122313817,79735.83,12392446740.81,10.0,180.0,56.0,10.0,82557.0,82.0,5154.67,314920.0
111122316191,22676.24,2967801507.36,2.0,13.0,207.0,2.0,19.0,74.0,8864.67,13.0
111122316395,434.5,326147.58,13.0,75.0,636.0,240.0,24.0,317.0,55418.0,13.0
111122316919,316.5,162810.12,5.0,254.0,197.0,342.0,86.0,264.33,3557.56,766.0
111122316994,2945.0,33797844.8,4.0,4.0,99.0,32.0,14572.0,45.0,1588.67,18.0
111122346455,162677.49,205748573766.05,1.0,97.0,66.0,1.0,9.0,54.67,1600.22,7.0
111122348557,,,315.0,315.0,,,,,,315.0
111122348751,116502.89,262552156243.48,3.0,22.0,16.0,60.0,41.0,32.67,379.56,14.0
111122413011,1217.33,6393027.22,16.0,6870.0,175.0,46.0,87.0,2363.67,10156293.56,16.0
111122413112,58299.56,27059812466.47,44.0,84.0,96.0,104.0,523572.0,94.67,67.56,62.0
111122413115,21782.0,16665048968.14,1.0,22.0,4.0,2.0,32.0,9.33,80.89,93.0
111122413194,193.67,138973.22,2.0,21.0,109.0,3.0,1023.0,44.33,2144.89,4.0
111122413218,167.17,32447.14,17.0,125.0,166.0,556.0,76.0,282.33,37726.89,63.0
111122413219,35801.57,7689566177.53,2.0,109.0,985.0,2.0,6.0,365.33,193901.56,50.0
111122413412,20494.2,5752186299.09,2.0,4.0,2329.0,16.0,29.0,783.0,1195082.0,19.0
111122413596,20197.21,10936961815.63,1.0,618328.0,57910.0,5.0,16.0,225414.33,77749406230.89,162.0
111122413598,16885.96,2826985595.44,2.0,88.0,58.0,56.0,4135.0,67.33,214.22,14.0
111122413599,59.18,5583.06,2.0,103.0,59.0,2.0,60.0,54.67,1709.56,38.0
111122413618,7389.68,576215098.58,2.0,44.0,356.0,810.0,2.0,403.33,98912.89,7.0
111122413697,2670.8,25682831.36,15.0,80.0,261.0,15.0,12805.0,118.67,10833.56,193.0
111122413795,166.75,5886.19,65.0,155.0,166.0,281.0,65.0,200.67,3246.89,65.0
111122413811,1044.25,2679709.94,20.0,432.0,59.0,77.0,4610.0,189.33,29497.56,20.0
111122413915,82446.12,19611137140.83,6.0,347148.0,16.0,142.0,291.0,115768.67,26768200592.89,106.0
111122413918,1170.67,2353194.89,27.0,3339.0,27.0,146.0,,1170.67,2353194.89,146.0
111122416119,60703.72,9887930526.36,3.0,82984.0,20838.0,149943.0,86063.0,84588.33,2779303780.22,35.0
111122446650,299.33,44244.22,3.0,425.0,3.0,470.0,,299.33,44244.22,470.0
111122446855,287406.18,1306222037034.69,4.0,28.0,6561900.0,20.0,1639638.0,2187316.0,9568492586538.67,1339.0
111122448350,1502122.95,16628558139580.26,2.0,3650898.0,12.0,162807.0,45.0,1271239.0,2835805513478.0,17279451.0
111122513116,23527.88,3443880051.86,11.0,110.0,97.0,14.0,8856.0,73.67,1808.22,509.0
111122513214,161.5,29020.0,17.0,403.0,19.0,167.0,18.0,196.33,25006.22,479.0
111122513298,680.29,2523123.92,11.0,31.0,25.0,4571.0,40.0,1542.33,4586416.89,11.0
111122513299,68.88,6684.11,2.0,48.0,160.0,21.0,19.0,76.33,3621.56,46.0
111122513591,49042.0,29028365325.22,3.0,1056389.0,230407.0,93861.0,181279.0,460219.0,180816802802.67,57.0
111122513715,108.75,5916.69,9.0,202.0,62.0,162.0,9.0,142.0,3466.67,9.0
111122513794,39593.9,10067772093.93,1.0,11.0,423.0,166.0,29.0,200.0,28868.67,8117.0
111122513795,286.83,264298.4,2.0,1553.0,66.0,94.0,41.0,571.0,482292.67,15.0
111122513999,81.0,4030.25,10.0,123.0,227.0,25.0,72.0,125.0,6802.67,10.0
111122516113,166706.22,73169201228.4,54.0,14730.0,945.0,162.0,116195.0,5279.0,44762882.0,54.0
111122516114,84296.0,43252572858.38,3.0,34.0,217341.0,140.0,3.0,72505.0,10488735320.67,101.0
111122516316,3587.07,226971236.82,2.0,78.0,184.0,221.0,2.0,161.0,3672.67,42.0
111122516393,21061.96,5462326382.81,4.0,65.0,143.0,9.0,73.0,72.33,3019.56,23.0
111122546451,709584.67,11568163921420.22,4.0,1690.0,17021168.0,4.0,4.0,5674287.33,64375850905552.9,10.0
111122548358,508787.08,2884879569510.07,9.0,244.0,13.0,27.0,14.0,94.67,11182.89,99.0
111122548556,25078.38,3410277957.85,1.0,99.0,1.0,7.0,5.0,35.67,2011.56,46.0
111122585710,4304.24,161967560.18,2.0,279.0,9.0,111.0,8.0,133.0,12392.0,29.0
111122585717,539.61,1090106.85,3.0,13.0,307.0,87.0,4.0,135.67,15590.22,127.0
111122613498,16297.31,19983621731.73,1.0,28.0,29.0,39.0,21.0,32.0,24.67,2255.0
111122613697,9211.16,1659994851.97,2.0,6.0,75.0,60.0,91.0,47.0,878.0,27.0
111122616195,27591.33,3854600618.72,5.0,62.0,24.0,5.0,145739.0,30.33,561.56,47.0
111122616314,19410.92,4974183425.08,6.0,158.0,77.0,70.0,56.0,101.67,1594.89,71.0
111122616991,39736.57,20460633284.53,1.0,31.0,91.0,1.0,13.0,41.0,1400.0,555477.0
111122646057,39643.27,6740402647.11,4.0,696.0,249124.0,7708.0,6467.0,85842.67,13338591598.22,171076.0
111122646455,87524.71,129315890966.58,1.0,200.0,47.0,16.0,9.0,87.67,6469.56,5.0
111122646656,571331.6,2420805481283.57,4.0,71.0,69.0,1055186.0,447378.0,351775.33,247393282990.89,4269.0
111122685218,125.2,15771.96,2.0,212.0,91.0,91.0,460.0,131.33,3253.56,65.0
111122713212,575.67,461488.22,72.0,72.0,1536.0,119.0,,575.67,461488.22,119.0
111122713392,217.43,58134.53,12.0,12.0,322.0,105.0,717.0,146.33,16870.89,18.0
111122713417,14557.96,2476777617.6,1.0,2.0,72.0,52.0,19.0,42.0,866.67,11.0
111122713999,83.58,16953.51,1.0,127.0,23.0,3.0,578.0,51.0,2954.67,12.0
111122746453,713952.87,4442775843418.65,2.0,146.0,20.0,208456.0,41896.0,69540.67,9648737563.56,604.0
111122813113,121.8,6344.96,24.0,203.0,172.0,24.0,184.0,133.0,6100.67,26.0
111122813395,130.5,11703.25,20.0,97.0,310.0,20.0,95.0,142.33,15044.22,95.0
111122813495,18309.05,6124914272.84,3.0,38727.0,210514.0,27.0,7.0,83089.33,8368137837.56,21.0
111122813790,187.5,14280.25,68.0,307.0,68.0,,,,,68.0
111122813896,4580.6,170494715.35,1.0,59.0,70.0,1.0,48.0,43.33,916.22,102.0
111122813897,20733.0,1529666268.22,3.0,122.0,437.0,10.0,58448.0,189.67,32677.56,6898.0
111122813919,595.33,2220312.67,1.0,1.0,98.0,50.0,57.0,49.67,1568.22,14.0
111122813990,3720.25,78889204.1,2.0,11.0,36.0,9.0,33440.0,18.67,150.89,13.0
111122813996,27087.25,19440575176.26,5.0,330.0,9.0,12.0,71.0,117.0,22686.0,77.0
111122846258,363533.85,427689295415.63,2.0,67.0,70.0,422665.0,108.0,140934.0,39686178182.0,608611.0
111122846855,,,3.0,3.0,,,,,,3.0
111122848357,671794.0,3347777880712.05,6.0,1036042.0,2578729.0,17057.0,607028.0,1210609.33,1108930782864.22,785854.0
111122848750,1130208.18,10462090472185.6,7.0,282.0,102.0,11015.0,27.0,3799.67,26035917.56,13148.0
111122913115,23340.94,6430727771.74,1.0,20.0,74171.0,3209.0,13643.0,25800.0,1171571774.0,261.0
111122913417,25379.2,3321593756.24,6.0,29532.0,77.0,878.0,182.0,10162.33,187698926.89,69.0
111122913995,245.0,59277.5,32.0,136.0,153.0,659.0,32.0,316.0,58872.67,32.0
111122916914,106.82,9166.51,15.0,176.0,93.0,18.0,203.0,95.67,4164.22,73.0
111122946052,3632840.0,44024581275673.6,29.0,111.0,1299197.0,29.0,16864834.0,433112.33,375051326038.22,29.0
111122946657,9853.36,1948552101.73,2.0,20.0,124.0,18.0,76.0,54.0,2450.67,829.0
111122948351,622107.62,6049436022540.62,2.0,57.0,6.0,34997.0,79.0,11686.67,271686253.56,3.0
111122948752,85776.7,62453425310.41,11.0,11.0,19956.0,15.0,835289.0,6660.67,88382946.89,98.0
111122985618,85163.5,32572018184.38,4.0,226.0,487257.0,20692.0,180.0,169391.67,50588994593.56,61.0
111124013018,56566.89,6380124032.1,7.0,161812.0,201183.0,135343.0,92014.0,166112.67,731732133.56,42.0
111124013193,83674.58,36218387596.76,11.0,839794.0,220663.0,224575.0,79564.0,428344.0,84648101874.0,6752.0
111124013296,42763.31,5767055968.21,4.0,319.0,39.0,94810.0,17.0,31722.67,1990018880.22,50093.0
111124013797,,,,,,,,,,
111124013912,26350.28,8905992789.92,1.0,70733.0,12.0,14.0,38.0,23586.33,1111404089.56,2549.0
111124016914,19484.5,375061322.25,118.0,118.0,38851.0,,,,,38851.0
111124046253,156189.25,107509478627.69,4.0,5.0,21865.0,166512.0,316157.0,62794.0,5458355028.67,5.0
111124046457,239375.25,301374015873.69,7.0,163.0,11.0,2380085.0,9.0,793419.67,1258753443851.56,18.0
111124046850,1321258.1,11580840929457.29,3.0,52.0,154.0,3.0,12.0,69.67,3956.22,1807277.0
111124048351,1554036.08,6839443748515.15,12.0,12.0,60.0,149.0,240906.0,73.67,3221.56,4315146.0
111124085419,641100.18,3993912528754.69,4.0,169.0,393.0,48.0,85.0,203.33,20426.89,26.0
111124085793,4524.62,267083817.11,11.0,55.0,15.0,67772.0,67.0,22614.0,1019622748.67,102.0
111124085799,382739.57,263310498851.96,126.0,260393.0,950569.0,1374438.0,90129.0,861800.0,210789344684.67,126.0
111124085991,41243.22,13574677465.59,4.0,15469.0,53987.0,66301.0,675.0,45252.33,468795904.89,92.0
111124113016,93615.67,157431737677.49,2.0,63.0,2.0,1540.0,153.0,535.0,505632.67,9860.0
111124113094,1166.71,11899157.78,2.0,13540.0,2.0,13.0,197.0,4518.33,40695254.89,60.0
111124113513,3794.0,60112247.43,167.0,207.0,617.0,966.0,167.0,596.67,96220.22,244.0
111124113694,481.14,727844.41,3.0,3.0,14.0,2487.0,61.0,834.67,1365122.89,11.0
111124113913,,,65.0,65.0,,,,,,65.0
111124116119,511.56,3836193.25,4.0,318.0,10.0,41.0,9.0,123.0,19172.67,12.0
111124146059,,,15.0,15.0,,,,,,15.0
111124146851,33525.26,9050557377.6,1.0,269.0,6.0,70917.0,87.0,23730.67,1113286554.89,131.0
111124146856,67.67,1453.56,14.0,99.0,90.0,14.0,,67.67,1453.56,14.0
111124148359,60573.73,24318549455.99,1.0,9.0,24.0,503106.0,24.0,167713.0,56244232262.0,794.0
111124148753,160612.37,248437143558.68,2.0,90.0,1074970.0,5.0,4.0,358355.0,256768530316.67,118349.0
111124148758,530932.0,2338866826286.72,2.0,6913882.0,1391692.0,33.0,129270.0,2768535.67,8914733907020.22,22.0
111124185296,42686.4,27254382325.64,2.0,57.0,133.0,2.0,2.0,64.0,2884.67,50.0
111124213095,40274.0,9260137285.29,2.0,3149.0,11.0,3.0,44537.0,1054.33,2193824.89,28.0
111124213391,44573.22,11477582846.54,3.0,42.0,104.0,582.0,252102.0,242.67,58214.22,37.0
111124213394,103.67,1216.22,68.0,92.0,151.0,68.0,,103.67,1216.22,68.0
111124213695,7960.0,271894303.09,14.0,79.0,62.0,62.0,1653.0,67.67,64.22,55853.0
111124213719,39075.21,20128616174.32,2.0,281.0,1990.0,40.0,23.0,770.33,753473.56,13.0
111124213996,35634.31,8989032224.87,4.0,3428.0,47954.0,14228.0,175808.0,21870.0,359627528.0,26598.0
111124246257,420205.63,5189101521727.45,3.0,138.0,37852.0,1839.0,10698.0,13276.33,302463929.56,4.0
111124246657,182453.0,245176511021.38,2.0,685.0,37238.0,8640.0,350.0,15521.0,246361048.67,42972.0
111124246853,83991.63,59488986061.79,2.0,26990.0,605233.0,404900.0,12.0,345707.67,57479360670.89,442.0
111124248351,770690.86,6088679007964.18,2.0,88.0,142.0,2.0,2.0,77.33,3323.56,232.0
111124313113,32226.15,12366664758.13,4.0,193.0,78.0,509.0,417453.0,260.0,33204.67,27.0
111124313293,109983.97,217861374172.39,2.0,82.0,379.0,1659.0,4681.0,706.67,468170.89,66.0
111124313295,,,,,,,,,,
111124313517,9309.83,828906048.52,3.0,9.0,8.0,23.0,9.0,13.33,46.89,59.0
111124313599,26087.47,26638741445.02,2.0,1071.0,64.0,11.0,96.0,382.0,237828.67,31.0
111124313799,24702.0,2152225687.33,5.0,313.0,27.0,5.0,79168.0,115.0,19682.67,1286.0
111124313998,69500.38,37030113791.23,5.0,308.0,75.0,11.0,2207.0,131.33,16288.22,147593.0
111124316313,43789.46,39990010886.71,1.0,617.0,27.0,1.0,12.0,215.0,80914.67,25.0
111124316396,19885.96,5009143107.81,3.0,318537.0,23.0,23.0,7.0,106194.33,22544704043.56,18.0
111124316911,79.25,12981.69,5.0,28.0,276.0,5.0,8.0,103.0,15052.67,8.0
111124346858,399050.12,3252479562944.28,1.0,54426.0,4098230.0,166108.0,8.0,1439588.0,3536267453602.67,13.0
111124413091,19900.09,12735370257.34,1.0,21.0,2.0,8.0,5194.0,10.33,62.89,48.0
111124413311,276683.5,382615067915.08,1.0,1679217.0,1640200.0,240.0,137.0,1106552.33,612217210490.89,89.0
111124413417,137548.7,106923649377.84,19.0,1365073.0,23.0,38609.0,21.0,467901.67,402706347243.56,1586.0
111124413614,159.0,21500.33,2.0,343.0,21.0,2.0,165.0,122.0,24480.67,60.0
111124413619,24553.96,7817365995.49,3.0,82.0,5325.0,10.0,78.0,1805.67,6193717.56,42.0
111124413693,153943.42,108042434762.16,7.0,697298.0,922381.0,25848.0,965275.0,548509.0,145030986608.67,72.0
111124413719,2731.45,88257203.78,4.0,43.0,75.0,7.0,1153.0,41.67,771.56,140.0
111124413912,20735.14,2289434381.48,1.0,40.0,37.0,1.0,282.0,26.0,314.0,192.0
111124416192,102578.87,100983574001.05,17.0,45.0,20.0,43217.0,25.0,14427.33,414422557.56,1273589.0
111124446457,864015.07,2268271485493.38,7.0,3725089.0,402.0,13.0,1290857.0,1241834.67,3083276067229.56,68627.0
111124446854,100761.22,152392149520.71,2.0,162.0,6.0,219.0,3428.0,129.0,8106.0,81.0
111124513218,136.5,14280.25,17.0,256.0,17.0,,,,,17.0
111124513296,3206.0,67820279.25,4.0,66.0,335.0,113.0,97.0,171.33,13761.56,27.0
111124513814,,,2289.0,2289.0,,,,,,2289.0
111124513892,56.29,2900.2,12.0,44.0,12.0,36.0,185.0,30.67,184.89,52.0
111124516393,67216.93,52410998798.46,3.0,88.0,56.0,3.0,1144.0,49.0,1228.67,35.0
111124516995,194298.64,260816399435.94,5.0,5.0,11.0,648236.0,1936699.0,216084.0,93377675558.0,291.0
111124546258,8106.12,1983670633.23,3.0,10.0,31.0,156.0,4.0,65.67,4153.56,26.0
111124613591,226011.37,450930876047.29,3.0,31.0,59955.0,8.0,107553.0,19998.0,798281012.67,9.0
111124613616,69860.9,67869836154.86,1.0,577.0,190.0,45.0,7.0,270.67,50424.22,1843.0
111124613799,461.56,1148080.25,8.0,70.0,29.0,19.0,470.0,39.33,486.89,22.0
111124613899,22374.14,6303140865.69,1.0,50.0,13.0,29.0,308612.0,30.67,229.56,208.0
111124616311,10278.03,1158684484.1,4.0,194.0,859.0,5.0,589.0,352.67,134140.22,100.0
111124616394,5464.6,253428989.44,8.0,515.0,8.0,34.0,579.0,185.67,54342.89,17.0
111124616997,48446.8,35273150230.16,3.0,953981.0,77.0,22.0,88.0,318026.67,202218957546.89,19.0
111124646450,634296.83,7898816288161.47,5.0,57.0,9.0,349.0,196274.0,138.33,22574.22,113.0
111124646457,63.2,4486.96,1.0,13.0,1.0,114.0,14.0,42.67,2568.22,28.0
111124648356,,,,,,,,,,
111124648553,62.0,4020.67,8.0,27.0,151.0,8.0,,62.0,4020.67,8.0
111124713290,149.08,97628.24,5.0,58.0,105.0,1179.0,40.0,447.33,268036.22,74.0
111124713292,113.75,7708.19,40.0,256.0,40.0,42.0,117.0,112.67,10272.89,117.0
111124713497,81531.59,37108242088.86,2.0,41.0,163.0,7.0,560165.0,70.33,4486.22,83.0
111124713694,3381.0,23182963.4,22.0,117.0,34.0,34.0,8958.0,61.67,1530.89,84.0
111124713714,218870.33,239396376010.89,8.0,1312937.0,69.0,64.0,134.0,437690.0,383028655508.67,8.0
111124716197,130194.5,223335445427.25,5.0,239.0,142.0,1957824.0,105806.0,652735.0,851628650528.67,47.0
111124716313,,,,,,,,,,
111124716393,3931.64,196138663.37,2.0,24.0,56.0,24.0,47.0,34.67,227.56,13.0
111124716399,102.25,5871.19,38.0,74.0,233.0,38.0,64.0,115.0,7178.0,64.0
111124746051,2657924.11,52435019393594.09,10286.0,421894.0,10286.0,23136073.0,25243.0,7856084.33,116767263684341.56,63222.0
111124748557,112171.86,1238208822788.97,1.0,42.0,150.0,4116.0,6.0,1436.0,3593144.0,15337404.0
111124748757,921205.2,7655587533760.24,2.0,26.0,11894968.0,9.0,51.0,3965001.0,31442188310592.67,20.0
111124748759,12591.67,470996259.56,4.0,59509.0,15348.0,12.0,50.0,24956.33,636142202.89,4.0
111124813013,19699.75,31008972461.13,1.0,119.0,11.0,27.0,9.0,52.33,2264.89,221.0
111124813310,,,,,,,,,,
111124813392,4066.43,92852467.96,2.0,210.0,114.0,84.0,368.0,136.0,2888.0,19.0
111124813516,32950.67,4308131927.04,1.0,88.0,266.0,13.0,39.0,122.33,11257.56,25.0
111124813517,3628.33,64117495.89,9.0,50.0,23.0,143.0,9.0,72.0,2642.0,21533.0
111124813590,74966.48,134424564714.73,1.0,30.0,31.0,237.0,95.0,99.33,9476.22,26.0
111124813791,1433.5,26967870.38,3.0,201.0,53.0,30.0,63.0,94.67,5741.56,21545.0
111124813891,73342.29,23909044040.49,2.0,79.0,168.0,9.0,448101.0,85.33,4233.56,57.0
111124816193,53308.13,20567382313.72,2.0,2.0,12.0,618027.0,658.0,206013.67,84877493438.89,15.0
111124816199,6472.97,822142069.7,1.0,5301.0,52449.0,80.0,66.0,19276.67,554744989.56,139.0
111124846253,115016.4,207917373353.64,2.0,25.0,10.0,218157.0,7.0,72730.67,10574409250.89,194.0
111124848559,454368.45,1873104836812.94,2.0,16.0,2710.0,13063.0,533.0,5263.0,31629606.0,4.0
111124885697,27883.83,49500620870.99,3.0,122.0,50.0,17.0,7.0,63.0,1922.0,437.0
111124913095,,,164.0,164.0,,,,,,164.0
111124913414,142.5,67734.43,2.0,1204.0,30.0,48.0,417.0,427.33,301659.56,2.0
111124913415,51218.92,30234645317.58,1.0,101.0,65.0,1.0,219.0,55.67,1710.22,19.0
111124913798,305.33,84794.89,90.0,90.0,717.0,109.0,,305.33,84794.89,109.0
111124913891,93.88,11117.61,7.0,97.0,27.0,7.0,59.0,43.67,1488.89,15.0
111124916312,85464.72,61882253789.23,2.0,59.0,250.0,59.0,110.0,122.67,8106.89,8.0
111124916315,146751.1,718440825209.45,1.0,71.0,8717.0,11.0,804676.0,2933.0,16727928.0,17.0
111124946453,667483.66,7333138104478.43,5.0,24.0,59.0,215.0,595.0,99.33,6893.56,412695.0
111124946456,589.4,470576.64,72.0,72.0,81.0,780.0,158.0,311.0,109994.0,1856.0
111124946853,61739.98,37620148915.63,4.0,40079.0,720513.0,66.0,193542.0,253552.67,109292816481.56,19.0
111124948552,455692.93,3347178780464.99,2.0,82.0,16.0,249735.0,9.0,83277.67,13854022636.22,2.0
111124948756,1482735.56,2343227131978.25,13.0,767.0,3499227.0,13.0,98.0,1166669.0,2720413506434.67,3019059.0
111125046050,57977.67,6610623050.89,5.0,968.0,5.0,172960.0,,57977.67,6610623050.89,172960.0
111125046054,40858.55,17772033629.35,1.0,42.0,4.0,105.0,2.0,50.33,1734.89,353.0
111125048353,2599335.0,32881660491167.43,4.0,16583343.0,1567995.0,39034.0,16.0,6063457.33,55723617509789.56,4.0
111125048552,64052.15,9999532606.75,11.0,29.0,128847.0,119538.0,60.0,82804.67,3440348409.56,11.0
111125048757,779787.67,1216128252736.89,3.0,2339357.0,3.0,3.0,,779787.67,1216128252736.89,3.0
111125146257,323866.8,462906492633.66,7.0,70.0,61.0,39.0,32.0,56.67,169.56,83.0
111125146450,198800.19,539336972687.87,2.0,278.0,93.0,4.0,7.0,125.0,13024.67,249.0
111125146458,562950.24,2385409944034.13,5.0,20.0,37.0,29.0,6.0,28.67,48.22,49670.0
111125148558,34917.73,23688355867.21,1.0,511739.0,70210.0,27.0,363519.0,193992.0,51302520252.67,775.0
111125248358,544145.0,841160722013.67,2.0,10.0,136.0,3.0,68.0,49.67,3734.89,525279.0
111125248550,,,,,,,,,,
111125248554,35299.38,20347888773.14,1.0,48.0,19.0,60.0,256.0,42.33,296.22,8.0
111125346253,531822.46,1670473746288.79,1.0,216.0,186.0,50.0,23.0,150.67,5216.89,3819947.0
111125346859,357909.0,128090262609.0,12.0,12.0,715806.0,,,,,715806.0
111125348357,4352956.8,75146819770012.55,54.0,74152.0,21690315.0,54.0,70.0,7254840.33,104192379511588.23,193.0
111125446252,266589.13,452616455721.45,5.0,2011695.0,36.0,69.0,5.0,670600.0,899267899694.0,1951219.0
111125446853,265176.81,1007732191706.5,1.0,3.0,17.0,666136.0,6.0,222052.0,98605299560.67,10191946.0
111125448357,1182206.12,9059163277740.36,11.0,546.0,11.0,97490.0,26.0,32682.33,2100064533.56,70632.0
111125548753,3676983.5,16483536486769.25,102.0,10491138.0,684.0,174.0,102.0,3497332.0,24456661226168.0,7015413.0
111125548756,38560.41,18359750409.65,4.0,6035.0,667.0,101.0,52.0,2267.67,7149792.89,90.0
111125646850,1425248.25,18834002432694.31,7.0,7.0,2635641.0,18027944.0,816558.0,6887864.0,63208452300192.66,19.0
111125646853,221.67,7253.56,108.0,244.0,313.0,108.0,,221.67,7253.56,108.0
111125648350,3638394.75,34538739953081.69,10.0,73.0,10.0,13803788.0,749708.0,4601290.33,42342981653164.22,749708.0
111125648359,40618.0,8977350196.88,1.0,77.0,74.0,1.0,34.0,50.67,1234.89,112537.0
111125746453,487658.07,1501952017538.6,7.0,4894495.0,181956.0,55186.0,7.0,1710545.67,5071445117433.56,1378297.0
111125746457,13293.46,900418286.86,5.0,16.0,7.0,12492.0,28.0,4171.67,34613986.89,22.0
111125748359,94716.8,3616373112.56,12781.0,126606.0,33252.0,12781.0,163817.0,57546.33,2454462420.22,137128.0
111125748757,302717.05,859383778487.47,6.0,91.0,38.0,39.0,11.0,56.0,612.67,26.0
111125846854,52042.14,51926192527.86,2.0,208856.0,607928.0,317970.0,2061564.0,378251.33,28359996438.22,310.0
111125848356,89.5,240.25,74.0,74.0,105.0,,,,,105.0
111125848358,2355.33,10578480.22,51.0,60.0,51.0,6955.0,,2355.33,10578480.22,6955.0
111125948556,624141.21,1691726766798.48,1.0,22.0,7.0,23.0,27.0,17.33,53.56,2020654.0
111126013114,,,68.0,68.0,,,,,,68.0
111126013719,35475.83,3020095620.32,32.0,153562.0,10055.0,12230.0,32453.0,58615.67,4508191544.22,117.0
111126046050,179127.15,509598343012.07,3.0,15.0,8.0,5453.0,20.0,1825.33,6579990.89,1530302.0
111126046650,45891.59,16588890991.97,2.0,77.0,3.0,7.0,9.0,29.0,1154.67,13.0
111126048756,192746.12,527899217976.5,1.0,142.0,5757.0,1.0,14.0,1966.67,7186626.89,90053.0
111126085411,,,69.0,69.0,,,,,,69.0
111126085710,286.12,350702.61,5.0,1847.0,23.0,139.0,8.0,669.67,695299.56,124.0
111126113212,178.0,18225.0,43.0,313.0,43.0,,,,,43.0
111126113291,10142.96,1626799043.27,1.0,52.0,1.0,6.0,17281.0,19.67,526.89,56.0
111126113310,72.6,4065.44,4.0,118.0,9.0,119.0,47.0,82.0,2664.67,116.0
111126113317,151.67,34040.89,1.0,1.0,337.0,4.0,1.0,114.0,24866.0,624.0
111126113396,3632.11,347653510.04,4.0,333.0,23.0,9.0,5291.0,121.67,22363.56,154.0
111126113397,5259.0,273378296.55,2.0,160.0,874.0,106.0,165.0,380.0,122504.0,18.0
111126113692,93410.18,87065294047.6,9.0,27.0,14.0,86.0,88.0,42.33,981.56,290.0
