userid,actionType1,actionType2,actionType3,actionType4,actionType5,actionType6,actionType7,actionType8,actionType9,user_purchase_orderType01_times,if_exist_rate_largerthan_2,user_click_num,user_click_rate,user_purchase_num,user_open_app_num,user_purchase_rate,user_orderType0_rate_largerthan_2,actionType234_after_submit_last_order,tages_num,keywords_num,browse_product_num_by_day,firstType,daoshuType1,daoshuType2,daoshuType3,to_closest_1_time,to_closest_2_time,to_closest_2_time_interval_mean,to_closest_2_time_interval_min,to_closest_3_dist,to_closest_3_time,to_closest_3_time_interval_mean,to_closest_3_time_interval_min,to_closest_4_time,to_closest_4_time_interval_min,to_closest_5_time,to_closest_5_dist,to_closest_5_time_interval_mean,to_closest_5_time_interval_min,to_closest_5_time_interval_max,to_closest_5_time_interval_var,to_closest_6_time,to_closest_6_time_interval_mean,to_closest_6_time_interval_min,to_closest_6_time_interval_max,to_closest_6_time_interval_var,to_closest_7_time,to_closest_7_time_interval_mean,to_closest_7_time_interval_min,to_closest_7_time_interval_max,to_closest_7_time_interval_var,to_closest_8_dist,to_closest_8_time,to_closest_8_time_interval_mean,to_closest_8_time_interval_min,to_closest_8_time_interval_var,to_closest_9_time,to_closest_9_time_interval_mean,to_closest_9_time_interval_var,to_closest_9_time_interval_mean_multi_var,interval_mean,interval_var,interval_min,interval_lastvale1,interval_lastvale2,interval_lastvale3,interval_lasetvale4,interval_last3_mean,interval_last3_var,first_interval
110329973322,6,0,0,0,12,2,0,0,0,,,20,0.6,0.0,6.0,0.0,,,,,0.7,5,5,5.0,5.0,117.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5434370.0,603818.89,13.0,4997545.0,2422280712350.0,,,,,,,,,,,,,,,442980.95,1298256112401.94,3,52,65,293617,91,97911.33,19150354010.89,1176724
110340016127,13,0,0,0,5,2,0,1,1,,,22,0.66,1.0,13.0,7.69,,,0.0,0.0,0.41,5,1,1.0,1.0,0.0,,,,,,,,,,906321.0,2.0,453160.5,246216.0,660105.0,42826026080.2,4903491.0,272416.17,2.0,2352574.0,316035540078.0,,,,,,17.0,4903345.0,288432.06,2.0,330008707536.0,4903279.0,306454.94,345112241109.0,93914630250.4,233509.9,279969789590.66,2,660105,246216,2,24,302107.67,74184600969.56,2
110340016323,16,0,10,1,43,52,7,0,0,5.0,,129,3.89,0.0,16.0,0.0,1.0,0.0,10.0,7.0,0.88,1,6,5.0,5.0,10714.0,,,,5.0,238.0,47.6,9.0,73415.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,27.0,9.0,45.0,324.0,,,,,,,,,,22373.93,37124668817.08,1,9,45,28,17,27.33,216.22,53
110340073226,5,0,0,0,3,0,0,0,0,,,8,0.24,0.0,5.0,0.0,,,,,0.38,1,1,5.0,5.0,0.0,,,,,,,,,,1620724.0,1.0,1620724.0,1620724.0,1620724.0,0.0,,,,,,,,,,,,,,,,,,,,290080.0,314840478994.0,1,1620724,1,15,407627,540246.67,583715633956.22,993
110340171223,5,1,0,0,0,0,0,0,0,,,6,0.18,0.0,5.0,0.0,,,3.0,0.0,0.17,1,1,2.0,2.0,0.0,1022181.0,1022181.0,1022181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004158.8,55661977753267.76,64,1022181,64,19604273,4257564,6875506.0,81184875197092.67,136712
110340216127,5,0,0,0,7,10,0,0,0,,,22,0.66,0.0,5.0,0.0,,,,,0.77,1,6,5.0,5.0,34364.0,,,,,,,,,,12.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,11854.24,446990898.37,6,12,893,17,33417,307.33,171506.89,12
110340216225,25,0,0,0,4,1,0,1,1,,,32,0.97,1.0,25.0,4.0,,,,,0.22,1,1,1.0,1.0,0.0,,,,,,,,,,1556718.0,6.0,259453.0,24424.0,920155.0,96060029662.3,3451956.0,119032.97,4.0,920155.0,35415955977.6,,,,,,28.0,3451622.0,123272.21,4.0,36159645874.7,3451604.0,127837.19,36915401157.4,16342347147.1,111387.26,33978696621.03,4,920155,80431,24424,52961,341670.0,167845244954.0,14
110340271029,30,0,0,0,43,4,0,2,2,,,81,2.45,2.0,30.0,6.67,,,,,0.63,1,5,5.0,5.0,54.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7668334.0,333405.83,3.0,3797330.0,861978441084.0,,,,,,46.0,15428537.0,335402.98,2.0,662449195282.0,15428517.0,342855.93,674615147703.0,117550188736.0,194969.45,407894284719.22,1,15,15,24,89276,18.0,18.0,120
110340273027,8,0,0,0,12,6,0,1,1,1.0,,28,0.85,1.0,8.0,12.5,1.0,0.0,0.0,0.0,0.71,1,6,6.0,6.0,695.0,,,,,,,,,,689.0,3.0,229.67,11.0,615.0,74691.56,0.0,0.0,0.0,0.0,0.0,,,,,,15.0,319629.0,21308.6,1.0,3188636976.24,319615.0,22829.64,3381693189.66,521192462.53,129096.07,284357110215.7,1,615,11,63,1,229.67,74691.56,12
110340273129,10,0,0,0,8,1,0,1,1,,,21,0.63,1.0,10.0,10.0,,,,,0.52,5,1,5.0,5.0,0.0,,,,,,,,,,11740060.0,1.0,11740060.0,11740060.0,11740060.0,0.0,13008551.0,722697.28,1.0,11740060.0,7156018511040.0,,,,,,17.0,13008462.0,765203.65,1.0,7544438530670.0,13008449.0,813028.06,7977083968730.0,661014626347.0,650430.5,6487419044543.75,1,11740060,3,15,33,3913359.33,30628621662824.22,3
110340273426,6,0,0,0,8,3,1,0,0,,,18,0.54,0.0,6.0,0.0,,,,,0.67,1,7,6.0,6.0,315.0,,,,,,,,,,243.0,3.0,81.0,36.0,112.0,1060.67,112.0,112.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,838777.41,3668203058334.12,1,112,95,36,3,81.0,1060.67,7261122
110340273528,23,0,0,0,14,8,0,0,0,,,45,1.36,0.0,23.0,0.0,,,5.0,0.0,0.49,1,6,6.0,6.0,3977332.0,,,,,,,,,,241.0,2.0,120.5,67.0,174.0,2862.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,408241.45,587461377273.25,1,174,67,1,1612899,80.67,5081.56,2008801
110340373429,3,3,0,0,13,18,4,0,0,3.0,,41,1.24,0.0,3.0,0.0,,0.0,,,0.93,1,7,6.0,6.0,1648.0,1451.0,120.92,22.0,,,,,,,287.0,2.0,143.5,90.0,197.0,2862.25,197.0,197.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2992.28,180257452.0,3,197,90,23,130,103.33,5134.89,95
110340473023,1,0,0,0,2,1,0,1,1,,,6,0.18,1.0,1.0,100.0,,,2.0,0.0,0.83,5,1,9.0,9.0,0.0,,,,,,,,,,34994.0,4.0,8748.5,11.0,34897.0,227914867.25,34956.0,11652.0,11.0,34897.0,270165240.67,,,,,,2.0,34908.0,17454.0,11.0,304258249.0,34897.0,34897.0,0.0,1217800609.0,6999.0,194574894.8,1,34897,11,48,38,11652.0,270165240.67,1
110340473028,7,0,0,0,3,1,0,1,1,,,13,0.39,1.0,7.0,14.29,,,9.0,0.0,0.46,5,1,1.0,1.0,0.0,,,,,,,,,,27267.0,2.0,13633.5,12990.0,14277.0,414092.25,1463899.0,162655.44,14.0,1073247.0,113236465390.0,,,,,,8.0,1463857.0,182982.13,14.0,123672458082.0,1463843.0,209120.43,135874264785.0,43731354243.4,122033.67,89877744640.06,14,12990,14277,18,19,9095.0,41472026.0,438
110340773823,39,0,1,0,8,4,0,1,0,,,53,1.6,0.0,39.0,0.0,,,,,0.26,1,1,1.0,1.0,0.0,,,,8.0,4772929.0,596616.13,16.0,,,1020773.0,4.0,255193.25,16.0,889428.0,134810699115.0,1020757.0,340252.33,61705.0,889428.0,150807408190.0,,,,,,31.0,15883567.0,512373.13,9.0,567244074616.0,,,,,510990.33,696754387293.03,3,889428,61705,69624,16,340252.33,150807408189.56,1599701
110340873323,2,0,0,0,6,0,0,0,0,,,8,0.24,0.0,2.0,0.0,,,,,0.75,1,5,1.0,1.0,22.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1405015.0,5092497765296.0,4,22,5793978,4,369,1931334.67,7460006760326.22,27
110341071022,14,0,0,0,20,12,0,2,1,,,49,1.48,1.0,14.0,7.14,,,3.0,3.0,0.71,1,5,5.0,5.0,1367033.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1366207.0,273241.4,34.0,1194734.0,214874226301.0,,,,,,19.0,3340871.0,175835.32,6.0,232645062143.0,3340859.0,185603.28,243756939271.0,34448577546.8,78951.54,99232950872.54,2,140315,34,8030,23094,49459.67,4138001800.22,12
110341073824,7,0,0,0,13,13,0,6,2,,,41,1.24,2.0,7.0,28.57,,,5.0,0.0,0.83,1,6,5.0,5.0,2576.0,,,,,,,,,,13.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,13.0,9947700.0,765207.69,9.0,2352665366140.0,10068094.0,372892.37,1276001814660.0,139048719604.0,251742.28,891784950804.3,4,13,2533,21,9,855.67,1406734.22,67
110341273424,1,0,0,0,0,0,0,0,0,,,1,0.03,0.0,1.0,0.0,,,,,0.0,1,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,13,2533,21,9,0.0,0.0,0
110342073320,6,2,0,0,6,5,3,0,0,2.0,,22,0.66,0.0,6.0,0.0,1.0,1.0,3.0,0.0,0.73,1,7,6.0,6.0,1983.0,112.0,28.0,2.0,,,,,,,105.0,2.0,52.5,30.0,75.0,506.25,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,298208.9,430533325009.23,2,30,75,2,5,35.67,904.22,717631
110342473425,43,0,22,31,64,20,3,2,2,2.0,,187,5.65,2.0,43.0,4.65,1.0,51.0,0.0,0.0,0.77,1,7,6.0,6.0,47.0,,,,18.0,63072.0,3504.0,5.0,63007.0,7.0,40.0,2.0,20.0,8.0,32.0,144.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,168921.0,1431.53,2.0,36953278.44,168903.0,1443.62,37251894.87,2084038.7044,123899.25,1760174744455.12,1,8,32,7,33070,15.67,133.56,7
110342573725,2,0,0,0,7,2,0,0,0,,,11,0.33,0.0,2.0,0.0,,,0.0,3.0,0.82,1,6,5.0,5.0,1431.0,,,,,,,,,,820.0,1.0,820.0,820.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,312012.0,875089830479.8,5,820,5,74,371,299.67,136166.89,159
110342771524,9,0,0,0,4,3,0,0,0,,,16,0.48,0.0,9.0,0.0,,,,,0.44,1,6,5.0,5.0,528.0,,,,,,,,,,16.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,8927.6,791612782.24,3,16,512,55,9,194.33,50709.56,20
110343771229,8,0,2,0,3,3,2,1,1,1.0,,20,0.6,1.0,8.0,12.5,1.0,2.0,0.0,5.0,0.6,1,7,6.0,6.0,578.0,,,,10.0,4142116.0,414211.6,61.0,,,517.0,2.0,258.5,226.0,291.0,1056.25,291.0,291.0,291.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4147482.0,296248.71,10.0,991703935431.0,4147472.0,319036.31,1060719011760.0,101784167098.0,218301.89,747741194869.36,2,291,226,61,3885654,192.67,9372.22,13
110344173322,3,0,0,0,2,0,0,0,0,,,5,0.15,0.0,3.0,0.0,,,0.0,0.0,0.4,1,1,5.0,5.0,0.0,,,,,,,,,,4041904.0,1.0,4041904.0,4041904.0,4041904.0,0.0,,,,,,,,,,,,,,,,,,,,1771652.0,3263004596552.5,15,4041904,16,3044673,15,2362197.67,2955696057728.22,15
110344673128,1,0,0,0,2,1,0,0,0,3.0,,4,0.12,0.0,1.0,0.0,,0.0,,,0.75,1,6,5.0,5.0,97.0,,,,,,,,,,80.0,1.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,32.33,1164.22,2,80,2,15,0,32.33,1164.22,15
110344971529,8,9,55,0,39,14,4,5,5,3.0,,139,4.2,5.0,8.0,62.5,,16.0,,,0.94,5,7,6.0,6.0,2357.0,1320.0,330.0,8.0,3.0,1312.0,437.33,12.0,,,293.0,2.0,146.5,12.0,281.0,18090.25,281.0,281.0,281.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,169061.0,6762.44,4.0,318740454.97,169052.0,7043.83,330041752.06,49615541.0689,124690.84,1266638174085.74,3,281,12,1019,8,437.33,181228.22,1318124
110345073322,57,24,3,32,50,18,3,7,6,4.0,,200,6.04,6.0,57.0,10.53,1.0,0.0,4.0,0.0,0.72,1,5,1.0,1.0,168.0,1206749.0,35492.62,1.0,40.0,1207054.0,30176.35,1.0,1041811.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,435108.0,39555.27,12.0,248919.0,4785602396.02,434978.0,43497.8,12.0,248919.0,5093183901.36,9.0,434966.0,48329.56,19.0,5425634606.25,434947.0,54368.38,5775632869.48,2955920743.82,121668.84,280070961918.21,1,168,50133,248919,44427,99740.0,11543270558.0,60466
110345171024,1,1,0,0,0,0,0,0,0,,,2,0.06,0.0,1.0,0.0,,,5.0,0.0,0.5,1,2,1.0,,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,11,11,0,0,0,3.67,26.89,11
110345473322,27,0,2,0,21,24,3,4,4,4.0,,85,2.57,4.0,27.0,14.81,1.0,2.0,4.0,0.0,0.68,1,6,5.0,5.0,84.0,,,,24.0,7231470.0,301311.25,10.0,,,38.0,1.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,35.75,11.0,59.0,289.69,35.0,7466006.0,213314.46,10.0,685704089942.0,7465996.0,219588.12,704494298729.0,48218942445.1,100160.31,298749288231.71,3,38,11,35,59,28.0,146.0,24
110345571220,1,0,0,0,3,0,0,0,0,,,4,0.12,0.0,1.0,0.0,,,0.0,0.0,0.75,1,5,5.0,5.0,34.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,11.33,43.56,4,20,4,10,0,11.33,43.56,10
110345771026,37,1,0,0,46,10,1,5,4,,,104,3.14,4.0,37.0,10.81,,,3.0,0.0,0.64,1,5,1.0,1.0,10.0,6244512.0,390282.0,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6244483.0,446034.5,2.0,3727779.0,1162392911590.0,8472227.0,470679.28,2.0,3727779.0,1112980430890.0,44.0,27784023.0,631455.07,2.0,3147978296620.0,27783994.0,646139.4,3211699397790.0,417496124232.0,287494.5,1436940398710.27,1,10,3727779,2,44,1242597.0,3088064786572.67,76
110345973322,1,1,0,0,6,0,0,0,0,,,8,0.24,0.0,1.0,0.0,,,0.0,2.0,0.88,1,5,5.0,5.0,23597198.0,132.0,66.0,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,3371028.29,68179025955877.62,4,128,4,23596610,7,7865580.67,123732641945659.56,13
110346073726,2,0,0,0,11,5,0,0,0,,,18,0.54,0.0,2.0,0.0,,,,,0.89,5,6,6.0,6.0,72.0,,,,,,,,,,66.0,2.0,33.0,20.0,46.0,169.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,663189.18,6979575562506.5,1,20,46,1,5,22.33,340.22,72
110346273121,2,1,2,0,5,4,3,1,1,2.0,,19,0.57,1.0,2.0,50.0,,0.0,,,0.89,1,7,6.0,6.0,2701.0,819089.0,68257.42,11.0,10.0,819060.0,81906.0,11.0,,,88.0,2.0,44.0,29.0,59.0,225.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,823337.0,58809.79,10.0,44146048873.9,823327.0,63332.85,47255485726.9,4011049889.12,45763.39,34931546585.24,10,29,59,62,35,50.0,222.0,56
110346273425,4,0,0,0,12,2,0,2,2,,,22,0.66,2.0,4.0,50.0,,,,,0.82,1,5,5.0,5.0,84.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13035249.0,2607049.8,8.0,13035123.0,27186177666700.0,,,,,,4.0,13035223.0,3258805.75,8.0,31858792991600.0,13035207.0,4345069.0,37758519262200.0,18879624614800.0,659848.38,7680110427259.28,2,76,8,13035123,16,4345069.0,37758519262228.66,4
110346373121,0,0,0,0,0,1,1,0,0,,,2,0.06,0.0,0.0,0.0,,,,,1.0,6,7,6.0,,,,,,,,,,,,,,,,,,199.0,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,199.0,0.0,199,199,0,0,0,66.33,8800.22,199
110346471525,20,0,0,0,37,24,0,0,0,,,81,2.45,0.0,20.0,0.0,,,,,0.75,1,6,5.0,5.0,28.0,,,,,,,,,,11.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,140156.31,636053765160.51,2,11,17,142471,9,47499.67,4509777083.56,7026730
110346673327,6,0,0,0,7,4,1,0,0,,,18,0.54,0.0,6.0,0.0,,,,,0.67,1,7,6.0,6.0,440.0,,,,,,,,,,418.0,2.0,209.0,97.0,321.0,12544.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,346199.18,726816831820.03,3,97,321,14,8,144.0,16812.67,193
110346771222,33,3,14,0,6,6,0,2,0,,,64,1.93,0.0,33.0,0.0,,,,,0.48,1,1,1.0,1.0,0.0,9040126.0,475796.11,51.0,4.0,1386303.0,346575.75,161828.0,,,19991896.0,47.0,425359.49,17.0,6674559.0,1188923921920.0,20014843.0,400296.86,17.0,6674559.0,1127432018800.0,,,,,,44.0,19134735.0,434880.34,17.0,1260076801210.0,,,,,360965.44,991606294819.14,6,161828,296074,581944,346457,346615.33,30693455430.22,226113
110346873125,34,0,8,0,33,12,7,6,6,6.0,,106,3.2,6.0,34.0,17.65,1.0,0.0,10.0,3.0,0.68,1,7,6.0,6.0,7758.0,,,,52.0,3296021.0,63385.02,1.0,,,1120.0,3.0,373.33,10.0,629.0,69656.22,481.0,481.0,481.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,303468.0,15173.4,8.0,450975071.04,303460.0,15971.58,461968808.45,255091367.696,55819.05,33643157408.43,1,481,629,10,5744,373.33,69656.22,64
110346873626,4,0,0,0,10,0,0,0,0,,,14,0.42,0.0,4.0,0.0,,,,,0.71,1,5,5.0,5.0,382.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,931550.46,7400502866090.71,2,2,3,49,185,18.0,480.67,1828461
110346873721,0,0,0,0,4,1,0,0,0,,,5,0.15,0.0,0.0,0.0,,,,,1.0,5,6,5.0,5.0,,,,,,,,,,,119.0,1.0,119.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,458325.75,630074738529.69,1,119,1,1833180,3,611100.0,746739765520.67,3
110346873922,3,0,0,0,0,0,0,0,0,,,3,0.09,0.0,3.0,0.0,,,,,0.0,1,1,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987968.5,975562154730.25,263,1975674,263,0,0,658645.67,867281826929.56,263
110347171228,7,0,0,0,80,7,0,0,0,,,94,2.84,0.0,7.0,0.0,,,,,0.93,1,6,5.0,5.0,2166.0,,,,,,,,,,7.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,4611.18,283787126.13,3,7,129,7,9,47.67,3307.56,120
110347173720,18,0,0,0,17,12,0,0,0,,,47,1.42,0.0,18.0,0.0,,,,,0.62,1,6,5.0,5.0,70.0,,,,,,,,,,63.0,1.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,83556.78,80177898530.08,7,63,7,243,51,104.33,10136.89,61
110347471024,1,0,0,0,3,1,0,0,0,,,5,0.15,0.0,1.0,0.0,,,,,0.8,1,6,5.0,5.0,1773.0,,,,,,,,,,175.0,1.0,175.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,443.25,135126.19,13,175,933,652,13,586.67,97894.89,13
110347673321,16,0,0,0,14,6,0,0,0,,,36,1.09,0.0,16.0,0.0,,,8.0,10.0,0.56,1,1,1.0,1.0,0.0,,,,,,,,,,366410.0,3.0,122136.67,88.0,263324.0,11732009563.6,366322.0,183161.0,102998.0,263324.0,6426106569.0,,,,,,,,,,,,,,,541126.91,5814034217842.94,5,263324,102998,88,5,122136.67,11732009563.56,162428
110347673823,18,4,1,3,19,8,1,0,0,,,54,1.63,0.0,18.0,0.0,,,,,0.67,1,6,5.0,5.0,50.0,3287434.0,298857.64,3.0,28.0,4496595.0,160592.68,2.0,3370230.0,2.0,20.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6649044.0,201486.18,2.0,1235810.0,160147589405.0,,,,,,,,,,330755.64,430939521554.98,2,20,30,1029992,12,343347.33,235740449147.56,9
110347773923,3,0,0,0,2,1,0,0,0,,,6,0.18,0.0,3.0,0.0,,,1.0,9.0,0.5,1,1,5.0,5.0,0.0,,,,,,,,,,8067200.0,1.0,8067200.0,8067200.0,8067200.0,0.0,14251669.0,4750556.33,52.0,8067200.0,11874457681400.0,,,,,,,,,,,,,,,2850342.6,12540892957377.44,12,8067200,52,6184417,32,4750556.33,11874457681357.56,12
110348173825,4,0,0,0,2,1,0,1,1,,,9,0.27,1.0,4.0,25.0,,,5.0,0.0,0.56,1,1,1.0,1.0,0.0,,,,,,,,,,205402.0,6.0,34233.67,10.0,74572.0,1167593863.89,204659.0,40931.8,10.0,74572.0,1131922695.76,,,,,,4.0,204530.0,51132.5,10.0,894631967.25,204520.0,68173.33,31282620.22,4647602923.29,25690.5,1094653272.0,5,74572,69001,60947,10,68173.33,31282620.22,117
110348273726,3,2,0,0,6,1,0,0,0,,,12,0.36,0.0,3.0,0.0,,,,,0.75,1,1,2.0,2.0,0.0,4163959.0,4163959.0,4163959.0,,,,,,,4164029.0,3.0,1388009.67,24.0,4163959.0,3852947350700.0,4164005.0,2082002.5,46.0,4163959.0,4334542867890.0,,,,,,,,,,,,,,,944755.27,4209219392195.84,15,4163959,46,24,15,1388009.67,3852947350697.56,237
110348673325,22,5,3,11,20,7,0,2,2,,,72,2.17,2.0,22.0,9.09,,,,,0.69,1,1,1.0,1.0,0.0,2016019.0,336003.17,27.0,4.0,1984089.0,496022.25,69523.0,2947062.0,7.0,2016081.0,8.0,252010.13,7.0,1574745.0,254423109519.0,2016074.0,288010.57,27.0,1574745.0,280401010877.0,,,,,,23.0,2948194.0,128182.35,7.0,108812474262.0,2948177.0,134008.05,112977904504.0,17958157464.8,289624.52,1636097915712.9,3,1574745,165142,69523,174679,603136.67,473535208894.89,21
110348673421,2,1,0,0,1,4,0,0,0,,,8,0.24,0.0,2.0,0.0,,,,,0.75,1,1,6.0,6.0,0.0,3612724.0,602120.67,3.0,,,,,,,3612721.0,5.0,722544.2,15.0,3610599.0,2085215736420.0,3610599.0,3610599.0,3610599.0,3610599.0,0.0,,,,,,,,,,,,,,,516107.71,1595979868362.78,3,3610599,2036,34,37,1204223.0,2895323394688.67,30
110348673820,26,0,0,0,74,13,1,1,0,1.0,,115,3.47,0.0,26.0,0.0,1.0,0.0,4.0,4.0,0.77,1,7,6.0,6.0,136631.0,,,,,,,,,,1295.0,2.0,647.5,75.0,1220.0,327756.25,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,7947465.0,99343.31,1.0,404038578119.0,,,,,131558.87,476256640758.78,1,75,1220,1,2721,432.0,311384.67,4363498
110348973329,3,0,0,0,2,1,0,0,0,,,6,0.18,0.0,3.0,0.0,,,,,0.5,1,6,5.0,5.0,92.0,,,,,,,,,,83.0,1.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2585359.6,26541640071903.44,9,83,9,12889036,37044,4296376.0,36916902938712.66,626
110349373122,23,0,0,0,15,5,0,0,0,,,43,1.3,0.0,23.0,0.0,,,,,0.47,1,6,5.0,5.0,109.0,,,,,,,,,,92.0,1.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,181009.21,199062038989.45,4,92,17,28,22,45.67,1093.56,8
110349671527,6,0,0,0,4,0,0,0,0,,,10,0.3,0.0,6.0,0.0,,,3.0,12.0,0.4,1,1,1.0,1.0,0.0,,,,,,,,,,12780795.0,3.0,4260265.0,901709.0,8657715.0,10565588550300.0,,,,,,,,,,,,,,,,,,,,1886359.11,6487046181902.99,13,8657715,3221371,901709,1049071,4260265.0,10565588550290.67,1498690
110349673124,7,1,2,0,10,2,1,2,0,,,25,0.75,0.0,7.0,0.0,,,0.0,3.0,0.72,1,6,5.0,5.0,387.0,411112.0,18686.91,2.0,20.0,411045.0,20552.25,2.0,,,382.0,1.0,382.0,382.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,150385.0,16709.44,4.0,97178.0,1020379617.8,7.0,144871.0,20695.86,5.0,1238239532.41,,,,,17133.83,1329119592.72,2,382,5,97178,7,32521.67,2090244408.22,56
110349973728,1,0,0,0,3,2,0,0,0,,,6,0.18,0.0,1.0,0.0,,,,,0.83,1,6,5.0,5.0,225.0,,,,,,,,,,42.0,1.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,45.0,1304.4,3,42,64,103,3,69.67,636.22,13
110380271026,9,0,0,0,9,2,0,0,0,,,20,0.6,0.0,9.0,0.0,,,1.0,0.0,0.55,1,6,5.0,5.0,160.0,,,,,,,,,,130.0,1.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1265222.26,7421625775618.19,2,130,4,26,46,53.33,3019.56,294357
110380271225,56,2,0,7,74,46,6,7,3,4.0,,201,6.07,3.0,56.0,5.36,,3.0,,,0.72,1,7,6.0,6.0,1077.0,363965.0,8464.3,3.0,,,,,239189.0,6.0,149.0,2.0,74.5,14.0,135.0,3660.25,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,239366.0,11398.38,6.0,979686337.85,239349.0,11967.45,1021870023.55,143219859.503,132076.66,292171427003.5,2,135,14,272,14,140.33,11108.22,52
110380371027,5,0,0,0,16,10,0,0,0,,,31,0.94,0.0,5.0,0.0,,,,,0.84,1,6,6.0,6.0,602.0,,,,,,,,,,59.0,2.0,29.5,27.0,32.0,6.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,21855.47,4779260117.78,2,27,32,177,17,78.67,4838.89,6
110380571225,6,0,0,0,7,7,0,3,0,2.0,,23,0.69,0.0,6.0,0.0,,0.0,,,0.74,1,6,5.0,5.0,26.0,,,,,,,,,,20.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,453955.0,50439.44,6.0,10523098335.1,,,,,29909.55,6330475975.88,2,20,6,35436,46,11820.67,278842016.89,16
